Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,,0.0,0.0,343.528015,343.528015,0.0,0.0,0.0,0.0,0.0,0.0,343.528015,16.444,0.0,0,0.3,,360.272003,,0.0,0.706,0.0,0.706,13.086,,,2.642,16.434,0.0,0.0,0.0,343.838013,343.838013,360.272003,
09/30/1994,,0.0,0.0,340.052002,450.108002,-110.056,0.0,0.0,0.0,0.0,0.0,340.052002,15.149,0.751,0,0.239,,356.190002,,0.963,2.655,1.006,1.649,13.086,,,0.0,16.704,0.0,0.0,472.011993,-132.526001,339.485992,356.190002,
12/31/1994,,0.0,0.0,338.534004,450.703003,-112.168999,0.0,0.0,0.0,0.0,0.0,338.533997,11.673,1.266,0,1.295,,352.768005,,0.658,4.078,1.005,3.073,12.616,,,0.0,17.351999,0.0,0.0,472.497986,-137.082001,335.415985,352.768005,
03/31/1995,,0.0,0.0,347.517014,462.88501,-115.367996,0.0,0.0,0.0,0.0,0.0,347.516998,3.811,0.774,0,1.462,,353.563995,,0.53,4.476,1.011,3.465,15.897,,,0.0,20.903,0.0,0.0,472.518005,-139.856995,332.661011,353.563995,
06/30/1995,,0.0,0.0,372.973,491.927002,-118.954002,0.0,0.0,0.0,0.0,0.0,372.972992,3.633,0.864,0,1.698,,379.167999,,0.595,4.698,1.0,3.698,44.196999,,,0.0,49.490002,0.0,0.0,472.518005,-142.839996,329.678009,379.167999,
09/30/1995,,0.0,0.0,383.567001,506.022003,-122.455002,0.0,0.0,0.0,0.0,0.0,383.566986,2.831,0.809,0,24.726,,411.933014,,1.026,7.468,0.0,7.468,57.196999,,,0.0,65.691002,0.0,0.0,492.464996,-146.223007,346.241989,411.933014,
12/31/1995,,0.0,0.0,389.364029,515.426025,-126.061996,0.0,0.0,0.0,0.0,0.0,389.364014,1.65,1.638,0,24.987,,417.639008,,0.673,12.407,0.0,12.407,18.597,,,4.541,36.217999,0.0,0.0,539.094971,-157.673996,381.420975,417.639008,
03/31/1996,,0.0,0.0,387.692001,516.427002,-128.735001,0.0,0.0,0.0,0.0,0.0,387.691986,1.992,1.55,0,24.198999,,415.433014,,0.4,3.561,0.0,3.561,24.6,,,4.755,33.316002,0.0,0.0,539.064026,-156.947006,382.11702,415.433014,
06/30/1996,,0.0,0.0,385.677963,517.70697,-132.029007,0.0,0.0,0.0,0.0,0.0,385.678009,0.865,1.505,0,23.794001,,411.84201,,0.364,3.561,0.0,3.561,24.6,,,4.426,32.951,0.0,0.0,538.906982,-160.016006,378.890976,411.84201,
09/30/1996,,0.0,0.0,395.223999,530.078003,-134.854004,0.0,0.0,0.0,0.0,0.0,395.223999,1.444,1.221,0,23.551001,,421.440002,,0.46,3.561,0.0,3.561,36.599998,,,4.723,45.344002,0.0,0.0,538.906982,-162.811005,376.095978,421.440002,
