Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2006,941.131,,,-457.374,,483.757,,-402.611,,,,81.146,29.642,-28.194,0.0,-28.194,0.0,-1.448,110.788,-4.702,106.086,0.0,,,106.086,0.0,106.086,0.0,0.0,106.086,106.086,,547.79,0.19,0.19,0.19,594.546,0.18,0.18,0.18,
09/30/2006,902.586,,,-450.164,,452.422,,-398.175,,,,54.247,32.125,-31.826,0.0,-31.826,0.0,-0.299,86.372,23.809,110.181,0.0,,,110.181,0.0,110.181,0.0,0.0,110.181,110.181,,547.927,0.2,0.2,0.2,572.597,0.19,0.19,0.19,
03/31/2007,901.481,,,-440.949,,460.532,,-429.786,,,,30.746,33.799,-37.008,0.0,-37.008,0.0,3.209,64.545,-3.554,60.991,0.0,,,60.991,0.0,60.991,0.0,0.0,60.991,60.991,7.383,547.86,0.11,0.11,0.12,585.74,0.1,0.1,0.12,
06/30/2007,897.92,,,-437.037,,460.883,,-452.189,,,,8.694,23.346,-32.904,0.0,-32.904,0.0,9.558,32.04,2.216,34.256,0.0,,,34.256,0.0,34.256,0.0,0.0,34.256,34.256,,540.851,0.06,0.06,0.08,575.115,0.06,0.06,0.07,
09/30/2007,949.959,,,-465.97,,483.989,,-477.504,,,,6.485,24.803,-31.443,0.0,-31.443,0.0,6.64,31.288,-3.528,27.76,0.0,,,27.76,0.0,27.76,0.0,0.0,27.76,27.76,,539.931,0.05,0.05,0.07,577.583,0.05,0.05,0.07,
12/31/2007,1027.035,,,-488.222,,538.813,,-482.793,119.324,,363.469,56.02,35.563,-29.714,0.0,-29.714,0.0,-5.849,91.583,-1.248,90.335,0.0,,,90.335,0.0,90.335,0.0,0.0,90.335,90.335,-2.41,541.006,0.17,0.17,0.17,572.289,0.16,0.16,0.16,
03/31/2008,1032.21,,,-481.163,,551.047,0.0,-467.817,111.946,,355.871,83.23,-5.682,-20.104,0.0,-20.104,,25.786,77.548,-3.234,74.314,,,,74.314,,74.314,,0.0,74.314,74.314,,530.338,0.14,0.14,0.14,539.827,0.14,0.14,0.14,
06/30/2008,1200.931,,,-554.596,,646.335,0.0,-522.236,142.017,,380.219,124.099,11.337,-12.428,,,,1.091,135.436,-0.647,134.789,,,,134.789,,134.789,,0.0,134.789,134.789,,512.875,0.26,0.26,0.26,529.977,0.25,0.25,0.25,
09/30/2008,1298.475,,,-619.459,,679.016,0.0,-521.403,141.941,,379.462,157.613,8.481,-12.451,,,,3.97,166.094,-1.188,164.906,0.0,,,164.906,0.0,164.906,0.0,0.0,164.906,164.906,,509.041,0.32,0.32,0.32,523.759,0.31,0.31,0.31,
12/31/2008,1126.509,,,-557.797,,568.712,,-532.721,147.213,,385.508,35.991,-192.754,-7.218,0.0,-7.218,0.0,199.972,-156.763,-2.452,-159.215,0.0,,,-159.215,0.0,-159.215,0.0,0.0,-159.215,-159.215,180.75,498.338,-0.32,-0.32,0.04,498.338,-0.32,-0.32,0.04,
03/31/2009,853.436,828.23,25.206,-446.277,446.277,407.159,0.0,-510.192,125.048,372.724,12.42,-103.033,6.044,-4.398,,,,-1.646,-96.989,5.049,-91.94,0.0,0.0,0.0,-91.94,0.0,-91.94,0.0,0.0,-91.94,-87.2548,4.6852,490.195,-0.19,-0.19,-0.178,490.195,-0.19,-0.19,-0.180442,
06/30/2009,1039.944,966.317,73.627,-518.674,518.674,521.27,0.0,-509.621,127.41,374.77,7.441,11.649,5.005,-3.986,,,,-1.019,16.654,-3.253,13.401,0.0,0.0,0.0,13.401,0.0,13.401,0.0,0.0,13.401,-16.95725,-30.35825,495.11,0.03,0.03,-0.034249,507.993,0.03,0.03,-0.034249,
09/30/2009,1254.197,1194.745,59.452,-615.349,615.349,638.848,0.0,-550.215,142.48,391.17,16.565,88.633,2.8,-2.978,,,,0.178,91.433,-6.837,84.596,0.0,0.0,0.0,84.596,0.0,84.596,0.0,0.0,84.596,92.67745,8.08145,495.491,0.17,0.17,0.187042,521.443,0.16,0.16,0.175498,
12/31/2009,1342.746,1283.434,59.312,-630.259,630.259,712.487,0.0,-653.664,84.424,396.254,172.986,58.823,2.27,-2.539,,,,0.269,61.093,-1.889,59.204,0.0,0.0,0.0,59.204,0.0,59.204,0.0,0.0,59.204,129.20575,70.00175,495.356,0.12,0.12,0.260834,524.903,0.11,0.11,0.243361,
03/31/2010,1462.0,1404.0,58.0,-695.0,695.0,767.0,0.0,-560.0,133.0,421.0,6.0,207.0,5.0,-2.0,,,,-3.0,212.0,-2.0,210.0,0.0,0.0,0.0,210.0,0.0,210.0,0.0,0.0,210.0,212.2295,2.2295,495.0,0.42,0.42,0.428746,527.0,0.4,0.4,0.404231,
06/30/2010,1605.0,1547.0,58.0,-762.0,762.0,843.0,0.0,-571.0,144.0,421.0,6.0,272.0,4.0,-2.0,,,,-2.0,276.0,2.0,278.0,0.0,0.0,0.0,278.0,0.0,278.0,0.0,0.0,278.0,278.44265,0.44265,501.0,0.56,0.56,0.555774,538.0,0.52,0.52,0.520823,
09/30/2010,1806.0,1749.0,57.0,-872.0,872.0,934.0,0.0,-599.0,144.0,448.0,7.0,335.0,1.0,-2.0,,,,1.0,336.0,-8.0,328.0,0.0,0.0,0.0,328.0,0.0,328.0,0.0,0.0,328.0,329.3,1.3,509.0,0.64,0.64,0.646955,544.0,0.6,0.6,0.60239,
12/31/2010,1945.0,1889.0,56.0,-955.0,955.0,990.0,0.0,-722.0,169.0,472.0,81.0,268.0,4.0,-2.0,,,,-2.0,272.0,-6.0,266.0,0.0,0.0,0.0,266.0,,266.0,0.0,0.0,266.0,308.9,42.9,528.0,0.5,0.5,0.585038,569.0,0.47,0.47,0.545395,
03/31/2011,1816.0,1752.0,64.0,-894.0,894.0,922.0,0.0,-688.0,179.0,498.0,11.0,234.0,-1.0,0.0,,,,1.0,233.0,-5.0,228.0,0.0,0.0,0.0,228.0,0.0,228.0,0.0,0.0,228.0,230.6,2.6,539.0,0.42,0.42,0.427829,575.0,0.4,0.4,0.404522,
06/30/2011,1796.0,1742.0,54.0,-878.0,878.0,918.0,0.0,-748.0,180.0,505.0,63.0,170.0,1.0,0.0,,,,-1.0,171.0,4.0,175.0,0.0,0.0,0.0,175.0,0.0,175.0,0.0,0.0,175.0,210.1,35.1,535.0,0.33,0.33,0.39271,558.0,0.31,0.31,0.372903,
09/30/2011,1957.0,1902.0,55.0,-960.0,960.0,997.0,0.0,-727.0,166.0,501.0,60.0,270.0,6.0,1.0,,,,-7.0,276.0,-6.0,270.0,0.0,0.0,0.0,270.0,0.0,270.0,0.0,0.0,270.0,319.85,49.85,537.0,0.5,0.5,0.595624,558.0,0.48,0.48,0.569337,
12/31/2011,1820.0,1763.0,57.0,-894.0,894.0,926.0,0.0,-647.0,157.0,479.0,11.0,279.0,-3.0,4.0,,,,-1.0,276.0,-22.0,254.0,0.0,0.0,0.0,254.0,0.0,254.0,0.0,0.0,254.0,255.95,1.95,543.0,0.47,0.47,0.471363,561.0,0.45,0.45,0.453476,
03/31/2012,1827.0,1770.0,57.0,-918.0,918.0,909.0,0.0,-859.0,179.0,546.0,134.0,50.0,-7.0,6.0,,,,1.0,43.0,45.0,88.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.0,88.0,118.05,30.05,548.0,0.16,0.16,0.21542,570.0,0.15,0.15,0.202719,
06/30/2012,1971.0,1917.0,54.0,-1021.0,1021.0,950.0,0.0,-798.0,171.0,582.0,45.0,152.0,0.0,7.0,,,,-7.0,152.0,8.0,160.0,0.0,0.0,0.0,160.0,0.0,160.0,0.0,0.0,160.0,162.8,2.8,555.0,0.29,0.29,0.293333,575.0,0.28,0.28,0.28487,
09/30/2012,2128.0,2085.0,43.0,-1063.0,1063.0,1065.0,0.0,-854.0,174.0,600.0,80.0,211.0,0.0,8.0,,,,-8.0,211.0,9.0,220.0,0.0,0.0,0.0,220.0,0.0,220.0,0.0,0.0,220.0,239.2,19.2,561.0,0.39,0.39,0.426381,579.0,0.38,0.38,0.413161,
12/31/2012,2080.0,2028.0,52.0,-1025.0,1025.0,1055.0,0.0,-792.0,172.0,590.0,30.0,263.0,-13.0,9.0,,,,4.0,250.0,1.0,251.0,0.0,0.0,0.0,251.0,0.0,251.0,0.0,0.0,251.0,251.35,0.35,566.0,0.44,0.44,0.444081,581.0,0.43,0.43,0.430602,
03/31/2013,2005.0,1962.0,43.0,-988.0,988.0,1017.0,0.0,-819.0,179.0,615.0,25.0,198.0,-5.0,8.0,,,,-3.0,193.0,-2.0,191.0,0.0,0.0,0.0,191.0,0.0,191.0,0.0,0.0,191.0,195.5,4.5,570.0,0.34,0.34,0.342982,585.0,0.33,0.33,0.337692,
06/30/2013,2090.0,2047.0,43.0,-1030.0,1030.0,1060.0,0.0,-1308.0,174.0,619.0,515.0,-248.0,-6.0,9.0,,,,-3.0,-254.0,3.0,-251.0,0.0,0.0,0.0,-251.0,0.0,-251.0,0.0,0.0,-251.0,234.0,485.0,578.0,-0.43,-0.43,0.404844,578.0,-0.43,-0.43,0.404844,
09/30/2013,2146.0,2146.0,,-1044.0,1044.0,1102.0,0.0,-766.0,181.0,609.0,-24.0,336.0,-11.0,7.0,,,,4.0,325.0,-9.0,316.0,0.0,0.0,0.0,316.0,0.0,316.0,0.0,0.0,316.0,275.05,-40.95,571.0,0.55,0.55,0.481699,578.0,0.55,0.55,0.479152,
12/31/2013,2064.0,2064.0,,-1026.0,1026.0,1038.0,0.0,-852.0,172.0,643.0,37.0,186.0,-5.0,6.0,,,,-1.0,181.0,-13.0,168.0,0.0,0.0,0.0,168.0,0.0,168.0,0.0,0.0,168.0,182.95,14.95,576.0,0.29,0.29,0.317622,581.0,0.29,0.29,0.315731,
03/31/2014,1984.0,1984.0,,-1004.0,1004.0,980.0,0.0,-810.0,185.0,636.0,-11.0,170.0,-2.0,5.0,,,,-3.0,168.0,-3.0,165.0,0.0,0.0,0.0,165.0,0.0,165.0,0.0,0.0,165.0,180.8,15.8,584.0,0.28,0.28,0.309589,590.0,0.28,0.28,0.30678,
06/30/2014,2041.0,2041.0,,-1005.0,1005.0,1036.0,0.0,-1022.0,182.0,634.0,206.0,14.0,-13.0,5.0,,,,8.0,1.0,-2.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,148.8,149.8,587.0,0.0,0.0,0.253492,587.0,0.0,0.0,0.253492,
09/30/2014,2260.0,2260.0,,-1077.0,1077.0,1183.0,0.0,-1072.0,176.0,573.0,323.0,111.0,-8.0,17.0,,,,-9.0,103.0,-5.0,98.0,0.0,0.0,0.0,98.0,0.0,98.0,0.0,0.0,98.0,304.4,206.4,591.0,0.17,0.17,0.515059,607.0,0.16,0.16,0.500033,
12/31/2014,2143.0,2143.0,,-1012.0,1012.0,1131.0,0.0,-732.0,173.0,530.0,29.0,399.0,-4.0,9.0,,,,-5.0,395.0,-5.0,390.0,0.0,0.0,0.0,390.0,0.0,390.0,0.0,0.0,390.0,406.9,16.9,596.0,0.65,0.65,0.682718,610.0,0.64,0.64,0.667705,
03/31/2015,2058.0,2058.0,,-972.0,972.0,1086.0,0.0,-863.0,177.0,539.0,147.0,223.0,-5.0,5.0,,,,0.0,218.0,-9.0,209.0,0.0,0.0,0.0,209.0,0.0,209.0,0.0,0.0,209.0,306.5,97.5,600.0,0.35,0.35,0.510833,613.0,0.34,0.34,0.499054,
06/30/2015,2096.0,2096.0,,-939.0,939.0,1157.0,0.0,-755.0,188.0,538.0,29.0,402.0,-8.0,3.0,,,,5.0,394.0,-8.0,386.0,0.0,0.0,0.0,386.0,0.0,386.0,0.0,0.0,386.0,402.9,16.9,602.0,0.64,0.64,0.669269,616.0,0.63,0.63,0.657435,
09/30/2015,2187.0,2187.0,,-1015.0,1015.0,1172.0,0.0,-736.0,177.0,542.0,17.0,436.0,5.0,1.0,,,,-6.0,441.0,-12.0,429.0,0.0,0.0,0.0,429.0,0.0,429.0,0.0,0.0,429.0,439.4,10.4,608.0,0.71,0.71,0.722697,620.0,0.69,0.69,0.706774,
