Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2000,,,,,,,,10.008254,,9.863805,6.71688,6.304168,6.211308,,31.903766,0.0,,
06/30/2000,,,,,,,,8.782856,,8.498947,5.5408,5.146991,4.972983,,34.806034,0.0,,
09/30/2000,,,,,,,,13.265306,,12.782434,7.862609,7.343294,7.06086,,38.488952,0.0,,
12/31/2000,,,,,,,,-3.482338,,-3.526102,-4.995311,-5.464208,-5.464208,,,,,
03/31/2001,,10.517427,1.73082,3.755237,5.051427,,,9.544624,7.990315,4.990861,2.447747,2.018597,1.915283,,50.955414,,,
06/30/2001,,14.470539,2.314455,4.6315,5.51486,,,10.524369,17.832437,11.197397,7.255381,6.656312,6.560166,,35.204756,,,
09/30/2001,,9.726732,1.450165,3.001424,4.800665,,,13.101024,12.348769,7.582442,3.978165,3.559411,3.477155,,47.534517,,,
12/31/2001,,29.239482,3.359886,5.861978,8.991322,,,11.502347,,4.104195,2.165682,1.726488,1.620476,,47.232472,,,
03/31/2002,,34.897005,3.752519,6.579468,9.746005,,,12.073512,,7.928136,4.367892,3.815724,3.708587,,44.906445,,,
06/30/2002,,28.993793,3.324922,,9.642693,,,12.394132,,10.31458,5.72444,4.975802,4.885057,,44.501466,,,
09/30/2002,,36.490009,4.157771,,11.178481,,,13.476051,-0.516796,10.341907,6.707223,6.183582,6.083475,,35.145197,,,
12/31/2002,,48.914877,4.651553,,13.543784,,,10.938807,-156.862745,3.86165,2.987457,2.22729,2.196883,,22.637795,,,
03/31/2003,,51.543943,5.009403,,13.807841,,,11.936243,-13.461538,9.916682,6.765079,6.067741,5.995291,,31.780822,,,
06/30/2003,,47.311172,5.132218,,14.284693,,,11.742701,-21.035599,8.449215,5.253314,4.838579,4.76539,,37.824832,,,
09/30/2003,,48.430403,5.35969,,14.888546,,,14.328969,,11.587561,7.700491,7.086743,7.05401,,33.545198,,,
12/31/2003,,76.529273,7.324603,,17.10519,,,13.808801,,11.245996,7.536672,6.836958,6.786377,,32.983508,,,
03/31/2004,,53.750559,7.023613,,15.893489,,,14.523783,-0.100959,13.033881,8.85112,8.310341,8.310341,,32.091448,,,
06/30/2004,,65.238778,7.883909,,16.666352,,,12.235622,-8.239947,10.853432,7.634508,7.142857,7.077922,,29.65812,,,
09/30/2004,,60.463357,8.207051,,17.373319,,,14.571725,-12.752912,12.446879,8.773255,8.338842,8.272736,,29.514416,,,
12/31/2004,,46.926896,7.363751,16.913566,21.515431,,,19.493609,-1.395598,0.430187,4.178958,4.289577,4.289577,,,0.0,46.926896,
03/31/2005,,37.526488,7.303664,16.631623,19.760213,,,15.281675,48.780488,13.835528,10.587093,10.079862,10.079862,,23.478939,,,
06/30/2005,,44.192981,7.357367,16.903458,21.029908,,,15.828605,,10.966543,7.669732,7.151242,7.151242,,30.062444,,,
09/30/2005,,47.356798,8.921421,20.459071,21.820514,,,15.649452,,14.211659,10.02543,13.859546,13.859546,,29.456297,,,
12/31/2005,,48.2048,9.864061,21.888716,18.72256,,,5.063874,,7.595811,6.272298,7.872022,7.872022,,17.424242,,,
03/31/2006,,43.915891,9.721851,20.821468,16.742436,,,14.179339,,13.738857,10.498165,10.3828,10.3828,,23.587786,,,
