Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,15.749,11.252,4.49,0.0,-0.14,0.147,,,,,,,,,,,,,,,,,,,,,
06/30/1994,15.842,13.208,4.373,0.0,-0.116,-1.623,,,,,,,,,,,,,,,,,,,,,
09/30/1994,17.337,12.417,4.427,0.0,-0.14,0.633,,,,,,,,,,,,,,,,,,,,,
12/31/1994,16.591,13.1,4.231,0.0,-0.136,-0.604,,,,,,,,,,,,,,,,,,,,,
03/31/1995,16.952,13.756,3.994,0.0,0.355,-1.153,,,,,,,,,,,,,,,,,,,,,
06/30/1995,14.935,37.866001,4.094,0.0,-22.882999,-4.142,,,,,,,,,,,,,,,,,,,,,
09/30/1995,24.521,14.644,4.24,0.0,0.475,5.162,,,,,,,,,,,,,,,,,,,,,
12/31/1995,14.756,14.0,4.363,0.0,0.524,-4.131,,,,,,,,,,,,,,,,,,,,,
03/31/1996,26.426001,14.601,4.7,0.0,-0.096,7.221,,0.0,-75.281998,0.0,0.0,0.0,0.0,,4.882,-70.400002,66.089996,-16.021,,81.300003,,,0.877,0.0,-0.066,22.115999,
06/30/1996,19.083,15.591,5.06,0.0,0.98,-2.548,,0.0,-13.062,0.0,0.0,0.0,0.0,,1.9,-11.162,-17.065001,-16.339001,,-0.399,,,0.362,0.0,-0.689,-9.144,
09/30/1996,28.780001,15.028,5.261,0.0,0.248,8.243,,0.0,-15.418,0.0,7.97,0.0,0.0,,-2.317,-9.765,-16.778,-16.625999,,-0.332001,,,0.065,0.0,0.115,2.237,
12/31/1996,16.296,15.421,5.679,0.0,0.493,-5.297,,0.0,-11.546,0.0,-7.97,0.0,6.046,,0.0,-13.47,-17.224001,-16.919001,,-0.264,,,0.232,0.0,-0.273,-14.398,
03/31/1997,24.073,17.118999,5.482,0.0,-1.487,2.959,,8.624,-18.097,0.0,0.0,0.0,0.0,0.0,0.892,-8.581,-7.441,-17.225,0.0,9.69,,,0.168,0.0,-0.074,8.051,
06/30/1997,17.780001,15.394,5.49,0.0,0.619,-3.723,,0.0,-61.636002,0.0,0.0,0.0,0.0,0.0,-0.146,-61.782001,36.495998,-17.516001,0.0,54.166999,,,0.0,-0.001,-0.154,-7.506,
09/30/1997,25.586,15.619,5.692,0.0,0.661,3.614,,0.0,-16.723,0.0,0.0,0.0,0.0,0.0,0.338,-16.385,-9.537,-17.806999,0.0,-49.803001,,,58.058998,0.0,0.014,-0.336,
12/31/1997,20.105,16.657,6.003,0.0,0.662,-3.217,,0.0,-103.575996,0.0,0.0,0.0,-13.83,0.0,-1.084,-118.489998,99.448997,-18.131001,-1.247,59.192,,,53.250999,0.0,6.384,1.064,
03/31/1998,27.301001,17.478001,6.645,0.0,0.535,2.643,,0.0,-11.443,0.0,0.0,0.0,0.0,-18.889999,-0.88,-31.212999,3.013,-19.358,-1.181,24.751,,,0.0,0.0,-1.199,-0.899,
06/30/1998,24.054001,17.726999,7.246,0.0,0.463,-1.382,,1.883,-114.304001,0.0,0.0,0.0,0.0,-6.874,-29.253,-148.548004,123.398003,-20.124001,-1.181,122.752002,,,23.382999,0.0,-1.432,-1.096,
09/30/1998,38.939999,24.896,7.512,0.0,-5.206,11.738,,9.82,-59.847,0.0,0.0,0.0,0.0,-10.819,13.95,-46.896,88.893997,-20.436001,-2.06,-19.510001,,,130.220001,0.0,0.68,80.938004,
12/31/1998,22.016001,27.066,8.174,0.0,-4.803,-8.421,,9.835,-226.127991,0.0,0.0,0.0,0.0,36.583,-11.157,-190.866989,90.327995,-20.76,-4.11,115.868996,,,0.305004,0.0,-0.976,-78.522987,
03/31/1999,36.433998,19.378,9.386,0.0,1.126,6.544,,0.0,-57.751999,0.0,0.0,0.0,0.0,0.0,-8.529,-66.280998,29.594999,-25.218,19.091999,36.893,,,0.044,0.0,-1.216,-0.252,
06/30/1999,82.108,58.73,19.489,0.0,2.089,1.8,,3.231,-113.058,0.0,0.0,0.0,0.0,0.0,-23.122,-132.949,71.429,-51.436,16.751,79.91,,,29.578,0.0,-3.374,20.588,
09/30/1999,34.743999,30.173,10.194,,-8.905,3.282,,42.867001,-53.77,,,,,,23.344999,12.442,-44.403,-26.541,-0.803,-17.761999,,,0.06,,0.643,2.783,
12/31/1999,26.941,26.997999,15.106,0.0,1.168,-16.330999,,0.0,-73.924004,0.0,0.0,0.0,0.0,-40.855999,4.827,-109.953003,82.509003,-28.200001,0.0,109.463,,,19.513,-2.333,-15.934,-0.503,
03/31/2000,56.796,29.432,17.146,,0.321,9.897,,3.583,-6.471,,,,,,-1.235,-4.123,-55.412,-43.163,,-1.883,12.565,-14.448,0.034,-6.269,-4.131,-2.739,
06/30/2000,44.379002,36.5,17.447001,0.0,-1.294,-6.28,,15.913,0.0,0.0,0.0,0.0,0.0,0.0,-15.961,-0.048,-42.111,-43.533001,0.0,-7.007,,,1.414,0.0,7.016,2.22,
09/30/2000,53.868999,30.91,17.461,0.0,1.131,5.776,,7.714,-9.747,0.0,0.0,0.0,0.0,0.0,21.75,19.716999,-75.860001,-43.935001,0.0,6.890999,,,0.024,-26.076,-12.764,-2.274,
12/31/2000,50.257999,36.605999,20.535999,0.0,-6.452,-0.432,,53.812,-5.34,0.0,0.0,0.0,0.0,0.0,-0.412,48.060001,-44.598,-44.448002,0.0,-28.281998,,,0.0,,28.121,53.720001,
03/31/2001,50.198,26.024,18.739,,1.96,3.475,,0.686,-22.949,,,,,,10.697,-11.566,-91.042,-44.966,,-47.277,-46.0,-1.277,1.218,,-0.017,-52.41,
12/31/2001,49.372002,36.168999,18.035999,0.0,0.402,-5.235,,2.183,-14.384,0.0,15.625,0.0,-14.117,0.0,7.863,-2.83,-47.970001,-50.266998,0.0,-23.347999,,,26.084,0.0,-0.463,-1.428,
03/31/2002,51.753,30.409,18.125,,2.914,0.305,,8.63,-125.572,,,,,,7.855,-109.087,55.543,-51.531,,86.96,90.3,-3.34,19.42,,0.694,-1.791,
06/30/2002,53.609,40.355,18.744,,0.518,-6.008,,9.178,-67.474,,,,,,0.948,-57.348,6.038,-52.603,,37.583,,,23.593,,-2.535,2.299,
09/30/2002,68.559,37.242,19.385,,1.791,10.141,,2.772,-36.35,,,,-112.75,,-9.541,-155.869,90.108,-54.011,,105.603,,,34.602,,3.914,2.798,
12/31/2002,49.918999,29.374001,19.468,0.0,11.894,-10.817,,0.31,-43.457001,0.0,0.0,0.0,113.487999,-139.330002,0.0,-68.988998,15.851,-55.203999,0.0,45.228002,,,24.723,0.0,1.104,-3.219,
03/31/2003,72.157,27.664,21.271,0.0,6.504,16.718,,6.043,-29.22,0.0,0.0,0.0,0.0,-10.206,0.0,-33.383,-33.829,-55.75,0.0,-4.469,,,25.028,0.0,1.362,4.945,
06/30/2003,50.19,36.914,21.677,0.0,2.718,-11.119,,6.805,-9.122,0.0,0.0,0.0,0.0,10.206,-10.561,-2.672,-49.399,-55.371,0.0,61.66,,,43.619,-99.415,0.108,-1.881,
09/30/2003,71.871,49.609,21.188,0.0,-4.857,5.931,,12.631,-171.894,0.0,0.0,0.0,35.802,2.721,10.561,-110.179,36.455,-56.717,0.0,-45.982,,,200.178,-60.0,-1.024,-1.853,
12/31/2003,69.357002,44.397999,16.212,0.0,14.814,-6.067,,30.631001,-12.509,0.0,0.0,-4.218,0.0,-176.990997,0.0,-163.087006,101.792,-55.393002,-9.965,61.412994,,,239.078003,-133.625,0.284,8.062,
