Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1997,761.47699,18.997,18.997,0.0,199.302002,,,9.915,,,,,40.853001,,,,269.066986,135.160004,201.462006,-66.302002,15.135,342.11499,,,,342.11499,492.409994,,24.167,24.167,,,,17.546,,,,,116.488004,,,,116.488004,158.201004,130.679993,,,,45.115002,,,,45.115002,175.794995,333.995999,0.0,276.390991,,,0.0,,151.089996,427.480987,0,427.480987,761.476986,
09/30/1997,575.148987,9.244,9.244,0.0,116.070999,116.071,,9.444,,,,,31.551001,,,,166.309998,103.780998,154.929993,-51.148998,6.729,298.32901,298.329,272.86,25.469,1e-05,408.839008,,12.601,12.601,,,,11.176,,,,,81.307999,,,,81.307999,105.084999,74.531998,,,,36.028999,,,,36.028999,110.560997,215.645996,0.0,259.15799,,,0.0,100.345,0.0,359.502991,0,359.502991,575.148987,
12/31/1997,838.182983,23.712999,23.712999,0.0,211.188004,,,9.642,,,,,41.764999,,,,286.308014,136.751999,215.585007,-78.833,9.508,405.61499,,,,405.61499,551.874989,,24.615999,24.615999,,,,12.614,,,,,124.579007,,,,124.579007,161.809006,179.888,,,,41.124001,,,,41.124001,221.012001,382.821007,0.0,285.93399,,,0.0,,169.427994,455.361984,0,455.361984,838.182991,
03/31/1998,920.085022,65.317001,65.317001,0.0,220.304001,,,10.895,,,,,40.244999,,,,336.760986,139.322998,224.113998,-84.791,21.016001,422.984985,,,,422.984985,583.323984,,23.599001,23.599001,,,,20.931999,,,,,113.806997,,,,113.806997,158.337997,235.716995,,,,42.201,,,,42.201,277.917995,436.255992,0.0,297.552002,,,0.0,,186.276993,483.828995,0,483.828995,920.084987,
06/30/1998,949.797974,75.888,75.888,0.0,236.522995,,,9.911,,,,,42.764999,,,,365.087006,142.716995,232.813004,-90.096001,20.738001,421.256012,,,,421.256012,584.711008,,27.952999,27.952999,,,,10.624,,,,,128.391995,,,,128.391995,166.968994,234.848007,,,,44.311001,,,,44.311001,279.159008,446.128002,0.0,298.875,,,0.0,,204.794998,503.669998,0,503.669998,949.798,
09/30/1998,985.356995,22.452999,22.452999,0.0,273.934998,,,11.712,,,11.712,0.0,43.937,,,,352.036987,153.175995,251.468994,-98.292999,20.858999,459.285004,408.860992,408.860992,0.0,50.424011,633.319998,,36.223999,36.223999,,,,9.733,,,,,123.942995,,,,123.942995,169.899994,249.755997,,,,42.146,,,,42.146,291.901997,461.801991,0.0,299.765015,,,0.0,,223.789993,523.555008,0,523.555008,985.356998,
12/31/1998,1328.310059,146.253998,146.253998,0.0,305.333008,,,15.984,,,15.984,0.0,67.175003,,,,534.745972,160.697998,268.365997,-107.667999,31.76,601.106018,584.107971,545.000977,39.106995,16.998047,793.564016,,41.728001,41.728001,,,,11.699,,,,,270.846986,,,,270.846986,324.273987,408.963989,,,,35.660999,,,,35.660999,444.624989,768.898975,0.0,314.981995,,,0.0,,244.429001,559.410995,0,559.410995,1328.309971,
03/31/1999,1236.849976,52.812,52.812,0.0,325.013,,,13.816,,,13.816,0.0,47.547001,,,,439.187988,163.100006,269.958008,-106.858002,28.694,605.867981,584.911011,543.867004,41.044006,20.95697,797.661987,,33.202,33.202,,,,11.22,,,,,183.734998,,,,183.734998,228.156998,385.878998,,,,39.674999,,,,39.674999,425.553997,653.710995,0.0,316.285004,,,0.0,,266.854004,583.139008,0,583.139008,1236.850002,
06/30/1999,1223.599976,28.58,28.58,0.0,197.274002,,,136.625,,,136.625,0.0,53.467999,,,,415.946991,163.240005,287.18399,-123.944,31.141001,613.271973,613.271973,,,0.0,807.652979,,36.723,36.723,,,,6.882,,,,,178.115993,,,,178.115993,221.720993,349.105988,,,,45.352001,,,,45.352001,394.457989,616.178982,0.0,316.391998,,,0.0,,291.028992,607.42099,0,607.42099,1223.599972,
09/30/1999,1338.16394,8.999,8.999,0.0,355.313995,,,15.538,,,15.538,0.0,59.103001,,,,438.95401,170.097,300.815002,-130.718002,29.063,700.049988,700.049988,,,0.0,899.209988,,31.805,31.805,,,,21.6,,,,,185.201002,,,,185.201002,238.606003,421.631989,,,,44.240002,,,,44.240002,465.87199,704.477993,0.0,317.630005,,,0.0,,316.056,633.686005,0,633.686005,1338.163998,
12/31/1999,1338.730957,26.923,26.923,0.0,338.242004,,,14.8,,,14.8,0.0,60.824001,,,,440.789001,169.839005,329.881012,-160.042007,33.111,694.992004,694.992004,,,0.0,897.942009,,29.98,29.98,,,,11.693,,,,,184.963994,,,,184.963994,226.636993,416.971008,,,,46.514,,,,46.514,463.485008,690.122002,0.0,318.480988,,,0.0,,330.127991,648.608978,0,648.608978,1338.73098,
03/31/2000,1459.292969,20.486,20.486,0.0,384.471985,,,14.924,,,14.924,0.0,67.915001,,,,487.796997,180.895996,330.29599,-149.399994,40.847,749.752991,749.752991,,,0.0,971.495987,,30.047001,30.047001,,,,90.546997,,,,,176.839993,,,,176.839993,297.43399,420.415985,,,,62.332001,,,,62.332001,482.747986,780.181976,0.0,320.976013,,,0.0,,358.13501,679.111023,0,679.111023,1459.292999,
06/30/2000,1656.446045,44.521,44.521,0.0,399.852997,,,7.324,,,7.324,0.0,320.175995,,,,771.874023,176.490005,325.076996,-148.587006,40.275002,667.807007,667.807007,667.617004,0.190002,0.0,884.572014,,47.901001,47.901001,,,,2.877,,,,,307.464003,,,,307.464003,358.242004,525.619019,,,,61.208,,,,61.208,586.827019,945.069023,0.0,322.020996,,,0.0,,389.355988,711.376984,0,711.376984,1656.446007,
09/30/2000,1429.10498,18.893999,18.893999,0.0,402.98999,,,9.008,,,9.008,0.0,91.764999,,,,522.656982,206.595001,363.140015,-156.544998,42.869999,656.982971,656.982971,,,0.0,906.447971,,22.457001,22.457001,,,,1.966,,,,,223.675998,,,,223.675998,248.098999,370.778992,,,,61.646999,,,,61.646999,432.425991,680.52499,0.0,327.074005,,,0.0,,421.506012,748.580017,0,748.580017,1429.105007,
12/31/2000,1526.33606,14.234,14.234,0.0,417.359985,,,8.98,,,,,89.987999,,,,530.562012,222.688004,,,41.785,731.301025,731.301025,,,0.0,995.774029,,27.284,27.284,,,,2.002,,,,,231.889994,,,,231.889994,261.175995,408.101013,,,,65.806999,,,,65.806999,473.908012,735.084007,0.0,327.78299,,,0.0,,463.468994,791.251984,0,791.251984,1526.335991,
03/31/2001,1812.130981,276.213989,276.213989,0.0,456.307007,,,8.54,,,8.54,0.0,67.515999,,,,808.577026,226.798996,428.898987,-202.100006,47.145,729.609985,729.609985,729.609985,0.0,0.0,1003.553982,,28.788,28.788,,,,2.99,,,,,228.083999,,,,228.083999,259.862,650.379028,,,,72.865997,,,,72.865997,723.245026,983.107025,0.0,331.367004,,,0.0,,497.657013,829.024017,0,829.024017,1812.131042,
06/30/2001,1891.687012,242.457993,242.457993,0.0,472.041992,,,8.591,,,8.591,0.0,86.524002,,,,809.61499,237.563004,454.372986,-216.809998,49.589001,794.919983,794.919983,794.919983,0.0,0.0,1082.071987,,40.264999,40.264999,,,,3.362,,,,,237.425003,,,,237.425003,281.052002,649.312988,,,,75.806999,,,,75.806999,725.119987,1006.171989,0.0,351.27301,,,0.0,,534.242004,885.515015,0,885.515015,1891.687004,
09/30/2001,2720.929932,34.048,34.048,0.0,630.344971,,,10.282,,,10.282,,94.146004,,,,768.820984,343.591003,,,52.969002,1555.54895,1555.54895,1388.56897,166.97998,0.0,1952.108955,,46.318001,46.318001,,,,3.094,,,,,328.508989,,,,328.508989,377.92099,1319.062988,,,,80.433998,,,,80.433998,1399.496986,1777.417976,0.0,365.757996,,,0.0,,577.754028,943.512024,0,943.512024,2720.93,
12/31/2001,2759.25,44.174,44.174,0.0,623.120972,,,12.576,,,12.576,,96.699997,,,,776.570984,343.506012,,,53.402,1585.770996,1585.770996,1422.008057,163.762939,0.0,1982.679008,,48.175999,48.175999,,,,9.55,,,,,344.750014,,,,344.750014,402.476013,547.234985,,,,91.93,,,,91.93,639.164986,1041.640999,0.0,1084.187012,,,0.0,,633.421997,1717.609009,0,1717.609009,2759.250008,
03/31/2002,2815.710938,45.201,45.201,0.0,658.28302,,,11.561,,,11.561,,101.848,,,,816.893005,334.639008,,,43.804001,1620.375,1620.375,1458.473022,161.901978,0.0,1998.818008,,49.691002,49.691002,,,,0.825,,,,,333.959004,,,,333.959004,384.475006,317.194,,,,101.468002,,,,101.468002,418.662003,803.137009,0.0,1320.244019,,,0.0,,692.330017,2012.574036,0,2012.574036,2815.711044,
06/30/2002,3403.566895,33.813999,33.813999,0.0,631.388,,,114.822998,,,9.74,105.083,94.463997,,,,874.489014,394.829987,677.68103,-282.851013,0.0,2134.248047,2080.769043,1846.482056,234.286987,53.479004,2529.078033,,72.858002,72.858002,,,,1.33,,,,,411.724993,,,,411.724993,485.912994,708.232971,,,,114.000999,,,,114.000999,822.233971,1308.146965,0.0,1331.853027,,,0.0,,763.567017,2095.420044,0,2095.420044,3403.567009,
09/30/2002,3444.751953,53.308998,53.308998,0.0,740.731995,,,8.261,,,8.261,,82.633003,,,,884.934998,411.94101,,,,2147.875977,2086.083008,1846.467041,239.615967,61.792969,2559.816986,,75.140999,75.140999,,,,43.953999,43.953999,0.0,0.0,,331.433018,,,,331.433018,450.528015,316.98999,316.98999,0.0,0.0,512.244019,,,,512.244019,829.234009,1279.762024,0.0,1332.168945,,,0.0,,832.820984,2164.989929,0,2164.989929,3444.751953,
12/31/2002,3510.720947,58.900002,58.900002,0.0,769.177002,,,8.837,,,8.837,,92.672997,,,,929.586975,430.964996,,,0.0,2150.168945,2094.301025,1855.598022,238.703003,55.86792,2581.133942,,47.143002,47.143002,,,,0.626,,,,,446.708995,,,,446.708995,494.477997,618.901001,,,,154.733994,,,,154.733994,773.634995,1268.112991,0.0,1335.689941,,,0.0,,906.91803,2242.607971,0,2242.607971,3510.720963,
03/31/2003,3634.168945,35.403999,35.403999,0.0,821.484985,,,8.121,,,8.121,0.0,94.073997,,,,959.083984,462.841003,,,0.0,2212.243896,2156.802002,1890.14502,266.656982,55.441895,2675.0849,,55.723999,55.723999,,,,1.991,,,,,480.823026,,,,480.823026,538.538025,576.18103,,,,189.057007,,,,189.057007,765.238037,1303.776062,0.0,1345.819946,,,0.0,,984.572998,2330.392944,0,2330.392944,3634.169006,
06/30/2003,3698.705078,51.169998,51.169998,0.0,835.478027,,,6.245,,,6.245,0.0,86.605003,,,,979.497986,478.212006,873.359985,-395.14801,0.0,2240.995117,2170.968994,1905.878052,265.090942,70.026123,2719.207123,,58.375999,58.375999,,,,1.764,,,,,497.336014,,,,497.336014,557.476013,498.339996,,,,213.701004,,,,213.701004,712.041,1269.517014,0.0,1359.75,,,0.0,1070.409058,-0.971069,2429.187988,0,2429.187988,3698.705002,
09/30/2003,3767.660889,36.412998,36.412998,0.0,759.078979,,,6.599,,,6.599,0.0,437.256012,,,,1239.347046,439.980988,,,0.0,2088.333008,2019.797974,1764.150024,255.647949,68.535034,2528.313995,,45.101002,45.101002,,,,2.197,,,,,512.636019,,,,512.636019,559.934021,507.197998,,,,215.712006,,,,215.712006,722.910004,1282.844025,0.0,1365.43396,,,0.0,1157.217041,-37.833984,2484.817017,0,2484.817017,3767.661041,
12/31/2003,3858.878906,244.251999,244.251999,0.0,830.002991,830.002991,,6.432,,,6.432,0.0,100.236,,,,1180.922974,463.001007,,,0.0,2214.955078,2135.654053,1856.901001,278.753052,79.301025,2677.956085,,38.979,38.979,,,,1.742,,,,,684.807992,,,,684.807992,725.528992,319.765991,,,,235.970001,,,,235.970001,555.735992,1281.264984,0.0,1377.447021,,,0.0,1410.245972,-210.078979,2577.614014,0,2577.614014,3858.878998,
03/31/2004,3814.270996,39.022999,39.022999,0.0,841.15802,841.15802,,5.641,,,5.641,0.0,98.523003,,,,984.344971,506.428009,,,0.0,2323.498047,2244.552002,1958.291016,286.260986,78.946045,2829.926056,,51.57,51.57,,,,2.158,,,,,545.803006,,,,545.803006,599.531006,146.199997,,,,268.684998,,,,268.684998,414.884995,1014.416,0.0,1706.612061,,,0.0,1509.993042,-416.75,2799.855103,0,2799.855103,3814.271103,
06/30/2004,3907.241943,76.899002,76.899002,0.0,873.471008,873.471008,,0.0,0.0,0.0,0.0,0.0,94.054001,,,,1044.42395,521.771973,971.015015,-449.243011,0.0,2341.045898,2253.093018,1969.32605,283.766968,87.952881,2862.817871,,61.749001,61.749001,,,,2.048,,,,,573.773007,,,,573.773007,637.570007,372.438995,,,,306.746002,,,,306.746002,679.184998,1316.755005,0.0,1732.208984,,,0.0,1600.251953,-741.973938,2590.487,0,2590.487,3907.242004,
09/30/2004,3984.860107,59.577,59.577,0.0,870.049011,870.049011,,0.0,0.0,0.0,0.0,0.0,100.561996,,,,1030.189941,557.744995,,,0.0,2396.919922,2314.100098,2023.050049,291.050049,82.819824,2954.664917,,44.354,44.354,,,,6.075,6.075,0.0,0.0,,543.87703,,,,543.87703,594.30603,366.290009,366.290009,0.0,0.0,311.199005,,,,311.199005,677.489014,1271.795044,0.0,1754.089966,,,-732.838013,1694.410034,-2.603027,2713.05896,0,2713.05896,3984.854004,
12/31/2004,3964.641,35.866,35.866,0.0,844.609,844.609,,0.0,0.0,0.0,0.0,0.0,102.272,,,,982.747,562.273,,,0.0,2419.621,2336.148,2039.786,296.362,83.473,2981.894,,64.437,64.437,,,,4.953,,,,,497.507,,,,497.507,566.897,254.95,,,,326.851,,,,326.851,581.801,1148.698,0.0,1764.909,,,-740.75,1790.554,1.23,2815.943,0,2815.943,3964.641,
03/31/2005,4207.831055,46.532001,46.532001,0.0,907.267029,907.267029,,0.0,0.0,0.0,0.0,0.0,116.745003,,,,1070.543945,601.580017,,,0.0,2535.707031,2440.831055,2129.159912,311.671143,94.875977,3137.287048,,59.664001,59.664001,,,,7.206,,,,,566.153986,,,,566.153986,633.023987,390.889008,,,,348.181,,,,348.181,739.070007,1372.093994,0.0,1782.069946,,,-851.632019,1905.219971,0.079041,2835.736938,0,2835.736938,4207.830933,
06/30/2005,4850.837891,62.685001,62.685001,0.0,1061.589966,1061.589966,,0.0,0.0,0.0,0.0,0.0,119.821999,,,,1244.097046,677.241028,1248.225952,-570.984985,0.0,2929.5,2800.967041,2334.655029,466.312012,128.532959,3606.741028,,62.787998,62.787998,,,,6.192,,,,,769.134016,,,,769.134016,838.114014,750.35498,,,,450.657013,,,,450.657013,1201.011993,2039.126007,0.0,1813.918945,,,-960.932983,1969.635986,-10.909973,2811.711975,0,2811.711975,4850.837982,
09/30/2005,5014.464844,34.226002,34.226002,0.0,1111.926025,1111.926025,,0.0,0.0,0.0,0.0,0.0,197.320007,,,,1343.472046,713.593994,,,0.0,2957.398926,2813.750977,2325.837891,487.913086,143.647949,3670.99292,,67.431,67.431,,,,6.466,6.466,0.0,0.0,,788.983005,,,,788.983005,862.880005,757.125,757.125,0.0,0.0,444.929993,,,,444.929993,1202.054993,2064.934998,0.0,1809.331055,,,-959.383972,2110.320068,-10.737122,2949.530029,0,2949.530029,5014.465027,
12/31/2005,5311.003906,107.263,107.263,0.0,1232.322021,1232.322021,,0.0,0.0,0.0,0.0,0.0,167.830994,,,,1507.416016,768.315002,,,0.0,3035.272949,2877.049072,2396.625977,480.423096,158.223877,3803.587952,,88.106003,88.106003,,,,7.489,,,,,835.693022,,,,835.693022,931.288025,925.603027,,,,484.264008,,,,484.264008,1409.867035,2341.15506,0.0,1838.505981,,,-1068.723999,2213.516113,-13.449097,2969.848999,0,2969.848999,5311.004059,
03/31/2006,5387.743164,174.876999,174.876999,0.0,1167.374023,1167.374023,,0.0,0.0,0.0,0.0,0.0,180.914001,,,,1523.165039,818.247009,,,0.0,3046.331055,2861.076904,2395.320068,465.756836,185.25415,3864.578064,,102.969002,102.969002,,,,22.285,,,,,741.355007,,,,741.355007,866.609009,1365.307983,,,,503.5,,,,503.5,1868.807983,2735.416992,0.0,1915.854004,,,-1538.937012,2291.39209,-15.983093,2652.325989,0,2652.325989,5387.742981,
06/30/2006,5502.437,100.837,100.837,0.0,1231.846,1231.846,,0.0,0.0,0.0,0.0,0.0,196.58,,,,1529.263,870.02,1662.231,-792.211,0.0,3103.154,2932.355,2456.654,475.701,170.799,3973.174,,104.473,104.473,,,,23.074,,,,,697.558,,,,697.558,825.105,1614.032,,,,607.082,,,,607.082,2221.114,3046.219,0.0,1801.143,,,-1170.832,1836.85,-10.943,2456.218,0,2456.218,5502.437,
09/30/2006,5650.184082,142.240005,142.240005,0.0,1242.661987,1242.661987,,0.0,0.0,0.0,0.0,0.0,198.158997,,,,1583.061035,921.435974,,,0.0,3145.687012,2964.091064,2477.060059,487.031006,181.595947,4067.122986,,90.716003,90.716003,,,,35.207001,,,,,731.459991,,,,731.459991,857.382996,2356.012939,,,,630.237976,,,,630.237976,2986.250916,3843.633911,0.0,1599.583984,,,-1055.968018,1270.406982,-7.472961,1806.549988,0,1806.549988,5650.183899,
12/31/2006,5928.665039,333.154999,333.154999,0.0,1253.574951,1253.574951,,0.0,0.0,0.0,0.0,0.0,205.050995,,,,1791.781006,935.901978,,,0.0,3200.981934,3020.917969,2536.361084,484.556885,180.063965,4136.883911,,88.908997,88.908997,,,,44.410999,,,,,685.977001,,,,685.977001,819.296997,2566.576904,,,,652.153992,,,,652.153992,3218.730896,4038.027893,0.0,1605.223999,,,-1055.968018,1342.480957,-1.099945,1890.636993,0,1890.636993,5928.664886,
03/31/2007,5757.754,95.917,95.917,0.0,1290.345,1290.345,,0.0,0.0,0.0,0.0,0.0,215.332,,,,1601.594,943.709,,,0.0,3212.451,3041.821,2559.863,481.958,170.63,4156.16,,88.225,88.225,,,,46.544,,,,,678.199,,,,678.199,812.968,2328.071,,,,628.177,,,,628.177,2956.248,3769.216,0.0,1619.837,,,-1055.968,1424.541,0.128,1988.538,0,1988.538,5757.754,
06/30/2007,5982.429,307.286,307.286,0.0,1257.108,1257.108,,0.0,0.0,0.0,0.0,0.0,246.14,,,,1810.534,897.319,1948.95,-1051.631,0.0,3274.576,3093.746,2612.368,481.378,180.83,4171.895,,97.951,97.951,,,,47.039,,,,,825.882,,,,825.882,970.872,2342.272,,,,603.117,,,,603.117,2945.389,3916.261,0.0,1644.105,,,-1055.968,1462.115,15.916,2066.168,0,2066.168,5982.429,
09/30/2007,6079.006,246.015,246.015,0.0,1387.656,1387.656,,0.0,0.0,0.0,0.0,0.0,276.567,,,,1910.238,899.694,,,0.0,3269.074,3069.57,2621.12,448.45,199.504,4168.768,,149.489,149.489,,,,48.814,,,,,723.719,,,,723.719,922.022,2353.097,,,,641.086,,,,641.086,2994.183,3916.205,0.0,1680.58,,,-1055.968,1518.315,19.874,2162.801,0,2162.801,6079.006,
12/31/2007,6031.621,297.791,297.791,0.0,1338.886,1338.886,,0.0,0.0,0.0,0.0,0.0,254.25,,,,1890.927,888.975,,,0.0,3251.719,3056.182,2620.932,435.25,195.537,4140.694,,157.812,157.812,,,,46.35,,,,,756.334,,,,756.334,960.496,2364.855,,,,656.338,,,,656.338,3021.193,3981.689,0.0,1628.783,,,-1055.968,1460.719,16.398,2049.932,0,2049.932,6031.621,
03/31/2008,6253.827,328.907,328.907,0.0,1362.32,1362.32,,0.0,0.0,0.0,0.0,0.0,261.199,,,,1952.426,899.28,,,0.0,3402.121,3196.974,2750.337,446.637,205.147,4301.401,,200.969,200.969,,,,47.056,,,,,789.617,,,,789.617,1037.642,2370.894,,,,694.885,,,,694.885,3065.779,4103.421,0.0,1647.085,,,-1055.968,1543.358,15.931,2150.406,0,2150.406,6253.827,
06/30/2008,6469.399,461.883,461.883,0.0,1378.285,1378.285,,0.0,0.0,0.0,0.0,0.0,262.948,,,,2103.116,920.637,2216.639,-1296.002,0.0,3445.646,3229.643,2785.164,444.479,216.003,4366.283,,198.191,198.191,,,,47.373,,,,,839.575,,,,839.575,1085.139,2357.541,,,,718.345,,,,718.345,3075.886,4161.025,0.0,1703.522,,,-1055.968,1641.99,18.83,2308.374,0,2308.374,6469.399,
09/30/2008,6445.893,434.815,434.815,0.0,1459.272,1459.272,0.0,0.0,0.0,0.0,0.0,0.0,261.953,81.87,0.0,261.184,2156.04,897.785,,,0.0,3392.068,3192.947,2764.591,428.356,117.251,4289.853,,726.182,197.167,21.493,,507.522,46.978,0.0,,,46.978,257.265,,94.465,424.812,0.0,1030.425,2323.692,2323.692,,,724.531,,,,205.254,3048.223,4078.648,0.0,1715.884,1.183,1714.701,-1055.968,1725.625,-18.296,2367.245,0,2367.245,6445.893,
12/31/2008,6594.275,567.217,567.217,0.0,1493.314,1493.314,0.0,0.0,0.0,0.0,0.0,0.0,259.557,,0.0,259.557,2320.088,912.085,,,0.0,3362.102,3175.006,2760.023,414.983,187.096,4274.187,,824.56,241.338,11.472,,571.75,50.16,0.0,,,50.16,277.082,,,427.872,0.0,1151.802,2321.117,2321.117,,,738.802,,,,310.93,3059.919,4211.721,0.0,,,,,,2382.554,2382.554,0,2382.554,6594.275,
03/31/2009,6583.447,496.718,496.718,0.0,1494.53,1494.53,0.0,0.0,0.0,0.0,0.0,0.0,257.228,,0.0,256.053,2248.476,930.351,,,0.0,3404.62,3224.947,2803.832,421.115,179.673,4334.971,,778.548,193.24,8.358,,576.95,45.738,0.0,,,45.738,275.292,,18.365,448.543,0.0,1099.578,2294.012,2294.012,,,732.474,,,,265.566,3026.486,4126.064,0.0,1723.059,1.185,1721.874,-1055.968,1894.385,-104.093,2457.383,0,2457.383,6583.447,
