Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,41.508999,,,,,,,,,,,,,2.244,,,2.244,,,,,0.1,0.1,22.475998,0.1,0.1,0.1,22.475998,
03/31/1990,43.629002,-37.227001,6.402,-3.309,3.093,-1.813,0.153,0.0,1.433,-0.619,0.814,0.0,0.0,0.814,0.0,,0.814,,,0.814,,0.0375,0.0375,22.348,0.0375,0.0375,0.0375,22.348,
06/30/1990,46.126999,-38.707001,7.419998,-3.115,4.305,-1.909,-0.034,0.0,2.362,-0.594,1.768,0.0,0.0,1.768,0.0,,1.768,,,1.768,,0.0775,0.0775,22.908001,0.0775,0.0775,0.0775,22.908001,
09/30/1990,39.189999,-36.166,3.023998,-2.512,0.512,-1.884,-0.075,0.0,-1.447,-0.018,-1.465,0.0,0.0,-1.465,0.0,,-1.465,,,-1.465,,-0.0675,-0.0675,21.440001,-0.0675,-0.0675,-0.0675,21.440001,
12/31/1990,46.051998,-39.310001,6.741997,-3.022,3.72,-2.771,-0.019,0.615,1.545,-0.816,0.729,0.0,0.0,0.729,0.0,,0.729,,,0.729,,0.035,0.035,21.444,0.035,0.035,0.035,21.444,
03/31/1991,44.490002,-38.215,6.275002,-3.152,3.123,-2.182,0.021,0.0,0.962,-0.478,0.484,0.0,0.0,0.484,0.0,,0.484,,,0.484,,0.0225,0.0225,21.444,0.0225,0.0225,0.0225,21.444,
06/30/1991,62.150002,-49.803001,12.347,-4.235,8.112,-1.994,-0.123,0.0,5.995001,-1.446,4.549,0.0,0.0,4.549,0.0,,4.549,,,4.549001,,0.2025,0.2025,22.476,0.2025,0.2025,0.2025,22.476,
09/30/1991,42.534,-37.152,5.382,-2.959,2.423,-2.103,0.297,0.0,0.617,0.63,1.247,0.0,0.0,1.247,0.0,,1.247,,,1.247,,0.055,0.055,22.667999,0.055,0.055,0.055,22.667999,
12/31/1991,54.011002,-46.785999,7.225002,-3.289,3.936,-1.96,0.034,0.435,2.445,-0.482,1.963,0.0,0.0,1.963,0.0,,1.963,,,1.963,,0.0875,0.0875,22.504,0.0875,0.0875,0.0875,22.504,
03/31/1992,47.207001,-40.810001,6.396999,-3.545,2.852,-1.852,-0.247,0.095,0.848,-0.122,0.726,0.0,0.0,0.726,0.0,,0.726,,,0.726,,0.0325,0.0325,23.212,0.0325,0.0325,0.0325,23.212,
06/30/1992,46.525002,-38.938999,7.586002,-3.057,4.529,-1.706,0.508,0.051,3.382,-0.448,2.934,0.0,0.0,2.934,0.0,,2.934,,,2.934,,0.13,0.13,22.584,0.13,0.13,0.13,22.584,
09/30/1992,42.794998,-37.798,4.996998,-2.725,2.272,-1.708,0.012,0.064,0.64,0.258,0.898,0.0,0.0,0.898,0.0,,0.898,,,0.898,,0.04,0.04,23.728001,0.04,0.04,0.04,23.728001,
12/31/1992,44.303001,-37.737,6.566002,-2.71,3.856,-1.395,0.08,0.337,2.878,-0.397,2.481,0.0,0.0,2.481,0.0,,2.481,,,2.481,,0.105,0.105,23.684,0.105,0.105,0.105,23.684,
03/31/1993,46.021,-39.389,6.632,-3.177,3.455,-1.399,0.019,0.074,2.149,-0.732,1.417,12.131,0.0,13.548,0.0,,13.548,,,1.417,,0.0575,0.57,23.728001,0.0575,0.0575,0.57,23.728001,
06/30/1993,49.277,-39.748001,9.528999,-2.886,6.643,-1.281,-0.026,0.041,5.377,-1.571,3.806,0.0,0.0,3.806,0.0,,3.806,,,3.806,,0.155,0.155,24.664,0.155,0.155,0.155,24.664,
09/30/1993,45.208,-39.722,5.486,-2.547,2.939,-1.149,0.072,0.044,1.906,-0.419,1.487,0.0,0.0,1.487,0.0,,1.487,,,1.487,,0.06,0.06,25.188,0.06,0.06,0.06,25.188,
