Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/28/2004,12783.0,2372.0,1506.0,866.0,2201.0,497.0,,497.0,129.0,121.0,247.0,0.0,1246.0,,,,6316.0,2075.0,,,3111.0,,1281.0,589.0,470.0,119.0,,692.0,6467.0,,1011.0,1011.0,,257.0,257.0,0.0,0.0,,3226.0,,,3226.0,4494.0,1209.0,1209.0,0.0,0.0,1527.0,,,1527.0,2736.0,7230.0,0.0,,,,,,5553.0,5553.0,0.0,5553.0,12783.0,
06/30/2004,14503.0,3601.0,2141.0,1460.0,2339.0,2339.0,,464.0,78.0,131.0,255.0,0.0,899.0,,,,7303.0,1996.0,5034.0,-3038.0,4007.0,,1197.0,533.0,406.0,127.0,,664.0,7200.0,,1057.0,1057.0,,257.0,257.0,0.0,0.0,,3799.0,,,3799.0,5113.0,1175.0,1175.0,0.0,0.0,1777.0,,,1777.0,2952.0,8065.0,0.0,6607.0,,,-2776.0,2481.0,126.0,6438.0,0.0,6438.0,14503.0,
09/26/2004,13507.0,3520.0,2187.0,1333.0,1730.0,1730.0,,416.0,66.0,155.0,195.0,0.0,842.0,,,,6508.0,1918.0,,,3913.0,,1168.0,515.0,406.0,109.0,,653.0,6999.0,,807.0,807.0,,0.0,0.0,0.0,0.0,,3451.0,,,3451.0,4258.0,1163.0,1163.0,0.0,0.0,1788.0,,,1788.0,2951.0,7209.0,0.0,,,,,,6298.0,6298.0,0.0,6298.0,13507.0,
12/26/2004,13734.0,3639.0,1863.0,1776.0,1840.0,1840.0,,429.0,60.0,154.0,215.0,0.0,960.0,,,,6868.0,1903.0,,,3825.0,,1138.0,496.0,406.0,90.0,,642.0,6866.0,,963.0,963.0,,0.0,0.0,0.0,0.0,,3345.0,,,3345.0,4308.0,1145.0,1145.0,0.0,0.0,1761.0,,,1761.0,2906.0,7214.0,0.0,,,,,,6520.0,6520.0,0.0,6520.0,13734.0,
03/27/2005,13917.0,3135.0,1534.0,1601.0,2020.0,2020.0,,388.0,70.0,117.0,201.0,0.0,1175.0,,,,6718.0,1851.0,,,4222.0,,1126.0,520.0,441.0,79.0,,606.0,7199.0,,1071.0,1071.0,,0.0,0.0,0.0,0.0,,3486.0,,,3486.0,4557.0,1116.0,1116.0,0.0,0.0,1708.0,,,1708.0,2824.0,7381.0,0.0,,,,,,6536.0,6536.0,0.0,6536.0,13917.0,
06/30/2005,14190.0,3396.0,2051.0,1345.0,2231.0,2231.0,,431.0,48.0,121.0,262.0,0.0,1133.0,,,,7191.0,1769.0,4808.0,-3039.0,4128.0,,1102.0,554.0,441.0,113.0,,548.0,6999.0,,1167.0,1167.0,,0.0,0.0,0.0,0.0,,3599.0,,,3599.0,4766.0,1123.0,1123.0,0.0,0.0,1627.0,,,1627.0,2750.0,7516.0,0.0,6524.0,,,-1411.0,1387.0,174.0,6674.0,0.0,6674.0,14190.0,
09/25/2005,14474.0,2501.0,1508.0,993.0,2087.0,2087.0,,551.0,82.0,183.0,286.0,0.0,998.0,,,,6137.0,1901.0,,,2032.0,,4404.0,3754.0,2466.0,1288.0,,650.0,8337.0,,1091.0,1091.0,,512.0,512.0,0.0,0.0,,3654.0,,,3654.0,5257.0,603.0,603.0,0.0,0.0,1959.0,,,1959.0,2562.0,7819.0,0.0,0.0,,,0.0,0.0,6655.0,6655.0,0.0,6655.0,14474.0,
12/25/2005,14308.0,2449.0,1193.0,1256.0,2289.0,2289.0,,550.0,95.0,134.0,321.0,0.0,933.0,,,,6221.0,1914.0,,,1827.0,,4346.0,3653.0,2472.0,1181.0,,693.0,8087.0,,1214.0,1214.0,,508.0,508.0,0.0,0.0,,3446.0,,,3446.0,5168.0,593.0,593.0,0.0,0.0,2054.0,,,2054.0,2647.0,7815.0,0.0,0.0,,,0.0,0.0,6493.0,6493.0,0.0,6493.0,14308.0,
03/26/2006,14370.0,2872.0,1641.0,1231.0,2301.0,2301.0,,574.0,49.0,125.0,400.0,0.0,966.0,,,,6713.0,1880.0,,,1557.0,,4220.0,3570.0,2487.0,1083.0,,650.0,7657.0,,1315.0,1315.0,,505.0,505.0,0.0,0.0,,3602.0,,,3602.0,5422.0,585.0,585.0,0.0,0.0,1976.0,,,1976.0,2561.0,7983.0,0.0,,,,,,6387.0,6387.0,0.0,6387.0,14370.0,
06/30/2006,15082.0,4065.0,3569.0,496.0,2702.0,2702.0,,540.0,68.0,97.0,375.0,0.0,966.0,,,,8273.0,1570.0,5039.0,-3469.0,783.0,,4456.0,3539.0,2610.0,929.0,,917.0,6809.0,,1446.0,1446.0,,503.0,503.0,0.0,0.0,,4216.0,,,4216.0,6165.0,575.0,575.0,0.0,0.0,1998.0,,,1998.0,2573.0,8738.0,0.0,6803.0,,,-382.0,-257.0,180.0,6344.0,0.0,6344.0,15082.0,
10/01/2006,13894.0,3971.0,3362.0,609.0,2036.0,2036.0,,584.0,119.0,92.0,373.0,0.0,961.0,,,,7552.0,1583.0,,,700.0,700.0,4059.0,3414.0,2566.0,848.0,,645.0,6342.0,,1292.0,1292.0,,2.0,2.0,0.0,0.0,,3663.0,,,3663.0,4957.0,582.0,582.0,0.0,0.0,1946.0,,,1946.0,2528.0,7485.0,0.0,0.0,,,,,6409.0,6409.0,0.0,6409.0,13894.0,
12/31/2006,14302.0,3456.0,2613.0,843.0,2331.0,2331.0,,605.0,126.0,106.0,373.0,0.0,970.0,,,,7362.0,1579.0,,,1381.0,1381.0,3980.0,3343.0,2571.0,772.0,,637.0,6940.0,,1331.0,1331.0,,1.0,1.0,0.0,0.0,,3657.0,,,3657.0,4989.0,579.0,579.0,0.0,0.0,1963.0,,,1963.0,2542.0,7531.0,0.0,,,,,,6771.0,6771.0,0.0,6771.0,14302.0,
04/01/2007,15050.0,4114.0,3292.0,822.0,2458.0,2458.0,,567.0,106.0,101.0,360.0,0.0,1023.0,,,,8162.0,1586.0,,,1372.0,,3930.0,3265.0,2571.0,694.0,,665.0,6888.0,,1214.0,1214.0,,1.0,1.0,0.0,0.0,,3820.0,,,3820.0,5035.0,1270.0,1270.0,0.0,0.0,1853.0,,,1853.0,3123.0,8158.0,0.0,0.0,,,,,6892.0,6892.0,0.0,6892.0,15050.0,
06/30/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2007,14358.0,3819.0,2752.0,1067.0,2203.0,2203.0,,571.0,130.0,110.0,331.0,0.0,1297.0,,,,7890.0,1556.0,5089.0,-3533.0,1374.0,1374.0,3538.0,3025.0,2466.0,559.0,,513.0,6468.0,,1140.0,1140.0,,0.0,0.0,0.0,0.0,,3854.0,,,3854.0,4994.0,1270.0,1270.0,0.0,0.0,1901.0,,,1901.0,3171.0,8165.0,0.0,7064.0,,,-1535.0,282.0,382.0,6193.0,0.0,6193.0,14358.0,
12/30/2007,14479.0,3433.0,2214.0,1219.0,2789.0,2789.0,,631.0,152.0,96.0,383.0,0.0,1306.0,,,,8159.0,1569.0,5003.0,-3434.0,1244.0,1244.0,3507.0,2989.0,2496.0,493.0,,518.0,6320.0,,1312.0,1312.0,,0.0,0.0,0.0,0.0,,4123.0,,,4123.0,5435.0,1273.0,1273.0,0.0,0.0,1899.0,,,1899.0,3172.0,8607.0,0.0,7129.0,,,-2219.0,542.0,420.0,5872.0,0.0,5872.0,14479.0,
03/30/2008,14262.0,3027.0,2363.0,664.0,2405.0,2405.0,,735.0,159.0,99.0,477.0,0.0,1329.0,,,,7496.0,1584.0,4948.0,-3364.0,774.0,,4408.0,3899.0,3288.0,611.0,,509.0,6766.0,,1306.0,1306.0,,0.0,0.0,0.0,0.0,,4035.0,,,4035.0,5341.0,1275.0,1275.0,0.0,0.0,1856.0,,,1856.0,3131.0,8472.0,0.0,7275.0,,,-2381.0,404.0,492.0,5790.0,0.0,5790.0,14262.0,
06/30/2008,14340.0,2701.0,2272.0,429.0,3019.0,3019.0,,680.0,154.0,90.0,436.0,0.0,1434.0,,,,7834.0,1611.0,4880.0,-3269.0,609.0,,4286.0,3780.0,3215.0,565.0,,506.0,6506.0,,1387.0,1387.0,,0.0,0.0,0.0,0.0,,4281.0,,,4281.0,5668.0,1265.0,1265.0,0.0,0.0,1819.0,,,1819.0,3084.0,8752.0,0.0,7391.0,,,-2726.0,430.0,493.0,5588.0,0.0,5588.0,14340.0,
09/28/2008,11910.0,2631.0,2030.0,601.0,2448.0,2448.0,0.0,662.0,153.0,94.0,415.0,0.0,1356.0,,219.0,1137.0,7097.0,1662.0,4914.0,-3252.0,490.0,490.0,2661.0,2185.0,1700.0,485.0,,476.0,4813.0,,2873.0,1110.0,1763.0,565.0,0.0,,,565.0,2420.0,541.0,,194.0,5858.0,694.0,694.0,,,1596.0,,,1055.0,2290.0,8148.0,0.0,7440.0,0.901,7439.099,-2818.0,-1289.0,429.0,3762.0,0.0,3762.0,11910.0,
12/28/2008,11684.0,2644.0,1630.0,1014.0,2574.0,2574.0,0.0,592.0,115.0,67.0,410.0,0.0,1298.0,,211.0,1087.0,7108.0,1645.0,4757.0,-3112.0,364.0,364.0,2567.0,2113.0,1700.0,413.0,,454.0,4576.0,,3109.0,1290.0,1819.0,569.0,0.0,,,569.0,2254.0,521.0,,184.0,5932.0,694.0,694.0,,,1535.0,,,1014.0,2229.0,8161.0,0.0,7492.0,0.901,7491.099,-2699.0,-1602.0,332.0,3523.0,0.0,3523.0,11684.0,
03/29/2009,11262.0,2703.0,1569.0,1134.0,2265.0,2265.0,0.0,561.0,99.0,61.0,401.0,0.0,1221.0,,185.0,913.0,6750.0,1670.0,4788.0,-3118.0,287.0,287.0,2555.0,2097.0,1740.0,357.0,,458.0,4512.0,,2786.0,1049.0,1737.0,562.0,0.0,,,562.0,2350.0,548.0,,112.0,5698.0,695.0,695.0,,,1518.0,,,970.0,2213.0,7911.0,0.0,7541.0,0.901,7540.099,-2680.0,-1819.0,309.0,3351.0,0.0,3351.0,11262.0,
06/30/2009,11232.0,2857.0,1876.0,981.0,2258.0,2258.0,0.0,566.0,102.0,52.0,412.0,0.0,1183.0,1.0,188.0,958.0,6864.0,1616.0,4384.0,-2768.0,204.0,204.0,2548.0,2012.0,1743.0,269.0,37.0,498.0,4368.0,,2583.0,1027.0,1556.0,554.0,0.0,0.0,0.0,554.0,2484.0,635.0,0.0,123.0,5621.0,581.0,581.0,0.0,0.0,1611.0,0.0,93.0,883.0,2192.0,7813.0,0.0,7746.0,0.901,7745.099,-2569.0,-2105.0,347.0,3419.0,0.0,3419.0,11232.0,
09/27/2009,10066.0,2381.0,1757.0,624.0,1743.0,1743.0,0.0,559.0,95.0,52.0,412.0,0.0,1146.0,1.0,198.0,908.0,5829.0,1556.0,4268.0,-2712.0,171.0,171.0,2510.0,1956.0,1745.0,211.0,,553.0,4237.0,,2213.0,825.0,1388.0,0.0,0.0,,,0.0,2277.0,643.0,,103.0,4490.0,589.0,589.0,,,1603.0,,,960.0,2192.0,6682.0,0.0,7787.0,0.901,7786.099,-2527.0,-2273.0,397.0,3384.0,0.0,3384.0,10066.0,
