Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1990,399.803986,,398.0,,8.346482,2.839447,1.490955,0.73,0.73,0.73,,,,1.114999,1.337689,,0.764124,23.049545,
06/30/1990,394.638,,396.0,,8.704798,2.908333,1.52702,0.76,0.76,0.76,,,,0.57,1.938889,,0.29318,22.981062,
09/30/1990,397.98999,,395.799988,,8.577818,3.241031,1.467661,0.75,0.75,0.75,,,,1.139999,2.158666,,0.568105,23.204603,
12/31/1990,400.247986,399.118988,399.118988,,8.57188,1.974349,0.592054,0.15,0.15,0.15,0.15,0.15,0.15,1.14,1.804725,,0.304061,22.85783,
03/31/1991,402.122009,,401.0,,8.370075,2.869576,1.448379,0.67,0.67,0.67,,,,1.14,1.377805,,0.372275,23.049473,
06/30/1991,404.007996,,403.0,,8.33995,2.889082,1.496774,0.72,0.72,0.72,,,,1.14,1.885608,,0.262866,23.262164,
09/30/1991,405.667999,,404.799988,,8.082016,2.994071,1.482708,0.7,0.7,0.7,,,,1.14,2.195652,,0.27239,23.47067,
12/31/1991,407.447998,406.558014,406.558014,,7.968851,1.177938,-0.432411,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,1.14,2.569129,,0.38778,22.382979,
03/31/1992,408.921997,,408.200012,,7.932141,3.003185,1.536502,0.825,0.825,0.825,,,,1.15,2.058305,,0.238676,22.67205,
06/30/1992,410.532013,,409.799988,,8.01391,3.120791,1.603465,0.81,0.81,0.81,,,,1.16,2.13958,,0.226779,22.984809,
09/30/1992,412.230774,,411.399994,,8.081429,3.077054,1.519446,0.775,0.775,0.775,,,,1.16,2.22387,,0.250588,23.264639,
12/31/1992,413.648102,412.939454,412.939454,,8.011586,3.087135,1.49683,0.79,0.79,0.79,0.79,0.79,0.79,0.58,2.117502,,0.214917,23.50718,
03/31/1993,411.974823,,412.799988,,8.04312,3.110708,1.620397,0.5,0.8,0.8,,,,0.295,1.720688,,0.223557,23.645134,
06/30/1993,428.98999,,412.399994,,8.157857,3.134336,1.620029,0.82,0.82,0.82,,,,0.59,2.125849,,0.20863,22.983287,
09/30/1993,429.235992,,412.799988,,8.067829,3.112646,1.563711,0.73,0.73,0.73,,,,1.18,2.287064,,0.216198,23.145309,
12/31/1993,414.88501,413.799988,413.799988,,8.199372,-2.402852,-3.9855,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.59,2.71653,,0.380346,20.283934,
03/31/1994,417.368011,,416.299988,,7.86284,2.996637,1.430459,0.7,0.7,0.7,,,,0.59,1.87485,,0.345019,20.523134,
06/30/1994,420.277008,,418.899994,,7.905467,1.893292,0.308427,0.18,0.18,0.18,,,,1.18,1.835283,,0.31741,20.25664,
09/30/1994,421.890015,,421.100006,,7.90976,2.921396,1.384469,0.72,0.72,0.72,,,,0.59,1.983377,,0.265709,20.300788,
12/31/1994,423.596985,422.799988,422.799988,,8.020104,2.393567,0.791154,0.3,0.3,0.3,0.3,0.3,0.3,1.18,3.110691,,0.324601,20.258407,
03/31/1995,441.542999,,424.700012,,7.89781,2.908877,1.349188,0.59,0.59,0.59,,,,0.59,1.517777,-0.136567,0.258412,19.666941,
06/30/1995,427.126007,,426.399994,,8.197937,2.455441,0.930347,-6.28,0.57,0.57,,,,0.59,1.874531,-0.049719,0.314895,13.612143,
09/30/1995,444.450989,,428.100006,,7.564587,2.940668,1.485634,0.8,0.8,0.8,,,,0.59,2.542163,0.735342,0.292946,13.468976,
12/31/1995,432.444,431.0,431.0,,7.7,2.593271,1.12877,0.55,0.55,0.55,0.55,0.55,0.55,0.59,2.588399,-0.04942,0.215519,14.057774,
03/31/1996,435.766998,,434.5,,7.489068,2.480552,1.006904,0.79,0.49,0.49,,,,1.18,1.50771,-0.002992,0.232693,14.482051,
06/30/1996,438.098999,,437.399994,,7.877915,3.073845,1.611111,0.82,0.82,0.82,,,,1.18,1.243713,-0.136031,0.171194,14.950502,
09/30/1996,439.691986,,439.0,,7.798861,3.114351,1.721868,0.9,0.9,0.9,,,,1.18,2.417768,0.735535,0.214241,15.400099,
12/31/1996,440.109009,,439.899994,,7.570584,3.00682,1.624915,0.95,0.95,0.95,,,,0.59,3.246647,0.727893,0.185409,16.03989,
03/31/1997,440.226013,,440.100006,,7.501704,2.355601,0.960236,0.36,0.36,0.92,,,,1.18,0.937969,-0.425812,0.200352,15.604711,
06/30/1997,441.029846,,440.5,,7.976391,3.083768,1.76118,0.86,0.86,0.86,,,,1.18,1.821112,0.347106,0.141714,15.736577,
