Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/26/1992,2436.477051,68.412003,68.412003,0.0,736.745972,,535.848999,,,15.131,,,,,1356.137939,739.711975,,,0.0,,340.627014,,,,,340.627014,1080.338989,,566.463989,566.463989,,,,24.327,,,,,,189.120998,,,,189.120998,779.911987,479.812988,,,,,103.806999,,,,,103.806999,583.619987,1363.531975,0.0,186.610992,,,-33.801998,,920.135983,1072.944977,0.0,1072.944977,2436.476952,
12/26/1992,2473.324951,59.368999,59.368999,,743.885986,,552.469971,,,17.650999,,,,,1373.375977,752.83197,,,,,347.117004,,,,,347.117004,1099.948975,,545.268005,545.268005,,,,3.684,,,,,,158.118002,,,,158.118002,707.070007,493.147003,,,,,106.928001,,,,,106.928001,600.075005,1307.145012,,242.940002,,,-37.638,,960.877991,1166.179993,,1166.179993,2473.325005,
03/27/1993,2491.302002,67.955002,67.955002,,745.669006,,547.299988,,,22.391001,,,,,1383.314941,760.010986,,,,,347.976013,,,,,347.976013,1107.987,,558.327026,558.327026,,,,22.362,,,,,,181.539001,,,,181.539001,762.228027,458.109985,,,,,109.68,,,,,109.68,567.789986,1330.018013,,267.108002,,,-96.183998,,990.360023,1161.284027,,1161.284027,2491.30204,
07/03/1993,2530.042969,68.759003,68.759003,0.0,770.552979,,534.166992,,,46.257,,,,,1419.735962,759.856995,,,0.0,,350.450012,,,,,350.450012,1110.307007,,550.507019,550.507019,,,,9.981,,,,,,185.985003,,,,185.985003,746.473022,494.062012,,,,,152.292007,,,,,152.292007,646.354019,1392.827041,0.0,265.451996,,,-171.292999,,1043.056976,1137.215973,0.0,1137.215973,2530.043014,
10/02/1993,2711.075928,61.907001,61.907001,0.0,854.416992,,598.544006,,,50.762001,,,,,1565.630005,778.018005,,,0.0,,367.428009,,,,,367.428009,1145.446014,,630.255005,630.255005,,,,36.198002,,,,,,195.520016,,,,195.520016,861.973022,514.080017,,,,,161.766998,,,,,161.766998,675.847015,1537.820038,0.0,254.867004,,,-159.804001,,1078.192978,1173.255981,0.0,1173.255981,2711.076019,
01/01/1994,2734.562012,50.766998,50.766998,0.0,829.041016,,640.171997,,,51.353001,,,,,1571.333008,790.432983,,,0.0,,372.79599,,,,,372.79599,1163.228973,,568.55603,568.55603,,,,63.361,,,,,,164.902977,,,,164.902977,796.820007,565.755981,,,,,167.417999,,,,,167.417999,733.173981,1529.993988,0.0,253.591003,,,-169.820007,,1120.796997,1204.567993,0.0,1204.567993,2734.561981,
04/02/1994,2772.141113,64.127998,64.127998,0.0,859.283997,,612.533997,,,58.123001,,,,,1594.06897,801.794006,,,0.0,,376.278015,,,,,376.278015,1178.072021,,647.512024,647.512024,,,,34.209999,,,,,,193.411949,,,,193.411949,875.133972,512.33197,,,,,173.776001,,,,,173.776001,686.107971,1561.241943,0.0,252.740005,,,-191.701004,,1149.860001,1210.899002,0.0,1210.899002,2772.140945,
07/02/1994,2811.729004,86.735001,86.735001,0.0,856.447998,,601.994019,,,54.471001,,,,,1599.647949,817.221008,,,0.0,,394.859985,,,,,394.859985,1212.080993,,632.372986,632.372986,,,,8.977,,,,,,205.210988,,,,205.210988,846.560974,538.710999,,,,,185.548004,,,,,185.548004,724.259003,1570.819977,0.0,251.296997,,,-211.123001,,1200.735001,1240.908997,0.0,1240.908997,2811.728974,
10/01/1994,2970.51709,75.481003,75.481003,0.0,935.671021,,672.38501,,,57.224998,,,,,1740.761963,826.065002,,,0.0,,403.690002,,,,,403.690002,1229.755005,,705.453979,705.453979,,,,41.522999,,,,,,217.695019,,,,217.695019,964.671997,535.424988,,,,,188.169006,,,,,188.169006,723.593994,1688.265991,0.0,244.248993,,,-204.606003,,1242.607956,1282.250946,0.0,1282.250946,2970.516937,
12/31/1994,3013.343018,84.223999,84.223999,0.0,919.262024,,703.317993,,,57.837002,,,,,1764.640991,839.760986,,,0.0,,408.94101,,,,,408.94101,1248.701996,,688.536987,688.536987,,,,69.653999,,,,,,183.275993,,,,183.275993,941.46698,561.065979,,,,,202.643005,,,,,202.643005,763.708984,1705.175964,0.0,243.371994,,,-224.848007,,1289.643051,1308.167038,0.0,1308.167038,3013.343002,
04/01/1995,3021.279053,78.065002,78.065002,0.0,934.481995,,677.29303,,,45.936001,,,,,1735.776001,875.687012,,,0.0,,409.81601,,,,,409.81601,1285.503021,,702.60498,702.60498,,,,56.063999,,,,,,203.588039,,,,203.588039,962.257019,530.268005,,,,,196.619003,,,,,196.619003,726.887009,1689.144028,0.0,242.576004,,,-232.785995,,1322.344955,1332.134964,0.0,1332.134964,3021.278992,
07/01/1995,3094.690918,133.886002,133.886002,0.0,932.53302,,667.861023,,,52.619999,,,,,1786.900024,896.078979,1569.021973,-672.942993,0.0,,411.712006,,,,,411.712006,1307.790985,,708.380005,708.380005,,,,7.75,,,,,,228.593017,,,,228.593017,944.723022,541.55603,,,,,204.809006,,,,,204.809006,746.365036,1691.088058,0.0,239.968002,,,-215.770004,,1379.405014,1403.603012,0.0,1403.603012,3094.69107,
09/30/1995,3256.550049,90.264999,90.264999,0.0,1037.870972,,730.549988,,,56.800999,,,,,1915.487061,926.719971,,,0.0,,414.342987,,,,,414.342987,1341.062958,,806.843994,806.843994,,,,29.115,,,,,,241.032949,,,,241.032949,1076.991943,535.591003,,,,,204.514999,,,,,204.514999,740.106003,1817.097946,0.0,240.341003,,,-226.332993,,1425.443954,1439.451965,0.0,1439.451965,3256.549911,
12/30/1995,3311.389893,117.193001,117.193001,0.0,1018.231018,,742.002991,,,47.917999,,,,,1925.344971,971.330994,,,0.0,,414.713989,,,,,414.713989,1386.044983,,766.744019,766.744019,,,,59.185001,,,,,,209.57098,,,,209.57098,1035.5,569.369995,,,,,208.095993,,,,,208.095993,777.465988,1812.965988,0.0,228.281998,,,-205.912994,,1476.054962,1498.423965,0.0,1498.423965,3311.389954,
03/30/1996,3307.189941,74.280998,74.280998,0.0,1050.208984,,736.067993,,,39.939999,,,,,1900.498047,993.052002,,,0.0,,413.640015,,,,,413.640015,1406.692017,,808.877014,808.877014,,,,38.240002,,,,,,220.803028,,,,220.803028,1067.920044,559.078979,,,,,213.399002,,,,,213.399002,772.477982,1840.398026,0.0,227.431,,,-269.149994,,1508.510956,1466.791962,0.0,1466.791962,3307.189987,
06/29/1996,3325.405029,107.759003,107.759003,0.0,1039.759033,,723.937012,,,50.872002,,,,,1922.327026,990.642029,1754.144043,-763.502014,0.0,,412.436005,,,,,412.436005,1403.078034,,779.124023,779.124023,,,,22.323999,,,,,,236.076026,,,,236.076026,1037.524048,581.734009,,,,,231.468994,,,,,231.468994,813.203003,1850.727051,0.0,226.473007,,,-320.384003,,1568.588959,1474.677963,0.0,1474.677963,3325.405014,
09/28/1996,3498.64209,127.928001,127.928001,0.0,1132.355957,,761.203003,,,55.929001,,,,,2077.416016,1001.288025,,,0.0,,419.937988,,,,,419.937988,1421.226013,,862.299011,862.299011,,,,64.670998,,,,,,279.747032,,,,279.747032,1206.717041,580.776001,,,,,231.018997,,,,,231.018997,811.794998,2018.512039,0.0,226.716995,,,-365.130005,,1618.542969,1480.129959,0.0,1480.129959,3498.641998,
12/28/1996,3451.850098,87.651001,87.651001,0.0,1094.168945,,766.343018,,,61.863998,,,,,2010.026978,1024.96106,,,0.0,,416.862,,,,,416.862,1441.823059,,806.77301,806.77301,,,,24.85,,,,,,246.85404,,,,246.85404,1078.477051,682.953003,,,,,222.070007,,,,,222.070007,905.02301,1983.500061,0.0,226.057007,,,-429.417999,,1671.710968,1468.349976,0.0,1468.349976,3451.850037,
03/29/1997,3422.713,84.093,84.093,0.0,1075.408,1075.408,745.304,,,69.144,,,,,1973.949,1034.711,,,0.0,,414.053,249.375,249.375,0.0,,164.678,1448.764,,827.322,827.322,,,,22.628,,,,,,275.502,,,,275.502,1125.452,623.158,,,,,236.224,,,,,236.224,859.382,1984.834,0.0,224.685,,,-493.555,1706.749,0.0,1437.879,0.0,1437.879,3422.713,
06/28/1997,3436.611084,117.695999,117.695999,0.0,1065.001953,,733.781982,,,47.937,,,,,1964.416992,1058.432007,1932.186035,-873.754028,0.0,,413.761993,,,,,413.761993,1472.194,,827.593018,827.593018,,,,27.552,,,,,,258.668947,,,,258.668947,1113.813965,685.619995,,,,,236.705002,,,,,236.705002,922.324997,2036.138962,0.0,223.552002,,,-594.627991,,1771.548035,1400.472046,0.0,1400.472046,3436.611008,
09/27/1997,3635.477051,88.509003,88.509003,0.0,1205.697021,,793.573975,,,54.021,,,,,2141.801025,1075.822021,1982.067017,-906.244995,0.0,,417.854004,,,,,417.854004,1493.676025,,908.369995,908.369995,,,,29.57,,,,,,298.112007,,,,298.112007,1236.052002,752.572998,,,,,240.397995,,,,,240.397995,992.970993,2229.022995,0.0,224.037003,,,-643.369995,,1825.786987,1406.453995,0.0,1406.453995,3635.47699,
12/27/1997,3630.522949,99.823997,99.823997,0.0,1195.930054,,810.192017,,,51.936001,,,,,2157.88208,1097.718018,2029.237061,-931.518982,0.0,,374.923004,,,,,374.923004,1472.641022,,24.912001,24.912001,,,,915.721985,,,,,,246.72307,,,,246.72307,1187.357056,829.151978,,,,,218.151993,,,,,218.151993,1047.30397,2234.661026,0.0,222.136002,,,-681.971008,,1855.69696,1395.861954,0.0,1395.861954,3630.52298,
03/28/1998,3600.014,94.901,94.901,0.0,1178.393,1178.393,777.723,,,55.509,,,,,2106.526,1113.362,,,,,380.126,241.533,241.533,0.0,,138.593,1493.488,,888.454,888.454,,,,87.788,,,,,,293.339,,,,293.339,1269.581,747.803,,,,,210.772,,,,,210.772,958.575,2228.156,,382.587,,,-740.175,1729.446,0.0,1371.858,0.0,1371.858,3600.014,
06/27/1998,3780.188965,110.288002,110.288002,0.0,1215.609985,,790.500977,790.500977,,63.667999,,,,,2180.066895,1151.053955,2145.920898,-994.867004,0.0,,449.067993,307.959015,,,,141.108978,1600.121948,,849.158997,849.158997,,,,157.253006,,,,,,317.777939,,,,317.777939,1324.189941,867.017029,,,,,232.192993,,,,,232.192993,1099.210022,2423.399963,0.0,382.587006,,,-822.286011,,1796.488037,1356.789032,0.0,1356.789032,3780.188995,
09/26/1998,3959.261,108.264,108.264,0.0,1313.797,,853.064,853.064,,64.185,,,,,2339.31,1157.86,2188.698,-1030.838,0.0,,462.091,309.322,,,,152.769,1619.951,,1003.878,1003.878,,,,129.182,,,,,,331.677,,,,331.677,1464.737,873.057,,,,,227.024,,,,,227.024,1100.081,2564.818,0.0,384.858,,,-843.173,1852.758,0.0,1394.443,0.0,1394.443,3959.261,
12/26/1998,4031.129,109.246,109.246,0.0,1310.972,,888.088,888.088,,62.691,,,,,2370.997,1196.871,2243.757,-1046.886,0.0,,463.261,306.931,,,,156.33,1660.132,,1001.364,1001.364,,,,126.199,,,,,,285.225,,,,285.225,1412.788,975.496,,,,,224.548,,,,,224.548,1200.044,2612.832,0.0,384.111,,,-874.882,1909.068,0.0,1418.297,0.0,1418.297,4031.129,
03/27/1999,4019.709,112.493,112.493,0.0,1307.672,,859.473,,,65.823,,,,,2345.461,1207.955,2283.41,-1075.455,0.0,,466.293,304.516,,,,161.777,1674.248,,1025.561,1025.561,,,,125.747,,,,,,332.181,,,,332.181,1483.489,913.632,,,,,224.511,,,,,224.511,1138.143,2621.632,0.0,382.587,,,-933.283,1948.327,0.446,1398.077,0.0,1398.077,4019.709,
07/03/1999,4096.582,149.303,149.303,0.0,1334.371,,851.965,,0.0,73.128,,,,,2408.767,1227.669,2317.044,-1089.375,0.0,,460.146,302.1,,,,158.046,1687.815,,1013.302,1013.302,,,,33.864,,,,,,380.374,,,,380.374,1427.54,997.717,,,,,244.129,,,,,244.129,1241.846,2669.386,0.0,383.459,,,-988.331,2032.068,0.0,1427.196,0.0,1427.196,4096.582,
10/02/1999,4398.99,143.831,143.831,0.0,1450.881,,910.746,,0.0,70.072,,,,,2575.53,1245.926,,,0.0,,577.534,402.364,,,,175.17,1823.46,,1090.708,1090.708,,,,158.8,,,,,,423.678,,,,423.678,1673.186,1055.168,,,,,234.735,,,,,234.735,1289.903,2963.089,0.0,417.808,,,-1078.638,2096.731,0.0,1435.901,0.0,1435.901,4398.99,
01/01/2000,4418.463,95.851,95.851,0.0,1444.083,,961.846,,0.0,74.318,,,,,2576.098,1265.32,,,0.0,,577.045,403.621,,,,173.424,1842.365,,1060.44,1060.44,,,,34.106,,,,,,460.242,,,,460.242,1554.788,1132.976,,,,,229.247,,,,,229.247,1362.223,2917.011,0.0,417.842,,,-1082.073,2165.683,0.0,1501.452,0.0,1501.452,4418.463,
04/01/2000,4729.481,111.756,111.756,0.0,1514.143,,957.636,,,87.32,,,,,2670.855,1331.061,2520.41,-1189.349,0.0,,727.565,492.822,,,,234.743,2058.626,,1206.561,1206.561,,,,156.606,,,,,,498.967,,,,498.967,1862.134,984.376,,,,,224.787,,,,,224.787,1209.163,3071.297,0.0,459.115,,,-1029.059,2228.128,0.0,1658.184,0.0,1658.184,4729.481,
07/01/2000,4813.955,159.128,159.128,0.0,1519.038,,937.899,,,117.15,,,,,2733.215,1344.693,2559.518,-1214.825,0.0,,736.047,503.039,,,,233.008,2080.74,,1186.721,1186.721,,,,51.067,,,,,,545.147,,,,545.147,1782.935,1023.642,,,,,245.81,,,,,245.81,1269.452,3052.387,0.0,459.554,,,-1030.224,2332.238,0.0,1761.568,0.0,1761.568,4813.955,
09/30/2000,4931.51,117.575,117.575,0.0,1595.725,,997.143,,,122.805,,,,,2833.248,1362.632,2624.752,-1262.12,0.0,,735.63,502.997,,,,232.633,2098.262,,1248.268,1248.268,,,,77.004,,,,,,610.538,,,,610.538,1935.81,874.883,,,,,246.17,,,,,246.17,1121.053,3056.863,0.0,470.653,,,-1032.215,2436.209,0.0,1874.647,0.0,1874.647,4931.51,
12/30/2000,4988.318,117.506,117.506,0.0,1567.018,,1021.084,,,124.854,,,,,2830.462,1404.459,,,0.0,,753.397,518.574,,,,234.823,2157.856,,1197.479,1197.479,,,,48.979,,,,,,589.429,,,,589.429,1835.887,1069.355,,,,,243.496,,,,,243.496,1312.851,3148.738,0.0,781.436,,,-1184.126,2242.27,0.0,1839.58,0.0,1839.58,4988.318,
03/31/2001,5407.876,114.08,114.08,0.0,1636.241,,1070.328,,,135.695,,,,,2956.344,1482.76,,,0.0,,968.772,706.617,,,,262.155,2451.532,,1271.72,1271.72,,,,49.239,49.239,0.0,0.0,,,674.24,,,,674.24,1995.199,1048.464,1048.464,0.0,0.0,,239.705,,,,,239.705,1288.169,3283.368,0.0,948.658,,,-1159.317,2335.167,0.0,2124.508,0.0,2124.508,5407.876,
06/30/2001,5468.521,135.743,135.743,0.0,1658.044,,1061.893,,,129.202,,,,,2984.882,1518.593,2895.698,-1377.105,0.0,,965.046,768.837,,,,196.209,2483.639,,1271.817,1271.817,,,,53.907,,,,,,764.171,,,,764.171,2089.895,961.421,,,,,269.685,,,,,269.685,1231.106,3321.001,0.0,951.993,,,-1260.994,2462.145,-5.624,2147.52,0.0,2147.52,5468.521,
09/29/2001,5656.982,123.586,123.586,0.0,1698.006,,1139.472,,,160.096,,,,,3121.16,1556.008,,,0.0,,979.814,781.727,,,,198.087,2535.822,,1292.984,1292.984,,,,131.336,131.336,0.0,0.0,,,707.522,,,,707.522,2131.842,1081.305,1081.305,0.0,0.0,,263.521,,,,,263.521,1344.826,3476.668,0.0,975.323,,,-1368.497,2579.112,-5.624,2180.314,0.0,2180.314,5656.982,
12/29/2001,5578.795,115.843,115.843,0.0,1625.278,,1092.575,,,150.304,,,,,2984.0,1620.462,,,0.0,,974.333,779.971,,,,194.362,2594.795,,1237.374,1237.374,,,,40.217,40.217,0.0,0.0,,,654.604,,,,654.604,1932.195,1078.573,1078.573,0.0,0.0,,335.867,,,,,335.867,1414.44,3346.635,0.0,979.377,,,-1432.583,2690.99,-5.624,2232.16,0.0,2232.16,5578.795,
03/30/2002,5826.986,346.083,346.083,0.0,1625.314,,1089.334,,,157.126,,,,,3217.857,1646.465,,,0.0,,962.664,774.694,,,,187.97,2609.129,,1305.245,1305.245,,,,282.595,282.595,0.0,0.0,,,653.326,,,,653.326,2241.166,877.035,877.035,0.0,0.0,,428.169,,,,,428.169,1305.204,3546.37,0.0,978.923,,,-1475.228,2782.545,-5.624,2280.616,0.0,2280.616,5826.986,
06/29/2002,5989.753,230.439,230.439,0.0,1760.827,,1117.869,,,76.154,,,,,3185.289,1697.782,3216.943,-1519.161,0.0,,1106.682,922.222,,,,184.46,2804.464,,1349.33,1349.33,,,,80.114,74.103,6.011,6.011,,,809.913,,,,809.913,2239.357,1176.307,1171.608,4.699,4.699,,441.57,,,,,441.57,1617.877,3857.234,0.0,983.066,,,-1654.529,2869.417,-65.435,2132.519,0.0,2132.519,5989.753,
09/28/2002,6245.457,163.189,163.189,0.0,1869.128,,1226.885,,,114.729,,,,,3373.931,1718.941,,,0.0,,1152.585,922.491,,,,230.094,2871.526,,1420.276,1420.276,,,,63.49,,,,,,747.378,,,,747.378,2231.144,1265.938,,,,,554.69,,,,,554.69,1820.628,4051.772,0.0,998.902,,,-1732.631,2992.849,-65.435,2193.685,0.0,2193.685,6245.457,
12/28/2002,6483.987,128.574,128.574,0.0,1878.315,,1270.604,,,63.286,,,,,3340.779,1804.691,,,0.0,,1338.517,1055.271,,,,283.246,3143.208,,1408.475,1408.475,,,,86.953,,,,,,931.484,,,,931.484,2426.912,1394.647,,,,,461.312,,,,,461.312,1855.959,4282.871,0.0,1005.345,,,-1844.281,3105.487,-65.435,2201.116,0.0,2201.116,6483.987,
03/29/2003,6655.885,186.956,186.956,0.0,1946.819,,1256.397,,,60.775,,,,,3450.947,1829.021,,,0.0,,1375.917,1084.693,,,,291.224,3204.938,,1522.67,1522.67,,,,106.176,,,,,,1073.719,,,,1073.719,2702.565,1279.657,,,,,476.629,,,,,476.629,1756.286,4458.851,0.0,1011.931,,,-1951.82,3202.358,-65.435,2197.034,0.0,2197.034,6655.885,
06/28/2003,6936.521,337.447,337.447,0.0,2009.627,,1230.08,,,52.38,,,,,3629.534,1922.66,3603.137,-1680.477,0.0,,1384.327,1113.96,,,,270.367,3306.987,,1637.505,1637.505,,,,122.769,117.336,5.433,5.433,,,940.855,,,,940.855,2701.129,1249.467,1221.372,28.095,28.095,,788.394,,,,,788.394,2037.861,4738.99,0.0,1014.41,,,-2038.351,3373.853,-152.381,2197.531,0.0,2197.531,6936.521,
09/27/2003,7214.194,221.544,221.544,0.0,2123.716,,1313.497,,,117.416,,,,,3776.173,1958.067,,,0.0,,1479.954,1156.358,,,,323.596,3438.021,,1674.898,1674.898,,,,109.934,,,,,,1005.674,,,,1005.674,2790.506,1195.282,,,,,903.812,,,,,903.812,2099.094,4889.6,0.0,1043.426,,,-2077.5,3511.438,-152.77,2324.594,0.0,2324.594,7214.194,
12/27/2003,7305.577,232.595,232.595,0.0,2086.107,,1359.886,,,60.201,,,,,3738.789,2029.718,,,0.0,,1537.07,1166.336,,,,370.734,3566.788,,1645.948,1645.948,,,,136.931,,,,,,951.989,,,,951.989,2734.868,1395.981,,,,,808.904,,,,,808.904,2204.885,4939.753,0.0,1055.919,,,-2197.651,3649.583,-142.027,2365.824,0.0,2365.824,7305.577,
03/27/2004,7326.832,172.695,172.695,0.0,2087.476,,1373.251,,,57.128,,,,,3690.55,2088.314,,,0.0,,1547.968,1177.161,,,,370.807,3636.282,,1717.438,1717.438,,,,116.218,,,,,,1020.225,,,,1020.225,2853.881,1420.139,,,,,783.764,,,,,783.764,2203.903,5057.784,0.0,1082.178,,,-2430.451,3762.183,-144.862,2269.048,0.0,2269.048,7326.832,
07/03/2004,7847.632,199.706,199.706,0.0,2189.127,,1404.41,,,58.168,,,,,3851.411,2166.809,3982.824,-1816.015,0.0,,1829.412,1218.7,,,,610.712,3996.221,,1742.578,1742.578,,,,236.667,231.679,4.988,4.988,,,1147.389,,,,1147.389,3126.634,1231.493,1205.348,26.145,26.145,,924.999,,,,,924.999,2156.492,5283.126,0.0,1097.216,,,-2510.064,3959.714,17.64,2564.506,0.0,2564.506,7847.632,
