Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2001,2560.5,,,,,,,-2441.8,,,,,,118.7,-14.4,,14.4,0.0,0.0,0.0,104.3,-34.4,69.9,0.0,,,69.9,0.7,70.6,0.0,0.0,70.6,70.6,,,,,,,,,,
06/30/2001,2558.3,,,,,,,-2439.3,,,,,,119.0,-13.6,,13.6,0.0,0.0,0.0,105.4,-34.2,71.2,0.0,,,71.2,1.2,72.4,0.0,0.0,72.4,72.4,,,,,,,,,,
09/30/2001,2663.7,,,-1976.8,,686.9,,-496.0,,,,,,190.9,-13.8,13.8,13.8,,,0.0,177.1,-64.6,112.5,,,,112.5,-1.0,111.5,,,111.5,111.5,,,,,,,,,,
12/31/2001,2594.4,,,-1967.1,,627.3,0.0,-520.2,,,,,,107.1,30.7,,18.4,0.0,0.0,-49.1,137.8,-50.2,87.6,0.0,,,87.6,0.1,87.7,0.0,0.0,87.7,87.7,,207.6,0.425,0.425,0.495,207.6,0.425,0.425,0.495,
03/31/2002,2812.4,,,-2136.4,,676.0,,-508.9,,,,,,167.1,-17.6,17.6,17.6,,,0.0,149.5,-49.2,100.3,,,,100.3,-0.5,99.8,,,99.8,99.8,,206.646598,0.485,0.485,0.485,209.641144,0.475,0.475,0.475,
06/30/2002,2900.1,,,-2174.8,,725.3,,-548.5,,,,,,176.8,-17.5,17.5,17.5,,,0.0,159.3,-52.8,106.5,,,,106.5,-0.3,106.2,,,106.2,106.2,,206.055522,0.515,0.515,0.515,211.021448,0.505,0.505,0.505,
09/30/2002,3579.4,,,-2626.6,,952.8,,-693.1,,,,,,259.7,-30.3,30.3,30.3,,,0.0,229.4,-56.9,172.5,,,,172.5,-1.3,171.2,,,171.2,171.2,,257.68937,0.665,0.665,0.665,264.586028,0.645,0.645,0.645,
12/31/2002,3900.300049,,,,,,,-3687.899902,,,,,,212.399994,57.0,,33.099998,0.0,0.0,-90.099998,269.399994,-96.300003,173.100006,0.0,,,173.099991,-1.2,171.899994,0.0,0.0,171.899994,171.899994,,288.399994,0.61,0.61,0.56,288.399994,0.595,0.595,0.56,
03/31/2003,4100.3,,,-3036.6,,1063.7,,-728.3,,,,,,335.4,-32.9,32.9,32.9,,,0.0,302.5,-109.8,192.7,,,,192.7,-1.0,191.7,,,191.7,191.7,,277.40545,0.69,0.69,0.69,282.691654,0.68,0.68,0.68,
06/30/2003,4114.4,,,-3017.3,,1097.1,,-785.7,,,,,,311.4,-32.8,32.8,32.8,,,0.0,278.6,-99.9,178.7,,,,178.7,-1.4,177.3,,,177.3,177.3,,276.409984,0.64,0.64,0.64,283.84024,0.625,0.625,0.625,
09/30/2003,4261.8,,,-3123.3,,1138.5,,-795.4,,,,,,343.1,-32.9,32.9,32.9,,,0.0,310.2,-112.1,198.1,,,,198.1,-1.6,196.5,,,196.5,196.5,,276.58497,0.71,0.71,0.71,285.305756,0.69,0.69,0.69,
12/31/2003,4304.9,,,-3077.3,,1227.6,,-874.4,,,,,,353.2,-32.6,32.6,32.6,0.0,0.0,0.0,320.6,-115.8,204.8,0.0,,,204.8,4.0,208.8,0.0,0.0,208.8,208.8,,276.6,0.755,0.755,0.755,284.0,0.735,0.735,0.735,
03/31/2004,4574.1,,,-3359.9,,1214.2,,-789.3,,,,,,424.9,-32.3,32.3,32.3,,,0.0,392.6,-95.9,296.7,,,,296.7,-1.1,295.6,0.0,0.0,295.6,295.6,,275.823952,1.07,1.07,1.07,284.849464,1.04,1.04,1.04,
06/30/2004,4604.5,,,-3399.4,,1205.1,,-809.7,,,,,,395.4,-32.2,32.2,32.2,,,0.0,363.2,-124.8,238.4,,,,238.4,-0.5,237.9,0.0,0.0,237.9,237.9,,276.999138,0.86,0.86,0.86,286.33536,0.83,0.83,0.83,
09/30/2004,4803.0,,,-3583.8,,1219.2,,-812.2,,,,,,407.0,-32.9,32.9,32.9,,,0.0,374.1,-131.0,243.1,,,,243.1,-1.0,242.1,0.0,0.0,242.1,242.1,,276.810124,0.875,0.875,0.875,285.460672,0.85,0.85,0.85,
12/31/2004,6826.2,,,-5044.7,,1781.5,,-1222.9,,,,,,565.9,-252.5,,44.9,0.0,0.0,207.6,313.4,-131.5,181.9,0.0,,,181.9,2.6,184.5,0.0,0.0,184.5,184.5,,392.552,0.47,0.47,0.865,401.0,0.46,0.46,0.845,
03/31/2005,11099.9,,,-8255.9,,2844.0,,-1861.9,1729.1,,,,132.8,982.1,-53.2,53.2,53.2,0.0,0.0,0.0,928.9,-317.2,611.7,0.0,,,611.7,0.0,611.7,0.0,0.0,611.7,611.7,,606.6,1.01,1.01,0.965,621.6,0.98,0.98,0.935,
06/30/2005,11299.2,,,-8379.8,,2919.4,,-1963.9,,,,,,955.5,-58.9,58.9,58.9,0.0,0.0,0.0,896.6,-337.2,559.4,0.0,,,559.4,0.0,559.4,0.0,0.0,559.4,559.4,,610.6,0.92,0.92,1.02,624.8,0.9,0.9,1.0,
09/30/2005,11304.6,,,-8243.9,,3060.7,,-1981.2,1847.8,,,,133.4,1079.5,-56.1,56.1,56.1,0.0,0.0,0.0,1023.4,-382.7,640.7,0.0,,,640.7,0.0,640.7,0.0,0.0,640.7,640.7,,611.9,1.05,1.05,1.05,627.7,1.02,1.02,1.02,
12/31/2005,11292.3,,,-8200.3,,3092.0,,-1992.6,,,,,,1099.4,-58.0,,58.0,0.0,0.0,0.0,1041.4,-389.4,652.0,0.0,,,652.0,0.0,652.0,0.0,0.0,652.0,652.0,,629.1,1.04,1.04,1.04,629.1,1.04,1.04,1.04,
03/31/2006,13838.5,,,-10225.0,,3613.5,,-2346.8,2172.6,,,,174.2,1266.7,-94.0,94.0,94.0,0.0,0.0,0.0,1172.7,-440.9,731.8,0.0,,,731.8,0.0,731.8,0.0,0.0,731.8,731.8,,652.5,1.12,1.12,1.12,669.3,1.09,1.09,1.09,
06/30/2006,14151.9,,,-10492.3,,3659.6,,-2352.4,2192.1,,,,160.3,1307.2,-103.9,103.9,103.9,0.0,0.0,0.0,1203.3,-452.1,751.2,0.0,,,751.2,0.0,751.2,0.0,0.0,751.2,751.2,,627.8,1.2,1.2,1.2,642.0,1.17,1.17,1.17,
09/30/2006,14449.4,,,-10712.9,,3736.5,,-2376.3,2198.7,,,,177.6,1360.2,-105.6,105.6,105.6,0.0,0.0,0.0,1254.6,-443.8,810.8,0.0,,,810.8,0.0,810.8,0.0,0.0,810.8,810.8,,617.1,1.31,1.31,1.27,630.6,1.29,1.29,1.25,
12/31/2006,14579.8,,,-10766.7,,3813.1,,-2429.3,2254.3,424.2,,,175.0,1383.8,-100.0,,100.0,,0.0,0.0,1283.8,-482.7,801.1,0.0,,,801.1,0.0,801.1,0.0,0.0,801.1,801.1,,627.0,1.3,1.3,1.3,627.0,1.28,1.28,1.28,
