Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
04/30/1989,767.661011,-528.84198,238.819031,-191.039001,47.779999,-6.403,,2.061,43.437999,-16.289,27.149,0,0,27.149,0,,27.149,,,27.148999,,0.093333,0.093333,292.612507,0.093333,0.093333,0.093333,292.612507,
07/30/1989,775.499023,-535.466003,240.03302,-192.593994,47.438999,-11.256,,1.389,37.572,-14.09,23.482,0,0,23.482,0,,23.482,,,23.482,,0.08,0.08,293.292,0.08,0.08,0.08,293.292,
10/29/1989,916.189026,-637.754028,278.434998,-220.041,58.394001,-14.778,,2.288,45.904001,-17.214001,28.690001,0,0,28.690001,0,,28.690001,,,28.690001,,0.1,0.1,294.802505,0.1,0.1,0.1,294.802505,
01/28/1990,2328.480957,-1607.590942,720.890015,-328.563995,392.325989,-11.872,,6.312,386.765989,-145.007004,241.759003,0,0,241.759003,0,,241.759003,,,241.758985,,0.82,0.82,286.507507,0.82,0.82,0.82,286.507507,
04/29/1990,944.802002,-653.383972,291.41803,-227.598007,63.82,-11.779,,1.295,53.335999,-20.108,33.228001,0,0,33.228001,0,,33.228001,,,33.228,,0.113333,0.113333,295.158005,0.113333,0.113333,0.113333,295.158005,
07/29/1990,964.033997,-668.267029,295.766968,-237.378998,58.388,-18.049999,,2.188,42.526001,-16.032,26.493999,0,0,26.493999,0,,26.493999,,,26.494002,,0.09,0.09,266.970001,0.09,0.09,0.09,266.970001,
10/28/1990,1052.607056,-722.327026,330.280029,-262.860992,67.418999,-23.892,,2.581,46.107999,-17.382999,28.725,0,0,28.725,0,,28.725,,,28.724999,,0.1,0.1,293.630005,0.1,0.1,0.1,293.630005,
02/02/1991,2548.558105,-1776.862061,771.696044,-376.063995,395.631989,-19.583,,5.169,381.217989,-143.677002,237.541,0,0,237.541,0,,237.541,,,237.540987,0.83,0.83,0.83,287.650513,0.83,0.83,0.83,287.650513,
05/04/1991,1025.655029,-713.950012,311.705017,-262.966003,48.738998,-12.981,,,35.757998,-13.373,22.385,0,0,22.385,0,,22.385,,,22.384998,,0.08,0.08,295.125,0.08,0.08,0.08,295.125,
08/03/1991,1056.178955,-735.726013,320.452942,-270.95401,49.499001,-12.511,,,36.988001,-13.543,23.445,0,0,23.445,0,,23.445,,,23.445001,,0.08,0.08,295.859009,0.08,0.08,0.08,295.859009,
11/02/1991,1181.672974,-821.145996,360.526978,-298.286987,62.240002,-11.261,,,50.979002,-18.862,32.117001,0,0,32.117001,0,,32.117001,,,32.117002,,0.11,0.11,297.154999,0.11,0.11,0.11,297.154999,
02/01/1992,2860.701904,-2015.817017,844.884887,-422.070007,422.815002,-21.132,,13.521,415.204002,-153.621994,261.582001,0,0,261.582001,0,,261.582001,,,261.582008,0.9,0.9,0.9,289.214996,0.9,0.9,0.9,289.214996,
05/02/1992,1172.475952,-809.929016,362.546936,-306.098999,56.448002,-11.874,,,44.574002,-16.27,28.304001,0,0,28.304001,0,,28.304001,,,28.304002,,0.1,0.1,297.578003,0.1,0.1,0.1,297.578003,
