Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2004,40.646999,,-9.425,,31.221999,,-25.674999,,,,,,5.547,0.808,,,0.0,-0.808,6.355,-0.4,5.955,0.0,,,5.955,0.0,5.955,0.0,0.0,5.955,5.955,,67.536004,0.09,0.09,0.09,73.891998,0.08,0.08,0.08,
06/30/2004,44.243,,-10.099,,34.144,,-27.229,,,,,,6.915,0.848,,,0.0,-0.848,7.763,-0.347,7.416,0.0,,,7.416,0.0,7.416,0.0,0.0,7.416,7.416,,68.764,0.11,0.11,0.11,73.938004,0.1,0.1,0.1,
09/30/2004,50.219002,,-11.544,,38.675002,,-28.823999,,,,,,9.851,0.891,,,0.0,-0.891,10.742,5.039,15.781,0.0,,,15.781,0.0,15.781,0.0,0.0,15.781,15.781,,69.185998,0.23,0.23,0.15,73.557998,0.215,0.215,0.14,
12/31/2004,60.009,,-13.914,,46.095,,-31.62,,,,,,14.475,1.387,,,0.0,-1.387,15.862,-5.869,9.993,0.0,,,9.993,0.0,9.993,0.0,0.0,9.993,9.993,,71.154,0.14,0.14,0.14,75.636,0.13,0.13,0.13,
03/31/2005,67.73,,-15.728,,52.002,,-34.528,,,,,,17.474,1.641,,,0.0,-1.641,19.115,-7.003,12.112,0.0,,,12.112,0.0,12.112,0.0,0.0,12.112,12.112,,73.81,0.165,0.165,0.165,77.842,0.155,0.155,0.155,
06/30/2005,73.064,,-17.064,,56.0,,-37.119,,,,,,18.881,2.123,,,,-2.123,21.004,-8.311,12.693,0.0,,,12.693,0.0,12.693,0.0,0.0,12.693,12.693,,75.836,0.165,0.165,0.165,78.866,0.16,0.16,0.16,
09/30/2005,80.607,,-18.478,,62.129,,-43.601,,,,,,18.528,2.925,,0.0,,-2.925,21.453,-9.349,12.104,0.0,,,12.104,0.0,12.104,0.0,0.0,12.104,12.104,,76.958,0.157,0.157,0.157,80.028,0.151,0.151,0.151,
12/31/2005,88.087,,-19.567,,68.52,,-46.74,,,,,,21.78,2.97,,,0.0,-2.97,24.75,-9.529,15.221,0.0,,,15.221,0.0,15.221,0.0,0.0,15.221,15.221,,78.326,0.195,0.195,0.195,81.61,0.185,0.185,0.185,
03/31/2006,94.116,,-21.287,,72.829,,-50.586,,,,,,22.243,3.877,,,,-3.877,26.12,-10.053,16.067,,,,16.067,,16.067,,,16.067,16.067,,80.24,0.2,0.2,0.2,83.254,0.195,0.195,0.195,
06/30/2006,100.129,,-22.518,,77.611,,-55.056,,,,,,22.555,4.759,,,,-4.759,27.314,-10.349,16.965,0.0,,,16.965,0.0,16.965,0.0,0.0,16.965,16.965,,81.106,0.21,0.21,0.21,83.318,0.205,0.205,0.205,
09/30/2006,111.717,,-24.781,,86.936,,-63.376,,,,,,23.56,5.825,,0.0,,-5.825,29.385,-11.633,17.752,0.0,,,17.752,0.0,17.752,0.0,0.0,17.752,17.752,,81.448,0.22,0.22,0.22,83.29,0.215,0.215,0.215,
12/31/2006,120.03,,-26.524,,93.506,,-66.412,,,,,,27.094,6.431,,,0.0,-6.431,33.525,-11.172,22.353,0.0,,,22.353,0.0,22.353,0.0,0.0,22.353,22.353,,82.062,0.27,0.27,0.27,84.636,0.265,0.265,0.265,
03/31/2007,127.605,,-28.815,,98.79,,-73.13,,,,,,25.66,7.23,,,0.0,-7.23,32.89,-12.934,19.956,0.0,,,19.956,0.0,19.956,0.0,0.0,19.956,19.956,,82.834,0.24,0.24,0.24,84.78,0.235,0.235,0.235,
06/30/2007,132.425,,-29.637,,102.788,,-75.009,,,,,,27.779,7.175,,,0.0,-7.175,34.954,-13.145,21.809,0.0,,,21.809,0.0,21.809,0.0,0.0,21.809,21.809,,83.614,0.26,0.26,0.26,85.31,0.255,0.255,0.255,
09/30/2007,145.607,,-33.348,,112.259,,-79.29,59.361,48.165,,,19.929,32.969,-6.645,,0.0,0.0,6.645,26.324,-13.442,12.882,0.0,,,12.882,0.0,12.882,0.0,0.0,12.882,12.882,,84.305,0.15,0.15,0.31,85.792,0.15,0.15,0.31,
12/31/2007,154.184,,-35.239,,118.945,,-95.936,,,,,,23.009,6.132,,,0.0,-6.132,29.141,-11.39,17.751,0.0,,,17.751,0.0,17.751,0.0,0.0,17.751,17.751,,84.854,0.21,0.21,0.21,86.141,0.21,0.21,0.21,
03/31/2008,159.141,,-36.688,,122.453,,-98.955,,,,,,23.498,5.589,,,0.0,-5.589,29.087,-11.342,17.745,0.0,,,17.745,0.0,17.745,0.0,0.0,17.745,17.745,,82.974,0.21,0.21,0.21,83.805,0.21,0.21,0.21,
06/30/2008,165.585,,-38.178,,127.407,,-100.219,,,,,,27.188,3.716,,,,-3.716,30.904,-11.77,19.134,0.0,,,19.134,0.0,19.134,0.0,0.0,19.134,19.134,,81.096,0.24,0.24,0.24,81.951,0.23,0.23,0.23,
09/30/2008,171.263,,-38.913,,132.35,,-101.46,,,,,,30.89,-1.758,,0.0,,1.758,29.132,-9.431,19.701,0.0,,,19.701,0.0,19.701,0.0,0.0,19.701,19.701,,79.754,0.25,0.25,0.29,80.785,0.24,0.24,0.28,
12/31/2008,165.569,165.569,-36.023,36.023,129.546,0.0,-102.345,75.243,59.438,15.805,27.102,0.0,27.201,2.879,,,,-2.879,30.08,-8.657,21.423,0.0,0.0,0.0,21.423,0.0,21.423,0.0,0.0,21.423,21.4217,-0.0013,79.337,0.27,0.27,0.270009,80.003,0.27,0.27,0.269984,
03/31/2009,154.149,154.149,-36.582,36.582,117.567,0.0,-94.294,63.988,51.933,12.055,25.977,4.329,23.273,2.136,,,,-2.136,25.409,-6.423,18.986,0.0,0.0,0.0,18.986,0.0,18.986,0.0,0.0,18.986,22.86575,3.87975,78.925,0.24,0.24,0.289715,79.57,0.24,0.24,0.288759,
06/30/2009,158.231,158.231,-33.665,33.665,124.566,0.0,-93.261,68.191,55.427,12.764,25.07,0.0,31.305,3.027,,,,-3.027,34.332,-11.556,22.776,0.0,0.0,0.0,22.776,0.0,22.776,0.0,0.0,22.776,22.78055,0.00455,78.603,0.29,0.29,0.289818,79.612,0.29,0.29,0.289818,
09/30/2009,175.13,175.13,-36.456,36.456,138.674,0.0,-98.529,73.014,58.395,14.619,25.515,0.0,40.145,1.682,,,,-1.682,41.827,-13.477,28.35,0.0,0.0,0.0,28.35,0.0,28.35,0.0,0.0,28.35,28.33115,-0.01885,78.499,0.36,0.36,0.360911,79.613,0.36,0.36,0.359763,
12/31/2009,191.156,191.156,-39.129,39.129,152.027,0.0,-108.315,81.595,65.642,15.953,26.72,0.0,43.712,1.705,,,,-1.705,45.417,-16.138,29.279,0.0,0.0,0.0,29.279,0.0,29.279,0.0,0.0,29.279,29.27965,0.00065,78.906,0.37,0.37,0.37107,80.333,0.36,0.36,0.360008,
03/31/2010,206.068,206.068,-41.416,41.416,164.652,0.0,-114.794,85.66,69.644,16.016,29.134,0.0,49.858,2.291,,,,-2.291,52.149,-19.005,33.144,0.0,0.0,0.0,33.144,0.0,33.144,0.0,0.0,33.144,33.1349,-0.0091,79.394,0.42,0.42,0.417348,80.737,0.41,0.41,0.409887,
06/30/2010,230.474,230.474,-44.579,44.579,185.895,0.0,-125.766,94.877,77.219,17.658,30.889,0.0,60.129,3.561,,,,-3.561,63.69,-23.195,40.495,0.0,0.0,0.0,40.495,0.0,40.495,0.0,0.0,40.495,40.4274,-0.0676,79.864,0.51,0.51,0.506203,81.031,0.5,0.5,0.499166,
09/30/2010,254.274,254.274,-46.828,46.828,207.446,0.0,-131.143,99.572,80.696,18.876,31.571,0.0,76.303,0.068,,,,-0.068,76.371,-28.136,48.235,0.0,0.0,0.0,48.235,0.0,48.235,0.0,0.0,48.235,49.1798,0.9448,80.268,0.6,0.6,0.612695,81.253,0.59,0.59,0.601628,
12/31/2010,268.934,268.934,-48.963,48.963,219.971,0.0,-140.115,107.509,86.825,20.684,32.606,0.0,79.856,2.545,,,,-2.545,82.401,-26.738,55.663,0.0,0.0,0.0,55.663,0.0,55.663,0.0,0.0,55.663,55.5252,-0.1378,80.644,0.69,0.69,0.688522,81.648,0.68,0.68,0.678312,
03/31/2011,277.572,277.572,-50.673,50.673,226.899,0.0,-143.685,109.178,89.332,19.846,34.507,0.0,83.214,1.568,,,,-1.568,84.782,-29.207,55.575,0.0,0.0,0.0,55.575,0.0,55.575,0.0,0.0,55.575,55.5945,0.0195,80.809,0.69,0.69,0.687974,81.622,0.68,0.68,0.680239,
06/30/2011,290.713,290.713,-52.448,52.448,238.265,0.0,-150.004,114.759,93.633,21.126,35.245,0.0,88.261,1.889,,,,-1.889,90.15,-27.601,62.549,0.0,0.0,0.0,62.549,0.0,62.549,0.0,0.0,62.549,62.53535,-0.01365,80.866,0.77,0.77,0.773321,81.497,0.77,0.77,0.769833,
09/30/2011,314.615,314.615,-55.92,55.92,258.695,0.0,-159.364,122.812,100.945,21.867,36.552,0.0,99.331,4.087,,,,-4.087,103.418,-35.808,67.61,0.0,0.0,0.0,67.61,0.0,67.61,0.0,0.0,67.61,67.636,0.026,80.317,0.84,0.84,0.842113,80.766,0.84,0.84,0.840322,
12/31/2011,322.432,322.432,-55.606,55.606,266.826,0.0,-167.037,127.915,106.238,21.677,39.122,0.0,99.789,1.861,,,,-1.861,101.65,-35.158,66.492,0.0,0.0,0.0,66.492,0.0,66.492,0.0,0.0,66.492,66.86835,0.37635,79.272,0.84,0.84,0.843531,79.822,0.83,0.83,0.834715,
03/31/2012,339.622,339.622,-57.594,57.594,282.028,0.0,-177.348,133.78,110.995,22.785,43.568,0.0,104.68,1.428,,,,-1.428,106.108,-37.467,68.641,0.0,0.0,0.0,68.641,0.0,68.641,0.0,0.0,68.641,69.106345,0.465345,79.156,0.87,0.87,0.87304,79.775,0.86,0.86,0.865833,
06/30/2012,352.634,352.634,-60.287,60.287,292.347,0.0,-182.347,135.362,112.064,23.298,46.985,0.0,110.0,1.713,,,,-1.713,111.713,-39.377,72.336,0.0,0.0,0.0,72.336,0.0,72.336,0.0,0.0,72.336,72.39775,0.06175,79.135,0.91,0.91,0.914864,79.655,0.91,0.91,0.910775,
09/30/2012,362.559,362.559,-62.681,62.681,299.878,0.0,-188.044,140.313,116.298,24.015,47.731,0.0,111.834,0.909,,,,-0.909,112.743,-45.026,67.717,0.0,0.0,0.0,67.717,0.0,67.717,0.0,0.0,67.717,67.7131,-0.0039,78.98,0.86,0.86,0.857345,79.425,0.85,0.85,0.849951,
12/31/2012,365.451,365.451,-60.885,60.885,304.566,0.0,-195.482,146.941,122.268,24.673,48.541,0.0,109.084,1.55,,,,-1.55,110.634,-41.141,69.493,0.0,0.0,0.0,69.493,0.0,69.493,0.0,0.0,69.493,69.5099,0.0169,78.789,0.88,0.88,0.882228,79.278,0.88,0.88,0.880213,
03/31/2013,350.232,350.232,-60.302,60.302,289.93,0.0,-197.454,144.92,119.031,25.889,52.534,0.0,92.476,2.118,,,,-2.118,94.594,-31.182,63.412,0.0,0.0,0.0,63.412,0.0,63.412,0.0,0.0,63.412,63.25405,-0.15795,78.601,0.81,0.81,0.804749,79.114,0.8,0.8,0.798004,
06/30/2013,370.302,370.302,-64.917,64.917,305.385,0.0,-201.308,147.233,121.906,25.327,54.075,0.0,104.077,2.874,,,,-2.874,106.951,-38.773,68.178,0.0,0.0,0.0,68.178,0.0,68.178,0.0,0.0,68.178,68.19555,0.01755,78.516,0.87,0.87,0.868556,78.864,0.86,0.86,0.860223,
09/30/2013,395.329,395.329,-66.943,66.943,328.386,0.0,-203.205,146.348,119.836,26.512,54.464,2.393,125.181,0.732,,,,-0.732,125.913,-49.682,76.231,0.0,0.0,0.0,76.231,0.0,76.231,0.0,0.0,76.231,78.387374,2.156374,78.353,0.97,0.97,1.000439,78.674,0.97,0.97,0.997409,
12/31/2013,406.452,406.452,-72.883,72.883,333.569,0.0,-224.436,160.303,134.803,25.5,64.133,0.0,109.133,0.246,,,,-0.246,109.379,-41.331,68.048,0.0,0.0,0.0,68.048,0.0,68.048,0.0,0.0,68.048,68.00965,-0.03835,77.438,0.88,0.88,0.878246,77.822,0.87,0.87,0.869507,
03/31/2014,420.043,420.043,-75.662,75.662,344.381,0.0,-233.517,166.285,140.252,26.033,67.232,0.0,110.864,0.023,,,,-0.023,110.887,-41.246,69.641,0.0,0.0,0.0,69.641,0.0,69.641,0.0,0.0,69.641,69.60135,-0.03965,75.508,0.92,0.92,0.921775,76.244,0.91,0.91,0.90948,
06/30/2014,440.285,440.285,-79.462,79.462,360.823,0.0,-234.744,167.718,139.945,27.773,67.026,0.0,126.079,1.193,,,,-1.193,127.272,-47.799,79.473,0.0,0.0,0.0,79.473,0.0,79.473,0.0,0.0,79.473,79.43465,-0.03835,74.812,1.06,1.06,1.06179,75.369,1.05,1.05,1.049491,
09/30/2014,465.266,465.266,-81.952,81.952,383.314,0.0,-235.833,170.432,143.284,27.148,65.401,0.0,147.481,2.323,,,,-2.323,149.804,-55.783,94.021,0.0,0.0,0.0,94.021,0.0,94.021,0.0,0.0,94.021,94.0106,-0.0104,73.817,1.27,1.27,1.273563,74.366,1.26,1.26,1.25986,
12/31/2014,462.793,462.793,-79.348,79.348,383.445,0.0,-251.13,181.07,148.816,32.254,70.06,0.0,132.315,2.594,,,,-2.594,134.909,-45.833,89.076,0.0,0.0,0.0,89.076,0.0,89.076,0.0,0.0,89.076,89.08055,0.00455,73.35,1.21,1.21,1.214459,73.857,1.21,1.21,1.210062,
03/31/2015,472.143,472.143,-82.596,82.596,389.547,0.0,-256.692,182.171,151.238,30.933,74.521,0.0,132.855,3.266,,,,-3.266,136.121,-50.392,85.729,0.0,0.0,0.0,85.729,0.0,85.729,0.0,0.0,85.729,85.7095,-0.0195,72.24,1.19,1.19,1.186455,72.711,1.18,1.18,1.179732,
06/30/2015,483.586,483.586,-85.659,85.659,397.927,0.0,-257.797,183.46,150.833,32.627,74.337,0.0,140.13,0.72,,,,-0.72,140.85,-47.678,93.172,0.0,0.0,0.0,93.172,0.0,93.172,0.0,0.0,93.172,93.1421,-0.0299,71.509,1.3,1.3,1.302523,71.957,1.29,1.29,1.289584,
09/30/2015,501.301,501.301,-84.658,84.658,416.643,0.0,-269.044,191.379,151.653,39.726,77.665,0.0,147.599,1.865,,,,-1.865,149.464,-52.427,97.037,0.0,0.0,0.0,97.037,0.0,97.037,0.0,0.0,97.037,97.26515,0.22815,70.679,1.37,1.37,1.376153,71.098,1.36,1.36,1.363209,
12/31/2015,489.486,489.486,-85.683,85.683,403.803,0.0,-272.854,191.709,157.456,34.253,81.145,0.0,130.949,1.135,,,,-1.135,132.084,-42.368,89.716,0.0,0.0,0.0,89.716,0.0,89.716,0.0,0.0,89.716,89.73355,0.01755,69.554,1.29,1.29,1.290128,69.878,1.28,1.28,1.280251,
03/31/2016,483.677,483.677,-82.23,82.23,401.447,0.0,-286.514,191.272,156.469,34.803,86.294,8.948,114.933,0.133,,,,-0.133,115.066,-39.651,75.415,0.0,0.0,0.0,75.415,0.0,75.415,0.0,0.0,75.415,81.783977,6.368977,67.549,1.12,1.12,1.210736,67.804,1.11,1.11,1.203932,
06/30/2016,496.522,496.522,-84.343,84.343,412.179,0.0,-273.317,190.802,156.62,34.182,83.042,-0.527,138.862,0.978,,,,-0.978,139.84,-48.051,91.789,0.0,0.0,0.0,91.789,0.0,91.789,0.0,0.0,91.789,91.402631,-0.386369,66.851,1.37,1.37,1.367259,67.235,1.37,1.37,1.364253,
09/30/2016,525.349,525.349,-84.949,84.949,440.4,0.0,-277.767,193.391,158.198,35.193,83.746,0.63,162.633,0.268,,,,-0.268,162.901,-53.966,108.935,0.0,0.0,0.0,108.935,0.0,108.935,0.0,0.0,108.935,109.831309,0.896309,65.772,1.66,1.66,1.669879,66.262,1.64,1.64,1.653527,
12/31/2016,515.958,515.958,-85.262,85.262,430.696,0.0,-293.242,206.192,164.514,41.678,87.05,0.0,137.454,2.643,,,,-2.643,140.097,-45.879,94.218,0.0,0.0,0.0,94.218,0.0,94.218,0.0,0.0,94.218,94.2375,0.0195,65.195,1.45,1.45,1.445471,65.645,1.44,1.44,1.440297,
03/31/2017,518.248,518.248,-87.912,87.912,430.336,0.0,-291.813,202.714,164.705,38.009,89.234,-0.135,138.523,1.302,,,,-1.302,139.825,-46.687,93.138,0.0,0.0,0.0,93.138,0.0,93.138,0.0,0.0,93.138,93.016777,-0.121223,64.479,1.44,1.44,1.44259,65.028,1.43,1.43,1.428136,
06/30/2017,517.837,517.837,-89.77,89.77,428.067,0.0,-288.923,200.32,160.952,39.368,88.602,0.001,139.144,2.589,,,,-2.589,141.733,-44.071,97.662,0.0,0.0,0.0,97.662,0.0,97.662,0.0,0.0,97.662,97.366319,-0.295681,63.935,1.53,1.53,1.522895,64.361,1.52,1.52,1.515406,
09/30/2017,537.998,537.998,-90.541,90.541,447.457,0.0,-298.622,199.9,162.068,37.832,85.479,13.243,148.835,5.027,,,,-5.027,153.862,-18.119,135.743,0.0,0.0,0.0,135.743,0.0,135.743,0.0,0.0,135.743,123.985742,-11.757258,63.088,2.15,2.15,1.965282,63.446,2.14,2.14,1.954689,
12/31/2017,523.191,523.191,-87.387,87.387,435.804,0.0,-293.807,207.918,167.934,39.984,85.889,0.0,141.997,2.145,,,,-2.145,144.142,-55.713,88.429,0.0,0.0,0.0,88.429,0.0,88.429,0.0,0.0,88.429,88.46085,0.03185,62.195,1.42,1.42,1.422314,62.55,1.41,1.41,1.410509,
03/31/2018,533.304,533.304,-89.645,89.645,443.659,0.0,-300.302,209.246,169.97,39.276,91.056,0.0,143.357,2.79,,,,-2.79,146.147,-36.511,109.636,0.0,0.0,0.0,109.636,0.0,109.636,0.0,0.0,109.636,109.63837,0.00237,61.42,1.79,1.79,1.78506,62.059,1.77,1.77,1.770038,
06/30/2018,542.203,542.203,-91.009,91.009,451.194,0.0,-299.241,205.18,165.806,39.374,94.061,0.0,151.953,2.259,,,,-2.259,154.212,-31.469,122.743,0.0,0.0,0.0,122.743,0.0,122.743,0.0,0.0,122.743,122.75248,0.00948,60.97,2.01,2.01,2.013326,61.633,1.99,1.99,1.990154,
09/30/2018,562.709,562.709,-93.44,93.44,469.269,0.0,-315.677,202.173,160.425,41.748,95.078,18.426,153.592,5.667,,,,-5.667,159.259,-26.378,132.881,0.0,0.0,0.0,132.881,0.0,132.881,0.0,0.0,132.881,147.655402,14.774402,60.462,2.2,2.2,2.442119,61.07,2.18,2.18,2.421926,
12/31/2018,543.77,543.77,-86.714,86.714,457.056,0.0,-298.84,206.802,164.259,42.543,92.038,0.0,158.216,7.095,,,,-7.095,165.311,-34.406,130.905,0.0,0.0,0.0,130.905,0.0,130.905,0.0,0.0,130.905,132.806363,1.901363,60.216,2.17,2.17,2.2055,60.645,2.16,2.16,2.191352,
03/31/2019,544.895,544.895,-88.178,88.178,456.717,0.0,-313.924,217.61,170.954,46.656,96.314,0.0,142.793,7.434,,,,-7.434,150.227,-34.14,116.087,0.0,0.0,0.0,116.087,0.0,116.087,0.0,0.0,116.087,121.041699,4.954699,59.686,1.94,1.94,2.027975,60.029,1.93,1.93,2.012538,
06/30/2019,563.394,563.394,-90.767,90.767,472.627,0.0,-369.887,252.993,195.852,57.141,116.894,0.0,102.74,4.722,,,,-4.722,107.462,-21.557,85.905,0.0,0.0,0.0,85.905,0.0,85.905,0.0,0.0,85.905,116.854025,30.949025,59.981,1.43,1.43,1.948184,60.196,1.43,1.43,1.944138,
09/30/2019,590.388,590.388,-90.918,90.918,499.47,0.0,-384.756,281.944,217.554,64.39,102.812,0.0,114.714,3.397,,,,-3.397,118.111,-23.274,94.837,0.0,0.0,0.0,94.837,0.0,94.837,0.0,0.0,94.837,118.652358,23.815358,60.283,1.57,1.57,1.968256,60.448,1.57,1.57,1.963981,
12/31/2019,569.305,569.305,-88.642,88.642,480.663,0.0,-358.328,254.523,195.519,59.004,96.005,7.8,122.335,5.22,,,,-5.22,127.555,-29.028,98.527,0.0,0.0,0.0,98.527,0.0,98.527,0.0,0.0,98.527,112.983897,14.456897,60.649,1.62,1.62,1.862914,60.815,1.62,1.62,1.857719,
03/31/2020,583.449,583.449,-101.238,101.238,482.211,0.0,-398.513,289.485,215.472,74.013,109.028,0.0,83.698,-0.141,,,,0.141,83.557,-22.178,61.379,0.0,0.0,0.0,61.379,0.0,61.379,0.0,0.0,61.379,84.502473,23.123473,60.869,1.01,1.01,1.388268,61.084,1.0,1.0,1.378552,
