Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
06/30/1989,12.282,12.349,12.349,,10.577941,1.006154,0.777796,0.49,0.49,,0.49,0.49,0.49,0.17,0.465058,,3.260788,17.206075,
09/30/1989,12.297,12.455,12.455,,13.178564,1.120032,0.875632,0.57,0.57,,0.57,0.57,0.57,0.17,1.4,,4.215906,17.62495,
12/31/1989,12.314,12.456,12.456,,11.509633,1.06527,0.830684,0.53,0.53,,0.53,0.53,0.53,0.19,0.769268,,3.58332,17.98254,
03/31/1990,12.32,12.431,12.431,,13.44735,1.293379,1.066045,0.69,0.69,,0.69,0.69,0.69,0.19,-0.883597,,3.165828,18.481088,
06/30/1990,12.377,12.526,12.526,,13.596359,1.095082,0.857896,0.54,0.54,,0.54,0.54,0.54,0.19,-0.200942,,2.606286,18.900138,
09/30/1990,12.392,12.538,12.538,,13.929415,1.033737,0.788004,0.51,0.51,,0.51,0.51,0.51,0.19,1.245414,,3.3148,19.272353,
12/31/1990,12.398,12.482,12.482,,15.288655,1.279763,1.032206,0.71,0.71,,0.71,0.71,0.71,0.22,0.157907,,3.109453,19.76835,
03/31/1991,12.4,12.506,12.506,,12.869023,1.388933,1.137054,0.7,0.7,0.7,0.7,0.7,0.7,0.25,0.658244,,3.352258,20.23,
06/30/1991,12.521,12.558,12.558,,11.026039,0.905797,0.667781,-0.84,0.49,,-0.84,0.49,0.49,0.22,0.236742,,3.171232,20.456434,
09/30/1991,12.535,12.62,12.62,,10.298574,0.794691,0.56355,0.51,0.51,,0.51,0.51,0.51,0.22,2.251268,,5.364978,20.791544,
12/31/1991,12.556,12.602,12.602,,13.975717,0.934534,0.711633,0.49,0.49,,0.49,0.49,0.49,0.22,-1.181479,,4.538786,21.076459,
03/31/1992,12.564,12.641999,12.641999,,12.021596,0.302405,0.079022,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,0.22,1.373754,,5.549427,18.911016,
06/30/1992,12.42,12.613,12.613,,11.356854,0.880837,0.675097,0.45,0.45,,0.45,0.45,0.45,0.22,0.345675,,5.233977,19.294767,
09/30/1992,12.395,12.476,12.476,,14.22892,0.929384,0.715774,0.5,0.5,,0.5,0.5,0.5,0.22,-0.026371,,4.575474,19.328438,
12/31/1992,12.42,12.476,12.476,,15.312841,0.533745,0.316929,0.55,0.55,,0.55,0.55,0.55,0.22,1.487336,,5.411111,19.550644,
03/31/1993,12.431,12.4255,12.4255,,12.718522,0.780975,0.564967,0.7,0.7,0.7,0.7,0.7,0.7,0.22,1.63261,,7.29169,20.038452,
06/30/1993,12.460235,12.452,12.452,,23.191135,0.983617,0.766624,-1.34,-1.34,,-1.34,-1.34,-1.34,0.22,0.009878,,6.942004,18.482959,
09/30/1993,12.474945,12.461,12.461,,17.293394,1.509831,1.303106,0.55,0.55,,0.55,0.55,0.55,0.22,2.204317,,8.678756,18.797998,
12/31/1993,12.403,12.441,12.441,,11.472068,0.823728,0.612732,0.4,0.4,,0.4,0.4,0.4,0.22,-1.454304,,6.673063,18.907764,
03/31/1994,12.41,12.399,12.399,,11.185983,-0.376885,-0.601419,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,0.22,-0.621098,,5.272603,17.855198,
06/30/1994,12.33,12.409,12.409,,9.217906,0.374647,0.179305,0.16,0.16,,0.16,0.16,0.16,0.22,-0.475945,,4.400405,17.892133,
09/30/1994,12.341,12.34,12.34,,9.08987,0.43825,0.240924,0.2,0.2,,0.2,0.2,0.2,0.22,1.756969,,5.69184,17.710558,
12/31/1994,12.341,12.331,12.331,,9.288054,0.287568,0.094072,0.11,0.11,,0.11,0.11,0.11,0.22,0.192117,,5.386517,17.577344,
03/31/1995,12.34,12.34,12.34,,4.388006,,0.957942,0.29,0.77,0.77,0.29,0.77,0.77,0.22,-0.531361,,4.443922,17.741491,
