Date,Returns,Return on Common Equity,Return on Assets,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1993,,,,,,67.196944,3.754375,0.604518,,0.381801,0.381801,0.381801,0.381801,,0.0,0.0,,
06/30/1993,,,,,,65.299602,8.841544,5.219707,,5.193076,5.193076,5.193076,5.193076,,0.0,0.0,,
09/30/1993,,,,,,64.813898,10.347394,8.387096,,9.156327,9.156327,9.156327,9.156327,,0.0,0.0,,
12/31/1993,,,,,,65.292227,15.661055,14.072253,,14.620768,14.620768,14.620767,14.620767,,0.0,0.0,,
03/31/1994,,,,,,64.559191,21.314361,19.642071,35.928143,19.759425,18.937949,18.93795,18.93795,,4.157387,0.0,,
06/30/1994,,,,,,67.079538,24.505161,22.817244,37.566967,24.298725,21.870067,21.870068,21.870068,,9.995003,0.0,,
09/30/1994,,,,,,66.857807,25.512684,23.889591,33.871228,27.621733,24.220041,24.220043,24.220043,,12.315271,0.0,,
12/31/1994,,,26.495493,29.340191,,66.661905,25.267819,23.83231,29.753299,26.531924,22.246822,22.246822,22.246822,,16.15074,0.0,,
03/31/1995,,,26.121783,,,65.20081,21.297547,19.892836,20.015828,13.670592,13.670592,13.670593,13.670593,,,,,
06/30/1995,,28.149235,22.920163,,,64.485824,26.061978,24.926498,25.739839,16.254942,16.254942,16.254942,16.254942,,,,,
09/30/1995,,10.792572,10.041203,,,64.890367,29.123176,27.702951,28.984324,25.392946,15.73248,15.732479,15.732479,,38.043895,0.0,10.792572,
12/31/1995,,14.939155,13.010588,,,65.441129,34.824396,31.770053,34.115562,35.358702,21.922851,21.922851,21.922851,,37.99871,0.0,14.939155,
03/31/1996,,28.953839,24.08481,,,64.645258,31.290986,30.243473,31.927222,32.92878,20.140478,20.140478,20.140478,,38.836246,0.0,28.953839,
06/30/1996,,43.182632,37.327564,40.582728,,64.559466,36.137582,33.029804,34.392296,34.962376,21.609002,21.609001,21.609001,,38.193555,0.0,43.182632,
09/30/1996,,35.852149,32.637921,35.662162,,65.065746,37.422238,34.862721,36.271384,31.047356,18.147294,18.147295,18.147295,,41.549632,0.0,35.852149,
12/31/1996,,33.672703,28.462837,33.119339,,65.388422,37.331954,34.498647,35.238492,36.177296,22.407928,22.407929,22.407929,,38.060798,0.0,33.672703,
03/31/1997,,-1.922353,-1.634079,-5.495378,,65.024594,33.075428,31.890075,33.575261,-45.25142,-55.763137,-55.763135,-55.763135,,,,,
06/30/1997,,-16.890245,-13.107171,,,65.133319,36.028399,29.985915,24.088696,-16.203443,-15.668301,-15.668303,-15.668303,,,,,
09/30/1997,,-15.834555,-12.890549,,,64.05656,24.782522,21.271063,,23.549776,14.841773,14.841772,14.841772,,36.977007,0.0,-15.834555,
12/31/1997,,-14.324767,-12.075022,,,63.997239,39.239165,23.606463,,25.414719,16.262685,16.262686,16.262686,,36.010761,0.0,-14.324767,
03/31/1998,,10.854426,8.942287,,,64.010176,29.712827,25.214508,,26.841441,17.164731,17.164732,17.164732,,36.051382,0.0,10.854426,
06/30/1998,,19.712314,15.792022,18.303392,,64.222633,31.490276,26.3787,,28.188051,18.049212,18.049212,18.049212,,35.968572,0.0,19.712314,
09/30/1998,,20.320832,16.560936,17.956641,,63.96775,24.915889,21.031413,20.383298,27.6617,17.841694,17.841693,17.841693,,35.500371,0.0,20.320832,
12/31/1998,,-1.283149,-1.071246,-5.579861,,61.41821,26.231068,20.256289,14.909993,-33.543198,-41.437421,-41.437417,-41.437417,,,,,
03/31/1999,,2.192936,1.805498,-3.033169,,62.303123,28.655367,22.732851,19.026248,29.560754,21.355334,21.355333,21.355333,,27.757818,0.0,2.192936,
