Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,2374.799072,1985.553955,,,,364.728011,24.517,,,-1838.942017,1838.942017,,,,-500.764008,,,,,,,,,35.092999,-5.516,0.0,29.576999,64.625,94.202003,0.0,,,94.201999,0.0,94.202003,-1.983,,92.219003,92.219003,,189.834986,0.485393,0.485393,,189.834986,0.485393,0.485393,0.485393,
06/30/1990,2442.431885,2049.654053,,,,367.264012,25.514,,,-1892.985962,1892.985962,,,,-513.620972,,,,,,,,,35.825001,-5.134,0.0,30.691001,57.193001,87.884003,0.0,,,87.884002,0.0,87.884003,-2.625,,85.259003,85.259003,,189.834986,0.449559,0.449559,,189.834986,0.449559,0.449559,0.449559,
09/30/1990,2517.452881,2073.927002,,,,418.034014,25.492001,,,-1865.057983,1865.057983,,,,-570.096008,,,,,,,,,82.299004,-1.643,0.0,80.656004,39.133999,119.790001,0.0,,,119.790002,0.0,119.790001,-2.556,,117.234001,117.234001,,189.825782,0.618958,0.618958,,189.825782,0.618958,0.618958,0.618958,
12/31/1990,2609.704102,2290.295898,,,,295.57901,23.829,,,-2030.511963,2030.511963,,,,-611.5,,,,,,,,,-32.307999,-7.585,0.0,-39.892999,104.526001,64.633003,0.0,,,64.633002,0.0,64.633003,-2.623,,62.010003,62.010003,,198.402468,0.325767,0.325767,,198.402468,0.325767,0.325767,0.325767,
03/31/1991,2680.554932,2218.446045,,,,440.043991,22.065001,,,-2005.767944,2005.767944,,,,-563.713989,,,,,,,,,111.072998,-9.012,0.0,102.060998,15.547,117.608002,0.0,,,117.607998,0.0,117.608002,-1.571,,116.037002,116.037002,,189.684572,0.612442,0.612442,,189.684572,0.612442,0.612442,0.612442,
06/30/1991,2754.628906,2241.261963,,,,485.609009,27.757999,,,-2049.37207,2049.37207,,,,-554.448975,,,,,,,,,150.807999,-9.975,0.0,140.832998,13.44,154.272995,0.0,,,154.272998,0.0,154.272995,-1.861,,152.411995,152.411995,,189.684572,0.801387,0.801387,,189.684572,0.801387,0.801387,0.801387,
09/30/1991,2700.302002,2250.715088,,,,419.694014,29.893,,,-2047.527954,2047.527954,,,,-578.630981,,,,,,,,,74.142998,-9.643,0.0,64.499998,32.290001,96.790001,0.0,,,96.789999,0.0,96.790001,-1.786,,95.004001,95.004001,,189.684572,0.501681,0.501681,,189.684572,0.501681,0.501681,0.501681,
12/31/1991,2995.866943,2235.927979,,,,725.855011,34.084,,,-2139.559082,2139.559082,,,,-598.155029,,,,,,,,,258.153015,-9.663,0.0,248.490015,-4.649,243.841003,0.0,,,243.841015,0.0,243.841003,-1.542,,242.299003,242.299003,,190.946207,1.277007,1.277007,,190.946207,1.277007,1.277007,1.277007,
03/31/1992,2715.355957,2217.395996,,,,462.737007,35.223,,,-2051.343994,2051.343994,,,,-581.551025,,,,,,,,,82.460999,-9.419,0.0,73.041999,36.499001,109.541,-331.891983,,,441.432982,0.0,441.433014,-0.991,,440.442014,440.442014,,189.684572,2.32272,0.57335,,189.684572,2.32272,0.57335,0.57335,
06/30/1992,2691.191895,2149.327881,,,,504.211006,37.653,,,-1988.026001,1988.026001,,,,-562.122009,,,,,,,,,141.044006,-9.1,0.0,131.944006,13.669,145.613007,0.0,,,145.613006,0.0,145.613007,-1.285,,144.328007,144.328007,,189.684572,0.759037,0.759037,,189.684572,0.759037,0.759037,0.759037,
09/30/1992,2702.641113,2186.906006,,,,471.168015,44.567001,,,-2236.906006,2236.906006,,,,-554.677002,,,,,,,,,-88.942001,-8.768,0.0,-97.710001,94.402,-3.308,0.0,,,-3.308001,0.0,-3.308,-1.075,,-4.383,-4.383,,189.684572,-0.022804,-0.022804,,189.684572,-0.022804,-0.022804,-0.022804,
12/31/1992,2684.25293,2214.341064,,,,437.48301,32.429001,,,-3594.37207,3594.37207,,,,-562.713989,,,,,,,,,-1472.833008,-9.411,0.0,-1482.244008,567.953979,-914.289978,0.0,,,-914.290029,0.0,-914.289978,-0.896,,-915.185978,-915.185978,,189.687641,-4.824611,-4.824611,-4.824611,189.687641,-4.824611,-4.824611,-4.824611,
03/31/1993,2917.545898,2084.810059,,,,786.02002,46.716,,,-1960.687012,1960.687012,,,,-553.880005,,,,,,,,,402.979004,-9.125,0.0,393.854004,-80.272003,313.582001,0.0,,,313.582001,0.0,313.582001,-1.0,,312.582001,312.582001,,189.699924,1.648382,1.648382,,189.699924,1.648382,1.648382,1.648382,
06/30/1993,2628.150879,2116.694092,,,,469.072983,42.383999,,,-1994.208984,1994.208984,,,,-577.718994,,,,,,,,,56.223,-9.117,0.0,47.106,27.697001,74.803001,0.0,,,74.803,0.0,74.803001,-1.055,,73.748001,73.748001,,189.699924,0.387663,0.387663,,189.699924,0.387663,0.387663,0.387663,
09/30/1993,2756.887939,2241.236084,,,,469.794983,45.856998,,,-2571.187012,2571.187012,,,,-594.804016,,,,,,,,,-409.102997,-9.133,0.0,-418.235997,209.932999,-208.302994,0.0,,,-208.302999,0.0,-208.302994,-1.061,,-209.363994,-209.363994,,189.699924,-1.104351,-1.104351,,189.699924,-1.104351,-1.104351,-1.104351,
12/31/1993,2708.228027,2246.056885,,,,405.555984,56.615002,,,-2030.463989,2030.463989,,,,-593.604004,,,,,,,,,84.160004,-13.439,0.0,70.721004,16.719999,87.441002,0.0,,,87.441003,0.0,87.441002,-0.857,,86.584002,86.584002,,189.699923,0.456074,0.456074,0.456074,189.699923,0.456074,0.456074,0.456074,
03/31/1994,2604.458984,2308.920898,,,,240.584991,54.952999,,,-2753.039978,2024.5,728.539978,,,,,,,,,,,,-148.580994,-17.613001,0.0,-166.193995,88.140999,-78.053001,0.0,,,-78.052996,0.0,-78.053001,-1.0,,-79.053001,-79.053001,,189.699924,-0.416982,-0.416982,,189.699924,-0.416982,-0.416982,-0.416982,
06/30/1994,2731.034912,2366.908936,,,,307.831985,56.293999,,,-2804.698975,2080.699951,723.999023,,,,,,,,,,,,-73.664001,-17.641001,0.0,-91.305002,55.047001,-36.257999,0.0,,,-36.258001,0.0,-36.257999,-1.472,,-37.729999,-37.729999,,189.699924,-0.198718,-0.198718,,189.699924,-0.198718,-0.198718,-0.198718,
09/30/1994,2844.260986,2406.456055,,,,380.03299,57.771999,,,-2803.183044,2119.447021,683.736023,,,,,,,,,,,,41.077999,-17.584999,0.0,23.493,31.462999,54.956001,0.0,,,54.955999,0.0,54.956001,-1.084,,53.872001,53.872001,,189.699924,0.283417,0.283417,,189.699924,0.283417,0.283417,0.283417,
12/31/1994,2819.745117,2392.114014,,,,376.549984,51.081001,,,-2702.078064,1945.253052,756.825012,,,,,,,,,,,,117.667,-17.660999,0.0,100.006001,-4.151,95.855003,0.0,,,95.855001,0.0,95.855003,-1.744,,94.111003,94.111003,,189.706059,0.495166,0.495166,0.495166,189.706059,0.495166,0.495166,0.495166,
03/31/1995,3052.800049,2516.0,,,,466.699993,70.099998,,,-2833.0,2035.599976,797.400024,,,,,,,,,,,,219.800003,-17.700001,0.0,202.100002,-49.299999,152.800003,0.0,,,152.800003,0.0,152.800003,-1.8,,151.000003,151.000003,,189.70606,0.794872,0.794872,0.684111,189.70606,0.794872,0.794872,0.684111,
06/30/1995,3659.199951,2868.899902,,,,720.500015,69.800003,,,-3255.999939,2491.699951,764.299988,,,,,,,,,,,,403.200012,-38.0,0.0,365.200012,-108.5,256.700012,0.0,,,256.700012,0.0,256.700012,-1.9,,254.800012,254.800012,,189.70606,1.342161,1.342161,0.661307,189.70606,1.342161,1.342161,0.661307,
09/30/1995,4000.899902,3196.199951,,,,649.699997,155.0,,,-3693.19989,2848.899902,844.299988,,,,,,,,,,,,307.700012,-64.800003,0.0,242.900009,-76.599998,166.300003,0.0,,,166.300011,0.0,166.300003,-1.4,,164.900003,164.900003,,189.70606,0.866541,0.866541,0.534258,189.70606,0.866541,0.866541,0.534258,
12/31/1995,3986.800049,3154.0,,,,703.5,129.300003,,,-3692.80011,2773.600098,919.200012,,,,,,,,,,,,294.0,-61.799999,0.0,232.200001,-51.0,181.199997,0.0,,,181.200001,0.0,181.199997,-1.8,,179.399997,179.399997,,189.706059,0.947982,0.947982,0.521227,189.706059,0.947982,0.947982,0.521227,
03/31/1996,4315.399902,3293.100098,,,,882.700012,139.600006,,,-3773.19989,2786.899902,986.299988,,,,,,,,,,,,542.200012,-59.799999,0.0,482.400013,-153.100006,329.299988,0.0,,,329.300007,0.0,329.299988,-1.6,,327.699988,327.699988,,189.70606,1.726566,1.726566,0.75578,189.70606,1.726566,1.726566,0.75578,
06/30/1996,4095.199951,3320.699951,,,,630.699974,143.800003,,,-3760.599976,2848.199951,912.400024,,,,,,,,,,,,334.600006,-44.700001,0.0,289.900005,-87.800003,202.100006,0.0,,,202.100002,0.0,202.100006,-1.2,,200.900006,200.900006,,189.70606,1.058743,1.058743,0.794872,189.70606,1.058743,1.058743,0.794872,
09/30/1996,4255.600098,3435.300049,,,,649.599991,170.699997,,,-3905.400024,2839.5,1065.900024,,,,,,,,,,,,350.200012,-50.900002,0.0,299.300011,-60.799999,238.5,0.0,,,238.500011,0.0,238.5,-1.8,,236.7,236.7,,189.70606,1.247688,1.247688,0.837222,189.70606,1.247688,1.247688,0.837222,
12/31/1996,4321.600098,3429.899902,,,,731.599976,160.100006,,,-4003.200073,3258.300049,744.900024,,,,,,,,,,,,318.399994,-45.0,0.0,273.399994,-78.5,194.899994,0.0,,,194.899994,0.0,194.899994,-0.7,,194.199994,194.199994,,189.706059,1.019651,1.019651,0.625473,189.706059,1.019651,1.019651,0.625473,
03/31/1997,4132.0,3347.0,,,,630.0,155.0,,,-3855.0,2889.0,966.0,,,,,,,,,,,,277.0,-49.0,0.0,228.0,-50.0,178.0,0.0,,,178.0,0.0,178.0,-2.0,,176.0,176.0,,189.70606,0.928436,0.928436,0.710172,189.70606,0.928436,0.928436,0.710172,
06/30/1997,4243.0,3348.0,,,,719.0,176.0,,,-3855.0,2956.0,899.0,,,,,,,,,,,,388.0,-46.0,0.0,342.0,-107.0,235.0,0.0,,,235.0,0.0,235.0,-1.0,,234.0,234.0,,189.70606,1.2314,1.2314,0.654792,189.70606,1.2314,1.2314,0.654792,
09/30/1997,4309.0,3336.0,,,,767.0,206.0,,,-3859.0,2936.0,923.0,,,,,,,,,,,,450.0,-57.0,0.0,393.0,-119.0,274.0,0.0,,,274.0,0.0,274.0,-2.0,,272.0,272.0,,189.70606,1.436633,1.436633,0.625473,189.70606,1.436633,1.436633,0.625473,
12/31/1997,4388.0,3331.0,,,,846.0,211.0,,,-3947.0,2904.0,1043.0,,,,,,,,,,,,441.0,-46.0,0.0,395.0,-116.0,279.0,0.0,,,279.0,0.0,279.0,-2.0,,277.0,277.0,,189.706059,1.459437,1.459437,0.540773,189.706059,1.459437,1.459437,0.540773,
03/31/1998,4358.0,3431.0,,,,741.0,186.0,,,-2848.0,2848.0,,,,-1118.0,,,,,,,,,392.0,-55.0,0.0,337.0,-98.0,239.0,0.0,,,239.0,-6.0,233.0,-1.0,,232.0,232.0,,189.70606,1.221627,1.221627,0.605927,189.70606,1.221627,1.221627,0.605927,
06/30/1998,4455.0,3478.0,,,,788.0,189.0,,,-2981.0,2981.0,,,,-1124.0,,,,,,,,,350.0,-60.0,,290.0,-74.0,216.0,,,,216.0,-6.0,210.0,-2.0,,208.0,208.0,,189.706062,1.094578,1.094578,0.322509,189.706062,1.094578,1.094578,0.322509,
09/30/1998,4170.0,3363.0,,,,616.0,191.0,,,-2807.0,2807.0,,,,-1116.0,,,,,,,,,247.0,-53.0,-220.0,-26.0,12.0,-14.0,,,,-14.0,0.0,-14.0,,,-14.0,-14.0,,189.501417,-0.087957,-0.087957,0.71343,189.501417,-0.087957,-0.087957,0.71343,
12/31/1998,4188.0,3154.0,,,,688.0,346.0,,,-3156.0,3156.0,,,,-1292.0,,,,,,,,,-260.0,,-26.0,-260.0,113.0,-147.0,0.0,,,-147.0,,-147.0,,0.0,-147.0,-147.0,,189.194443,-0.791614,-0.791614,-1.309584,189.194443,-0.791614,-0.791614,-1.309584,
