Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2005,5328.0,1259.0,,,1168.0,,,0.0,2901.0,,-3099.0,349.0,349.0,,2750.0,,,,2229.0,-1442.0,,481.0,153.0,808.0,787.0,944.0,,0.0,290.0,290.0,,,-1234.0,1731.0,-451.0,,1280.0,-8.0,,,1288.0,-420.0,868.0,-2.0,0.0,866.0,866.0,,317.999968,2.73,2.7,1.38,329.999967,2.64,2.61,1.29,
06/30/2005,5274.0,1226.0,,,743.0,,,0.0,3305.0,,-3005.0,392.0,392.0,,2613.0,,,,2269.0,-1501.0,,462.0,145.0,894.0,768.0,-205.0,,0.0,295.0,295.0,0.0,0.0,-90.0,563.0,-157.0,,406.0,19.0,,,387.0,-78.0,309.0,-2.0,0.0,307.0,307.0,,308.999969,0.99,1.05,0.99,321.333301,0.96,1.02,0.96,
09/30/2005,3028.0,1614.0,,,742.0,,,0.0,672.0,,-804.0,488.0,488.0,,316.0,,,,2224.0,-1317.0,,406.0,134.0,777.0,907.0,514.0,,0.0,228.0,228.0,0.0,0.0,-742.0,1421.0,-487.0,,934.0,883.0,,,51.0,-10.0,41.0,-3.0,0.0,38.0,38.0,,308.666636,0.12,2.97,1.77,321.333301,0.12,2.88,1.68,
12/31/2005,2667.0,1307.0,,,1026.0,,,0.0,334.0,,-529.0,381.0,381.0,,148.0,,,,2138.0,-1579.0,,379.0,139.0,1061.0,559.0,75.0,,0.0,253.0,253.0,0.0,0.0,-328.0,634.0,-187.0,,447.0,-189.0,,,636.0,-30.0,606.0,-5.0,0.0,601.0,601.0,,309.666636,1.98,1.35,1.35,320.666635,1.92,1.29,1.29,
03/31/2006,1620.0,1286.0,,,,,,0.0,334.0,,-388.0,382.0,382.0,,6.0,,,,1232.0,-894.0,,273.0,86.0,535.0,338.0,-24.0,,,103.0,103.0,0.0,0.0,-79.0,314.0,-108.0,,206.0,-155.0,,,361.0,-3.0,358.0,0.0,0.0,358.0,358.0,,309.333302,1.17,0.66,0.66,320.999968,1.11,0.63,0.63,
06/30/2006,2903.0,2027.0,,,93.0,,,0.0,783.0,,-1083.0,971.0,971.0,,112.0,,,,1820.0,-1585.0,,444.0,154.0,987.0,235.0,15.0,,0.0,185.0,185.0,0.0,0.0,-200.0,250.0,-51.0,,199.0,-159.0,,,358.0,-3.0,355.0,0.0,0.0,355.0,355.0,,412.666625,0.87,0.48,0.72,419.666625,0.84,0.48,0.72,
09/30/2006,3279.0,2403.0,,,71.0,,,0.0,805.0,,-1164.0,1104.0,1104.0,,60.0,,,,2115.0,-1490.0,,442.0,151.0,897.0,625.0,174.0,,0.0,182.0,182.0,0.0,0.0,-356.0,799.0,-310.0,,489.0,-282.0,,,771.0,-8.0,763.0,0.0,0.0,763.0,763.0,,417.999958,1.83,1.14,0.87,420.999958,1.8,1.14,0.87,
12/31/2006,2822.0,1962.0,0.0,0.0,2378.0,0.0,0.0,0.0,-1518.0,0.0,-1076.0,915.0,915.0,,161.0,,,0.0,1746.0,-1579.0,,386.0,143.0,1050.0,167.0,13.0,,0.0,162.0,162.0,0.0,0.0,-175.0,180.0,19.0,,199.0,-187.0,,,386.0,1.0,387.0,0.0,0.0,387.0,387.0,,418.666625,0.93,0.48,0.69,421.666625,0.93,0.48,0.69,
03/31/2007,3035.0,2052.0,,,339.0,,,0.0,644.0,,-1080.0,820.0,820.0,,260.0,,,,1955.0,-1356.0,,433.0,174.0,749.0,599.0,-121.0,,,163.0,163.0,0.0,0.0,-42.0,478.0,-139.0,,339.0,-20.0,,,359.0,-2.0,357.0,0.0,0.0,357.0,357.0,,418.999958,0.84,0.81,0.9,422.666624,0.84,0.81,0.9,
06/30/2007,2966.0,2128.0,,,108.0,,,0.0,730.0,,-1051.0,969.0,969.0,,82.0,,,,1915.0,-1425.0,,439.0,153.0,833.0,490.0,-38.0,,0.0,159.0,159.0,0.0,0.0,-121.0,452.0,-152.0,,300.0,6.0,,,294.0,-1.0,293.0,0.0,0.0,293.0,293.0,,419.999958,0.69,0.72,0.72,422.333291,0.69,0.72,0.72,
09/30/2007,3688.0,2682.0,,,64.0,,,0.0,942.0,,-1329.0,1277.0,1277.0,,52.0,,,,2359.0,-1429.0,,474.0,173.0,782.0,930.0,-57.0,,0.0,177.0,177.0,0.0,0.0,-120.0,873.0,-304.0,,569.0,-34.0,,,603.0,4.0,607.0,0.0,0.0,607.0,607.0,,419.999958,1.44,1.35,1.35,421.666625,1.44,1.35,1.35,
03/31/2008,3337.0,2233.0,,,357.0,,,0.0,747.0,,-1231.0,952.0,952.0,,279.0,,,,2106.0,-1373.0,,413.0,175.0,785.0,733.0,-47.0,,0.0,182.0,182.0,0.0,0.0,-135.0,686.0,-222.0,,464.0,-2.0,,,466.0,-1.0,465.0,0.0,0.0,465.0,465.0,,420.999958,1.11,1.11,1.05,422.333291,1.11,1.11,1.05,
06/30/2008,3229.0,2279.0,,,113.0,,,0.0,837.0,,-1126.0,1043.0,1043.0,,83.0,,,,2103.0,-1453.0,,418.0,158.0,877.0,650.0,-147.0,,0.0,194.0,194.0,0.0,0.0,-47.0,503.0,-167.0,,336.0,-13.0,,,349.0,2.0,351.0,0.0,0.0,351.0,351.0,,421.333291,0.84,0.81,0.81,422.666624,0.84,0.81,0.81,
09/30/2008,3508.0,2603.0,,,86.0,,,0.0,819.0,,-1411.0,1333.0,1333.0,,78.0,,,,2097.0,-1440.0,,432.0,170.0,838.0,657.0,-311.0,,0.0,176.0,176.0,0.0,0.0,135.0,346.0,-132.0,,214.0,1.0,,,213.0,2.0,215.0,0.0,0.0,215.0,215.0,,421.666625,0.51,0.51,0.99,422.666624,0.51,0.51,0.99,
12/31/2008,3133.0,2210.0,,,234.0,,,0.0,689.0,,-1252.0,1079.0,1079.0,,173.0,,,,1881.0,-1394.0,,407.0,136.0,851.0,487.0,-131.0,,0.0,189.0,189.0,0.0,0.0,-58.0,356.0,-95.0,,261.0,-69.0,,,330.0,1.0,331.0,0.0,0.0,331.0,331.0,,421.666625,0.78,0.63,0.81,422.666624,0.78,0.63,0.81,
03/31/2009,3312.0,2545.0,2545.0,,300.0,300.0,,0.0,467.0,,-1219.0,997.0,997.0,,222.0,222.0,0.0,,2093.0,-1412.0,,414.0,193.0,805.0,681.0,-156.0,184.0,,184.0,184.0,,,-28.0,525.0,-179.0,,346.0,-3.0,-3.0,0.0,349.0,-5.0,344.0,0.0,0.0,344.0,354.1,13.1,427.333291,0.81,0.81,0.828627,427.666624,0.81,0.81,0.828627,
06/30/2009,2913.0,2388.0,2388.0,,94.0,94.0,,0.0,431.0,,-983.0,929.0,929.0,,54.0,54.0,0.0,,1930.0,-1402.0,,407.0,160.0,835.0,528.0,-67.0,186.0,,186.0,186.0,,,-119.0,461.0,-177.0,,284.0,2.0,2.0,0.0,282.0,-6.0,276.0,0.0,0.0,276.0,299.0,21.0,429.33329,0.63,0.66,0.696429,429.666624,0.63,0.66,0.696429,
09/30/2009,3396.0,2784.0,2784.0,,78.0,78.0,,0.0,534.0,,-1138.0,1097.0,1097.0,,41.0,41.0,0.0,,2258.0,-1813.0,,432.0,175.0,1206.0,445.0,-111.0,190.0,,190.0,190.0,,,-79.0,334.0,-244.0,17.0,107.0,1.0,1.0,0.0,106.0,3.0,109.0,0.0,0.0,109.0,507.55,397.55,432.999957,0.24,0.24,1.172172,433.33329,0.24,0.24,1.157424,
12/31/2009,3110.0,2316.0,,,176.0,,,0.0,618.0,,-1104.0,988.0,988.0,,116.0,116.0,0.0,,2006.0,-1411.0,,403.0,157.0,851.0,595.0,-101.0,89.0,,191.0,191.0,,,12.0,494.0,-158.0,53.0,336.0,-12.0,-12.0,0.0,348.0,-2.0,346.0,0.0,0.0,346.0,312.84,20.39,435.33329,0.78,0.78,0.826839,435.666623,0.78,0.78,0.826803,
03/31/2010,3594.0,2625.0,2625.0,,271.0,271.0,,0.0,698.0,,-1287.0,1097.0,1097.0,,190.0,190.0,0.0,,2307.0,-1546.0,,456.0,193.0,897.0,761.0,-90.0,210.0,,210.0,210.0,,,-120.0,671.0,-226.0,,445.0,0.0,0.0,0.0,445.0,,445.0,0.0,0.0,445.0,486.7,41.7,436.666623,1.02,1.02,1.114581,436.999956,1.02,1.02,1.114581,
06/30/2010,3287.0,2531.0,2531.0,,86.0,86.0,,0.0,670.0,,-1117.0,1071.0,1071.0,,46.0,46.0,0.0,,2170.0,-2184.0,,426.0,163.0,1595.0,-14.0,-88.0,212.0,,212.0,212.0,,,-124.0,-102.0,-116.0,,-218.0,-1.0,-1.0,0.0,-217.0,-5.0,-222.0,0.0,0.0,-222.0,384.44,607.44,437.999956,-0.51,-0.51,0.877716,437.999956,-0.51,-0.51,0.876849,
09/30/2010,3946.0,3077.0,3077.0,,78.0,78.0,,0.0,791.0,,-1361.0,1325.0,1325.0,,36.0,36.0,0.0,,2585.0,-1552.0,,447.0,182.0,923.0,1033.0,-66.0,202.0,,202.0,202.0,,,-136.0,967.0,-301.0,,666.0,0.0,0.0,0.0,666.0,4.0,670.0,,0.0,670.0,750.0,80.0,439.999956,1.53,1.53,1.704546,440.666623,1.53,1.53,1.704546,
12/31/2010,3445.0,2490.0,2490.0,,184.0,184.0,,0.0,771.0,,-1160.0,1051.0,1051.0,,109.0,109.0,0.0,,2285.0,-1910.0,,457.0,164.0,983.0,681.0,-7.0,-85.0,,216.0,216.0,,,92.0,674.0,-247.0,,427.0,-2.0,-2.0,0.0,429.0,-2.0,427.0,0.0,0.0,427.0,309.43,-115.57,442.333289,0.965334,0.960813,0.69954,442.666622,0.964608,0.96009,0.699015,
03/31/2011,3663.0,2573.0,2573.0,,235.0,235.0,,0.0,855.0,,-1339.0,1188.0,1188.0,,151.0,151.0,0.0,,2324.0,-1510.0,,454.0,186.0,870.0,814.0,-68.0,219.0,,219.0,219.0,,,-151.0,746.0,-233.0,,513.0,0.0,0.0,0.0,513.0,-2.0,511.0,0.0,0.0,511.0,514.5,3.5,443.333289,1.14,1.14,1.160526,443.666622,1.14,1.14,1.14789,
06/30/2011,3534.0,2576.0,2576.0,,94.0,94.0,,0.0,864.0,,-1285.0,1222.0,1222.0,,63.0,63.0,0.0,,2249.0,-1570.0,,437.0,169.0,964.0,679.0,-46.0,203.0,,203.0,203.0,,,-157.0,633.0,-192.0,,441.0,0.0,0.0,0.0,441.0,-6.0,435.0,,0.0,435.0,444.0,9.0,443.999956,0.99,0.99,0.999999,444.333289,0.99,0.99,0.999999,
09/30/2011,3964.0,3016.0,3016.0,,81.0,81.0,,0.0,867.0,,-1388.0,1340.0,1340.0,,48.0,48.0,0.0,,2576.0,-1809.0,,455.0,183.0,1171.0,767.0,-90.0,213.0,,213.0,213.0,,,-123.0,677.0,-208.0,,469.0,-1.0,-1.0,0.0,470.0,2.0,472.0,,0.0,472.0,671.0,200.0,444.0004,1.059999,1.059999,1.511259,444.0004,1.059999,1.059999,1.510449,
12/31/2011,3368.0,2424.0,2424.0,,147.0,147.0,,0.0,797.0,,-1133.0,1047.0,1047.0,,86.0,86.0,0.0,,2235.0,-1718.0,,460.0,166.0,1092.0,517.0,15.0,-89.0,,224.0,224.0,,,74.0,532.0,-119.0,,290.0,0.0,0.0,0.0,290.0,-2.0,288.0,0.0,0.0,288.0,320.5,32.5,444.999955,0.64719,0.64719,0.720225,445.333289,0.646707,0.646707,0.719685,
03/31/2012,3630.0,2501.0,2501.0,,171.0,171.0,,0.0,958.0,,-1327.0,1225.0,1225.0,,102.0,102.0,0.0,,2303.0,-1808.0,,479.0,184.0,1145.0,495.0,-95.0,224.0,,224.0,224.0,,,-129.0,400.0,-103.0,,297.0,-2.0,-2.0,0.0,299.0,-4.0,295.0,0.0,0.0,295.0,635.0,342.0,446.000401,0.66,0.649998,1.423764,446.000401,0.66,0.649998,1.416816,
06/30/2012,3577.0,2628.0,2628.0,,81.0,81.0,,0.0,868.0,,-1287.0,1245.0,1245.0,,42.0,42.0,0.0,,2290.0,-1504.0,,475.0,171.0,858.0,786.0,-123.0,232.0,,232.0,232.0,,,-109.0,663.0,-214.0,,449.0,1.0,1.0,0.0,448.0,-4.0,444.0,,0.0,444.0,452.0,7.0,446.000401,0.99,0.99,1.013451,446.000401,0.99,0.99,1.005693,
09/30/2012,6722.0,5763.0,5763.0,,77.0,77.0,,0.0,882.0,,-2746.0,2706.0,2706.0,,40.0,40.0,0.0,,3976.0,-2898.0,,666.0,326.0,1906.0,1078.0,-236.0,401.0,,401.0,401.0,,,-165.0,842.0,-248.0,,594.0,-4.0,-4.0,0.0,598.0,-4.0,594.0,,0.0,594.0,1160.0,570.0,699.0,0.85,0.84,1.659514,699.0,0.85,0.84,1.655451,
12/31/2012,5695.0,4729.0,4729.0,,140.0,140.0,,0.0,826.0,,-2208.0,2128.0,2128.0,,80.0,80.0,0.0,,3487.0,-2720.0,,669.0,304.0,1747.0,767.0,-221.0,335.0,,385.0,385.0,,,-114.0,546.0,-140.0,,406.0,-31.0,-31.0,0.0,437.0,-2.0,435.0,,0.0,435.0,482.25,78.25,703.0,0.618777,0.57468,0.685989,707.0,0.615276,0.571429,0.682107,
03/31/2013,5898.0,4889.0,4889.0,,185.0,185.0,,0.0,824.0,,-2261.0,2157.0,2157.0,,104.0,104.0,0.0,,3637.0,-2422.0,,660.0,343.0,1419.0,1215.0,-251.0,367.0,,367.0,367.0,,,-116.0,964.0,-330.0,,634.0,0.0,0.0,0.0,634.0,,634.0,0.0,0.0,634.0,714.0,80.0,705.0,0.89,0.89,1.012766,705.0,0.89,0.89,1.003475,
06/30/2013,5879.0,4834.0,4834.0,,94.0,94.0,,0.0,951.0,,-2168.0,2125.0,2125.0,,43.0,43.0,0.0,,3711.0,-2890.0,,678.0,323.0,1889.0,821.0,-311.0,381.0,,381.0,381.0,,,-70.0,510.0,-165.0,,345.0,3.0,3.0,0.0,342.0,-3.0,339.0,0.0,0.0,339.0,585.35,243.35,706.0,0.48,0.48,0.829108,706.0,0.48,0.48,0.824688,
09/30/2013,6217.0,5685.0,5685.0,,83.0,83.0,,0.0,449.0,,-2161.0,2143.0,2143.0,,18.0,18.0,0.0,,4056.0,-2396.0,,672.0,319.0,1405.0,1660.0,-291.0,378.0,,378.0,378.0,,,-87.0,1369.0,-423.0,,946.0,-62.0,-62.0,0.0,1008.0,-4.0,1004.0,0.0,0.0,1004.0,997.95,55.95,706.0,1.42,1.33,1.413527,706.0,1.42,1.33,1.409249,
12/31/2013,4270.0,4888.0,4888.0,,149.0,149.0,,0.0,-767.0,,-969.0,925.0,925.0,,44.0,44.0,0.0,,3301.0,-2226.0,,623.0,283.0,1320.0,1075.0,-205.0,233.0,,416.0,416.0,,,-28.0,870.0,-253.0,,617.0,-75.0,-75.0,0.0,692.0,-4.0,688.0,0.0,0.0,688.0,644.35,31.35,706.0,0.974504,0.868272,0.912677,706.0,0.974504,0.868272,0.912677,
03/31/2014,6263.0,5550.0,5550.0,,222.0,222.0,,0.0,491.0,,-2252.0,2136.0,2136.0,,116.0,116.0,0.0,,4011.0,-2649.0,,755.0,350.0,1544.0,1362.0,-273.0,404.0,,404.0,404.0,,,-131.0,1089.0,-339.0,,750.0,843.0,843.0,0.0,-93.0,-4.0,-97.0,0.0,0.0,-97.0,841.0,95.0,706.0,-0.14,1.05,1.191218,706.0,-0.14,1.05,1.184561,
06/30/2014,5708.0,5138.0,5138.0,,107.0,107.0,,0.0,463.0,,-1972.0,1934.0,1934.0,,38.0,38.0,0.0,,3736.0,-2447.0,,762.0,311.0,1374.0,1289.0,-281.0,403.0,,403.0,403.0,,,-122.0,1008.0,-282.0,,726.0,113.0,113.0,0.0,613.0,-4.0,609.0,0.0,0.0,609.0,769.5,47.5,707.0,0.86,1.02,1.088402,707.0,0.86,1.02,1.087185,
09/30/2014,6395.0,5861.0,5861.0,,85.0,85.0,,0.0,449.0,,-2307.0,2280.0,2280.0,,27.0,27.0,0.0,,4088.0,-2469.0,,788.0,275.0,1406.0,1619.0,-268.0,405.0,,405.0,405.0,,,-137.0,1351.0,-460.0,,891.0,-378.0,-378.0,0.0,1269.0,5.0,1274.0,0.0,0.0,1274.0,941.0,45.0,707.0,1.8,1.25,1.330976,707.0,1.8,1.25,1.313649,
12/31/2014,5559.0,5001.0,5001.0,,159.0,159.0,,0.0,399.0,,-1936.0,1869.0,1869.0,,67.0,67.0,0.0,,3623.0,-2635.0,,761.0,277.0,1597.0,988.0,-302.0,410.0,,410.0,410.0,,,-108.0,686.0,-588.0,,98.0,-2.0,-2.0,0.0,100.0,-3.0,97.0,0.0,0.0,97.0,583.5,488.5,707.0,0.14,0.14,0.83,707.0,0.14,0.14,0.83,
03/31/2015,6065.0,5457.0,5457.0,,231.0,231.0,,0.0,377.0,,-2156.0,2045.0,2045.0,,111.0,111.0,0.0,,3909.0,-2453.0,,777.0,264.0,1412.0,1456.0,-316.0,403.0,,403.0,403.0,,,-87.0,1140.0,-364.0,,776.0,-91.0,-91.0,0.0,867.0,-3.0,864.0,0.0,0.0,864.0,772.0,-1.0,708.0,1.22,1.09,1.090395,708.0,1.22,1.09,1.088588,
06/30/2015,5589.0,5090.0,5090.0,,96.0,96.0,,0.0,403.0,,-1865.0,1839.0,1839.0,,26.0,26.0,0.0,,3724.0,-2478.0,,790.0,279.0,1409.0,1246.0,-308.0,403.0,,403.0,403.0,,,-95.0,938.0,-334.0,,604.0,57.0,57.0,0.0,547.0,-4.0,543.0,0.0,0.0,543.0,601.0,1.0,692.0,0.78,0.87,0.868497,692.0,0.78,0.87,0.868497,
09/30/2015,6483.0,6017.0,6017.0,,89.0,89.0,,0.0,377.0,,-2195.0,2174.0,2174.0,,21.0,21.0,0.0,,4288.0,-2600.0,,774.0,293.0,1533.0,1688.0,-328.0,402.0,,402.0,402.0,,,-74.0,1360.0,-420.0,,940.0,5.0,5.0,0.0,935.0,-3.0,932.0,0.0,0.0,932.0,1118.0,181.0,688.0,1.35,1.36,1.625,688.0,1.35,1.36,1.623081,
12/31/2015,4234.0,4815.0,4815.0,,120.0,120.0,,0.0,-701.0,,-1280.0,1297.0,1297.0,,-17.0,-17.0,0.0,,2954.0,-2266.0,,712.0,293.0,1261.0,688.0,-216.0,135.0,,319.0,319.0,,,81.0,472.0,-138.0,,334.0,-148.0,-148.0,0.0,482.0,-5.0,477.0,0.0,0.0,477.0,448.25,119.25,688.0,0.693314,0.478198,0.651526,688.0,0.693314,0.478198,0.651526,
03/31/2016,5377.0,5053.0,5053.0,,169.0,169.0,,0.0,155.0,,-1637.0,1588.0,1588.0,,49.0,49.0,0.0,,3740.0,-2500.0,,793.0,295.0,1412.0,1240.0,-411.0,489.0,,489.0,489.0,,,-78.0,829.0,-252.0,,577.0,-122.0,-122.0,0.0,699.0,-5.0,694.0,0.0,0.0,694.0,654.0,82.0,689.0,1.01,0.83,0.949202,689.0,1.01,0.83,0.949013,
06/30/2016,5213.0,4965.0,4965.0,,97.0,97.0,,0.0,151.0,,-1530.0,1521.0,1521.0,,9.0,9.0,0.0,,3683.0,-2424.0,,790.0,290.0,1344.0,1259.0,-382.0,478.0,,478.0,478.0,,,-96.0,877.0,-253.0,,624.0,112.0,112.0,0.0,512.0,-3.0,509.0,0.0,0.0,509.0,698.0,77.0,689.0,0.74,0.9,1.013062,690.0,0.74,0.9,1.011594,
09/30/2016,6576.0,6303.0,6303.0,,89.0,89.0,,0.0,184.0,,-2037.0,2031.0,2031.0,,6.0,6.0,0.0,,4539.0,-2585.0,,819.0,302.0,1464.0,1954.0,-438.0,464.0,,464.0,464.0,,,-26.0,1516.0,-515.0,,1001.0,-180.0,-180.0,0.0,1181.0,-5.0,1176.0,0.0,0.0,1176.0,1099.0,103.0,689.0,1.7,1.44,1.595065,691.0,1.7,1.44,1.589059,
12/31/2016,5577.0,4900.0,4900.0,,508.0,508.0,,0.0,169.0,,-1686.0,1485.0,1485.0,,201.0,201.0,0.0,,3891.0,-3003.0,,892.0,255.0,1856.0,888.0,-376.0,264.0,,485.0,485.0,,,112.0,512.0,-136.0,,376.0,598.0,598.0,0.0,-222.0,-5.0,-227.0,0.0,0.0,-227.0,516.5,145.5,697.0,-0.325681,0.532281,0.741033,697.0,-0.325681,0.532281,0.741033,
03/31/2017,5729.0,4913.0,4913.0,,646.0,646.0,,0.0,170.0,,-1707.0,1449.0,1449.0,,258.0,258.0,0.0,,4022.0,-2620.0,,859.0,304.0,1457.0,1402.0,-341.0,491.0,,491.0,491.0,,,-150.0,1061.0,-344.0,,717.0,0.0,0.0,0.0,717.0,-1.0,716.0,0.0,0.0,716.0,717.31,1.31,700.0,1.02,1.02,1.024729,700.0,1.02,1.02,1.021871,
06/30/2017,5555.0,5118.0,5118.0,,275.0,275.0,,0.0,162.0,,-1617.0,1541.0,1541.0,,76.0,76.0,0.0,,3938.0,-2585.0,,835.0,307.0,1443.0,1353.0,-335.0,486.0,,486.0,486.0,,,-151.0,1018.0,-327.0,,691.0,2.0,2.0,0.0,689.0,-3.0,686.0,0.0,0.0,686.0,709.0,21.0,700.0,0.98,0.98,1.012857,700.0,0.98,0.98,1.01,
09/30/2017,6482.0,6091.0,6091.0,,247.0,247.0,,0.0,144.0,,-1931.0,1863.0,1863.0,,68.0,68.0,0.0,,4551.0,-2890.0,,900.0,313.0,1677.0,1661.0,-340.0,498.0,,498.0,498.0,,,-158.0,1321.0,-364.0,,957.0,2.0,2.0,0.0,955.0,-1.0,954.0,0.0,0.0,954.0,1105.26,149.26,700.0,1.36,1.36,1.578943,700.0,1.36,1.36,1.573229,
12/31/2017,5799.0,5055.0,5055.0,,566.0,566.0,,0.0,178.0,,-1727.0,1497.0,1497.0,,230.0,230.0,0.0,,4072.0,-2863.0,,933.0,309.0,1621.0,1209.0,-343.0,511.0,,511.0,511.0,,,-168.0,866.0,-161.0,,705.0,2.0,2.0,0.0,703.0,0.0,703.0,0.0,0.0,703.0,656.0,-49.0,700.0,1.0,1.0,0.937143,700.0,1.0,1.0,0.93,
03/31/2018,6135.0,5284.0,5284.0,,700.0,700.0,,0.0,151.0,,-1989.0,1676.0,1676.0,,313.0,313.0,0.0,,4146.0,-2890.0,,967.0,316.0,1607.0,1256.0,-453.0,515.0,,515.0,515.0,,,-62.0,803.0,-181.0,,622.0,0.0,0.0,0.0,622.0,-2.0,620.0,0.0,0.0,620.0,899.0,279.0,701.0,0.88,0.88,1.282454,701.0,0.88,0.88,1.278003,
06/30/2018,5643.0,5178.0,5178.0,,291.0,291.0,,0.0,174.0,,-1663.0,1574.0,1574.0,,89.0,89.0,0.0,,3980.0,-3001.0,,973.0,315.0,1713.0,979.0,-372.0,518.0,,518.0,518.0,,,-146.0,607.0,-100.0,,507.0,5.0,5.0,0.0,502.0,-2.0,500.0,0.0,0.0,500.0,789.51,284.51,703.0,0.71,0.71835,1.123058,704.0,0.71,0.717102,1.121236,
09/30/2018,6628.0,6216.0,6216.0,,230.0,230.0,,0.0,182.0,,-1989.0,1931.0,1931.0,,58.0,58.0,0.0,,4639.0,-3060.0,,1039.0,323.0,1698.0,1579.0,-349.0,517.0,,517.0,517.0,,,-168.0,1230.0,-168.0,,1062.0,-4.0,-4.0,0.0,1066.0,16.0,1082.0,0.0,0.0,1082.0,1171.1,93.1,713.0,1.51,1.51,1.642496,714.0,1.51,1.51,1.640392,
12/31/2018,6115.0,5419.0,5419.0,,552.0,552.0,,0.0,144.0,,-1887.0,1650.0,1650.0,,237.0,237.0,0.0,,4228.0,-3357.0,,1095.0,326.0,1936.0,871.0,-438.0,544.0,,544.0,544.0,,,-106.0,433.0,1.0,,434.0,-20.0,-20.0,0.0,454.0,10.0,464.0,0.0,0.0,464.0,605.0,161.0,716.0,0.65,0.620112,0.844972,716.0,0.65,0.620112,0.844972,
03/31/2019,6163.0,5285.0,5285.0,,728.0,728.0,,0.0,150.0,,-1936.0,1609.0,1609.0,,327.0,327.0,0.0,,4227.0,-2854.0,,1089.0,343.0,1422.0,1373.0,-385.0,543.0,,543.0,543.0,,,-158.0,988.0,-95.0,,893.0,0.0,0.0,0.0,893.0,7.0,900.0,0.0,0.0,900.0,902.37,2.37,727.0,1.24,1.24,1.241224,727.0,1.24,1.24,1.241224,
06/30/2019,5873.0,5423.0,5423.0,,280.0,280.0,,0.0,170.0,,-1717.0,1641.0,1641.0,,76.0,76.0,0.0,,4156.0,-2858.0,,1089.0,334.0,1435.0,1298.0,-409.0,542.0,,542.0,542.0,,,-133.0,889.0,-141.0,,748.0,0.0,0.0,0.0,748.0,84.0,832.0,-12.0,0.0,820.0,820.79,0.79,728.0,1.12,1.12,1.127459,728.0,1.12,1.12,1.121085,
09/30/2019,6940.0,6515.0,6515.0,,223.0,223.0,,0.0,202.0,,-2026.0,1978.0,1978.0,,48.0,48.0,0.0,,4914.0,-2985.0,,1186.0,335.0,1464.0,1929.0,-418.0,572.0,,572.0,572.0,,,-154.0,1511.0,-188.0,,1323.0,0.0,0.0,0.0,1323.0,19.0,1342.0,-15.0,0.0,1327.0,1308.0,-19.0,729.0,1.82,1.82,1.794239,729.0,1.82,1.82,1.793937,
12/31/2019,6103.0,5392.0,5392.0,,528.0,528.0,,0.0,183.0,,-1774.0,1598.0,1598.0,,176.0,176.0,0.0,,4329.0,-3220.0,,1184.0,295.0,1741.0,1109.0,-400.0,547.0,,547.0,547.0,,,-147.0,709.0,-95.0,,614.0,7.0,7.0,0.0,607.0,67.0,674.0,-14.0,0.0,660.0,681.16,14.16,730.0,0.88,0.913699,0.933096,731.0,0.88,0.889576,0.908947,
03/31/2020,5949.0,5124.0,5124.0,,638.0,638.0,,0.0,187.0,,-1646.0,1447.0,1447.0,,199.0,199.0,0.0,,4303.0,-2815.0,,1130.0,345.0,1340.0,1488.0,-461.0,551.0,,551.0,551.0,,,-90.0,1027.0,-137.0,,890.0,0.0,0.0,0.0,890.0,48.0,938.0,-39.0,0.0,899.0,974.79,75.79,734.0,1.24,1.24,1.328052,736.0,1.24,1.24,1.328052,
06/30/2020,5421.0,4963.0,4963.0,,263.0,263.0,,0.0,195.0,,-1408.0,1349.0,1349.0,,59.0,59.0,0.0,,4013.0,-2836.0,,1150.0,334.0,1352.0,1177.0,-2385.0,554.0,,554.0,554.0,,,1831.0,-1208.0,316.0,,-892.0,0.0,0.0,0.0,-892.0,90.0,-802.0,-15.0,0.0,-817.0,808.21,1625.21,735.0,-1.13,-1.13,1.099605,735.0,-1.13,-1.13,1.08117,
