Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,3489.0,101.0,101.0,0.0,599.0,,,403.0,,,,,135.0,,,1238.0,1735.0,3486.0,-1751.0,,516.0,,,,,516.0,2251.0,,489.0,489.0,,74.0,,,,33.0,33.0,596.0,731.0,,,,697.0,,,697.0,1428.0,2024.0,136.0,345.0,,,-326.0,,1310.0,1465.0,0,1465.0,3489.0,
12/31/1992,3445.0,91.0,91.0,0.0,549.0,,,437.0,,,,,180.0,,,1257.0,1768.0,3470.0,-1702.0,1.0,419.0,,,,,419.0,2188.0,,224.0,224.0,,101.0,,,,388.0,388.0,713.0,699.0,,,,533.0,,,533.0,1232.0,1945.0,136.0,346.0,,,-328.0,,1274.0,1428.0,72,1500.0,3445.0,
03/31/1993,3590.0,57.0,57.0,0.0,660.0,,,446.0,,,,,171.0,,,1334.0,1788.0,3524.0,-1736.0,0.0,468.0,,,,,468.0,2256.0,,503.0,503.0,,135.0,,,,72.0,72.0,710.0,729.0,,,,723.0,,,723.0,1452.0,2162.0,136.0,346.0,,,-323.0,,1269.0,1428.0,0,1428.0,3590.0,
06/30/1993,3582.0,56.0,56.0,0.0,735.0,,,426.0,,,,,165.0,,,1382.0,1808.0,3585.0,-1777.0,,392.0,,,,,392.0,2200.0,,504.0,504.0,,114.0,,,,59.0,59.0,677.0,739.0,,,,657.0,,,657.0,1396.0,2073.0,136.0,346.0,,,-323.0,,1350.0,1509.0,0,1509.0,3582.0,
09/30/1993,3512.0,75.0,75.0,0.0,652.0,,,398.0,,,,,168.0,,,1293.0,1827.0,3637.0,-1810.0,,392.0,,,,,392.0,2219.0,,526.0,526.0,,133.0,,,,8.0,8.0,667.0,696.0,,,,705.0,,,705.0,1401.0,2068.0,136.0,347.0,,,-323.0,,1284.0,1444.0,0,1444.0,3512.0,
12/31/1993,3524.0,35.0,35.0,0.0,531.0,,,394.0,,,,,240.0,,,1200.0,1869.0,3696.0,-1827.0,0.0,455.0,,,,,455.0,2324.0,,234.0,234.0,,83.0,,,,384.0,384.0,701.0,690.0,,,,621.0,,,621.0,1311.0,2012.0,136.0,347.0,,,-323.0,,1281.0,1441.0,71,1512.0,3524.0,
03/31/1994,3622.0,33.0,33.0,0.0,710.0,,,414.0,,,,,156.0,,,1313.0,1867.0,3748.0,-1881.0,0.0,442.0,,,,,442.0,2309.0,,572.0,572.0,,127.0,,,,27.0,27.0,726.0,698.0,,,,711.0,,,711.0,1409.0,2135.0,135.0,348.0,,,-321.0,,1325.0,1487.0,0,1487.0,3622.0,
06/30/1994,3783.0,19.0,19.0,0.0,825.0,,,430.0,,,,,168.0,,,1442.0,1889.0,3819.0,-1930.0,0.0,452.0,,,,,452.0,2341.0,,619.0,619.0,,90.0,,,,52.0,52.0,761.0,722.0,,,,734.0,,,734.0,1456.0,2217.0,135.0,348.0,,,-319.0,,1402.0,1566.0,0,1566.0,3783.0,
09/30/1994,3813.0,122.0,122.0,0.0,716.0,,,433.0,,,,,170.0,,,1441.0,1920.0,3896.0,-1976.0,0.0,452.0,,,,,452.0,2372.0,,630.0,630.0,,50.0,,,,45.0,45.0,725.0,723.0,,,,772.0,,,772.0,1495.0,2220.0,135.0,348.0,,,-322.0,,1432.0,1593.0,0,1593.0,3813.0,
12/31/1994,3861.0,127.0,127.0,0.0,611.0,,,487.0,,,,,215.0,,,1440.0,1960.0,3969.0,-2009.0,0.0,461.0,,,,,461.0,2421.0,,287.0,287.0,,157.0,,,,488.0,488.0,932.0,629.0,,,,619.0,,,619.0,1248.0,2180.0,134.0,348.0,,,-323.0,,1461.0,1620.0,61,1681.0,3861.0,
03/31/1995,3971.0,43.0,43.0,0.0,842.0,,,505.0,,,,,140.0,,,1530.0,1961.0,3986.0,-2025.0,0.0,480.0,,,,,480.0,2441.0,,693.0,693.0,,134.0,,,,83.0,83.0,910.0,647.0,,,,729.0,,,729.0,1376.0,2286.0,134.0,348.0,,,-327.0,,1530.0,1685.0,0,1685.0,3971.0,
06/30/1995,4031.0,38.0,38.0,0.0,885.0,,,472.0,,,,,157.0,,,1552.0,1990.0,4044.0,-2054.0,0.0,489.0,,,,,489.0,2479.0,,661.0,661.0,,154.0,,,,81.0,81.0,896.0,640.0,,,,741.0,,,741.0,1381.0,2277.0,133.0,348.0,,,-333.0,,1606.0,1754.0,0,1754.0,4031.0,
09/30/1995,3882.0,60.0,60.0,0.0,755.0,,,451.0,,,,,156.0,,,1422.0,1984.0,4060.0,-2076.0,0.0,476.0,,,,,476.0,2460.0,,630.0,630.0,,81.0,,,,63.0,63.0,774.0,619.0,,,,740.0,,,740.0,1359.0,2133.0,133.0,348.0,,,-342.0,,1610.0,1749.0,0,1749.0,3882.0,
12/31/1995,3916.0,43.0,43.0,0.0,649.0,,,504.0,,,,,225.0,,,1421.0,2048.0,4158.0,-2110.0,0.0,447.0,,,,,447.0,2495.0,,313.0,313.0,,90.0,,,,425.0,425.0,828.0,606.0,,,,632.0,,,632.0,1238.0,2066.0,133.0,347.0,,,-344.0,,1645.0,1781.0,69,1850.0,3916.0,
03/31/1996,3988.0,40.0,40.0,0.0,845.0,,,503.0,,,,,99.0,,,1487.0,2055.0,4221.0,-2166.0,0.0,446.0,,,,,446.0,2501.0,,567.0,567.0,,212.0,,,,100.0,100.0,879.0,603.0,,,,713.0,,,713.0,1316.0,2195.0,133.0,343.0,,,-397.0,,1714.0,1793.0,0,1793.0,3988.0,
06/30/1996,4060.0,45.0,45.0,0.0,925.0,,,477.0,,,,,116.0,,,1563.0,2059.0,4282.0,-2223.0,0.0,438.0,,,,,438.0,2497.0,,600.0,600.0,,288.0,,,,82.0,82.0,970.0,583.0,,,,723.0,,,723.0,1306.0,2276.0,132.0,343.0,,,-477.0,,1786.0,1784.0,0,1784.0,4060.0,
09/30/1996,3973.0,50.0,50.0,0.0,812.0,,,455.0,,,,,133.0,,,1450.0,2043.0,4288.0,-2245.0,0.0,480.0,,,,,480.0,2523.0,,628.0,628.0,,167.0,,,,99.0,99.0,894.0,574.0,,,,752.0,,,752.0,1326.0,2220.0,132.0,343.0,,,-563.0,,1841.0,1753.0,0,1753.0,3973.0,
12/31/1996,3933.0,11.0,11.0,0.0,685.0,,,483.0,,,,,277.0,,,1456.0,2066.0,4327.0,-2261.0,0.0,411.0,,,,,411.0,2477.0,,319.0,319.0,,145.0,,,,422.0,422.0,886.0,562.0,,,,683.0,,,683.0,1245.0,2131.0,131.0,340.0,,,-629.0,,1886.0,1728.0,74,1802.0,3933.0,
03/31/1997,4019.0,49.0,49.0,0.0,920.0,,,472.0,,,,,125.0,,,1566.0,2047.0,4364.0,-2317.0,0.0,406.0,,,,,406.0,2453.0,,606.0,606.0,,196.0,,,,107.0,107.0,909.0,559.0,,,,780.0,,,780.0,1339.0,2248.0,129.0,335.0,,,-646.0,,1953.0,1771.0,0,1771.0,4019.0,
06/30/1997,4074.0,38.0,38.0,0.0,941.0,,,448.0,,,,,128.0,,,1555.0,2042.0,4418.0,-2376.0,0.0,477.0,,,,,477.0,2519.0,,592.0,592.0,,305.0,,,,108.0,108.0,1005.0,543.0,,,,761.0,,,761.0,1304.0,2309.0,127.0,333.0,,,-743.0,,2048.0,1765.0,0,1765.0,4074.0,
09/30/1997,3883.0,33.0,33.0,0.0,776.0,,,442.0,,,,,140.0,,,1391.0,2011.0,4440.0,-2429.0,0.0,481.0,,,,,481.0,2492.0,,625.0,625.0,,74.0,,,,88.0,88.0,787.0,551.0,,,,761.0,,,761.0,1312.0,2099.0,127.0,331.0,,,-774.0,,2100.0,1784.0,0,1784.0,3883.0,
12/31/1997,3900.0,40.0,40.0,0.0,755.0,,,459.0,107.0,,352.0,,143.0,,,1397.0,2008.0,4492.0,-2484.0,0.0,495.0,,,,,495.0,2503.0,,252.0,252.0,,97.0,,,,501.0,501.0,850.0,509.0,,,,666.0,,,666.0,1175.0,2025.0,126.0,332.0,,,-820.0,,2159.0,1797.0,78,1875.0,3900.0,
03/31/1998,3908.0,25.0,25.0,0.0,827.0,,,469.0,110.0,,359.0,,226.0,,,1547.0,1929.0,4397.0,-2468.0,0.0,432.0,,,,,432.0,2361.0,,594.0,594.0,,134.0,,,,125.0,125.0,853.0,514.0,,,,679.0,,,679.0,1193.0,2046.0,123.0,326.0,,,-837.0,,2250.0,1862.0,0,1862.0,3908.0,
06/30/1998,3831.0,67.0,67.0,0.0,855.0,,,437.0,103.0,,334.0,,149.0,,,1508.0,1889.0,4373.0,-2484.0,0.0,434.0,,,,,434.0,2323.0,,616.0,616.0,,84.0,,,,157.0,157.0,857.0,402.0,,,,698.0,,,698.0,1100.0,1957.0,110.0,315.0,,,-934.0,,2383.0,1874.0,0,1874.0,3831.0,
09/30/1998,3629.0,23.0,23.0,0.0,752.0,,,414.0,107.0,,307.0,,145.0,,,1334.0,1862.0,4375.0,-2513.0,0.0,433.0,,,,,433.0,2295.0,,635.0,635.0,,240.0,,,,115.0,115.0,990.0,388.0,,,,749.0,,,749.0,1137.0,2127.0,110.0,611.0,,,-304.0,,1085.0,1502.0,0,1502.0,3629.0,
12/31/1998,3648.0,16.0,16.0,0.0,642.0,,,427.0,97.0,0.0,330.0,,202.0,,,1287.0,1908.0,4471.0,-2563.0,0.0,453.0,92.0,,,,361.0,2361.0,,235.0,235.0,,172.0,,,,468.0,468.0,875.0,409.0,,,,784.0,,,784.0,1193.0,2068.0,73.0,631.0,,,-286.0,,1143.0,1561.0,19,1580.0,3648.0,
03/31/1999,4362.0,61.0,61.0,0.0,820.0,820.0,,476.0,111.0,0.0,365.0,,151.0,,,1508.0,1928.0,4570.0,-2642.0,0.0,926.0,288.0,288.0,0.0,,638.0,2854.0,,616.0,616.0,,270.0,,,,133.0,133.0,1019.0,834.0,,,,839.0,,,839.0,1673.0,2692.0,65.0,637.0,,,-281.0,1364.0,-143.0,1642.0,28,1670.0,4362.0,
06/30/1999,11286.0,209.0,209.0,0.0,1382.0,,,866.0,196.0,0.0,670.0,,173.0,,,2630.0,3475.0,7119.0,-3644.0,0.0,5181.0,4334.0,,,,847.0,8656.0,,1309.0,1309.0,,289.0,,,,140.0,140.0,1738.0,3902.0,,,,2158.0,,,2158.0,6060.0,7798.0,64.0,2496.0,,,-275.0,,1178.0,3463.0,25,3488.0,11286.0,
09/30/1999,11175.0,83.0,83.0,0.0,1271.0,,,884.0,188.0,0.0,696.0,0.0,189.0,,,2427.0,3533.0,7282.0,-3749.0,0.0,5215.0,4534.0,,,,681.0,8748.0,,1247.0,1247.0,,784.0,,,,158.0,158.0,2189.0,3242.0,,,,2173.0,,,2173.0,5415.0,7604.0,0.0,2544.0,,,-226.0,,1227.0,3545.0,26,3571.0,11175.0,
12/31/1999,11256.0,57.0,57.0,0.0,1248.0,,,899.0,192.0,0.0,707.0,0.0,293.0,,,2497.0,3496.0,6349.0,-2853.0,0.0,5263.0,4482.0,,,,781.0,8759.0,,599.0,599.0,,931.0,,,,980.0,980.0,2510.0,3122.0,,,,2130.0,,,2130.0,5252.0,7762.0,0.0,2547.0,,,-224.0,,1152.0,3475.0,19,3494.0,11256.0,
03/31/2000,11428.0,61.0,61.0,0.0,1443.0,,,869.0,197.0,0.0,672.0,,185.0,,,2558.0,3436.0,8252.0,-4816.0,0.0,5434.0,4361.0,,,,1073.0,8870.0,,1252.0,1252.0,,900.0,,,,215.0,215.0,2367.0,3428.0,,,,2039.0,,,2039.0,5467.0,7834.0,0.0,2551.0,,,-220.0,,1244.0,3575.0,19,3594.0,11428.0,
06/30/2000,11788.0,62.0,62.0,0.0,1622.0,,,928.0,211.0,0.0,717.0,0.0,209.0,,,2821.0,3482.0,6527.0,-3045.0,0.0,5485.0,4789.0,,,,696.0,8967.0,,1428.0,1428.0,,866.0,,,,284.0,284.0,2578.0,3414.0,,,,2149.0,,,2149.0,5563.0,8141.0,0.0,2555.0,,,-217.0,,1287.0,3625.0,22,3647.0,11788.0,
09/30/2000,11513.0,64.0,64.0,0.0,1504.0,,,970.0,210.0,0.0,760.0,0.0,217.0,,,2755.0,3381.0,6460.0,-3079.0,0.0,5377.0,4668.0,,,,709.0,8758.0,,1477.0,1477.0,,565.0,,,,354.0,354.0,2396.0,3367.0,,,,2057.0,,,2057.0,5424.0,7820.0,0.0,2555.0,,,-216.0,,1331.0,3670.0,23,3693.0,11513.0,
12/31/2000,11252.0,92.0,92.0,0.0,1479.0,,,967.0,196.0,0.0,771.0,0.0,243.0,,,2781.0,3294.0,6699.0,-3405.0,0.0,5177.0,4596.0,,,,581.0,8471.0,,662.0,662.0,,556.0,,,,968.0,968.0,2186.0,3218.0,,,,2172.0,,,2172.0,5390.0,7576.0,0.0,2561.0,,,-214.0,,1306.0,3653.0,23,3676.0,11252.0,
03/31/2001,11191.0,71.0,71.0,0.0,1467.0,,,958.0,220.0,0.0,738.0,0.0,265.0,,,2761.0,3223.0,,,0.0,5207.0,4613.0,,,,594.0,8430.0,,602.0,602.0,,1142.0,,,,798.0,798.0,2542.0,2844.0,,,,2159.0,,,2159.0,5003.0,7545.0,0.0,2564.0,,,-211.0,,1273.0,3626.0,20,3646.0,11191.0,
06/30/2001,10547.0,72.0,72.0,0.0,1354.0,,,777.0,188.0,0.0,589.0,0.0,303.0,,,2506.0,2925.0,,,0.0,5116.0,4529.0,,,,587.0,8041.0,,536.0,536.0,,231.0,,,,1088.0,1088.0,1855.0,2723.0,,,,2155.0,,,2155.0,4878.0,6733.0,0.0,2565.0,,,-209.0,,1439.0,3795.0,19,3814.0,10547.0,
09/30/2001,10485.0,87.0,87.0,0.0,1278.0,,,765.0,172.0,0.0,593.0,0.0,296.0,,,2426.0,2963.0,,,0.0,5096.0,4512.0,,,,584.0,8059.0,,491.0,491.0,,239.0,,,,1005.0,1005.0,1735.0,2748.0,,,,2124.0,,,2124.0,4872.0,6607.0,0.0,2566.0,,,-209.0,,1503.0,3860.0,18,3878.0,10485.0,
12/31/2001,10350.0,92.0,92.0,0.0,1220.0,,,712.0,162.0,0.0,550.0,0.0,397.0,,,2421.0,2916.0,6618.0,-3702.0,0.0,5013.0,4416.0,,,,597.0,7929.0,,520.0,520.0,,178.0,,,,926.0,926.0,1624.0,2720.0,,,,2173.0,,,2173.0,4893.0,6517.0,0.0,2566.0,,,-208.0,,1457.0,3815.0,18,3833.0,10350.0,
03/31/2002,10251.0,206.0,206.0,0.0,1181.0,,,687.0,171.0,0.0,516.0,0.0,370.0,,,2444.0,2860.0,,,0.0,4947.0,4373.0,,,,574.0,7807.0,,450.0,450.0,,204.0,,,,820.0,820.0,1474.0,2783.0,,,,2104.0,,,2104.0,4887.0,6361.0,0.0,2571.0,,,-203.0,,1504.0,3872.0,18,3890.0,10251.0,
06/30/2002,9619.0,223.0,223.0,0.0,1283.0,,,725.0,171.0,0.0,554.0,0.0,358.0,,,2589.0,2905.0,,,0.0,4125.0,3528.0,1582.0,1946.0,,597.0,7030.0,,475.0,475.0,,240.0,,,,862.0,862.0,1577.0,2780.0,,,,2021.0,,,2021.0,4801.0,6378.0,0.0,2572.0,,,-201.0,,852.0,3223.0,18,3241.0,9619.0,
09/30/2002,9669.0,252.0,252.0,0.0,1248.0,,,753.0,185.0,0.0,568.0,0.0,373.0,,,2626.0,2901.0,,,0.0,4142.0,3545.0,,,,597.0,7043.0,,466.0,466.0,,226.0,,,,905.0,905.0,1597.0,2755.0,,,,2056.0,,,2056.0,4811.0,6408.0,0.0,2574.0,,,-201.0,,869.0,3242.0,19,3261.0,9669.0,
12/31/2002,9584.0,295.0,295.0,0.0,1160.0,,,765.0,174.0,0.0,591.0,0.0,201.0,,,2421.0,2954.0,7246.0,-4292.0,0.0,4209.0,3478.0,1617.0,1861.0,,731.0,7163.0,,481.0,481.0,,180.0,,,,987.0,987.0,1648.0,2872.0,,,,1934.0,,,1934.0,4806.0,6454.0,0.0,2576.0,,,-200.0,994.0,-251.0,3119.0,11,3130.0,9584.0,
03/31/2003,9649.0,210.0,210.0,0.0,1255.0,,,762.0,203.0,0.0,559.0,0.0,351.0,,,2578.0,2933.0,,,0.0,4138.0,3461.0,1600.0,1861.0,,677.0,7071.0,,495.0,495.0,,157.0,,,,856.0,856.0,1508.0,2884.0,,,,2085.0,,,2085.0,4969.0,6477.0,0.0,2598.0,,,-200.0,,762.0,3160.0,12,3172.0,9649.0,
06/30/2003,9676.0,242.0,242.0,0.0,1285.0,,,814.0,182.0,0.0,632.0,0.0,363.0,,,2704.0,2951.0,,,0.0,4021.0,3360.0,1601.0,1759.0,,661.0,6972.0,,459.0,459.0,,126.0,,,,925.0,925.0,1510.0,2906.0,,,,2103.0,,,2103.0,5009.0,6519.0,0.0,2579.0,,,-198.0,972.0,-209.0,3144.0,13,3157.0,9676.0,
09/30/2003,9689.0,333.0,333.0,0.0,1282.0,,,789.0,166.0,0.0,623.0,0.0,361.0,,,2765.0,2932.0,,,0.0,3992.0,3356.0,1613.0,1743.0,,636.0,6924.0,,424.0,424.0,,563.0,,,,939.0,939.0,1926.0,2446.0,,,,2087.0,,,2087.0,4533.0,6459.0,0.0,2585.0,,,-193.0,1026.0,-201.0,3217.0,13,3230.0,9689.0,
12/31/2003,9511.0,196.0,196.0,0.0,1309.0,,,821.0,179.0,0.0,642.0,0.0,201.0,,,2527.0,2941.0,7706.0,-4765.0,0.0,4043.0,3327.0,1593.0,1734.0,,716.0,6984.0,,609.0,609.0,,108.0,,,,1089.0,1089.0,1806.0,2473.0,,,,1858.0,,,1858.0,4331.0,6137.0,0.0,2607.0,,,-185.0,1087.0,-152.0,3357.0,17,3374.0,9511.0,
03/31/2004,9559.0,317.0,317.0,0.0,1383.000122,,,765.0,159.0,0.0,606.0,0.0,242.0,,,2707.0,2910.000244,,,0.0,3942.000244,3316.0,1600.0,1716.0,,626.000244,6852.000488,,517.0,517.0,,369.0,,,,932.0,932.0,1818.0,2475.0,,,,1818.0,,,1818.0,4293.0,6111.0,0.0,2616.0,,,-180.0,1152.999878,-153.999878,3435.0,13,3448.0,9559.0,
06/30/2004,9431.0,231.0,231.0,0.0,1464.0,,,774.0,158.0,0.0,616.0,0.0,249.0,,,2718.000244,2808.0,,,0.0,3905.0,3351.0,1700.0,1651.0,,554.0,6713.0,,522.0,522.0,,96.0,,,,1092.0,1092.0,1710.0,2427.0,,,,1768.0,,,1768.0,4195.0,5905.0,0.0,2631.0,,,-176.0,1215.000122,-158.000122,3512.0,14,3526.0,9431.0,
09/30/2004,9562.0,352.0,352.0,0.0,1470.0,,,811.0,157.0,0.0,654.0,0.0,260.0,,,2893.0,2777.999756,,,0.0,3891.0,3339.0,1652.999878,1686.000122,,552.0,6668.999756,,488.0,488.0,,113.0,,,,1167.999878,1167.999878,1768.999878,2433.999756,,,,1774.0,,,1774.0,4207.999756,5976.999634,0.0,2641.0,,,-173.0,1240.999878,-138.999878,3570.0,15,3585.0,9561.999634,
12/31/2004,10095.0,625.0,625.0,0.0,1469.0,1469.0,,841.0,156.0,,685.0,0.0,312.0,,,3247.0,2929.0,8027.0,-5098.0,0.0,3919.0,3389.0,1724.0,1665.0,,530.0,6848.0,,542.0,542.0,,77.0,,,,1121.0,1121.0,1740.0,2563.0,,,,1991.0,,,1991.0,4554.0,6294.0,0.0,2667.0,,,-166.0,1370.0,-174.0,3697.0,104,3801.0,10095.0,
03/31/2005,9624.0,228.0,228.0,,1495.0,1495.0,,855.0,124.0,,688.0,43.0,283.0,,,2861.0,2825.0,,,,3938.0,3425.0,1717.0,1708.0,129.0,384.0,6763.0,,533.0,533.0,,189.0,,,,866.0,866.0,1588.0,2089.0,,,,1977.0,,,1977.0,4066.0,5654.0,,2721.0,,,-180.0,1472.0,-154.0,3859.0,111,3970.0,9624.0,
06/30/2005,9356.0,202.0,202.0,,1521.0,1521.0,,841.0,131.0,,670.0,40.0,318.0,,,2882.0,2743.0,,,,3731.0,3230.0,1572.0,1658.0,133.0,368.0,6474.0,,544.0,544.0,,122.0,,,,790.0,790.0,1456.0,2040.0,,,,1913.0,,,1913.0,3953.0,5409.0,,2735.0,,,-317.0,1587.0,-170.0,3835.0,112,3947.0,9356.0,
09/30/2005,9444.0,453.0,453.0,,1464.0,1464.0,,816.0,126.0,,648.0,42.0,311.0,,,3044.0,2702.0,,,,3698.0,2009.0,1572.0,437.0,138.0,1551.0,6400.0,,503.0,503.0,,114.0,,,,909.0,909.0,1526.0,2101.0,,,,1891.0,,,1891.0,3992.0,5518.0,,2748.0,,,-416.0,1628.0,-143.0,3817.0,109,3926.0,9444.0,
12/31/2005,9695.0,566.0,566.0,0.0,1485.0,1485.0,,798.0,160.0,,638.0,,323.0,,,3172.0,2642.0,7850.0,-5208.0,103.0,3778.0,3028.0,1525.0,1503.0,,750.0,6523.0,,611.0,611.0,,121.0,,,,1013.0,1013.0,1745.0,2074.0,,,,1848.0,,,1848.0,3922.0,5667.0,0.0,2757.0,,,-409.0,1762.0,-193.0,3917.0,111,4028.0,9695.0,
03/31/2006,9773.0,675.0,675.0,,1503.0,1503.0,,858.0,122.0,,694.0,42.0,289.0,,,3325.0,2630.0,,,,3818.0,3214.0,1608.0,1606.0,142.0,462.0,6448.0,,585.0,585.0,,311.0,,,,879.0,879.0,1775.0,1889.0,,,,1871.0,,,1871.0,3760.0,5535.0,,2790.0,,,-385.0,1905.0,-186.0,4124.0,114,4238.0,9773.0,
