Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/26/2008,1929.67,171.228,171.228,0.0,366.838,366.838,,288.777,,,288.777,,36.681,,,,863.524,133.98,,,52.393,,879.773,773.146,672.273,100.873,106.627,1066.146,,187.031,187.031,,,,130.052,130.052,0.0,0.0,,,175.631,,,175.631,492.714,60.057,60.057,0.0,0.0,,70.415,,,,,,70.415,130.472,623.186,0.0,1.319,,,0.0,1398.028,-92.863,1306.484,0.0,1306.484,1929.67,
04/26/2008,2076.373,308.164,308.164,0.0,364.05,364.05,,281.238,0.0,0.0,281.238,0.0,31.589,,,,985.041,148.932,259.361,-110.429,54.392,,888.008,881.75,681.352,200.398,6.258,1091.332,,194.405,194.405,,,,130.01,130.01,0.0,0.0,,,141.652,,,141.652,466.067,525.024,525.024,0.0,0.0,,80.495,,,,,,80.495,605.519,1071.586,0.0,1.224,,,0.0,1093.974,-90.411,1004.787,0.0,1004.787,2076.373,
07/26/2008,2125.793,331.15,331.15,0.0,348.954,348.954,0.0,319.22,,,,,33.433,,,33.433,1032.757,155.446,,,50.49,50.49,887.1,880.825,681.886,198.939,6.275,1093.036,,335.124,183.644,20.197,,131.283,130.008,0.0,,,,130.008,0.0,,,0.0,465.132,525.024,525.024,,,,80.891,,,,,,80.891,605.915,1071.047,0.0,5.535,1.214,4.321,,1139.938,-90.727,1054.746,0.0,1054.746,2125.793,
10/25/2008,2111.088,256.643,256.643,0.0,365.189,365.189,0.0,311.637,,,,,38.366,,,38.366,971.835,158.418,,,49.622,49.622,931.213,924.906,729.441,195.465,6.307,1139.253,,312.189,188.523,,,123.666,130.006,0.0,,,,130.006,0.0,,,0.0,442.195,525.333,525.333,,,,80.862,,,,,,80.862,606.195,1048.39,0.0,10.769,1.216,9.553,,1186.841,-134.912,1062.698,0.0,1062.698,2111.088,
01/24/2009,2096.957,161.884,161.884,0.0,436.574,436.574,0.0,285.297,,,,,33.315,,,33.315,917.07,158.591,,,52.283,52.283,969.013,963.183,769.505,193.678,5.83,1179.887,,305.243,173.278,2.093,,129.872,63.006,0.0,,,,63.006,0.0,,,0.0,368.249,525.04,525.04,,,,82.429,,,,,,82.429,607.469,975.718,0.0,17.575,1.219,16.356,,1239.648,-135.984,1121.239,0.0,1121.239,2096.957,
04/25/2009,2133.62,158.065,158.065,0.0,476.156,476.156,0.0,269.934,,,,,33.44,2.6,,33.44,937.595,166.5,301.006,-134.506,51.572,51.572,977.953,968.036,747.104,220.932,7.317,1196.025,,312.3,180.933,1.407,0.0,129.96,22.0,0.0,0.0,0.0,,22.0,0.0,0.0,4.3,0.0,334.3,525.0,525.0,0.0,0.0,,88.0,0.0,0.0,0.0,0.0,64.141,19.559,613.0,947.3,0.0,21.54,1.22,20.32,0.0,1293.609,-128.829,1186.32,0.0,1186.32,2133.62,
07/25/2009,2248.566,175.377,175.377,0.0,484.128,484.128,0.0,299.481,,,,,40.823,12.6,,40.823,999.809,170.863,,,57.587,57.587,1020.307,1000.947,781.058,219.889,6.76,1248.757,,349.455,199.381,20.034,,130.04,14.0,0.0,,,,14.0,0.0,,14.2,0.0,363.455,525.0,525.0,,,,100.352,,,,,,86.152,625.352,988.807,0.0,26.995,1.223,25.772,0.0,1338.666,-105.902,1259.759,0.0,1259.759,2248.566,
10/24/2009,2254.133,170.151,170.151,0.0,503.162,503.162,0.0,294.646,,,,,44.343,10.6,,44.343,1012.302,170.561,,,57.086,57.086,1014.184,997.121,767.494,229.627,6.463,1241.831,,313.639,174.061,,,139.578,0.0,0.0,,,,,0.0,,11.9,0.0,313.639,525.0,525.0,,,,96.391,,,,,,84.491,621.391,935.03,0.0,31.562,1.225,30.337,0.0,1388.009,-100.468,1319.103,0.0,1319.103,2254.133,
01/23/2010,2322.815,267.782,267.782,0.0,471.316,471.316,0.0,302.637,,,,,35.903,9.0,,35.903,1077.638,168.657,,,64.932,64.932,1011.588,996.345,770.085,226.26,6.243,1245.177,,331.152,184.035,,,147.117,0.0,0.0,,,,,0.0,,10.2,0.0,331.152,525.0,525.0,,,,88.311,,,,,,78.111,613.311,944.463,0.0,37.711,1.228,36.483,0.0,1444.058,-103.417,1378.352,0.0,1378.352,2322.815,
04/24/2010,2422.969,340.591,340.591,0.0,452.746,452.746,0.0,288.725,,,,,51.696,11.7,,51.696,1133.758,169.598,323.337,-153.739,75.073,75.073,1044.54,1005.677,782.083,223.594,27.163,1289.211,,348.351,193.626,0.0,0.0,154.725,0.0,0.0,0.0,0.0,,,0.0,0.0,12.6,0.0,348.351,525.0,525.0,0.0,0.0,,108.107,0.0,0.0,0.0,0.0,72.164,23.343,633.107,981.458,0.0,42.937,1.234,41.703,0.0,1493.885,-95.311,1441.511,0.0,1441.511,2422.969,
07/31/2010,2447.952,298.427,298.427,0.0,454.941,454.941,0.0,336.382,,,,,44.7,4.9,,44.7,1134.45,178.721,,,78.086,78.086,1056.695,1024.753,804.746,220.007,27.042,1313.502,,329.31,180.472,15.312,,133.526,0.0,0.0,,,,0.0,0.0,,5.5,0.0,329.31,525.0,525.0,,,,107.761,,,,,,102.261,632.761,962.071,0.0,51.091,1.24,49.851,0.0,1535.779,-100.989,1485.881,0.0,1485.881,2447.952,
10/30/2010,2550.047,328.744,328.744,0.0,427.276,427.276,0.0,306.675,,,,,173.203,2.9,,173.203,1235.898,182.83,,,82.687,82.687,1048.632,1020.088,786.718,233.37,25.644,1314.149,,298.078,164.342,1.993,,131.743,0.0,0.0,,,,0.0,122.348,,3.3,122.348,420.426,525.0,525.0,,,,103.219,,,,,,99.919,628.219,1048.645,0.0,18.633,1.228,17.405,0.0,1577.208,-94.439,1501.402,0.0,1501.402,2550.047,
01/29/2011,2503.585,388.039,388.039,0.0,420.778,420.778,0.0,323.27,,,,,43.865,6.2,,43.865,1175.952,185.572,,,91.893,91.893,1050.168,1023.489,793.488,230.001,20.479,1327.633,,326.71,172.227,1.347,,153.136,0.0,0.0,,,,0.0,0.0,,6.5,0.0,326.71,525.0,525.0,,,,100.319,,,,,,93.819,625.319,952.029,0.0,22.573,1.229,21.344,0.0,1620.683,-91.7,1551.556,0.0,1551.556,2503.585,
04/30/2011,2564.968,388.665,388.665,0.0,465.17,465.17,0.0,336.094,,,,,40.78,5.5,,40.78,1230.709,189.583,362.696,-173.113,90.285,90.285,1054.391,1022.832,795.616,227.216,26.059,1334.259,,367.431,210.033,0.0,0.0,157.398,0.0,0.0,0.0,0.0,,,0.0,0.0,5.6,0.0,367.431,525.0,525.0,0.0,0.0,,111.997,0.0,0.0,0.0,0.0,78.239,28.158,636.997,1004.428,0.0,1.211,1.211,0.0,0.0,1632.497,-73.168,1560.54,0.0,1560.54,2564.968,
07/30/2011,2517.513,373.776,373.776,0.0,423.285,423.285,0.0,346.476,,,,,35.195,3.1,,35.195,1178.732,196.243,,,95.078,95.078,1047.46,1018.983,795.882,223.101,25.377,1338.781,,349.71,201.801,12.172,,135.737,0.0,0.0,,,,,0.0,,3.1,0.0,349.71,525.0,525.0,,,,108.652,,,,,,105.552,633.652,983.362,0.0,1.195,1.195,0.0,0.0,1608.134,-75.178,1534.151,0.0,1534.151,2517.513,
10/29/2011,2397.763,250.068,250.068,0.0,416.809,416.809,0.0,347.348,,,,,44.857,1.1,,44.857,1059.082,201.17,,,92.444,92.444,1045.067,1019.12,798.551,220.569,24.847,1338.681,,343.228,186.019,3.653,,153.556,20.0,20.0,,,,,0.0,,1.1,0.0,363.228,525.0,525.0,,,,105.39,,,,,,104.29,630.39,993.618,0.0,1.14,1.14,0.0,0.0,1487.22,-84.215,1404.145,0.0,1404.145,2397.763,
01/28/2012,2665.825,538.092,538.092,0.0,428.587,428.587,0.0,334.775,,,,,39.048,0.338,,39.048,1340.502,196.598,,,83.93,83.93,1044.795,1018.654,803.125,215.529,25.803,1325.323,,360.945,189.407,13.462,,158.076,0.0,0.0,,,,,0.0,,0.338,0.0,360.945,850.0,850.0,,,,103.793,,,,,,103.455,953.793,1314.738,0.0,1.11,1.11,0.0,0.0,1439.853,-89.876,1351.087,0.0,1351.087,2665.825,
04/28/2012,2739.368,573.781,573.781,0.0,464.869,464.869,0.0,319.952,,,,,44.911,0.2,,44.911,1403.513,195.465,391.316,-195.851,92.049,92.049,1048.341,1022.809,810.252,212.557,25.332,1335.855,,404.648,207.915,0.0,0.0,196.733,125.0,0.0,0.0,0.0,,125.0,0.0,0.0,0.2,0.0,529.648,725.0,725.0,0.0,0.0,,109.518,0.0,0.0,0.0,0.0,81.856,27.462,834.518,1364.166,0.0,1.099,1.099,0.0,0.0,1456.233,-82.13,1375.202,0.0,1375.202,2739.368,
07/28/2012,2700.472,580.753,580.753,0.0,413.69,413.69,0.0,318.128,,,,,49.039,0.2,,49.039,1361.61,193.495,,,101.308,101.308,1044.059,1019.165,812.163,207.002,24.694,1338.862,,376.354,202.253,,,174.101,125.0,0.0,,,,125.0,0.0,,0.3,0.0,501.354,725.0,725.0,,,,108.376,,,,,,108.076,833.376,1334.73,0.0,1.092,,,0.0,1458.094,-93.444,1365.742,0.0,1365.742,2700.472,
10/27/2012,2620.24,500.374,500.374,0.0,407.835,407.835,0.0,330.953,,,,,37.861,0.202,,37.861,1277.023,192.354,,,102.88,102.88,1047.983,1023.619,816.515,207.104,24.162,1343.217,,382.714,223.035,,,159.679,50.0,0.0,,,,50.0,0.0,,0.247,0.0,432.714,725.0,725.0,,,,105.78,,,,,,105.533,830.78,1263.494,0.0,1.078,1.078,0.0,0.0,1440.624,-84.956,1356.746,0.0,1356.746,2620.24,
01/26/2013,2637.49,472.449,472.449,0.0,421.506,421.506,0.0,352.646,,,,,41.527,0.138,,41.527,1288.128,191.385,,,111.579,111.579,1046.398,1022.437,818.784,203.653,23.823,1349.362,,407.027,220.87,,,186.157,50.0,0.0,,,,50.0,0.0,,0.165,0.0,457.027,725.0,725.0,,,,104.73,,,,,,104.565,829.73,1286.757,0.0,1.065,,,0.0,1437.4,-87.732,1350.733,0.0,1350.733,2637.49,
04/27/2013,2681.778,505.228,505.228,0.0,448.158,448.158,0.0,360.563,,,,,47.387,0.486,,47.387,1361.336,192.02,401.898,-209.878,85.427,85.427,1042.995,1020.396,823.74,196.656,22.113,1320.442,,448.519,249.795,0.0,0.0,198.724,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.509,0.0,448.519,725.0,725.0,0.0,0.0,,113.804,0.0,0.0,0.0,0.0,93.329,19.966,838.804,1287.323,0.0,1.056,1.056,0.0,0.0,1463.358,-69.959,1394.455,0.0,1394.455,2681.778,
07/27/2013,2761.647,603.369,603.369,0.0,400.54,400.54,0.0,388.26,,,,,54.868,1.153,,54.868,1447.037,193.688,,,83.48,83.48,1037.442,1013.951,822.141,191.81,22.338,1314.61,,392.512,227.786,,,164.726,135.0,135.0,,,,0.0,0.0,,1.167,0.0,527.512,725.0,725.0,,,,113.221,,,,,,112.054,838.221,1365.733,0.0,1.053,1.053,0.0,0.0,1473.174,-78.313,1395.914,0.0,1395.914,2761.647,
10/26/2013,2949.299,516.058,516.058,0.0,550.769,550.769,0.0,442.125,,,,,57.975,0.81,,57.975,1566.927,198.917,,,81.276,81.276,1102.179,1078.708,839.932,238.776,22.661,1382.372,,531.633,353.399,,,178.234,135.0,135.0,,,,,0.0,,0.82,0.0,666.633,725.0,725.0,,,,116.052,,,,,,115.232,841.052,1507.685,0.0,8.688,1.054,7.634,0.0,1496.588,-63.662,1441.614,0.0,1441.614,2949.299,
01/25/2014,2976.148,464.57,423.975,40.595,557.576,557.576,0.0,451.11,,,,,63.877,2.165,,63.877,1537.133,204.586,,,76.649,76.649,1157.78,1072.313,844.158,228.155,83.302,1439.015,,543.182,330.801,,,212.381,135.0,135.0,,,,,0.0,,2.172,0.0,678.182,725.0,725.0,,,,116.616,,,,,,114.444,841.616,1519.798,0.0,1.05,,,0.0,1512.404,-57.104,1456.35,0.0,1456.35,2976.148,
04/26/2014,2864.677,305.683,264.908,40.775,607.58,607.58,0.0,436.463,,,,,65.991,1.716,,65.991,1415.717,204.939,443.169,-238.23,90.535,90.535,1153.486,1067.583,844.433,223.15,84.187,1448.96,,543.463,342.056,0.0,0.0,201.407,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.38,0.0,543.463,725.0,725.0,0.0,0.0,,124.55,0.0,0.0,0.0,0.0,94.004,23.166,849.55,1393.013,0.0,1.04,1.04,0.0,0.0,1531.198,-60.574,1471.664,0.0,1471.664,2864.677,
07/26/2014,2899.172,302.347,260.74,41.607,564.458,564.458,0.0,518.857,,,,,59.524,1.222,,59.524,1445.186,214.453,,,88.335,88.335,1151.198,1064.411,845.124,219.287,85.565,1453.986,,570.232,388.171,,,182.061,0.0,0.0,,,,,12.734,,1.224,0.0,582.966,725.0,725.0,,,,123.105,,,,,,121.881,848.105,1431.071,0.0,1.029,1.029,0.0,0.0,1519.645,-52.573,1468.101,0.0,1468.101,2899.172,
10/25/2014,2857.449,342.722,284.872,57.85,587.835,587.835,0.0,499.893,,,,,59.276,0.963,,59.276,1489.726,219.541,,,72.793,72.793,1075.389,1049.163,839.636,209.527,25.263,1367.723,,528.212,337.761,,,190.451,0.0,0.0,,,,,18.874,,0.964,0.0,547.086,725.0,725.0,,,,121.662,,,,,,120.698,846.662,1393.748,0.0,3.644,1.029,2.615,0.0,1553.313,-93.256,1463.701,0.0,1463.701,2857.449,
01/24/2015,2871.532,342.047,289.722,52.325,590.26,590.26,0.0,514.619,,,,,54.34,1.638,,54.34,1501.266,225.418,,,67.209,67.209,1077.639,1040.517,835.097,205.42,35.484,1370.266,,569.062,341.425,,,227.637,0.0,0.0,,,,,0.0,,1.638,0.0,569.062,725.0,725.0,,,,122.782,,,,,,121.144,847.782,1416.844,0.0,13.046,1.031,12.015,0.0,1587.822,-146.18,1454.688,0.0,1454.688,2871.532,
04/25/2015,2945.248,400.632,347.26,53.372,586.263,586.263,0.0,408.422,,,,,177.908,1.255,118.347,59.561,1573.225,204.133,435.087,-230.954,71.686,71.686,1096.204,424.949,299.924,125.025,670.0,1372.023,,538.369,323.294,0.0,0.0,215.075,0.0,0.0,0.0,0.0,,0.0,39.316,0.0,1.255,39.316,577.685,722.542,722.542,0.0,0.0,,130.898,0.0,0.0,0.0,0.0,41.413,88.23,853.44,1431.125,0.0,22.059,1.033,21.026,0.0,1630.148,-138.084,1514.123,0.0,1514.123,2945.248,
08/01/2015,4239.654,236.091,186.44,49.651,624.34,624.34,,716.707,,,,,224.664,1.124,130.306,94.358,1801.802,258.964,,,84.269,84.269,2094.619,1368.818,817.481,551.337,724.677,2437.852,,653.995,456.259,,,197.736,0.0,,,,,,40.14,,1.124,39.523,694.135,1725.0,1725.0,,,,306.466,,,,,,305.342,2031.466,2725.601,0.0,25.216,1.034,24.182,0.0,1637.579,-148.742,1514.053,0.0,1514.053,4239.654,
10/31/2015,3451.838,95.451,95.451,0.0,734.461,734.461,0.0,752.849,,,,,83.169,0.835,0.0,83.169,1665.93,272.19,,,75.784,75.784,1437.934,1354.674,817.595,537.079,82.425,1785.908,,701.928,492.469,,,209.459,95.991,80.0,,,,15.991,0.437,,0.835,0.0,798.356,1034.884,1034.884,,,,255.341,,,,,,254.506,1290.225,2088.581,0.0,28.754,0.995,27.759,0.0,1475.867,-141.364,1363.257,0.0,1363.257,3451.838,
01/30/2016,3555.67,97.701,97.701,0.0,698.911,698.911,0.0,814.413,,,,,99.831,1.184,0.0,99.831,1710.856,278.288,,,145.539,145.539,1420.987,1337.531,815.316,522.215,82.272,1844.814,,701.098,503.523,,,197.575,214.5,198.0,,,,16.5,0.0,,1.184,0.0,915.598,1030.25,1030.25,,,,247.275,,,,,,246.091,1277.525,2193.123,0.0,35.36,0.991,34.369,0.0,1486.788,-159.601,1362.547,0.0,1362.547,3555.67,
04/30/2016,3520.804,137.453,137.453,0.0,796.693,796.693,0.0,722.14,,,,,91.255,0.816,,91.255,1747.541,293.315,555.549,-262.234,88.248,88.248,1391.7,1325.889,816.592,509.297,64.995,1773.263,,792.835,566.253,0.0,0.0,226.582,36.5,20.0,0.0,0.0,,16.5,0.0,0.0,0.816,0.0,829.335,1022.155,1022.155,0.0,0.0,,227.568,0.0,0.0,0.0,0.0,206.896,19.856,1249.723,2079.058,0.0,49.468,0.991,48.477,0.0,1529.158,-136.88,1441.746,0.0,1441.746,3520.804,
07/30/2016,3499.267,89.978,89.978,0.0,719.218,719.218,0.0,799.176,,,,,82.696,0.362,0.0,82.696,1691.068,298.104,,,135.736,135.736,1374.359,1309.188,814.207,494.981,64.809,1808.199,,710.441,523.105,,,187.336,126.563,108.0,,,,18.563,0.0,,0.362,0.0,837.004,1016.184,1016.184,,,,228.042,,,,,,227.68,1244.226,2081.23,0.0,54.841,0.986,53.855,0.0,1519.9,-156.704,1418.037,0.0,1418.037,3499.267,
10/29/2016,3590.368,110.387,110.387,0.0,822.734,822.734,0.0,795.454,,,,,104.257,0.79,,104.257,1832.832,303.342,,,97.114,97.114,1357.08,1292.396,812.419,479.977,63.894,1757.536,,763.044,545.366,,,217.678,183.625,163.0,,,,20.625,0.0,,0.79,0.0,946.669,1010.211,1010.211,,,,227.436,,,,,,226.646,1237.647,2184.316,0.0,58.524,0.982,57.542,0.0,1517.796,-170.268,1406.052,0.0,1406.052,3590.368,
01/28/2017,3594.062,121.739,121.739,0.0,810.155,810.155,0.0,827.057,,,,,112.265,2.069,,112.265,1871.216,300.395,,,107.511,107.511,1314.94,1247.48,813.094,434.386,65.391,1722.846,,775.699,547.662,,,228.037,212.754,198.0,,,,14.754,0.0,,2.069,0.0,988.453,1001.775,1001.775,,,,217.759,,,,,,215.69,1219.534,2207.987,0.0,67.248,0.974,66.274,0.0,1482.576,-163.749,1386.075,0.0,1386.075,3594.062,
04/29/2017,3507.913,94.959,94.959,0.0,884.803,884.803,0.0,711.903,,,,,111.928,1.188,,111.928,1803.593,298.452,549.997,-251.545,101.529,101.529,1304.339,1238.983,813.547,425.436,64.168,1704.32,,830.177,616.859,0.0,0.0,213.318,73.754,59.0,0.0,0.0,,14.754,0.0,0.0,1.188,0.0,903.931,998.272,998.272,0.0,0.0,,211.277,0.0,0.0,0.0,0.0,191.686,18.403,1209.549,2113.48,0.0,73.939,0.966,72.973,0.0,1481.234,-160.74,1394.433,0.0,1394.433,3507.913,
07/29/2017,3495.242,99.779,99.779,0.0,841.284,841.284,0.0,777.354,,,,,97.676,0.723,,97.676,1816.093,294.819,,,88.434,88.434,1295.896,1230.718,814.422,416.296,64.455,1679.149,,724.31,536.02,,,188.29,177.754,163.0,,,,14.754,0.0,,0.723,0.0,902.064,998.457,998.457,,,,210.219,,,,,,209.496,1208.676,2110.74,0.0,82.543,0.958,81.585,0.0,1450.178,-148.219,1384.502,0.0,1384.502,3495.242,
10/28/2017,3528.479,101.456,101.456,0.0,849.205,849.205,0.0,796.369,,,,,96.578,0.967,,96.578,1843.608,286.715,,,111.184,111.184,1286.972,1220.865,814.224,406.641,65.14,1684.871,,843.877,634.594,,,209.283,106.754,92.0,,,,14.754,0.0,,0.967,0.0,950.631,991.232,991.232,,,,219.676,,,,,,218.709,1210.908,2161.539,0.0,89.018,0.949,88.069,0.0,1429.668,-151.746,1366.94,0.0,1366.94,3528.479,
01/27/2018,3674.358,118.005,118.005,0.0,863.455,863.455,0.0,882.018,,,,,116.31,1.061,,116.31,1979.788,287.439,,,121.675,121.675,1285.456,1216.374,816.808,399.566,68.021,1694.57,,846.332,654.792,,,191.54,253.754,179.0,,,,74.754,0.0,,1.061,0.0,1100.086,931.419,931.419,,,,179.863,,,,,,178.802,1111.282,2211.368,0.0,96.813,0.947,95.866,0.0,1501.011,-134.834,1462.99,0.0,1462.99,3674.358,
04/28/2018,3471.664,62.984,62.984,0.0,826.877,826.877,0.0,779.834,,,,,103.029,1.613,,103.029,1772.724,290.59,583.912,-293.322,135.175,135.175,1273.175,1205.401,815.977,389.424,66.161,1698.94,,815.783,610.368,0.0,0.0,205.415,92.598,16.0,0.0,0.0,,76.598,0.0,0.0,1.613,0.0,908.381,922.03,922.03,0.0,0.0,,179.463,0.0,0.0,0.0,0.0,152.104,25.746,1101.493,2009.874,0.0,104.724,0.948,103.776,0.0,1497.766,-140.7,1461.79,0.0,1461.79,3471.664,
07/28/2018,3287.758,91.476,91.476,0.0,520.578,520.578,0.0,845.507,,,,,183.963,1.47,,183.963,1641.524,289.658,,,90.953,90.953,1265.623,1193.093,814.8,378.293,71.06,1646.234,,806.888,588.041,,,218.847,110.442,32.0,,,,78.442,0.0,,1.47,0.0,917.33,743.706,743.706,,,,179.626,,,,,,178.156,923.332,1840.662,0.0,109.633,0.949,108.684,0.0,1468.983,-135.467,1443.149,3.947,1447.096,3287.758,
10/27/2018,3344.254,165.515,165.515,0.0,571.232,571.232,0.0,792.533,,,,,176.019,2.753,,176.019,1705.299,289.602,,,86.513,86.513,1262.84,1182.533,814.348,368.185,77.554,1638.955,,888.634,662.731,,,225.903,80.286,0.0,,,,80.286,0.0,,2.753,0.0,968.92,738.341,738.341,,,,181.305,,,,,,178.552,919.646,1888.566,0.0,117.062,0.95,116.112,0.0,1473.357,-138.455,1451.964,3.724,1455.688,3344.254,
01/26/2019,3320.525,117.431,117.431,0.0,547.18,547.18,0.0,845.846,,,,,169.209,1.169,,169.209,1679.666,290.271,,,96.946,96.946,1253.642,1174.475,814.874,359.601,77.998,1640.859,,881.539,688.125,,,193.414,51.131,29.0,,,,22.131,0.028,,1.425,0.0,932.698,732.64,732.64,,,,182.49,,,,,,181.065,915.13,1847.828,0.0,123.813,0.952,122.861,0.0,1480.054,-134.723,1469.144,3.553,1472.697,3320.525,
04/27/2019,3269.269,95.646,95.646,0.0,582.094,582.094,0.0,761.018,,,,,165.605,0.38,,165.605,1604.363,305.79,629.411,-323.621,113.081,113.081,1246.035,1167.379,816.226,351.153,78.276,1664.906,,851.737,648.418,0.0,0.0,203.319,23.975,0.0,0.0,0.0,,23.975,0.0,0.0,3.194,0.0,875.712,725.341,725.341,0.0,0.0,,187.709,0.0,0.0,0.0,0.0,163.488,21.027,913.05,1788.762,0.0,132.413,0.953,131.46,0.0,1483.496,-138.65,1477.259,3.248,1480.507,3269.269,
07/27/2019,3349.622,109.781,109.781,0.0,502.662,502.662,0.0,809.643,,,,,160.578,0.149,,160.578,1582.664,391.182,,,102.207,102.207,1273.569,1156.525,815.45,341.075,116.895,1766.958,,816.821,625.435,,,191.386,57.406,0.0,31.587,,31.587,25.819,0.0,,4.139,0.0,874.227,774.171,718.145,56.026,,56.026,197.847,,,,,,193.708,972.018,1846.245,0.0,133.678,0.955,132.723,0.0,1492.836,-126.15,1500.364,3.013,1503.377,3349.622,
10/26/2019,3435.457,129.575,129.575,0.0,581.288,581.288,0.0,787.406,,,,,189.163,0.196,,189.163,1687.432,391.174,,,95.937,95.937,1260.914,1148.832,816.257,332.575,111.886,1748.025,,1027.456,766.485,,,260.971,31.028,0.0,31.028,,31.028,0.0,2.943,,5.107,0.0,1061.427,717.445,663.513,53.932,,53.932,197.961,,,,,,192.854,915.406,1976.833,0.0,139.98,0.957,139.023,0.0,1434.833,-118.982,1455.831,2.793,1458.624,3435.457,
01/25/2020,3513.552,106.169,106.169,0.0,451.255,451.255,0.0,866.313,,,,,268.937,0.152,,268.937,1692.674,389.989,,,172.232,172.232,1258.657,1140.342,816.642,323.7,118.163,1820.878,,1072.087,802.61,,,269.477,126.547,95.0,31.547,,31.547,0.0,2.823,,4.905,0.0,1201.457,640.868,587.455,53.413,,53.413,199.259,,,,,,194.354,840.127,2041.584,0.0,146.003,0.958,145.045,0.0,1433.163,-109.736,1469.43,2.538,1471.968,3513.552,
04/25/2020,2715.35,77.944,77.944,0.0,416.523,416.523,0.0,812.194,,,,,236.104,0.204,,236.104,1542.765,382.746,737.656,-354.91,214.915,214.915,574.924,452.229,138.724,313.505,122.491,1172.585,,1044.192,862.093,0.0,0.0,182.099,30.706,0.0,30.706,0.0,30.706,0.0,0.0,0.0,19.849,0.0,1074.898,637.62,587.766,49.854,0.0,49.854,166.388,0.0,0.0,0.0,0.0,134.547,11.992,804.008,1878.906,0.0,147.565,0.959,146.606,0.0,799.652,-113.1,834.117,2.327,836.444,2715.35,
07/25/2020,2646.196,119.561,119.561,0.0,372.317,372.317,0.0,700.535,,,,,267.714,0.16,,267.714,1460.127,377.556,,,241.602,241.602,566.911,444.202,139.197,305.005,122.549,1186.069,,811.584,549.715,,,261.869,167.2,136.0,31.2,,31.2,,0.0,,18.173,0.0,978.784,635.817,588.011,47.806,,47.806,176.857,,,,,,158.684,812.674,1791.458,0.0,153.28,0.963,152.317,0.0,799.587,-100.251,852.616,2.122,854.738,2646.196,
