Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1999,399.545013,72.639,,,,,0.0,,100.559998,,0.0,0.0,0.0,14.241,,201.496002,,,,,0.0,10.609014,,0.0,178.199997,,,,,,0.0,,,,,,,,,,102.969998,281.169995,0.0,53.105,,,,,65.269997,118.374996,0.0,118.374996,399.544991,
06/30/1999,403.251007,76.262001,,,,,0.0,,103.439003,,0.0,0.0,0.0,16.737,,199.082993,,,,,0.0,7.730011,,0.0,153.199997,,,,,,0.0,,,,,,,,,,117.974004,271.174001,0.0,53.105,,,,,78.972,132.077,0.0,132.077,403.251,
09/30/1999,443.415985,158.518997,,,,,0.0,,60.948002,,0.0,0.0,0.0,18.684,,196.671005,,,,,,8.593981,,0.0,153.199997,,,,,,0.0,,,,,,,,,,141.809004,295.009001,0.0,55.344002,,,0.0,,93.063004,148.407006,0.0,148.407006,443.416007,
12/31/1999,447.582001,157.128998,,,,,0.0,,63.726002,,0.0,0.0,0.0,22.677,,194.257004,,,,,,9.792997,,0.0,28.200001,,,,,,0.0,,,,,,,,,,138.855993,167.055994,0.0,170.192993,,,0.0,,110.333,280.525993,0.0,280.525993,447.581987,
03/31/2000,388.429993,88.669998,,,,,0.0,,71.522003,,0.0,0.0,0.0,26.087,,191.843994,,,,,,10.306998,,0.0,0.0,,,,,,0.0,,,,,,,,,,88.424,88.424,0.0,170.354996,,,0.0,,129.651001,300.005997,0.0,300.005997,388.429997,
06/30/2000,433.729004,116.633003,,,,,0.0,,72.249001,,0.0,0.0,0.0,28.660999,,197.369995,,,,,,18.816006,,0.0,0.0,,,,,,8.04,,,,,,,,,,104.501999,112.541999,0.0,170.352997,,,0.0,,150.834,321.186997,0.0,321.186997,433.728996,
09/30/2000,492.494995,158.927994,,,,,0.0,,76.535004,,0.0,0.0,0.0,37.678001,,194.757004,,,,,,24.596992,,0.0,0.0,,,,,,0.0,,,,,,,,,,148.947,148.947,0.0,171.197006,,,0.0,,172.350998,343.548004,0.0,343.548004,492.495004,
12/31/2000,537.002991,192.589996,,,,,0.0,,83.283997,,0.0,0.0,0.0,45.598,,192.141998,,,,,0.0,23.389,,0.0,0.0,,,,,,0.0,,,,,,,,,,168.762005,168.762005,0.0,172.796005,,,-0.016,,195.461007,368.241012,0.0,368.241012,537.003017,
03/31/2001,500.442993,145.376999,,,,,0.0,,85.399002,,0.0,0.0,0.0,50.658001,,189.528,,,,,,29.480991,,0.0,0.0,,,,,,0.0,,,,,,,,,,98.628999,98.628999,0.0,184.259995,,,-4.346,,221.900001,401.813996,0.0,401.813996,500.442995,
06/30/2001,571.234009,99.231003,,,,,0.0,,78.216003,,0.0,0.0,0.0,56.728001,,186.914001,,,,,,150.145001,,0.0,0.0,,,,,,0.0,,,,,,,,,,142.362006,142.362006,0.0,184.035995,,,-2.852,,247.687999,428.871994,0.0,428.871994,571.234,
09/30/2001,643.77002,152.832001,,,,,0.0,,97.265999,,0.0,0.0,0.0,61.141998,,184.300995,,,,,,148.229027,,0.0,0.0,,,,,,0.0,,,,,,,,,,186.247993,186.247993,0.0,182.723999,,,-0.765,,275.563004,457.522003,0.0,457.522003,643.769996,
12/31/2001,684.478027,186.451004,,,,,0.0,,96.658997,,0.0,0.0,0.0,70.510002,,181.688004,,,,,,149.17002,,0.0,0.0,,,,,,0.0,,,,,,,,,,198.360994,198.360994,0.0,184.686996,,,-0.604,,302.033993,486.116989,0.0,486.116989,684.477983,
03/31/2002,666.643982,111.828003,,,,,0.0,,114.449997,,0.0,0.0,0.0,79.419998,,181.487,,,,,,179.458984,,0.0,0.0,,,,,,0.0,,,,,,,,,,143.640001,143.640001,0.0,193.796997,,,-3.132,,332.339001,523.003998,0.0,523.003998,666.643999,
06/30/2002,734.294006,169.533005,,,,,0.0,,118.710999,,0.0,0.0,0.0,92.772003,,181.285995,,,,,,171.992004,,0.0,0.0,,,,,,0.0,,,,,,,,,,173.076003,173.076003,0.0,195.039993,,,-3.272,,369.450009,561.218002,0.0,561.218002,734.294005,
09/30/2002,789.573975,213.675003,,,,,0.0,,111.844002,,0.0,0.0,0.0,93.527,,181.082001,,,,,,189.445969,,0.0,0.0,,,,,,0.0,,,,,,,,,,193.650007,193.650007,0.0,198.345993,,,-3.913,,401.491003,595.923996,0.0,595.923996,789.574003,
12/31/2002,864.187988,255.233994,,,,,0.0,,114.07,,0.0,0.0,0.0,93.922997,,182.826996,,,,,,218.134001,,0.0,0.0,,,,,,0.0,,,,,,,,,,229.533995,229.533995,0.0,200.641998,,,-5.431,,439.442993,634.653991,0.0,634.653991,864.187986,
03/31/2003,836.396973,191.214005,,,,,0.0,,115.527,,0.0,0.0,0.0,92.214996,,182.854996,,,,,,254.585976,,0.0,0.0,,,,,,0.0,,,,,,,,,,168.195002,168.195002,0.0,203.255005,,,-10.212,,475.158991,668.201996,0.0,668.201996,836.396998,
06/30/2003,900.66803,180.832993,,,,,0.0,,119.447998,,0.0,0.0,0.0,90.292,,192.203995,,,,,,317.891044,,0.0,0.0,,,,,,0.0,,,,,,,,,,191.681,191.681,0.0,199.014999,,,-9.252,,519.223985,708.986984,0.0,708.986984,900.667984,
09/30/2003,3484.802002,241.567001,,,,,0.0,,169.542007,,57.104,0.0,57.104,88.455002,,192.298004,,,,,,2792.939988,,0.0,438.854004,,,,,,1756.68396,,,,,,,,,,323.823,2519.360964,0.0,198.809006,,,-46.492001,,543.94299,696.259995,269.181,965.440995,3484.801959,
12/31/2003,967.223022,315.94101,,,,,0.0,,127.316002,,0.0,0.0,0.0,87.005997,,192.078995,,,,,0.0,244.881018,,0.0,0.0,,,,,,0.0,,,,,,,,,,252.675999,252.675999,0.0,197.098999,,,-50.083,570.534973,-4.242989,713.307983,1.239,714.546983,967.222982,
03/31/2004,909.442017,301.109009,,,,,0.0,,147.156006,,0.0,0.0,0.0,87.716003,,185.824005,,,,,,187.636994,,0.0,0.0,,,,,,0.0,,,,,,,,,,182.190996,182.190996,0.0,193.921997,,,-78.295998,609.835999,-2.511009,722.950989,4.3,727.250989,909.441985,
06/30/2004,966.451965,296.696014,,,,,0.0,,146.184998,,0.0,0.0,0.0,88.098,,185.591995,,,,,,249.880958,,0.0,0.0,,,,,,0.0,,,,,,,,,,202.212002,202.212002,0.0,184.641998,,,-69.285004,641.981018,-2.084991,755.253021,8.987,764.240021,966.452023,
09/30/2004,1076.999878,379.431,,,,,0.0,,170.707001,,0.0,0.0,0.0,88.376999,,184.287994,,,,,,254.196884,,0.0,0.0,,,,,,0.0,,,,,,,,,,333.32797,333.32797,0.0,183.024994,,,-64.32,616.184998,0.058952,734.948944,8.724,743.672944,1077.000914,
12/31/2004,1145.235,457.673,,,,,0.0,,153.152,,0.0,0.0,0.0,93.701,,361.034,176.924,,,,,79.675,,0.0,0.0,,,,,,0.0,,,,,,,,,,359.714,359.714,0.0,166.024,,,-51.354,650.016,3.666,768.352,17.169,785.521,1145.235,
03/31/2005,1493.918,312.286,,,,,0.0,,217.194,,0.0,0.0,0.0,107.977,,443.685,187.637,,,,,412.776,,0.0,0.0,,,,,,250.0,,,,,,,,,,373.493,623.493,0.0,211.793,,,-33.821,677.179,-8.756,846.395,24.03,870.425,1493.918,
06/30/2005,1562.544,367.386,,,,,0.0,,210.431,,0.0,0.0,0.0,115.323,,0.0,189.89,,,,,869.404,,0.0,0.0,,,,,,250.0,,,,,,,,,,448.352,698.352,0.0,211.653,,,-59.246,711.244,-10.036,853.615,10.577,864.192,1562.544,
09/30/2005,1673.104,396.514,,,,,0.0,,269.408,,0.0,0.0,0.0,123.687,,491.71,189.814,,,,,391.785,,0.0,0.0,,,,,,250.0,,,,,,,,,,546.328,796.328,0.0,185.08,,,-62.787,753.179,-8.282,867.19,9.586,876.776,1673.104,
12/31/2005,1848.0,484.223,,,,,0.0,,310.423,,0.0,0.0,0.0,129.451,,483.982,176.923,,,,,439.921,,0.0,0.0,,,,,,253.791,,,,,,,,,,662.352,916.143,0.0,184.45,,,-59.057,806.884,-10.034,922.243,9.614,931.857,1848.0,
03/31/2006,1841.052,368.098,,,,,0.0,,359.096,,0.0,0.0,0.0,136.972,,492.491,200.352,,,,,484.395,,0.0,0.0,,,,,,253.791,,,,,,,,,,581.951,835.742,0.0,188.606,,,-43.157,840.033,3.46,988.942,16.368,1005.31,1841.052,
06/30/2006,1923.921,368.687,,,,,0.0,,420.249,,0.0,0.0,0.0,142.526,,489.676,199.385,,,,,502.783,,0.0,0.0,,,,,,253.17,,,,,,,,,,609.648,862.818,0.0,190.575,,,-33.809,878.335,6.049,1041.15,19.953,1061.103,1923.921,
09/30/2006,17874.676,943.901,,,,,0.0,,1043.84,,0.0,0.0,0.0,193.752,,9386.693,3504.726,,,,,6306.49,,0.0,0.0,,,,,,253.17,,,,,,,,,,6145.824,6398.994,0.126,9772.913,,,-52.035,878.929,7.352,10607.285,868.397,11475.682,17874.676,
12/31/2006,20469.492,1160.304,,,,,0.0,,1088.657,,0.0,0.0,0.0,214.784,,11139.447,5257.017,,,,,6866.3,,0.0,0.0,,,,,,253.167,,,,,,,,,,8325.353,8578.52,0.126,9800.621,,,-57.354,993.821,44.666,10781.88,1109.092,11890.972,20469.492,
03/31/2007,20881.989,1018.828,,,,,0.0,,1447.639,,0.0,0.0,0.0,226.71,,11158.276,5306.882,,,,,7030.536,,0.0,550.0,,,,,,253.167,,,,,,,,,,7995.602,8798.769,0.126,9978.984,,,-119.454,1093.673,45.412,10998.741,1084.479,12083.22,20881.989,
06/30/2007,21992.177,1356.25,,,,,0.0,,1328.38,,0.0,0.0,0.0,245.12,,11282.278,5461.961,,,,,7780.149,,,360.0,,,,,,252.484,,,,,,,,,,8867.868,9480.352,0.126,10035.086,,,-222.031,1227.568,62.369,11103.118,1408.707,12511.825,21992.177,
09/30/2007,23078.534,2320.579,,,,,0.0,,1155.996,,0.0,0.0,0.0,250.481,,11243.761,5454.521,,,,,8107.717,,0.0,450.0,,,,,,946.879,,,,,,,,,,8954.464,10351.343,0.126,10071.654,,,-276.424,1387.478,85.478,11268.312,1458.879,12727.191,23078.534,
12/31/2007,22561.515,1656.2,,,,,0.0,,1235.94,,0.0,0.0,0.0,266.46,,12072.836,5519.714,,,,,7330.079,,0.0,300.0,,,,,,947.021,,,,,,,,,,9139.329,10386.35,0.126,10275.282,,,-184.014,1622.041,-116.48,11596.955,578.21,12175.165,22561.515,
03/31/2008,21816.404,1194.18,,,,,0.0,,1490.837,,,0.0,0.0,270.607,,12044.018,5500.414,,,,,6816.762,,0.0,300.0,,,,,,947.162,,,,,,,,,,8175.537,9422.699,0.126,10294.906,,,-144.477,1759.534,-95.88,11814.209,579.496,12393.705,21816.404,
06/30/2008,22017.252,1427.522,,,,,0.0,,1569.116,,,0.0,0.0,265.399,,12042.261,5535.174,,,,,6712.954,,,300.0,,,,,,946.552,,,,,,,,,,8096.603,9343.155,0.126,10343.787,,,-92.067,1929.726,-51.863,12129.709,544.388,12674.097,22017.252,
09/30/2008,21696.672,1793.293,,,,,0.0,,1208.577,,,0.0,0.0,274.295,,12020.766,5543.993,,,,,6399.741,,0.0,200.0,,,,,,946.693,,,,,,,,,,7493.823,8640.516,0.126,10408.315,,,-66.815,2042.52,-196.982,12187.164,868.992,13056.156,21696.672,
12/31/2008,19924.0,2032.0,,,,,0.0,,901.0,,,0.0,0.0,260.0,,11974.0,5533.0,,,,,4757.0,,,200.0,,,,,,942.0,,,,,,,,,,6488.0,7630.0,,10474.0,,,-58.0,1982.0,-329.0,12069.0,225.0,12294.0,19924.0,
03/31/2009,19223.0,1793.0,1137.0,195.0,97.0,,,845.0,953.0,,,,,256.0,256.0,12141.0,5736.0,6405.0,,,0.0,2943.0,,,200.0,,,,,200.0,943.0,,,,943.0,,,,1783.0,,4023.0,6949.0,1.0,10471.0,,10471.0,-25.0,1961.0,-335.0,12073.0,201.0,12274.0,19223.0,
06/30/2009,20409.0,2305.0,957.0,134.0,70.0,,,753.0,1067.0,,,,,252.0,252.0,12094.0,5723.0,6371.0,,,0.0,3734.0,,,200.0,,,,,200.0,942.0,,,,942.0,,,,1767.0,,4542.0,7451.0,1.0,10892.0,1.0,10891.0,0.0,2076.0,-224.0,12745.0,213.0,12958.0,20409.0,
09/30/2009,21380.0,2763.0,1041.0,143.0,103.0,,,795.0,1219.0,,,,,250.0,250.0,12053.0,5718.0,6335.0,,,0.0,4054.0,,,200.0,,,,,200.0,943.0,,,,943.0,,,,1729.0,,5217.0,8089.0,1.0,11004.0,1.0,11003.0,0.0,2286.0,-231.0,13060.0,231.0,13291.0,21380.0,
12/31/2009,178124.0,4708.0,1049.0,167.0,73.0,,,809.0,1718.0,,,,,443.0,443.0,30346.0,12680.0,17666.0,657.0,,0.0,139203.0,,,2234.0,0.0,0.0,,,2234.0,3434.0,0.0,0.0,,3434.0,0.0,0.0,0.0,5571.0,,142332.0,153571.0,1.0,22128.0,1.0,22127.0,-3.0,2436.0,-233.0,24329.0,224.0,24553.0,178124.0,
03/31/2010,168060.0,2703.0,1096.0,237.0,65.0,,,794.0,1868.0,,,,,450.0,450.0,30267.0,12641.0,17626.0,,,0.0,131676.0,,,880.0,,,,,880.0,4500.0,,,,4500.0,,,,5577.0,,132235.0,143192.0,1.0,22175.0,1.0,22174.0,-3.0,2777.0,-302.0,24648.0,220.0,24868.0,168060.0,
06/30/2010,162266.0,2183.0,1463.0,268.0,59.0,,,1136.0,1989.0,,,,,433.0,433.0,30226.0,12640.0,17586.0,,,0.0,125972.0,,,444.0,,,,,444.0,4477.0,,,,4477.0,,,,5601.0,,126590.0,137112.0,1.0,22285.0,1.0,22284.0,0.0,2991.0,-323.0,24954.0,200.0,25154.0,162266.0,
09/30/2010,174504.0,2636.0,1512.0,,58.0,,,1454.0,2052.0,,,,,429.0,429.0,30187.0,12641.0,17546.0,,,0.0,137688.0,,,100.0,,,,,100.0,4495.0,,,,4495.0,,,,5548.0,,138735.0,148878.0,1.0,22401.0,1.0,22400.0,-124.0,3354.0,-232.0,25400.0,226.0,25626.0,174504.0,
12/31/2010,178459.0,3367.0,1540.0,131.0,45.0,,,1364.0,2095.0,,,,,428.0,428.0,30317.0,12805.0,17512.0,657.0,,0.0,140055.0,,,100.0,0.0,0.0,,,100.0,4537.0,0.0,0.0,,4537.0,0.0,0.0,0.0,5477.0,,142017.0,152131.0,1.0,22503.0,1.0,22502.0,-1.0,3798.0,-207.0,26094.0,234.0,26328.0,178459.0,
03/31/2011,178422.0,2779.0,1528.0,121.0,59.0,,,1348.0,2223.0,,,,,479.0,479.0,30276.0,12804.0,17472.0,,,0.0,141137.0,,,0.0,,,,,0.0,4552.0,,,,4552.0,,,,5526.0,,141632.0,151710.0,1.0,22456.0,1.0,22455.0,-2.0,4077.0,-53.0,26479.0,233.0,26712.0,178422.0,
06/30/2011,185048.0,2796.0,1598.0,158.0,58.0,,,1382.0,2084.0,,,,,521.0,521.0,30236.0,12802.0,17434.0,,,0.0,147813.0,,,600.0,,,,,600.0,5980.0,,,,5980.0,,,,5440.0,,148362.0,160382.0,,20024.0,1.0,20023.0,,4441.0,-41.0,24424.0,242.0,24666.0,185048.0,
09/30/2011,174282.0,2983.0,1525.0,140.0,47.0,,,1338.0,2073.0,,,,,545.0,545.0,30192.0,12797.0,17395.0,,,,136964.0,,,100.0,,,,,100.0,6276.0,,,,6276.0,,,,5366.0,,137602.0,149344.0,0.0,20151.0,1.0,20150.0,-128.0,4815.0,-111.0,24727.0,211.0,24938.0,174282.0,
12/31/2011,179896.0,3506.0,1631.0,255.0,52.0,,,1324.0,1960.0,,,,,537.0,537.0,30148.0,12792.0,17356.0,635.0,,0.0,141479.0,,,600.0,0.0,0.0,,500.0,100.0,5764.0,0.0,0.0,,5764.0,0.0,0.0,0.0,5323.0,,142939.0,154626.0,0.0,20276.0,1.0,20275.0,-1.0,5118.0,-345.0,25048.0,222.0,25270.0,179896.0,
03/31/2012,185518.0,2552.0,1951.0,265.0,134.0,109.0,,1443.0,2312.0,,,,,545.0,545.0,30379.0,12899.0,17480.0,,406.0,0.0,147373.0,,,600.0,0.0,0.0,,500.0,100.0,5737.0,0.0,0.0,,5737.0,,,,5429.0,410.0,147818.0,159994.0,,20108.0,1.0,20107.0,-104.0,5390.0,-91.0,25303.0,221.0,25524.0,185518.0,
06/30/2012,182480.0,3595.0,1879.0,169.0,190.0,95.0,,1425.0,2084.0,0.0,,,,571.0,571.0,30329.0,12888.0,17441.0,,145.0,0.0,143877.0,,,600.0,,,,500.0,100.0,7124.0,,,,7124.0,,,,5385.0,145.0,144342.0,157596.0,,19226.0,2.0,19224.0,-124.0,5697.0,-127.0,24672.0,212.0,24884.0,182480.0,
