Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2012,192828.0,4223.0,1864.0,124.0,192.0,103.0,,1445.0,2464.0,,,,,560.0,560.0,30350.0,12908.0,17442.0,,29.0,0.0,153338.0,,,600.0,,,,500.0,100.0,7529.0,,,,7529.0,,,,5311.0,29.0,154078.0,167547.0,,19324.0,2.0,19322.0,-274.0,6066.0,-59.0,25057.0,224.0,25281.0,192828.0,
12/31/2012,200451.0,4606.0,1750.0,270.0,158.0,112.0,,1210.0,2250.0,,,,,557.0,557.0,30312.0,12910.0,17402.0,634.0,95.0,0.0,160247.0,,,850.0,0.0,0.0,,750.0,100.0,7339.0,0.0,0.0,,7339.0,0.0,0.0,0.0,5293.0,100.0,161284.0,174866.0,,19421.0,2.0,19419.0,-432.0,6473.0,-59.0,25403.0,182.0,25585.0,200451.0,
03/31/2013,200738.0,3942.0,1711.0,247.0,178.0,53.0,,1233.0,2618.0,,,,,529.0,529.0,30266.0,12904.0,17362.0,,,0.0,161672.0,,,750.0,,,,750.0,0.0,7269.0,,,,7269.0,,,,5379.0,5.0,161704.0,175107.0,0.0,19212.0,2.0,19210.0,-523.0,6822.0,-166.0,25345.0,286.0,25631.0,200738.0,
06/30/2013,193745.0,3668.0,1773.0,313.0,150.0,53.0,,1257.0,2249.0,0.0,,,,524.0,524.0,30221.0,12899.0,17322.0,,,0.0,155310.0,,,1000.0,,,,1000.0,0.0,6083.0,,,,6083.0,,,,5318.0,5.0,155584.0,167990.0,0.0,19304.0,2.0,19302.0,-750.0,7233.0,-198.0,25589.0,166.0,25755.0,193745.0,
09/30/2013,212717.0,3987.0,1878.0,505.0,168.0,57.0,,1148.0,4311.0,,,,,523.0,523.0,30451.0,12938.0,17513.0,,,0.0,171567.0,,,1000.0,,,,1000.0,0.0,6006.0,,,,6006.0,,,,5237.0,,174329.0,186572.0,0.0,19393.0,2.0,19391.0,-993.0,7678.0,-79.0,25999.0,146.0,26145.0,212717.0,
12/31/2013,219873.0,4390.0,2151.0,370.0,183.0,83.0,,1515.0,2247.0,,,,,525.0,525.0,30481.0,12980.0,17501.0,756.0,,0.0,179323.0,,,1000.0,0.0,0.0,,1000.0,0.0,6308.0,0.0,0.0,,6308.0,0.0,0.0,0.0,5085.0,,180864.0,193257.0,0.0,19475.0,2.0,19473.0,-1210.0,8230.0,-35.0,26460.0,156.0,26616.0,219873.0,
03/31/2014,216297.0,4394.0,2092.0,569.0,150.0,32.0,,1341.0,2868.0,,,,,508.0,508.0,30434.0,12975.0,17459.0,,,0.0,176001.0,,,1000.0,,,,1000.0,0.0,7180.0,,,,7180.0,,,,5241.0,,176263.0,189684.0,0.0,19089.0,2.0,19087.0,-1180.0,8604.0,-35.0,26478.0,135.0,26613.0,216297.0,
06/30/2014,231693.0,5127.0,2095.0,451.0,277.0,48.0,,1319.0,4207.0,0.0,,,,496.0,496.0,30389.0,12971.0,17418.0,,,0.0,189379.0,,,1000.0,,,,1000.0,0.0,7635.0,,,,7635.0,,,,5177.0,,190862.0,204674.0,0.0,19183.0,2.0,19181.0,-1416.0,9113.0,1.0,26881.0,138.0,27019.0,231693.0,
09/30/2014,222812.0,6149.0,1951.0,477.0,221.0,64.0,,1189.0,2631.0,,,,,468.0,468.0,30344.0,12966.0,17378.0,,,0.0,181269.0,,,1000.0,,,,1000.0,0.0,7826.0,,,,7826.0,,,,5056.0,,181695.0,195577.0,0.0,19272.0,2.0,19270.0,-1657.0,9660.0,-169.0,27106.0,129.0,27235.0,222812.0,
12/31/2014,239792.0,5723.0,1921.0,536.0,201.0,79.0,,1105.0,2120.0,,,,,467.0,467.0,30305.0,12961.0,17344.0,791.0,,0.0,198465.0,,,750.0,0.0,0.0,,750.0,0.0,7561.0,0.0,0.0,,7561.0,0.0,0.0,0.0,4989.0,,199007.0,212307.0,0.0,19388.0,2.0,19386.0,-1894.0,10145.0,-273.0,27366.0,119.0,27485.0,239792.0,
03/31/2015,242714.0,4293.0,2204.0,869.0,200.0,13.0,,1122.0,2836.0,,,,,537.0,537.0,30404.0,12975.0,17429.0,,,0.0,202440.0,,,750.0,,,,750.0,0.0,8152.0,,,,8152.0,,,,5077.0,,201259.0,215238.0,0.0,19128.0,2.0,19126.0,-1927.0,10613.0,-439.0,27375.0,101.0,27476.0,242714.0,
06/30/2015,237008.0,4907.0,1436.0,660.0,35.0,100.0,,641.0,2347.0,0.0,,,,545.0,545.0,30364.0,12970.0,17394.0,,,0.0,197409.0,,,0.0,,,,,,4947.0,,,,4947.0,,,,4999.0,,199190.0,209136.0,0.0,19254.0,2.0,19252.0,-2191.0,11052.0,-339.0,27776.0,96.0,27872.0,237008.0,
09/30/2015,222216.0,5673.0,1372.0,628.0,34.0,111.0,,599.0,2542.0,,,,,543.0,543.0,30325.0,12965.0,17360.0,,,0.0,181761.0,,,0.0,,,,,,4950.0,,,,4950.0,,,,4921.0,,183864.0,193735.0,0.0,19329.0,2.0,19327.0,-2318.0,11533.0,-408.0,28136.0,345.0,28481.0,222216.0,
12/31/2015,225261.0,6083.0,1578.0,785.0,44.0,108.0,,641.0,2237.0,,,,,581.0,581.0,30495.0,13123.0,17372.0,882.0,,0.0,183405.0,,,699.0,0.0,0.0,,699.0,0.0,4408.0,0.0,0.0,,4408.0,0.0,0.0,0.0,4851.0,,186259.0,196217.0,0.0,19407.0,2.0,19405.0,-2489.0,12033.0,-448.0,28503.0,541.0,29044.0,225261.0,
03/31/2016,222958.0,4981.0,1504.0,722.0,77.0,33.0,,672.0,2526.0,,,,,581.0,581.0,30466.0,13119.0,17347.0,,,0.0,182900.0,,,0.0,,,,,,5155.0,,,,5155.0,,,,4937.0,,183880.0,193972.0,0.0,19029.0,2.0,19027.0,-2432.0,12271.0,-474.0,28394.0,592.0,28986.0,222958.0,
06/30/2016,222055.0,5065.0,1476.0,685.0,60.0,32.0,,14.0,2885.0,,,,,576.0,576.0,30540.0,13128.0,17412.0,,,0.0,181513.0,,,0.0,,,,,,5135.0,,,,5135.0,,,,4899.0,,182866.0,192900.0,0.0,19134.0,2.0,19132.0,-2690.0,12684.0,-560.0,28568.0,587.0,29155.0,222055.0,
09/30/2016,226739.0,5454.0,1731.0,666.0,85.0,192.0,,788.0,2601.0,,,,,564.0,564.0,30511.0,13124.0,17387.0,,,,185878.0,,,0.0,,,,,,5233.0,,,,5233.0,,,,4832.0,,187113.0,197178.0,0.0,19238.0,2.0,19236.0,-2919.0,13183.0,-598.0,28904.0,657.0,29561.0,226739.0,
12/31/2016,220177.0,6091.0,1595.0,625.0,80.0,51.0,,839.0,2115.0,,,,,559.0,559.0,30481.0,13118.0,17363.0,838.0,,,178498.0,,,700.0,0.0,0.0,,700.0,0.0,4431.0,0.0,0.0,,4431.0,,,,4840.0,,180862.0,190833.0,0.0,19339.0,2.0,19337.0,-3185.0,13660.0,-716.0,29098.0,246.0,29344.0,220177.0,
03/31/2017,230586.0,5703.0,1857.0,920.0,80.0,51.0,,806.0,3227.0,,,,,546.0,546.0,30451.0,13113.0,17338.0,,,0.0,188802.0,,,700.0,,,,700.0,0.0,5126.0,,,,5126.0,,,,5030.0,,190215.0,201071.0,0.0,18931.0,2.0,18929.0,-3171.0,14073.0,-677.0,29156.0,359.0,29515.0,230586.0,
06/30/2017,217488.0,5508.0,1942.0,719.0,103.0,74.0,,1046.0,2984.0,,,,,549.0,549.0,30622.0,13199.0,17423.0,,,0.0,175883.0,,,0.0,,,,,,5265.0,,,,5265.0,,,,4981.0,,177355.0,187601.0,0.0,19040.0,2.0,19038.0,-3433.0,14523.0,-575.0,29555.0,332.0,29887.0,217488.0,
09/30/2017,220567.0,6165.0,1928.0,692.0,104.0,76.0,,1056.0,3183.0,,,,,571.0,571.0,30626.0,13226.0,17400.0,,,0.0,178094.0,,,1000.0,,,,1000.0,0.0,4319.0,,,,4319.0,,,,4966.0,,179865.0,190150.0,0.0,19147.0,2.0,19145.0,-3697.0,15065.0,-473.0,30042.0,375.0,30417.0,220567.0,
12/31/2017,220241.0,6894.0,1981.0,835.0,103.0,102.0,,941.0,2699.0,,,,,592.0,592.0,30609.0,13220.0,17389.0,404.0,,0.0,177062.0,,,999.0,0.0,0.0,,999.0,0.0,4015.0,0.0,0.0,,4015.0,0.0,0.0,0.0,3527.0,,179436.0,187977.0,0.0,19258.0,2.0,19256.0,-3967.0,16939.0,-432.0,31798.0,466.0,32264.0,220241.0,
03/31/2018,216017.0,5978.0,2050.0,941.0,151.0,132.0,,826.0,2677.0,,,,,589.0,589.0,30595.0,13217.0,17378.0,,,0.0,174128.0,,,0.0,,,,,,5461.0,,,,5461.0,,,,3516.0,,174457.0,183434.0,0.0,18858.0,2.0,18856.0,-4108.0,17529.0,-301.0,31978.0,605.0,32583.0,216017.0,
06/30/2018,195549.0,6599.0,1813.0,669.0,151.0,125.0,,868.0,2567.0,,,,,581.0,581.0,30582.0,13215.0,17367.0,,,0.0,153407.0,,,0.0,,,,,,5461.0,,,,5461.0,,,,3511.0,,153707.0,162679.0,0.0,18955.0,2.0,18953.0,-4388.0,18138.0,-575.0,32130.0,740.0,32870.0,195549.0,
