Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/03/2009,38.764,,,-44.774,,-6.01,,-13.346,10.131,5.092,,,3.215,-19.356,-0.428,,0.0,,0.0,0.428,-19.784,1.612,-18.172,1.371,,,-19.543,0.0,-19.543,0.0,0.0,-19.543,-19.543,,29.789912,-0.66,-0.61,-0.22,29.789912,-0.66,-0.61,-0.22,
04/04/2009,44.358,44.358,,-41.659,41.659,2.699,0.0,-16.36,13.206,4.233,8.973,3.154,0.0,-13.661,0.102,,,,,-0.102,-13.559,-0.035,-13.594,-0.197,-0.197,0.0,-13.397,0.0,-13.397,0.0,0.0,-13.397,-11.124,2.47,29.787,-0.45,-0.46,-0.373452,29.787,-0.45,-0.46,-0.377078,
06/26/2009,58.419,58.419,,-53.341,53.341,5.078,0.0,-9.127,22.005,14.003,8.002,7.575,-20.453,-4.049,1.175,-0.058,,,,-1.117,-2.874,2.277,-0.597,0.217,0.217,0.0,-0.814,0.0,-0.814,0.0,0.0,-0.814,-12.27165,-11.67465,29.794,-0.03,-0.02,-0.411883,29.794,-0.03,-0.02,-0.411883,
09/25/2009,100.123,100.123,,-77.755,77.755,22.368,0.0,-40.837,29.864,16.053,13.811,10.059,0.914,-18.469,0.729,-0.124,,,,-0.605,-17.74,-0.062,-17.802,-0.18,-0.18,0.0,-17.622,0.0,-17.622,0.0,0.0,-17.622,-17.2079,0.5941,29.893,-0.59,-0.6,-0.57565,29.893,-0.59,-0.6,-0.580126,
12/25/2009,94.137,94.137,,-75.451,75.451,18.686,0.0,-44.946,29.825,16.85,12.975,14.374,0.747,-26.26,-1.415,-0.104,,,,1.519,-27.675,4.548,-23.127,-0.084,-0.084,0.0,-23.043,0.0,-23.043,0.0,0.0,-23.043,-22.64145,0.48555,29.952,-0.77,-0.77,-0.755924,29.952,-0.77,-0.77,-0.755924,
03/26/2010,107.82,107.82,,-78.9,78.9,28.92,0.0,-46.165,30.001,16.731,13.27,14.73,1.434,-17.245,-2.461,-0.105,,,,2.566,-19.706,-0.556,-20.262,-0.082,-0.082,0.0,-20.18,0.0,-20.18,0.0,0.0,-20.18,-19.3247,0.9373,30.097,-0.67,-0.67,-0.642081,30.097,-0.67,-0.67,-0.642081,
06/25/2010,101.637,101.637,,-82.022,82.022,19.615,0.0,-44.291,30.558,18.02,12.538,14.879,-1.146,-24.676,-3.505,-0.103,,,,3.608,-28.181,0.511,-27.67,-0.063,-0.063,0.0,-27.607,0.0,-27.607,0.0,0.0,-27.607,-28.41555,-0.74555,30.121,-0.91,-0.91,-0.94338,30.121,-0.91,-0.91,-0.94338,
09/24/2010,112.894,96.076,16.818,-81.897,81.897,30.997,0.0,-42.08,27.692,14.938,12.754,13.753,0.635,-11.083,0.545,-0.13,,,,-0.415,-10.538,-0.649,-11.187,0.0,0.0,0.0,-11.187,0.0,-11.187,0.0,0.0,-11.187,-10.77425,0.41275,30.536,-0.37,-0.37,-0.352838,30.536,-0.37,-0.37,-0.356483,
12/24/2010,177.524,147.678,29.846,-125.195,125.195,52.329,0.0,-43.372,29.791,18.021,11.77,13.415,0.166,8.957,-4.499,-0.096,,,,4.595,4.458,-0.734,3.724,0.0,0.0,0.0,3.724,0.0,3.724,0.0,0.0,3.724,3.9047,0.1807,30.321,0.12,0.12,0.128779,30.836,0.12,0.12,0.12586,
03/25/2011,143.664,122.348,21.316,-103.162,103.162,40.502,0.0,-44.349,29.035,16.607,12.428,13.305,2.009,-3.847,2.89,-0.01,,,,-2.88,-0.957,-0.715,-1.672,0.0,0.0,0.0,-1.672,0.0,-1.672,0.0,0.0,-1.672,1.32385,2.99585,30.577,-0.05,-0.05,0.043296,30.577,-0.05,-0.05,0.043296,
06/24/2011,195.486,195.486,,-149.502,149.502,45.984,0.0,-59.0,41.873,26.247,15.626,13.594,3.533,-13.016,0.062,0.141,,,,-0.203,-12.954,0.856,-12.098,0.0,0.0,0.0,-12.098,0.0,-12.098,0.0,0.0,-12.098,-9.15155,2.94645,31.029,-0.39,-0.39,-0.294935,31.029,-0.39,-0.39,-0.295042,
09/30/2011,178.895,157.183,21.712,-126.257,126.257,52.638,0.0,-55.006,38.683,21.798,16.885,16.19,0.133,-2.368,-0.956,0.098,,,,0.858,-3.324,0.667,-2.657,0.0,0.0,0.0,-2.657,0.0,-2.657,0.0,0.0,-2.657,-1.524,1.133,31.303,-0.08,-0.08,-0.048685,31.303,-0.08,-0.08,-0.048685,
12/30/2011,195.214,175.268,19.946,-143.031,143.031,52.183,0.0,-54.131,37.899,23.1,14.799,16.255,-0.023,-1.948,-0.211,-0.074,,,,0.285,-2.159,-0.097,-2.256,0.0,0.0,0.0,-2.256,0.0,-2.256,0.0,0.0,-2.256,-2.27095,-0.01495,31.604,-0.07,-0.07,-0.071856,31.604,-0.07,-0.07,-0.071856,
03/30/2012,199.39,179.2,20.19,-147.88,147.88,51.51,0.0,-53.001,38.0,21.824,16.176,14.982,0.019,-1.491,0.787,0.126,,,,-0.913,-0.704,-0.458,-1.162,0.0,0.0,0.0,-1.162,0.0,-1.162,0.0,0.0,-1.162,-1.14965,0.01235,31.783,-0.04,-0.04,-0.036172,31.783,-0.04,-0.04,-0.039611,
06/29/2012,179.488,179.488,,-142.002,142.002,37.486,0.0,-53.122,35.853,21.692,14.161,14.929,2.34,-15.636,-1.637,0.147,,,,1.49,-17.273,-1.113,-18.386,0.0,0.0,0.0,-18.386,0.0,-18.386,0.0,0.0,-18.386,-16.649,1.737,31.947,-0.58,-0.58,-0.521144,31.947,-0.58,-0.58,-0.525629,
09/28/2012,192.881,173.761,19.12,-150.671,150.671,42.21,0.0,-49.203,33.76,19.571,14.189,13.969,1.474,-6.993,-1.262,0.155,0.199,-0.044,,1.107,-8.255,-0.425,-8.68,0.0,0.0,0.0,-8.68,0.0,-8.68,0.0,0.0,-8.68,-6.796,1.884,32.166,-0.27,-0.27,-0.211279,32.166,-0.27,-0.27,-0.211429,
12/28/2012,171.226,154.244,16.982,-123.662,123.662,47.564,0.0,-50.444,32.047,19.664,12.383,15.53,2.867,-2.88,0.101,0.112,0.166,-0.054,,-0.213,-2.779,3.88,1.101,0.0,0.0,0.0,1.101,0.0,1.101,0.0,0.0,1.101,4.192,3.091,32.41,0.03,0.03,0.129343,32.778,0.03,0.03,0.124301,
03/29/2013,232.588,217.687,14.901,-180.096,180.096,52.492,0.0,-51.006,34.748,19.824,14.924,15.518,0.74,1.486,-0.37,0.011,0.077,-0.066,,0.359,1.116,8.108,9.224,0.0,0.0,0.0,9.224,0.0,9.224,0.0,0.0,9.224,10.968,1.744,33.201,0.28,0.28,0.330351,34.467,0.27,0.27,0.320599,
06/28/2013,170.532,170.532,,-123.746,123.746,46.786,0.0,-52.053,32.492,19.671,12.821,15.594,3.967,-5.267,-0.258,0.033,0.078,-0.045,,0.225,-5.525,1.06,-4.465,0.0,0.0,0.0,-4.465,0.0,-4.465,0.0,0.0,-4.465,2.724,7.189,33.859,-0.13,-0.13,0.080451,33.859,-0.13,-0.13,0.080451,
09/27/2013,147.519,137.295,10.224,-109.271,109.271,38.248,0.0,-45.438,30.078,17.596,12.482,14.834,0.526,-7.19,0.296,0.007,0.064,-0.057,,-0.303,-6.894,0.071,-6.823,0.0,0.0,0.0,-6.823,0.0,-6.823,0.0,0.0,-6.823,-5.158,1.665,34.096,-0.2,-0.2,-0.151279,34.096,-0.2,-0.2,-0.151279,
12/27/2013,116.06,116.06,,-82.577,82.577,33.483,0.0,-48.375,33.362,18.815,14.547,14.902,0.111,-14.892,1.639,0.046,0.066,-0.02,,-1.685,-13.253,-0.431,-13.684,0.0,0.0,0.0,-13.684,0.0,-13.684,0.0,0.0,-13.684,-10.801,2.883,34.176,-0.4,-0.4,-0.31604,34.176,-0.4,-0.4,-0.31604,
03/28/2014,124.283,120.904,3.379,-93.213,93.213,31.07,0.0,-52.872,35.536,19.105,16.431,17.327,0.009,-21.802,0.492,0.041,,,,-0.533,-21.31,-0.548,-21.858,0.0,0.0,0.0,-21.858,0.0,-21.858,0.0,0.0,-21.858,-13.894,7.964,34.325,-0.64,-0.64,-0.404778,34.325,-0.64,-0.64,-0.407983,
06/27/2014,142.084,142.084,,-106.478,106.478,35.606,0.0,-46.569,29.501,17.165,12.336,16.463,0.605,-10.963,-0.382,0.023,,,,0.359,-11.345,0.896,-10.449,0.0,0.0,0.0,-10.449,0.0,-10.449,0.0,0.0,-10.449,-4.1129,6.3361,34.445,-0.3,-0.3,-0.119405,34.445,-0.3,-0.3,-0.119405,
09/26/2014,111.701,111.701,,-79.329,79.329,32.372,0.0,-42.482,29.166,15.861,13.305,13.2,0.116,-10.11,0.101,0.042,,,,-0.143,-10.009,-0.324,-10.333,0.0,0.0,0.0,-10.333,0.0,-10.333,0.0,0.0,-10.333,-8.691,1.642,34.42,-0.3,-0.3,-0.252499,34.42,-0.3,-0.3,-0.252499,
12/26/2014,138.15,138.15,,-101.341,101.341,36.809,0.0,-46.813,32.034,16.78,15.254,14.779,0.0,-10.004,-0.305,0.058,,,,0.247,-10.309,-0.129,-10.438,0.0,0.0,0.0,-10.438,0.0,-10.438,0.0,0.0,-10.438,-4.663,5.775,34.375,-0.3,-0.3,-0.135651,34.375,-0.3,-0.3,-0.135651,
03/27/2015,118.504,118.504,,-84.845,84.845,33.659,0.0,-40.104,27.088,14.248,12.84,13.016,0.0,-6.445,-2.189,1.614,,,,0.575,-8.634,-0.128,-8.762,0.0,0.0,0.0,-8.762,0.0,-8.762,0.0,0.0,-8.762,-7.366,1.396,34.586,-0.25,-0.25,-0.212976,34.586,-0.25,-0.25,-0.212976,
06/26/2015,152.904,152.904,,-121.106,121.106,31.798,0.0,-39.328,27.117,14.655,12.462,12.211,0.0,-7.53,-2.223,2.03,,,,0.193,-9.753,0.141,-9.612,0.0,0.0,0.0,-9.612,0.0,-9.612,0.0,0.0,-9.612,-7.4335,2.1785,34.839,-0.28,-0.28,-0.213367,34.839,-0.28,-0.28,-0.21747,
09/25/2015,126.307,126.307,,-97.843,97.843,28.464,0.0,-37.655,24.475,12.568,11.907,13.18,0.0,-9.191,-2.132,2.029,,,,0.103,-11.323,-0.249,-11.572,0.0,0.0,0.0,-11.572,0.0,-11.572,0.0,0.0,-11.572,-9.1994,2.3726,35.174,-0.33,-0.33,-0.26154,35.174,-0.33,-0.33,-0.262547,
12/25/2015,151.826,151.826,,-111.001,111.001,40.825,0.0,-39.417,26.43,13.826,12.604,12.987,0.0,1.408,-1.487,2.027,,,,-0.54,-0.079,-0.4,-0.479,0.0,0.0,0.0,-0.479,0.0,-0.479,0.0,0.0,-0.479,1.647,2.126,35.531,-0.01,-0.01,0.046354,35.531,-0.01,-0.01,0.046354,
03/25/2016,132.083,132.083,,-94.315,94.315,37.768,0.0,-32.853,24.534,12.308,12.226,12.744,-4.425,4.915,-3.8,1.988,,,,1.812,1.115,-0.376,0.739,0.0,0.0,0.0,0.739,0.0,0.739,0.0,0.0,0.739,-4.89925,-5.63825,35.954,0.02,0.02,-0.136264,37.028,0.02,0.02,-0.136264,
06/24/2016,122.714,122.714,,-85.226,85.226,37.488,0.0,-35.732,23.946,12.823,11.123,11.786,0.0,1.756,-3.273,1.888,,,,1.385,-1.517,1.651,0.134,0.0,0.0,0.0,0.134,0.0,0.134,0.0,0.0,0.134,0.297,0.163,36.319,0.0,0.0,0.008178,37.379,0.0,0.0,0.004361,
09/30/2016,126.0,,,,,35.406,,,,,,,,3.9,,,,,,,1.899,,-1.2,,,,,,-1.2,,,-1.2,1.637,,,-0.03,-0.03,0.045,,-0.03,-0.03,0.045,
