Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/2000,285.850006,1.199,1.199,0.0,36.870998,,,3.976,,,,,41.813999,,,,,83.860001,24.290001,,,0.0,177.699997,171.181,,,6.518997,201.989998,,22.431,22.431,,,,2.842,,,,,,97.335002,,,97.335002,122.608002,3.664,,,,,9.227,,,,,,9.227,12.891,135.499002,0.0,,,,0.0,,131.600006,131.600006,18.750999,150.351006,285.850008,
11/30/2000,279.932007,4.974,4.974,0.0,33.476002,,,3.522,,,,,38.696999,,,,,80.668999,24.443001,,,0.0,174.820007,168.953995,,,5.866013,199.263008,,24.796,24.796,,,,2.789,0.0,2.789,2.789,,,74.773002,,,74.773002,102.358002,2.976,0.0,2.976,2.976,,11.247,,,,,,11.247,14.223,116.581002,0.0,,,,0.0,,144.371002,144.371002,18.98,163.351002,279.932003,
02/28/2001,262.036987,0.55,0.55,0.0,38.087002,,,3.096,,,,,24.249001,,,,,65.982002,24.118999,,,5.0,166.936005,166.494003,,,0.442001,196.055004,,32.403,32.403,,,,61.717999,58.999999,2.718,2.718,,,4.66,,,4.66,98.780998,2.255,0.0,2.255,2.255,,11.324,,,,,,11.324,13.579,112.359999,0.0,133.576996,,,0.0,,-2.966,130.610996,19.066,149.676996,262.036994,
05/31/2001,458.604004,6.103,6.103,0.0,39.264,,,3.216,,,,,87.915001,,,,,136.498001,44.335999,91.656998,-47.320999,0.0,277.769989,277.375,137.281006,140.093994,0.394989,322.105988,,10.133,10.133,,,,75.738998,72.999998,2.739,2.739,,,46.611995,,,46.611995,132.483994,1.974,0.0,1.974,1.974,,14.272,,,,,,14.272,16.246,148.729994,0.0,272.243011,,,0.0,,-1.221,271.022012,38.852001,309.874013,458.604007,
08/31/2001,464.459,0.657,0.657,,43.185,43.185,,2.926,,,,,97.864,,,,,144.632,44.965,,,,274.862,274.384,118.581,155.803,0.478,319.827,,72.873,72.873,,,,65.946,63.5,2.446,2.446,,,0.0,,,0.0,138.819,1.367,0.0,1.367,1.367,,14.174,,,,,,14.174,15.541,154.36,,274.596,,,,13.631,-3.813,284.414,25.685,310.099,464.459,
11/30/2001,493.118988,26.868,26.868,0.0,47.178001,,,0.0,0.0,0.0,0.0,0.0,45.965,,,,,120.011002,49.018002,,,0.0,324.089996,323.613007,156.746994,166.866013,0.47699,373.107998,,52.463001,52.463001,,,,91.470001,89.000001,2.47,2.47,,,13.025997,,,13.025997,156.959,1.822,0.0,1.822,1.822,,14.184,,,,,,14.184,16.006,172.965,0.0,274.665985,,,0.0,,18.993999,293.659985,26.493999,320.153984,493.118984,
02/28/2002,459.28,17.47,17.47,0.0,46.673,,,2.838,,,,,13.093,,,,,80.074,52.777,,,0.0,326.424,321.035004,156.970001,164.065003,5.388996,379.201,,52.419998,52.419998,,,,50.763,48.0,2.763,2.763,,,7.205002,,,7.205002,110.388,5.296,0.0,5.296,5.296,,14.16,,,,,,14.16,19.456,129.844,0.0,275.81601,,,0.0,,27.913,303.72901,25.702,329.43101,459.27501,
05/31/2002,431.417999,19.194,19.194,0.0,43.576,,,0.0,,,,,16.687,,,,,79.457001,53.643002,117.384003,-63.741001,0.0,298.317993,293.019989,151.712006,141.307983,5.298004,351.960995,,63.161999,63.161999,,,,24.599001,22.000001,2.599,2.599,,,9.243998,,,9.243998,97.004997,4.711,0.0,4.711,4.711,,8.173,,,,,,8.173,12.884,109.888998,0.0,280.0,,,0.0,,16.288,296.288,25.240999,321.528999,431.417997,
08/31/2002,429.253,17.34,17.34,0.0,48.019,48.019,,2.644,,,,,11.802,,,,,79.805,53.853,,,0.0,295.595,290.306,151.712,138.594,5.289,349.448,,70.27,70.27,,,,10.995,8.5,2.495,2.495,,,0.0,,,0.0,81.265,4.139,0.0,4.139,4.139,,8.225,,,,,,8.225,12.364,93.629,0.0,281.775,,,0.0,33.338,-4.286,310.827,24.797,335.624,429.253,
11/30/2002,437.757996,34.98,34.98,0.0,41.665001,,,2.298,,,,,12.171,,,,,91.113998,53.022999,,,0.0,293.621002,288.221985,152.511002,135.710983,5.399017,346.644001,,70.639,70.639,,,,2.181,0.0,2.181,2.181,,,4.113998,,,4.113998,76.933998,3.803,0.0,3.803,3.803,,8.464,,,,,,8.464,12.267,89.200998,0.0,328.210999,,,0.0,,-3.856,324.354999,24.202,348.556998,437.757996,
