Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/26/1999,,,,,,,62.569832,24.581006,,-29.050279,-24.581006,-24.581006,,,,,
06/18/1999,,,,,,,57.575758,23.737374,,-24.747475,-15.656566,-15.656566,,,,,
09/10/1999,,,,,,,66.0,32.0,,-15.5,-14.0,-14.5,,,,,
12/31/1999,,,,,,,50.124688,27.680798,,-19.451372,7.98005,7.98005,,,47.434283,,
03/24/2000,,-6.966383,-1.03302,-2.97603,,,59.23913,19.021739,,-36.956522,-30.978261,-31.521739,,,,,
06/16/2000,,-9.400998,-1.287971,-3.400014,,,52.150538,11.827957,-208.333333,-33.333333,-28.494624,-31.182796,,,,,
09/08/2000,,-8.713522,-1.15026,-3.185624,,,66.519824,33.480176,44.444444,-9.251101,-7.488987,-9.69163,,,,,
12/31/2000,,11.049724,1.879745,2.983903,,,71.308523,58.463385,87.037037,45.858343,33.973589,33.373349,,0.0,20.563442,8.77752,
03/23/2001,,18.572018,2.999327,4.530445,,,26.68187,17.901938,17.604618,5.359179,3.648803,3.078677,,6.0,220.614822,-22.400607,
06/15/2001,,26.410466,4.196904,6.295922,,,27.530364,17.206478,18.453865,6.072874,4.959514,4.048583,,16.666667,156.65,-14.961529,
09/07/2001,,28.059701,4.340689,4.852192,,,21.816038,11.556604,3.542673,-0.707547,-0.825472,-1.886792,,,,,
12/31/2001,,1.523046,0.609537,0.653888,,,23.679245,13.113208,,-0.754717,-2.169811,-3.018868,,,,,
03/22/2002,,-1.261332,0.241706,0.255738,,,24.683544,14.177215,-51.724138,-0.886076,0.126582,-1.012658,,,,,
06/14/2002,,-3.055142,-0.059421,-0.06308,,,25.624321,16.5038,-26.865672,3.148751,2.605863,1.628664,,27.5,,,
09/06/2002,,-5.620609,-0.432303,-0.178083,,,19.260204,8.545918,-48.4375,-5.357143,-4.846939,-5.994898,,,,,
12/31/2002,,-4.038005,-0.192146,-0.113622,,,23.368607,12.962963,10.810811,-0.970018,-0.26455,-0.970018,,,,,
03/28/2003,,-6.877249,-0.618632,-0.635203,,,21.336761,10.539846,-250.0,-4.627249,-4.37018,-5.526992,,,,,
06/20/2003,,-9.856916,-1.06523,-1.189656,,,21.927711,12.168675,-56.043956,-2.650602,-1.686747,-2.771084,,,,,
09/12/2003,,-13.216863,-1.662083,-1.902003,,,15.363512,4.115226,-67.272727,-10.42524,-12.071331,-13.305898,,,,,
12/31/2003,,-1.375696,0.165602,0.233458,,,20.346715,10.40146,-86.842105,-8.029197,13.686131,12.956204,,,,,
03/26/2004,,-1.214985,0.200756,0.31814,,,21.305419,11.083744,23.529412,-3.571429,-3.817734,-4.926108,,,,,
06/18/2004,,0.738803,0.571803,0.702793,,,23.466093,14.639397,35.353535,-0.430571,1.829925,0.753498,,157.142857,,,
09/10/2004,,2.914932,1.064848,1.287661,,,15.492958,5.633803,26.923077,-6.658131,-6.017926,-7.682458,,,,,
12/31/2004,,-2.127108,0.0,0.048612,,,22.54717,12.45283,,1.415094,5.754717,4.90566,,,,,
03/25/2005,,-0.159151,0.425287,0.498605,,,22.278481,12.025316,,-0.759494,0.759494,-0.253165,,,,,
