Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,,0.0,0.0,625.217987,765.61499,-140.397003,18.316,18.316,0.0,0.0,0.0,643.533997,8.95,15.938,3.863,26.228001,,698.513,,24.473,15.463,2.431,13.032,377.229004,,,0.0,417.165009,0.0,2.368,403.096985,-124.116997,281.347988,698.513,
06/30/1994,,0.0,0.0,653.794022,800.606018,-146.811996,18.319,18.319,0.0,0.0,0.0,672.112976,12.462,15.281,3.696,22.660999,,726.213013,,12.651,16.256,2.56,13.696,338.957001,,,0.0,367.864014,0.0,2.508,487.105011,-131.264008,358.349003,726.213013,
09/30/1994,,0.0,0.0,669.073013,822.549011,-153.475998,13.177,13.177,0.0,0.0,0.0,682.25,7.314,14.91,3.673,26.254,,734.401001,,16.809999,16.285,2.603,13.682,348.950005,,,0.0,382.045013,0.0,2.379,488.71701,-138.740005,352.356005,734.401001,
12/31/1994,,0.0,0.0,692.085983,852.721985,-160.636002,13.178,13.178,0.0,0.0,0.0,705.263977,3.995,18.801001,3.588,22.089001,,753.737,,17.240999,16.19,2.687,13.503,372.876999,,,0.0,406.308014,0.0,2.274,496.958008,-151.802994,347.429014,753.737,
03/31/1995,,0.0,0.0,695.910019,863.916016,-168.005997,13.179,13.179,0.0,0.0,0.0,709.088989,17.959,14.293,3.567,26.997,,771.905029,,17.246,16.014,2.715,13.299,395.378998,,,0.0,428.639008,0.0,2.245,498.115997,-157.095001,343.265996,771.905029,
06/30/1995,,0.0,0.0,751.830032,927.504028,-175.673996,13.18,13.18,0.0,0.0,0.0,765.01001,8.558,12.305,3.504,25.754999,,815.132019,,22.660999,16.46,2.921,13.539,439.216995,,,0.0,478.338013,0.0,2.114,499.104004,-164.423996,336.794008,815.132019,
09/30/1995,,0.0,0.0,779.736023,962.473022,-182.737,13.181,13.181,0.0,0.0,0.0,792.916992,3.431,13.317,3.744,29.298,,842.70697,,21.207001,17.079,2.999,14.08,468.998993,,,0.0,507.285004,0.0,1.187,507.815002,-173.580002,335.422001,842.70697,
12/31/1995,,0.0,0.0,818.887009,1009.682007,-190.794998,13.561,13.561,0.0,0.0,0.0,832.447998,10.521,15.091,0.261,27.833,,886.153992,,8.571,36.109001,3.083,33.026001,512.586014,,,0.0,557.265991,0.0,1.42,508.869995,-181.401993,328.888002,886.153992,
03/31/1996,,0.0,0.0,825.802032,1024.712036,-198.910004,14.077,14.077,0.0,0.0,0.0,839.879028,8.252,15.813,0.485,27.999001,,892.427979,,5.66,35.336002,3.11,32.226002,528.343979,,,0.0,569.340027,0.0,1.262,510.312988,-188.487,323.087989,892.427979,
06/30/1996,,0.0,0.0,840.412949,1047.225952,-206.813004,23.327,23.327,0.0,0.0,0.0,863.73999,6.865,15.699,0.536,26.975,,913.815002,,7.21,36.324001,3.208,33.116001,513.875992,,,0.0,557.409973,0.0,1.24,550.752014,-195.587006,356.405009,913.815002,
