Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,47.983323,4.397245,,4.397245,2.770539,1.396571,1.279037,,36.993746,63.530759,,
06/30/1990,,,,,,44.557963,5.330641,,5.330641,3.357985,1.859088,2.027322,,37.005975,37.474007,,
09/30/1990,,,,,,42.369468,2.327587,,2.327587,2.419133,1.327411,0.956691,,,85.856614,,
12/31/1990,,,,,,42.256144,-0.846037,,-41.902909,-25.424052,-13.230484,-27.016083,,,,,
03/31/1991,,-9.645585,-0.181063,-0.205517,,43.312604,11.104615,64.652652,11.104615,7.218091,4.304066,5.897397,,34.999176,13.267216,-8.365884,
06/30/1991,,-6.367417,-0.090446,-0.103738,,41.904156,10.381703,54.983801,10.381703,6.955731,4.262278,5.764867,,33.000097,12.352205,-5.580901,
09/30/1991,,-1.793742,0.058206,0.066562,,42.886176,11.219083,48.501687,11.219083,7.832776,4.730506,6.651938,,30.183459,10.62099,-1.603229,
12/31/1991,,20.109799,0.739306,0.855063,,38.370773,13.421393,43.00033,13.421393,8.72398,5.671769,7.64991,,34.999446,9.946843,18.109508,
03/31/1992,,25.191173,0.935627,1.061197,,38.708667,18.902834,38.828271,18.902834,12.199586,8.500882,11.465813,,35.461603,7.485554,23.305474,
06/30/1992,,25.742876,0.934117,1.059757,,37.435545,13.625966,41.759671,13.625966,8.448099,5.601614,7.622703,,37.999999,12.537073,22.515472,
09/30/1992,,26.822004,0.883015,0.988244,,36.104082,14.603598,35.07745,14.603598,9.054224,6.176894,8.888411,,38.000047,17.170776,22.216458,
12/31/1992,,24.406704,0.867787,0.988543,,36.03477,12.199437,,12.199437,7.563728,4.954566,6.177448,,37.999371,0.833575,24.203255,
03/31/1993,,22.620233,0.757019,0.840314,,38.435439,18.122258,3.249417,18.122258,11.054604,7.616195,10.789991,,38.999853,7.262898,20.977349,
06/30/1993,,21.985214,0.756954,0.84464,,39.036228,15.509113,27.478518,15.509113,9.460534,6.209945,9.3227,,39.000157,12.947274,19.138728,
09/30/1993,,22.198573,0.700559,0.776437,,39.685501,14.68425,15.118489,14.68425,8.737074,5.667194,8.658327,,40.500368,12.997072,19.313408,
12/31/1993,,23.255329,0.774942,0.877428,,39.487002,13.870014,20.607735,13.870014,8.322067,5.286616,8.259822,,39.999578,12.839771,20.269398,
03/31/1994,,20.900584,0.64812,0.718025,,39.975223,12.332116,,12.332116,7.399243,5.14094,7.399242,,40.000214,17.231525,17.299095,
06/30/1994,,12.559569,0.420331,0.471016,,32.331614,-7.212513,-290.38007,-7.212513,-4.327543,-2.776642,-4.327543,,,,,
09/30/1994,,9.183454,0.292833,0.330057,,41.954832,5.746727,-75.361712,5.746727,3.448036,2.163398,3.448036,,39.999998,46.496533,4.913466,
12/31/1994,,2.285315,0.086799,0.098188,,37.990208,-6.589843,-196.479762,-6.589843,-3.14026,-1.857046,-3.338611,,,,,
03/31/1995,,0.148785,0.024026,0.027063,,46.515953,7.272825,-151.98732,7.272825,4.727302,2.780592,3.75773,,35.000474,43.647566,0.083844,
06/30/1995,,-5.470892,-0.132411,-0.152018,,28.203895,-17.654384,,-17.654384,-10.978204,-6.796648,-11.866178,,,,,
