Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Source: Bloomberg
06/30/2013,142.503,87.853,23.597,32.014,16.564,9.224,6.226,-0.961,0.486,0.159,5.305,-6.911,0.0,-180.184,-43.635,0.0,0.0,0.0,-43.635,-43.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.549,-27.647,0,0.0,0.0,0.0,0.0,-27.718,2.382,-30.1,0.071,0.03,-65.298,,
09/30/2013,120.962,83.379,24.618,12.763,2.846,-0.716,10.633,0.202,0.405,-1.234,-2.689,3.72,0.0,-92.067,-56.535,0.0,0.0,0.0,-56.535,-56.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.532,-3.153,0,0.0,0.0,0.0,0.0,-3.147,13.443,-16.59,-0.006,0.702,26.444,,
12/31/2013,140.065,79.622,24.903,-1.437,-7.65,-4.482,10.695,36.977,-9.438,-0.535,-1.337,48.287,0.0,-104.471,-63.261,0.0,0.0,0.0,-63.261,-63.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.21,-20.575,0,0.0,0.0,0.0,0.0,-20.563,20.685,-41.248,-0.012,0.108,15.127,,
03/31/2014,179.778,83.069,25.754,28.755,18.404,1.551,8.8,42.2,7.439,-2.16,8.006,28.915,0.0,-87.512,-47.23,0.0,0.0,0.0,-47.23,-47.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.282,-3.837,0,0.0,0.0,0.0,0.0,-3.781,8.955,-12.736,-0.056,-0.04,88.389,,
06/30/2014,180.653,110.27,27.009,19.938,33.481,-7.675,-5.868,23.436,-3.685,-0.316,9.69,17.747,0.0,-85.359,-55.61,0.0,0.0,0.0,-55.61,-55.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.749,-36.994,0,0.0,0.0,0.0,0.0,-36.995,0.561,-37.556,0.001,0.158,58.458,,
09/30/2014,189.325,130.801,27.961,25.811,17.3,-12.921,21.432,4.752,1.496,-0.375,-2.99,6.621,0.0,-206.911,-57.56,0.0,0.0,0.0,-57.56,-57.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-149.351,-9.672,0,0.0,0.0,0.0,0.0,-9.658,3.455,-13.113,-0.014,-0.174,-27.432,,
12/31/2014,132.311,121.234,29.75,19.628,5.588,-1.626,15.666,-38.301,-16.216,0.544,-12.538,-10.091,0.0,-139.062,-92.19,0.0,0.0,0.0,-92.19,-92.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.872,-16.234,0,0.0,0.0,0.0,0.0,-16.237,8.696,-24.933,0.003,-0.168,-23.153,,
03/31/2015,242.719,122.641,30.643,10.61,6.159,-5.551,10.002,78.825,13.3,-0.737,14.831,51.431,0.0,-103.477,-59.363,0.0,0.0,0.0,-59.363,-59.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.114,-12.541,0,0.0,0.0,0.0,0.0,-12.422,10.827,-23.249,-0.119,-3.209,123.492,,
06/30/2015,158.411,140.204,32.44,-37.781,-25.488,-7.481,-4.812,23.548,-4.207,-0.468,-0.72,28.943,0.0,-68.825,-55.032,0.0,0.0,0.0,-55.032,-55.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.793,-45.898,0,0.0,0.0,0.0,0.0,-45.842,47.231,-93.073,-0.056,1.04,44.728,,
09/30/2015,588.563,407.728,96.228,1.685,-15.136,-12.542,29.363,82.922,10.637,-2.212,7.101,67.396,0.0,-328.219,-181.84,0.0,0.0,0.0,-181.84,-181.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-146.379,-72.485,0,0.0,0.0,0.0,0.0,-72.26,74.862,-147.122,-0.225,-3.162,184.697,,
12/31/2015,94.753,67.874,34.14,39.321,-1.395,24.208,16.508,-46.582,-14.141,2.474,12.424,-47.339,0.0,-135.921,-75.578,0.0,0.0,0.0,-75.578,-75.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.343,-313.955,0,0.0,0.0,0.0,0.0,-313.973,,,0.018,-1.034,-356.157,,
03/31/2016,61.679,-26.432,34.788,23.51,9.825,2.259,11.426,29.813,14.642,-1.833,-8.852,25.856,0.0,522.727,-62.921,0.0,0.0,0.0,-62.921,-62.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.648,-583.132,0,0.0,0.0,0.0,0.0,-583.122,0.68,-583.802,-0.01,1.526,2.8,,
06/30/2016,117.986,25.596,36.074,14.955,18.231,1.53,-4.806,41.361,0.559,-0.088,-4.823,45.713,0.0,-63.791,-63.791,0.0,0.0,0.0,-63.791,-63.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.91,0,0.0,0.0,0.0,0.0,-114.932,1.302,-116.234,0.022,-0.13,-60.845,,
09/30/2016,101.407,7.799,37.434,59.735,18.445,-3.409,44.699,-3.561,0.883,-1.521,1.737,-4.66,0.0,-65.54,-65.54,0.0,0.0,0.0,-65.54,-65.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.401,0,0.0,0.0,0.0,0.0,-769.466,1.888,-771.354,0.011,-0.298,-35.832,,
12/31/2016,74.088,15.975,38.072,12.83,17.665,-14.587,9.752,7.211,-18.007,3.351,5.204,16.663,0.0,-66.59,-66.59,0.0,0.0,0.0,-66.59,-66.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.84,0,0.0,0.0,0.0,0.0,-67.294,,,0.454,-0.988,-60.33,,
03/31/2017,150.59,46.12,39.279,26.397,16.456,-3.107,13.048,38.794,18.693,-3.737,0.708,23.13,0.0,-57.088,-57.088,0.0,0.0,0.0,-57.088,-57.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.131,0,0.0,0.0,0.0,0.0,-59.137,0.0,-59.137,0.006,0.173,34.544,,
06/30/2017,93.038,66.73,41.081,24.427,20.39,-2.832,6.869,-39.2,-3.321,-0.793,7.563,-42.649,0.0,3.451,-56.627,0.0,0.0,0.0,-56.627,-56.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.078,-44.687,0,0.0,0.0,0.0,0.0,-44.69,0.0,-44.69,0.003,0.957,52.759,,
09/30/2017,135.679,19.61,41.546,27.078,17.75,-5.384,14.712,47.445,1.105,-2.493,6.5,42.333,0.0,-91.953,-51.791,0.0,0.0,0.0,-51.791,-51.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.162,-105.757,0,0.0,0.0,0.0,0.0,-105.132,0.0,-105.132,-0.625,0.801,-61.23,,
12/31/2017,88.909,43.793,41.442,17.504,10.659,-6.703,13.548,-13.83,-16.617,1.773,-3.863,4.877,0.0,59.012,-51.271,0.0,0.0,0.0,-51.271,-51.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.283,-76.319,0,0.0,0.0,0.0,0.0,-76.259,0.0,-76.259,-0.06,0.125,71.727,,
03/31/2018,201.116,59.446,46.915,29.245,12.097,5.683,11.465,65.51,13.767,2.451,17.242,32.05,0.0,-81.273,-57.524,0.0,0.0,0.0,-57.524,-57.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.749,-72.648,0,0.0,0.0,0.0,0.0,-68.638,0.0,-68.638,-4.01,-0.024,47.171,,
06/30/2018,94.302,46.884,49.193,72.179,11.548,11.265,49.366,-73.954,2.854,-3.458,-2.791,-70.559,0.0,-70.526,-70.981,0.0,0.0,0.0,-70.981,-70.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,-29.208,0,0.0,0.0,0.0,0.0,-28.89,0.0,-28.89,-0.318,-0.691,-6.123,,
09/30/2018,197.079,38.204,52.654,43.905,24.574,9.476,9.855,62.316,-3.179,2.569,3.732,59.194,0.0,-60.417,-81.494,0.0,0.0,0.0,-81.494,-81.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.077,-19.322,0,0.0,0.0,0.0,0.0,-18.873,0.0,-18.873,-0.449,0.05,117.39,1.907,
12/31/2018,129.055,32.019,53.217,13.775,20.945,-15.839,8.669,30.044,-21.74,-3.284,13.897,41.171,0.0,-175.362,-77.391,0.0,0.0,0.0,-77.391,-77.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.971,-45.357,0,0.0,0.0,0.0,0.0,-44.536,0.0,-44.536,-0.821,-0.792,-92.456,65.146,
03/31/2019,182.581,88.132,53.781,26.161,19.154,1.772,5.235,14.507,15.946,2.781,-4.256,0.036,0.0,-93.337,-64.226,0.0,0.0,0.0,-64.226,-64.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.111,-63.531,0,0.0,0.0,0.0,0.0,-52.886,0.0,-52.886,-10.645,0.178,25.891,7.361,
06/30/2019,117.934,91.028,51.642,17.152,21.167,-8.121,4.106,-41.888,2.329,-2.36,-6.063,-35.794,0.0,-36.918,-77.776,0.0,0.0,0.0,-77.776,-77.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.858,-58.919,0,0.0,0.0,0.0,0.0,-58.656,0.0,-58.656,-0.263,0.316,22.413,69.075,
09/30/2019,234.528,98.582,52.206,22.935,25.336,-8.797,6.396,60.805,0.764,-2.733,6.157,56.617,0.0,-107.369,-95.963,0.0,0.0,0.0,-95.963,-95.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.406,-40.256,0,0.0,0.0,0.0,0.0,-40.079,0.0,-40.079,-0.177,-0.097,86.806,,
12/31/2019,186.589,72.416,55.149,77.028,25.739,45.108,6.181,-18.004,-21.669,-2.218,3.189,2.694,0.0,-54.35,-81.978,13.969,13.969,0.0,-95.947,-95.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.628,-39.029,0,0.0,0.0,0.0,0.0,-38.996,0.0,-38.996,-0.033,0.009,93.219,,
03/31/2020,182.071,76.388,58.374,51.174,17.395,27.343,6.436,-3.865,25.967,2.734,20.245,-52.811,0.0,-59.362,-77.653,0.0,0.0,0.0,-77.653,-77.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.291,-102.1,0,0.0,0.0,0.0,0.0,-54.401,0.0,-54.401,-47.699,-0.819,19.79,-0.014,
06/30/2020,122.862,8.175,60.024,70.893,23.367,27.779,19.747,-16.23,-3.369,-0.705,20.285,-32.441,0.0,-16.144,-87.802,0.0,0.0,0.0,-87.802,-87.802,0.0,0.0,0.0,0.0,-7.525,0.0,-7.525,0.0,79.183,-2.103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.103,0.715,105.33,0.671,
