Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Source: Bloomberg
03/31/2006,23.194,7.988,8.003,2.768,,-1.185,3.953,4.435,-0.978,-0.424,-3.57,9.407,,-14.2,-14.2,0.0,,,-14.2,,,0.0,0.0,0.0,,,,,0.0,124.409,0,0.0,,,,134.575,134.575,0.0,-10.166,,133.403,,
06/30/2006,21.876,10.792,8.309,4.501,,-2.494,6.995,-1.726,0.582,0.009,,-2.317,,-22.805,-22.805,0.0,,,-22.805,,,0.0,0.0,0.0,,,,,0.0,9.509,0,11.005,,,,-11.634,0.0,-11.634,10.138,,8.58,,
09/30/2006,28.419,11.802,8.676,2.256,,-1.879,4.135,5.685,-1.093,-0.353,,7.131,,-25.494,-25.494,0.0,,,-25.494,,,0.0,0.0,0.0,,,,,0.0,12.596,0,10.711,,,,2.066,2.066,0.0,-0.181,,15.521,,
12/31/2006,30.108,10.841,9.265,-3.502,,3.701,-7.203,13.504,-1.384,-0.112,,15.0,,-34.813,-34.813,0.0,,,-34.813,,,0.0,0.0,0.0,,,,,0.0,0.782,0,-21.142,,,,12.435,12.435,0.0,9.489,,-3.923,,
03/31/2007,30.747,12.44,10.164,4.071,,-1.805,5.876,4.072,-0.467,-0.611,0.003,5.147,,-32.67,-32.108,0.0,,,-32.108,,,0.0,0.0,0.0,,,,,-0.562,7.183,0,0.0,,,,0.8,0.8,0.0,6.383,,5.26,,
06/30/2007,62.039,32.421,20.74,10.048,4.052,-5.28,11.276,-1.17,-1.405,-0.857,0.962,0.13,,-68.384,-62.716,0.0,,,-62.716,,,0.0,0.0,0.0,,,,,-5.668,8.92,0,0.0,,,,2.554,2.554,0.0,6.366,,2.575,,
09/30/2007,43.534,20.604,11.167,0.306,,-3.602,3.908,11.457,0.401,0.014,,11.042,,-35.47,-35.47,0.0,,,-35.47,,,0.0,0.0,0.0,,,,,0.0,3.376,0,6.381,,,,3.395,3.395,0.0,-6.4,,11.44,,
12/31/2007,41.35,17.538,11.688,26.701,,5.337,21.364,-14.577,0.496,0.072,,-15.145,,-62.359,-42.359,0.0,,,-42.359,,,0.0,0.0,0.0,,,,,-20.0,4.528,0,-6.418,,,,4.546,4.546,0.0,6.4,,-16.481,,
03/31/2008,48.247,17.284,12.17,10.769,1.845,2.63,6.294,8.024,1.409,-0.251,4.022,2.844,,-12.243,-32.243,0.0,,,-32.243,,,0.0,0.0,0.0,,,,,20.0,-0.018,0,0.0,,,,0.0,0.0,0.0,-0.018,,35.986,,
06/30/2008,47.392,24.468,12.707,14.807,4.791,4.998,5.018,-4.59,-1.714,-0.568,,-2.308,,-51.266,-39.023,0.0,,,-39.023,,,0.0,0.0,0.0,,,,,-12.243,0.086,0,0.0,,,,0.105,0.105,0.0,-0.019,,8.455,,
09/30/2008,55.023,19.477,13.769,19.515,,5.59,13.925,2.262,0.692,-0.334,,1.904,,-38.744,-38.744,0.0,,,-38.744,,,0.0,0.0,0.0,,,,,0.0,0.287,0,0.0,,,,0.306,0.306,0.0,-0.019,,16.566,,
12/31/2008,47.845,16.973,14.124,12.022,,-0.053,12.075,4.726,0.903,0.696,,3.127,,-142.081,-42.091,0.0,,,-42.091,,,0.0,0.0,0.0,,,,,-99.99,-29.903,0,0.0,,,,-29.883,0.344,-30.227,-0.02,,-124.139,,
03/31/2009,63.011,25.392,14.72,12.429,3.372,2.945,6.112,10.47,0.567,-0.977,-0.562,11.442,0.0,72.846,-27.144,0.0,0.0,0.0,-27.144,-27.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,-18.967,0,0.0,0.0,0.0,0.0,-18.947,2.201,-21.148,-0.02,0.0,116.89,,
06/30/2009,51.651,35.393,15.197,15.132,4.339,5.367,5.426,-14.071,0.104,0.051,0.644,-14.87,0.0,-24.665,-24.665,0.0,0.0,0.0,-24.665,-24.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.621,0,0.0,0.0,0.0,0.0,-23.601,12.768,-36.369,-0.02,0.0,3.365,,
09/30/2009,64.431,34.464,15.451,12.608,3.768,2.069,6.771,1.908,0.084,-0.143,3.148,-1.181,0.0,-28.473,-28.473,0.0,0.0,0.0,-28.473,-28.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.811,0,0.0,0.0,0.0,0.0,-5.79,6.694,-12.484,-0.021,0.0,30.147,,
12/31/2009,81.58,31.596,15.94,0.498,-6.922,-2.099,9.519,33.546,-1.63,0.244,-1.795,36.727,0.0,-86.916,-36.916,0.0,0.0,0.0,-36.916,-36.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-13.544,0,0.0,0.0,0.0,0.0,-13.523,0.565,-14.088,-0.021,0.0,-18.88,,
03/31/2010,59.867,37.847,16.734,4.714,2.386,-3.271,5.599,0.572,1.385,-0.7,1.7,-1.813,0.0,-74.703,-19.703,0.0,0.0,0.0,-19.703,-19.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,-11.728,0,0.0,0.0,0.0,0.0,-11.706,6.092,-17.798,-0.022,0.0,-26.564,,
06/30/2010,69.089,46.461,17.053,7.777,5.963,-4.096,5.91,-2.202,-0.337,-0.044,3.626,-5.447,0.0,-21.95,-21.95,0.0,0.0,0.0,-21.95,-21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.099,0,0.0,0.0,0.0,0.0,-38.078,2.707,-40.785,-0.021,0.0,9.04,,
09/30/2010,67.24,48.228,17.319,14.107,3.61,4.328,6.169,-12.414,-0.503,-0.816,-0.443,-10.652,0.0,-14.526,-29.526,0.0,0.0,0.0,-29.526,-29.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-44.539,0,0.0,0.0,0.0,0.0,-44.514,8.383,-52.897,-0.025,0.779,8.954,,
12/31/2010,92.995,46.445,17.815,8.16,-5.104,13.518,-0.254,20.575,-1.288,0.079,2.106,19.678,0.0,-78.702,-42.036,0.0,0.0,0.0,-42.036,-42.036,0.0,0.0,0.0,0.0,-1.9,0.0,0.0,-1.9,-34.766,-0.156,0,0.0,0.0,0.0,0.0,-0.128,14.994,-15.122,-0.028,-0.295,13.842,,
03/31/2011,68.305,46.382,18.494,10.39,0.223,2.703,7.464,-6.961,-1.968,-1.639,2.501,-5.855,0.0,-6.124,-26.438,0.0,0.0,0.0,-26.438,-26.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.314,-4.48,0,0.0,0.0,0.0,0.0,-4.451,9.072,-13.523,-0.029,0.4,58.101,,
06/30/2011,106.411,50.657,18.505,6.186,-7.918,5.998,8.106,31.063,1.444,0.292,3.868,25.459,0.0,-51.838,-31.243,0.0,0.0,0.0,-31.243,-31.243,0.0,0.0,0.0,0.0,-0.586,0.0,0.0,-0.586,-20.009,12.068,0,0.0,0.0,0.0,0.0,12.097,21.058,-8.961,-0.029,0.221,66.862,,
09/30/2011,116.153,60.433,18.741,10.745,1.833,2.769,6.143,26.234,0.388,-0.323,0.369,25.8,0.0,-45.186,-35.186,0.0,0.0,0.0,-35.186,-35.186,0.0,-0.586,0.0,-0.586,0.586,0.0,0.0,0.586,-10.0,-10.469,0,0.0,0.0,0.0,0.0,-10.438,8.888,-19.326,-0.031,-0.424,60.074,,
12/31/2011,120.227,57.473,19.198,10.639,8.458,0.465,1.716,32.917,-2.834,-0.146,2.694,33.203,0.0,-107.07,-58.28,0.0,0.0,0.0,-58.28,-58.28,0.0,0.586,,,-0.586,0.0,0.0,-0.586,-48.79,-21.387,0,0.0,0.0,0.0,0.0,-21.356,0.342,-21.698,-0.031,-0.402,-8.632,,
03/31/2012,29.376,62.664,20.084,-47.556,-48.152,1.803,-1.207,-5.816,-0.71,-1.102,2.909,-6.913,0.0,-102.246,-41.864,0.0,0.0,0.0,-41.864,-41.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.382,41.429,0,0.0,0.0,0.0,0.0,41.462,68.473,-27.011,-0.033,0.389,-31.052,,
06/30/2012,141.499,81.683,20.543,16.932,12.177,-3.462,8.217,22.341,-1.437,-0.491,1.99,22.279,0.0,-98.956,-48.468,0.0,0.0,0.0,-48.468,-48.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.488,-7.272,0,0.0,0.0,0.0,0.0,-7.24,5.346,-12.586,-0.032,-0.665,34.606,,
09/30/2012,123.062,72.3,21.362,17.395,13.651,-4.133,7.877,12.005,-4.912,0.546,3.469,12.902,0.0,-65.173,-47.173,0.0,0.0,0.0,-47.173,-47.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-41.992,0,0.0,0.0,0.0,0.0,-41.958,1.006,-42.964,-0.034,0.455,16.352,,
12/31/2012,126.026,61.353,22.141,0.121,13.39,-12.265,-1.004,42.411,-2.379,-1.133,-0.519,46.442,0.0,-89.124,-59.532,0.0,0.0,0.0,-59.532,-59.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.592,-135.699,0,0.0,0.0,0.0,0.0,-136.146,,,0.447,0.201,-98.596,,
03/31/2013,125.25,76.584,22.936,19.536,13.518,-1.923,7.941,6.194,1.309,-0.34,0.773,4.452,0.0,-51.593,-36.495,0.0,0.0,0.0,-36.495,-36.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.098,-48.976,0,0.0,0.0,0.0,0.0,-49.096,1.869,-50.965,0.12,-0.304,24.377,,
