Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1997,3471.0,2170.0,3380.0,3380.0,,-1210.0,1301.0,24.0,,,,1053.0,224.0,-214.0,3257.0,-2133.0,0.0,2133.0,1124.0,0.0,0.0,1124.0,-462.0,662.0,0.0,,,662.0,0.0,662.0,-12.0,,650.0,650.0,,3309.600096,0.195,0.195,0.195,3359.399904,0.195,0.195,0.195,
06/30/1997,3568.0,2147.0,3377.0,3377.0,,-1230.0,1421.0,115.0,,,,1044.0,262.0,-263.0,3305.0,-2356.0,0.0,2356.0,949.0,0.0,0.0,949.0,-392.0,557.0,0.0,,,557.0,0.0,557.0,-11.0,,546.0,546.0,,3278.199951,0.165,0.165,0.165,3326.199951,0.165,0.165,0.165,
09/30/1997,3565.0,2149.0,3400.0,3400.0,,-1251.0,1416.0,75.0,,,,1145.0,196.0,-320.0,3245.0,-2185.0,0.0,2185.0,1060.0,0.0,0.0,1060.0,-430.0,630.0,0.0,,,630.0,0.0,630.0,-11.0,,619.0,619.0,,3247.199951,0.19,0.19,0.19,3292.800049,0.19,0.19,0.19,
12/31/1997,3642.0,2182.0,3445.0,3445.0,,-1263.0,1460.0,76.0,,,,1156.0,228.0,-343.0,3299.0,-2239.0,0.0,2239.0,1060.0,0.0,0.0,1060.0,-410.0,650.0,0.0,,,650.0,0.0,650.0,-10.0,,640.0,640.0,,3242.199952,0.2,0.2,0.2,3283.800048,0.195,0.195,0.195,
03/31/1998,3712.0,2194.0,3439.0,2719.0,720.0,-1245.0,1518.0,96.0,,,,1182.0,240.0,-305.0,3407.0,-2296.0,0.0,2296.0,1111.0,15.0,-15.0,1126.0,-442.0,684.0,0.0,,,684.0,0.0,684.0,-9.0,,675.0,675.0,,3231.399902,0.21,0.21,0.21,3278.199951,0.205,0.205,0.205,
06/30/1998,3947.0,2232.0,3490.0,2746.0,744.0,-1258.0,1715.0,119.0,,,,1264.0,332.0,-309.0,3638.0,-2452.0,0.0,2452.0,1186.0,0.0,0.0,1186.0,-467.0,719.0,0.0,,,719.0,0.0,719.0,-9.0,,710.0,710.0,,3220.600098,0.22,0.22,0.22,3264.399902,0.215,0.215,0.215,
09/30/1998,3884.0,2263.0,3528.0,2781.0,747.0,-1265.0,1621.0,80.0,,,,1275.0,266.0,-307.0,3577.0,-2347.0,0.0,2347.0,1230.0,0.0,0.0,1230.0,-488.0,742.0,0.0,,,742.0,0.0,742.0,-9.0,,733.0,733.0,,3234.600098,0.225,0.225,0.225,3281.399902,0.225,0.225,0.225,
12/31/1998,3712.0,2301.0,3598.0,2696.0,902.0,-1297.0,1411.0,362.0,,,,1015.0,34.0,-624.0,3088.0,-2332.0,0.0,2332.0,756.0,-1005.0,1005.0,-249.0,54.0,-195.0,0.0,,,-195.0,0.0,-195.0,-4.0,,-199.0,-199.0,,3284.800049,-0.06,-0.06,0.165,3284.800049,-0.06,-0.06,0.165,
03/31/1999,3972.0,2266.0,3488.0,2621.0,867.0,-1222.0,1706.0,123.0,,,,1341.0,242.0,-270.0,3702.0,-2340.0,0.0,2340.0,1362.0,19.0,-19.0,1381.0,-497.0,884.0,0.0,,,884.0,0.0,884.0,-9.0,,875.0,875.0,,3294.199951,0.265,0.265,0.265,3328.399902,0.265,0.265,0.265,
06/30/1999,4002.0,2311.0,3496.0,2663.0,833.0,-1185.0,1691.0,92.0,,,,1355.0,244.0,-260.0,3742.0,-2377.0,0.0,2377.0,1365.0,136.0,-136.0,1501.0,-570.0,931.0,0.0,,,931.0,0.0,931.0,-8.0,,923.0,923.0,,3302.800049,0.28,0.28,0.26,3344.600098,0.275,0.275,0.255,
