Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
12/31/2001,12.182741,10243.834557,10903.770562,9426.2,1.267158,1.545521,0.99184,2.220973,1.130345,24.0,9908.6,
03/31/2002,12.713568,10409.609332,11024.374194,9710.773822,1.379268,1.583837,1.046251,2.451874,1.208021,25.3,10579.61,
06/30/2002,15.5,11650.91571,12409.571892,10618.930026,1.633169,1.886401,1.242522,2.535983,1.262649,31.0,11374.7,
09/30/2002,12.407583,10402.058478,11131.957651,9575.598923,1.354383,1.392545,1.089377,2.034557,1.178147,26.18,10131.476,
12/31/2002,14.079439,10826.341237,11536.255815,9103.986818,1.51347,1.559212,1.185917,2.001112,1.229553,30.13,10934.172,
03/31/2003,12.00885,10208.921545,11234.980127,9131.271451,1.302059,1.347918,1.037635,1.699576,1.119108,27.14,10029.22,
06/30/2003,14.659091,11175.137024,12353.789023,10024.397751,1.390698,1.443546,1.260767,2.099698,1.280617,32.25,10984.875,
09/30/2003,13.773333,11030.326269,14579.350988,10320.663019,1.339507,1.39124,1.195268,2.665214,1.701224,30.99,14552.272,
12/31/2003,15.169725,14952.446366,15594.209332,13372.755369,1.43326,1.495003,1.240309,3.883773,1.52867,33.07,13297.749,
03/31/2004,16.7277,14025.482437,14513.20245,13130.529287,1.431089,1.50783,1.372695,4.546613,1.591049,35.63,13362.904,
06/30/2004,15.737557,13083.338557,13564.376814,11321.831617,1.534118,1.622431,1.326775,6.08167,1.325765,34.78,11172.222,
09/30/2004,16.058036,11095.72628,11672.008224,10318.076218,1.435172,1.511924,1.341223,4.332943,1.186021,35.97,10132.89,
12/31/2004,16.778689,10901.452015,13239.650796,9880.81273,1.63124,1.729689,1.542427,8.208706,1.563239,40.94,12979.264,
03/31/2005,15.094118,12647.201403,13491.358164,11938.057687,1.555723,1.665379,1.400857,12.466567,1.477565,38.49,12485.132,
06/30/2005,15.126354,12686.655476,13382.088854,12071.479333,1.601464,1.715819,1.45158,8.580824,1.42703,41.9,12373.06,
09/30/2005,16.562937,13579.352516,14150.603795,13098.622134,1.826768,1.958936,1.57414,13.652414,1.576142,47.37,13870.363,
12/31/2005,15.969697,14348.89642,15128.001907,13544.892065,1.831864,1.962872,1.503752,6.446453,1.502456,47.43,13584.758,
03/31/2006,15.591054,13753.483073,14337.529647,13154.459753,1.919719,2.068794,1.481318,5.112194,1.48236,48.8,13770.68,
06/30/2006,17.445141,14741.139132,16057.376073,13759.696678,2.376032,2.579478,1.621459,6.159732,1.635664,55.65,15619.115,
09/30/2006,16.059172,15260.129094,16215.252,14750.582762,2.047815,2.210624,1.529797,5.409002,1.509932,54.28,14767.588,
12/31/2006,16.581921,15528.364376,16424.100351,14667.103882,2.152686,2.636436,1.628286,7.208984,1.657507,58.7,16344.18,
03/31/2007,16.817416,16971.590569,17789.093567,16265.343234,2.116224,2.566406,1.600157,5.539085,1.646664,59.87,16680.538,
06/30/2007,15.379947,16925.573225,17811.113156,15888.049357,2.082709,2.529057,1.494661,5.431398,1.50297,58.29,15783.74,
09/30/2007,15.655087,15679.193057,16878.870469,14295.135243,2.260503,2.787083,1.551084,5.282074,1.479074,63.09,16124.425,
12/31/2007,17.383838,16902.316586,18895.448203,15733.977764,2.592619,3.244111,1.679629,6.41403,1.716742,68.84,18723.644,
03/31/2008,13.895262,15939.891052,18673.091855,13435.711879,2.287137,2.92834,1.368397,5.591663,1.434186,55.72,15412.192,
06/30/2008,10.679389,14628.587982,16163.524543,11482.507223,1.788485,2.314243,1.038835,5.456953,1.086441,41.97,11486.83,
09/30/2008,11.722372,11800.963746,14079.868652,9802.265673,2.223131,3.036638,1.107714,6.753094,1.103043,43.49,11274.308,
12/31/2008,6.375706,5109.322138,9756.414766,2447.275302,3.031076,9.289525,0.58935,2.761431,0.561379,22.57,5577.801,
03/31/2009,2.549918,3053.309617,6074.040869,1251.618707,1.019266,2.573884,0.220752,1.019594,0.194622,8.18,1873.0,
06/30/2009,6.06932,4979.363007,6888.187456,1864.217798,1.055361,1.356828,0.550249,2.001038,0.433541,18.84,3955.372,
09/30/2009,9.614618,5798.539874,7827.651316,3413.754412,1.253775,1.527254,0.863266,3.574933,0.879807,27.39,7826.671,
12/31/2009,8.50261,7363.620671,8561.203635,6274.614075,1.044292,1.256062,0.803725,3.102757,0.880028,24.04,7787.46,
03/31/2010,9.999178,8052.136879,10094.378783,6960.044223,1.166488,1.379446,1.022313,4.730633,1.131855,29.21,10101.237,
06/30/2010,8.986004,9672.84216,10679.000117,7521.231399,0.840701,0.974559,0.833956,3.271613,0.835851,23.44,7522.912,
09/30/2010,10.865788,7861.313531,8438.153358,6932.694075,0.840089,0.954646,0.921493,3.518054,0.875908,25.92,7899.376,
12/31/2010,13.287616,8865.715846,10271.364905,7825.976381,,,1.138725,3.764451,,32.56,,
03/31/2011,13.13459,10738.924652,10738.924652,10738.924652,1.070489,1.218949,1.129468,3.109023,1.179679,32.11,10754.543,
06/30/2011,12.23939,10340.491713,11265.058954,9476.297468,0.968591,1.099497,1.062606,3.187302,1.076177,30.42,9878.554,
09/30/2011,9.868583,8442.293221,10254.910943,7116.283525,0.733446,0.849332,0.803781,2.686105,0.888843,22.67,7985.717,
12/31/2011,11.211396,8516.46972,9993.75862,7268.920477,0.874722,1.043983,0.892643,2.922177,0.826826,24.6,7169.16,
03/31/2012,13.364237,8073.413786,9853.010537,7229.250288,1.007335,1.195047,1.069671,3.862192,1.1512,29.51,9836.659,
06/30/2012,12.069181,8774.74848,9979.62126,7929.336235,0.87387,1.048377,0.954241,3.353241,1.024213,26.23,8569.488,
09/30/2012,11.620574,8725.452757,9421.584819,8196.838866,0.852556,1.013893,0.899403,2.573525,0.943248,26.94,8468.484,
12/31/2012,12.209683,8638.648697,8996.3667,7538.398789,0.917421,1.091707,0.919847,2.789321,0.818708,28.52,7544.476,
03/31/2013,14.391684,8429.731458,11872.176565,7641.154209,1.088013,1.562975,1.082802,3.651101,1.278142,34.03,11868.699,
06/30/2013,13.715974,12629.216646,13341.08636,11669.729053,1.257403,1.805063,1.175158,3.758486,1.424525,37.45,13359.055,
09/30/2013,13.286558,14609.314018,15554.069031,13200.244666,1.441822,2.061899,1.413916,4.710858,1.629791,42.82,14525.998,
12/31/2013,14.303425,15910.576132,16845.168304,14218.512024,1.593606,2.213921,1.563824,5.267482,1.703699,49.31,15826.512,
03/31/2014,12.506214,14787.670127,15926.897252,13548.385225,1.436533,1.953328,1.413174,5.017644,1.638277,45.99,15729.752,
06/30/2014,14.049349,16032.009661,16992.317917,14937.483137,1.505413,2.018376,1.490293,5.627465,1.666079,50.48,16656.624,
09/30/2014,14.849766,17210.065293,17878.747707,16276.959809,1.577366,2.090087,1.51113,5.397642,1.703598,52.47,17448.592,
12/31/2014,14.356347,17258.691127,17954.280944,16115.621022,1.58451,2.090231,1.460769,5.157087,1.585904,51.94,16616.466,
03/31/2015,13.332991,16127.945037,16874.644057,15133.094808,1.530593,1.987689,1.419405,5.002053,1.584934,51.37,16889.528,
06/30/2015,14.466723,17034.751609,17454.024333,16317.952543,1.559325,2.027819,1.335883,4.018571,1.444367,51.29,16334.063,
09/30/2015,13.147736,16485.524493,18308.195353,14892.104751,1.444268,1.92543,1.156441,3.392419,1.245818,47.34,15031.29,
12/31/2015,13.429038,15452.99001,16395.188851,13965.354479,1.407618,1.887717,1.106752,3.122565,1.181854,44.98,14140.172,
03/31/2016,10.681125,12280.527895,13955.034841,11047.423459,1.140882,1.500869,0.938287,2.579038,1.055922,39.45,13033.98,
06/30/2016,9.766101,13824.47422,14493.5373,12632.682823,1.127621,1.460967,0.99219,2.83276,1.097049,41.11,13285.48,
09/30/2016,12.123694,14926.399289,16233.854933,12889.185471,1.372856,1.761387,1.280425,3.906065,1.384274,51.51,16178.427,
12/31/2016,11.64831,17465.531902,18867.250787,16075.156572,1.627636,2.112156,1.351127,4.523712,1.393229,57.86,17267.822,
03/31/2017,13.523944,18180.303981,19957.561267,17045.194338,1.712681,2.20105,1.468236,5.472703,1.611756,63.11,19996.891,
06/30/2017,13.102801,20091.688929,20802.708428,19266.506508,1.655662,2.095609,1.471768,5.47588,1.577929,64.07,19818.002,
09/30/2017,7.871859,19886.557622,20744.653397,18641.923586,1.547305,1.928228,1.293321,4.24499,1.336272,64.34,19201.29,
12/31/2017,8.917505,20541.500681,21360.236483,19398.526956,1.587,1.948426,1.447343,5.071729,1.512278,70.56,21312.84,
03/31/2018,7.533173,19955.353824,22589.151863,17651.576941,1.437922,1.806988,1.265313,4.132226,1.33977,60.91,18659.507,
06/30/2018,6.483056,17814.676342,18894.558592,16193.887973,1.294714,1.64144,1.092944,3.926392,1.159759,52.95,16218.07,
09/30/2018,10.472393,17040.545341,18102.44123,16286.876118,1.420084,1.802535,1.227981,4.027585,1.254163,58.59,17187.424,
12/31/2018,8.145458,14539.086114,17841.312355,12198.931599,1.083891,1.37556,0.885735,2.486711,0.922071,44.17,13127.715,
03/31/2019,9.213683,14700.136479,15746.5639,13063.673591,1.099923,1.359114,0.940987,2.588671,1.042614,50.19,15740.858,
06/30/2019,10.328333,17109.945544,17855.798352,16142.727322,1.149758,1.388386,1.029117,2.682627,1.085147,57.92,17183.512,
09/30/2019,11.087144,16740.57922,17949.300832,15594.594221,1.073001,1.404279,1.002468,2.76101,1.074355,57.14,17131.12,
12/31/2019,10.399372,16473.801611,17249.111236,15782.325745,1.040703,1.365926,0.944679,2.859497,1.048009,55.0,17000.9,
03/31/2020,6.538147,14843.910774,17637.413993,8424.36092,0.663828,0.894914,0.510943,1.504437,0.538252,31.34,9166.156,
06/30/2020,8.755807,10599.526006,13940.637754,7852.308812,0.746696,0.956234,0.710649,2.423606,0.792249,41.54,12811.86,
09/12/2020,8.65674026297441,,,,0.738247463861146,0.945414975878302,0.702608730907319,2.39618422085288,0.785603248113038,41.07,12704.38292686,
09/30/2020,7.20652746095806,,,,0.735099337748344,,0.751394258484813,,0.846690743055366,,,
12/31/2020,6.99897750511247,,,,0.726542598358336,,0.730560402782413,,0.823214608434715,,,
