Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
06/30/2009,,,,,,10400,,,,,,,,,
09/30/2009,,,,,,11100,,,,,,,,,
12/31/2009,499.0,1292.0,220.0,2011.0,,10800,2.970061,7.690018,1.309446,11.969526,1.182913,3.062773,0.521525,4.76721,
06/30/2010,,,,,,10700,,,,,,,,,
09/30/2010,,,,,,11400,,,,,,,,,
12/31/2010,605.0,1524.0,268.0,2397.0,,10400,3.405956,8.579632,1.508754,13.494342,1.404103,3.536948,0.621983,5.563034,
06/30/2011,,,,,,9900,,,,,,,,,
09/30/2011,,,,,,11000,,,,,,,,,
12/31/2011,577.0,1630.0,310.0,2505.0,,10500,3.105824,8.773818,1.66864,13.48369,1.279493,3.614511,0.687422,5.554816,
03/31/2012,,,,,,10400,,,,,,,,,
06/30/2012,,,,,,11200,,,,,,,,,
09/30/2012,,,,,11400.0,11400,,,,,,,,,
12/31/2012,782.0,1766.0,322.0,2870.0,,11100,3.934195,8.884641,1.619963,14.438799,1.658431,3.745255,0.682883,6.086569,
03/31/2013,,,,,11800.0,11800,,,,,,,,,
06/30/2013,,,,,11000.0,11000,,,,,,,,,
09/30/2013,,,,,10200.0,10200,,,,,,,,,
12/31/2013,1010.0,2062.0,352.0,3429.0,10200.0,10200,4.758539,9.714959,1.658422,16.155477,2.030926,4.146307,0.707808,6.895096,
03/31/2014,,,,,11100.0,11100,,,,,,,,,
06/30/2014,,,,,12000.0,12000,,,,,,,,,
09/30/2014,,,,,12700.0,12700,,,,,,,,,
12/31/2014,1110.0,2181.0,373.0,3654.0,13000.0,13000,5.238567,10.293077,1.760347,17.244797,2.119453,4.164439,0.712213,6.977011,
03/31/2015,,,,,14100.0,14100,,,,,,,,,
06/30/2015,,,,,14200.0,14200,,,,,,,,,
09/30/2015,,,,,14300.0,14300,,,,,,,,,
12/31/2015,1226.0,1860.0,455.0,3544.0,15200.0,15200,5.922133,8.984639,2.197855,17.119119,2.245421,3.406593,0.833333,6.490842,
03/31/2016,,,,,16900.0,16900,,,,,,,,,
06/30/2016,,,,,17500.0,17500,,,,,,,,,
09/30/2016,,,,,17900.0,17900,,,,,,,,,
12/31/2016,1103.0,507.0,0.0,1610.0,15900.0,15900,5.533815,2.543648,0.0,8.077463,1.979612,0.909939,0.0,2.889551,
03/31/2017,,,,,15900.0,15900,,,,,,,,,
06/30/2017,,,,,16800.0,16800,,,,,,,,,
09/30/2017,,,,,18000.0,18000,,,,,,,,,
12/31/2017,1202.0,579.0,0.0,1781.0,18200.0,18200,4.835855,2.329417,0.0,7.165272,2.079369,1.001626,0.0,3.080995,
03/31/2018,,,,,18000.0,18000,,,,,,,,,
06/30/2018,,,,,22700.0,22700,,,,,,,,,
09/30/2018,,,,,22200.0,22200,,,,,,,,,
12/31/2018,1377.0,741.0,0.0,2118.0,21900.0,21900,6.742398,3.628262,0.0,10.370661,2.328098,1.252811,0.0,3.580909,
03/31/2019,,,,,25700.0,25700,,,,,,,,,
06/30/2019,,,,,27000.0,27000,,,,,,,,,
09/30/2019,,,,,28500.0,28500,,,,,,,,,
12/31/2019,1947.0,785.0,0.0,2732.0,27200.0,27200,10.740291,4.330318,0.0,15.070609,3.156973,1.272842,0.0,4.429815,
03/31/2020,,,,,29500.0,29500,,,,,,,,,
06/30/2020,,,,,33600.0,33600,,,,,,,,,
