Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2009,6846.834,446.656,446.656,0.0,585.376,585.376,0.0,0.0,0.0,0.0,0.0,0.0,179.393,,0.0,,37.924,,,137.354,1211.425,2568.2,4184.631,-1616.431,0.0,,3067.209,2562.243,2534.713,27.53,504.966,5635.409,,566.091,175.231,,0.0,390.86,40.561,0.0,,,,40.561,208.062,0.0,0.0,0.0,814.714,3211.223,3211.223,,,,663.426,0.0,0.0,0.0,0.0,467.067,196.359,3874.649,4689.363,0.0,1300.692,2.035,1298.657,0.0,825.014,27.661,2153.367,4.104,2157.471,6846.834,
03/31/2010,6738.679,325.422,325.422,0.0,582.599,582.599,0.0,0.0,0.0,0.0,0.0,0.0,182.302,,,,31.248,,,151.054,1090.323,2507.73,4165.217,-1657.487,0.0,,3140.626,3108.675,2592.797,515.878,31.951,5648.356,,472.111,132.395,,,339.716,37.803,0.0,,,,37.803,215.995,,,0.0,725.909,3183.349,3183.349,,,,677.481,,,,,463.241,214.24,3860.83,4586.739,0.0,1301.812,2.034,1299.778,0.0,837.86,8.183,2147.855,4.085,2151.94,6738.679,
06/30/2010,6647.096,340.479,340.479,0.0,581.176,581.176,0.0,0.0,0.0,0.0,0.0,0.0,203.579,,,,25.759,,,177.82,1125.234,2456.819,4161.771,-1704.952,0.0,,3065.043,3038.743,2544.474,494.269,26.3,5521.862,,486.008,124.31,,,361.698,37.662,0.0,,,,37.662,207.98,,,0.0,731.65,3129.153,3129.153,,,,670.238,,,,,450.867,219.371,3799.391,4531.041,0.0,1269.765,2.02,1267.745,0.0,866.511,-23.963,2112.313,3.742,2116.055,6647.096,
09/30/2010,6350.918,184.173,184.173,0.0,590.23,590.23,0.0,0.0,0.0,0.0,0.0,0.0,220.207,,,,27.963,,,192.244,994.61,2498.87,4283.947,-1785.077,0.0,,2857.438,2830.726,2333.341,497.385,26.712,5356.308,,513.093,138.364,,,374.729,36.756,0.0,,,,36.756,197.317,,,0.0,747.166,2972.973,2972.973,,,,663.567,,,,,478.631,184.936,3636.54,4383.706,0.0,1238.019,2.005,1236.014,0.0,700.203,22.317,1960.539,6.673,1967.212,6350.918,
12/31/2010,6416.393,258.693,258.693,0.0,524.326,524.326,0.0,0.0,0.0,0.0,0.0,0.0,429.443,,0.0,,44.225,,1.77,169.51,1212.462,2468.244,4161.41,-1693.166,0.0,,2735.687,2662.035,2279.561,382.474,54.166,5203.931,,526.435,143.765,,0.0,382.67,96.081,0.0,,,,96.081,252.187,0.0,0.0,0.0,874.703,2912.126,2710.269,201.857,201.857,,676.699,0.0,0.0,0.0,0.0,492.464,182.465,3588.825,4463.528,0.0,1230.656,2.001,1228.655,0.0,685.31,29.482,1945.448,7.417,1952.865,6416.393,
03/31/2011,6470.102,189.817,189.817,0.0,610.149,610.149,0.0,0.0,0.0,0.0,0.0,0.0,218.636,,,,43.08,,,175.456,1018.602,2526.664,4447.432,-1920.768,0.0,,2924.836,2904.714,2379.264,525.45,20.122,5451.5,,554.017,132.139,,,421.878,44.799,0.0,,,,44.799,209.131,,,0.0,807.947,2960.88,2960.88,,,,673.289,,,,,489.915,183.374,3634.169,4442.116,0.0,1235.917,2.003,1233.914,0.0,731.566,52.0,2019.483,8.503,2027.986,6470.102,
06/30/2011,6410.699,271.424,271.424,0.0,577.616,577.616,0.0,0.0,0.0,0.0,0.0,0.0,220.606,,,13.126,51.702,,,152.477,1069.646,2478.199,4298.306,-1820.107,0.0,,2862.854,2842.799,2358.129,484.67,20.055,5341.053,,556.035,133.633,,,422.402,66.199,0.0,,,,66.199,176.158,,,3.023,798.392,2866.92,2866.92,,,,683.278,,,,,501.837,181.441,3550.198,4348.59,0.0,1049.179,2.029,1047.15,0.0,933.626,70.801,2053.606,8.503,2062.109,6410.699,
09/30/2011,6391.443,480.879,480.879,0.0,548.422,548.422,0.0,0.0,0.0,0.0,0.0,0.0,230.642,,,12.263,50.955,,,167.424,1259.943,2395.967,4208.018,-1812.051,0.0,,2735.533,2716.294,2259.087,457.207,19.239,5131.5,,522.89,130.47,,,392.42,63.193,0.0,,,,63.193,168.606,,,0.0,754.689,3257.213,3257.213,,,,665.84,,,,,517.578,148.262,3923.053,4677.742,0.0,776.687,1.866,774.821,0.0,924.087,5.552,1706.326,7.375,1713.701,6391.443,
12/31/2011,6041.258,179.845,179.845,0.0,543.467,543.467,0.0,0.0,0.0,0.0,0.0,0.0,191.138,,0.0,,43.235,,,137.844,914.45,2407.083,4232.594,-1825.511,0.0,,2719.725,2666.279,2254.268,412.011,53.446,5126.808,,575.212,156.381,,59.268,359.563,73.32,0.0,,,,73.32,200.498,0.0,0.0,0.0,849.03,3280.268,3280.268,,,,657.704,0.0,0.0,0.0,0.0,507.358,150.346,3937.972,4787.002,,345.324,1.721,343.603,0.0,902.567,-2.203,1245.688,8.568,1254.256,6041.258,
03/31/2012,6086.622,178.293,178.293,0.0,558.357,558.357,0.0,0.0,0.0,0.0,0.0,0.0,195.349,,,,42.289,,,145.694,931.999,2402.658,4244.184,-1841.526,0.0,,2751.965,2735.064,2282.621,452.443,16.901,5154.623,,498.779,139.236,,,359.543,63.229,0.0,,,,63.229,216.132,,,0.0,778.14,3390.447,3390.447,,,,649.232,,,,,493.95,155.282,4039.679,4817.819,0.0,319.204,1.712,317.492,0.0,915.126,25.286,1259.616,9.187,1268.803,6086.622,
06/30/2012,6087.212,170.23,170.23,0.0,572.377,572.377,0.0,0.0,0.0,0.0,0.0,0.0,148.547,,,0.0,14.446,,,131.492,891.154,2376.347,4255.559,-1879.212,0.0,,2819.711,2803.383,2321.81,481.573,16.328,5196.058,,514.303,136.666,,,377.637,62.837,0.0,,,,62.837,203.586,,,0.0,780.726,3430.157,3430.157,,,,626.005,,,,,468.064,157.941,4056.162,4836.888,0.0,334.085,1.716,332.369,0.0,906.811,-1.285,1239.611,10.713,1250.324,6087.212,
09/30/2012,6327.575,334.583,334.583,0.0,576.5,576.5,,0.0,0.0,0.0,0.0,0.0,154.901,,,,4.393,,,150.504,1065.984,2410.124,4358.067,-1947.943,0.0,,2851.467,2828.973,2336.099,492.874,22.494,5261.591,,504.472,124.762,,,379.71,71.38,0.0,,,,71.38,196.763,,5.779,0.0,772.615,3668.047,3668.047,,,,587.788,,,,,434.854,147.155,4255.835,5028.45,0.0,355.8,1.721,354.079,0.0,913.139,18.27,1287.209,11.916,1299.125,6327.575,
12/31/2012,6358.339,243.415,243.415,0.0,572.2,572.2,0.0,0.0,0.0,0.0,0.0,0.0,208.477,,0.0,,10.152,68.312,,130.013,1024.092,2477.727,4443.323,-1965.596,0.0,,2856.52,2794.782,2334.759,460.023,61.738,5334.247,,594.933,168.12,0.0,64.227,362.586,92.887,0.0,,,,92.887,217.133,0.0,0.0,0.0,904.953,3732.116,3732.116,,,,558.822,0.0,0.0,0.0,0.0,398.549,160.273,4290.938,5195.891,0.0,944.099,1.9,942.199,0.0,185.558,20.314,1149.971,12.477,1162.448,6358.339,
03/31/2013,6298.18,229.999,229.999,0.0,571.402,571.402,0.0,0.0,0.0,0.0,0.0,0.0,199.735,,,,0.0,,,194.197,1001.136,2478.111,4470.141,-1992.03,0.0,,2818.933,2799.898,2308.72,491.178,19.035,5297.044,,536.282,168.59,,,367.692,91.853,0.0,,,,91.853,216.443,,,0.0,844.578,3757.853,3757.853,,,,567.672,,,,,408.13,159.542,4325.525,5170.103,0.0,956.707,1.906,954.801,0.0,152.496,5.352,1114.555,13.522,1128.077,6298.18,
06/30/2013,6334.819,258.866,258.866,0.0,581.481,581.481,0.0,0.0,0.0,0.0,0.0,0.0,205.635,,,0.0,15.918,,,186.771,1045.982,2452.309,4465.713,-2013.404,0.0,,2836.528,2818.54,2317.157,501.383,17.988,5288.837,,537.24,141.686,,,395.554,324.682,0.0,,,,324.682,211.003,,,0.0,1072.925,3614.018,3614.018,,,,554.337,,,,,393.596,160.741,4168.355,5241.28,0.0,975.006,1.911,973.095,0.0,126.964,-21.697,1080.273,13.266,1093.539,6334.819,
09/30/2013,6380.779,172.031,172.031,0.0,614.649,614.649,0.0,0.0,0.0,0.0,0.0,0.0,155.798,,,0.0,15.828,,,139.885,942.478,2505.982,4581.272,-2075.29,0.0,,2932.319,2913.896,2376.081,537.815,18.423,5438.301,,560.523,164.969,,,395.554,51.533,0.0,,,,51.533,216.444,,,0.0,828.5,3973.799,3973.799,,,,506.314,,,,,336.219,170.095,4480.113,5308.613,0.0,984.355,1.912,982.443,0.0,78.862,-4.497,1058.72,13.446,1072.166,6380.779,
12/31/2013,6653.005,120.526,120.526,0.0,616.797,616.797,0.0,0.0,0.0,0.0,0.0,0.0,196.284,112.886,0.0,,17.623,31.915,,33.788,933.607,2578.26,4631.067,-2052.807,0.0,,3141.138,3071.006,2463.352,607.654,70.132,5719.398,,672.202,216.456,,71.971,383.775,52.583,0.0,45.23,45.23,,7.353,244.316,0.0,0.0,0.0,969.101,4119.139,3909.245,209.894,209.894,,513.031,0.0,0.0,0.0,0.0,340.568,172.463,4632.17,5601.271,0.0,982.078,1.914,980.164,0.0,67.82,-8.66,1041.238,10.496,1051.734,6653.005,
03/31/2014,6706.617,169.906,169.906,0.0,626.116,626.116,0.0,0.0,0.0,0.0,0.0,0.0,191.607,,,,25.975,,,165.055,987.629,2561.786,4642.183,-2080.397,0.0,,3157.202,3132.008,2466.001,666.007,25.194,5718.988,,583.512,167.637,,,415.875,55.084,0.0,,,,55.084,229.254,,,0.0,867.85,4288.605,4288.605,,,,498.991,,,,,319.128,179.863,4787.596,5655.446,0.0,986.504,1.919,984.585,0.0,63.297,-6.983,1042.818,8.353,1051.171,6706.617,
06/30/2014,6735.124,145.343,145.343,0.0,636.978,636.978,0.0,0.0,0.0,0.0,0.0,0.0,180.547,,,,1.67,,,178.466,962.868,2606.903,4737.922,-2131.019,0.0,,3165.353,3141.525,2473.336,668.189,23.828,5772.256,,600.715,162.036,,,438.679,56.604,0.0,,,,56.604,244.389,,,0.0,901.708,4297.942,4297.942,,,,238.324,,,,,64.014,174.31,4536.266,5437.974,0.0,1014.122,1.93,1012.192,0.0,276.348,-2.335,1288.135,9.015,1297.15,6735.124,
09/30/2014,6636.339,183.988,183.988,0.0,618.996,618.996,0.0,0.0,0.0,0.0,0.0,0.0,173.402,,,0.0,10.636,,,162.763,976.386,2560.704,4665.309,-2104.605,0.0,,3099.249,3074.892,2421.065,653.827,24.357,5659.953,,1293.588,141.645,,,1151.943,60.799,0.0,,,,60.799,243.921,,,0.0,1598.308,4331.686,4331.686,,,,238.683,,,,,60.96,177.723,4570.369,6168.677,0.0,1019.365,1.937,1017.428,0.0,-516.361,-47.232,455.772,11.89,467.662,6636.339,
12/31/2014,6523.265,125.933,125.933,0.0,604.265,604.265,0.0,0.0,0.0,0.0,0.0,0.0,187.521,97.91,0.0,,14.192,41.559,,33.86,917.719,2550.727,4668.705,-2117.978,0.0,,3054.819,3033.642,2423.783,609.859,21.177,5605.546,,605.088,203.014,,69.525,332.549,52.095,0.0,38.761,38.761,,13.334,199.553,0.0,0.0,0.0,856.736,4564.359,4361.254,203.105,203.105,,232.215,0.0,0.0,0.0,0.0,54.658,177.557,4796.574,5653.31,0.0,1590.939,2.098,1588.841,0.0,-659.553,-75.031,856.355,13.6,869.955,6523.265,
03/31/2015,6371.454,119.605,119.605,0.0,590.026,590.026,0.0,0.0,0.0,0.0,0.0,0.0,177.842,,,,21.052,,,156.79,887.473,2476.802,4597.207,-2120.405,0.0,0.0,3007.179,2985.658,2358.561,627.097,21.521,5483.981,,472.897,184.406,,,288.491,54.483,0.0,,,,54.483,192.951,,,0.0,720.331,4667.359,4667.359,,,,227.262,,,,,55.878,171.384,4894.621,5614.952,0.0,1592.933,2.105,1590.828,0.0,-718.996,-131.082,742.855,13.647,756.502,6371.454,
06/30/2015,6422.577,117.098,117.098,0.0,596.252,596.252,0.0,0.0,0.0,0.0,0.0,0.0,161.377,,,0.0,21.609,,,139.768,874.727,2493.013,4681.792,-2188.779,0.0,,3054.837,3029.814,2388.697,641.117,25.023,5547.85,,489.687,162.238,,,327.449,70.235,0.0,,,,70.235,192.213,,,0.0,752.135,4718.915,4718.915,,,,229.302,,,,,49.842,179.46,4948.217,5700.352,0.0,1605.386,2.108,1603.278,0.0,-766.849,-129.75,708.787,13.438,722.225,6422.577,
09/30/2015,6669.822,492.899,492.899,0.0,573.889,573.889,0.0,0.0,0.0,0.0,0.0,0.0,161.51,,,0.0,22.353,,,138.852,1228.298,2428.725,4643.654,-2214.929,0.0,,3012.799,2989.592,2347.064,642.528,23.207,5441.524,,474.188,156.845,,,317.343,253.726,0.0,,,,253.726,182.863,,,0.0,910.777,4920.568,4920.568,,,,218.7,,,,,47.032,171.668,5139.268,6050.045,0.0,1615.566,2.111,1613.455,0.0,-844.675,-163.687,607.204,12.573,619.777,6669.822,
12/31/2015,6350.587,128.381,128.381,0.0,564.401,564.401,0.0,0.0,0.0,0.0,0.0,0.0,165.13,109.778,0.0,,22.179,33.173,,0.0,857.912,2497.158,4744.236,-2247.078,0.0,,2995.517,2967.078,2360.978,606.1,28.439,5492.675,,570.651,219.59,,68.316,282.745,88.068,0.0,43.705,43.705,,44.363,183.112,0.0,0.0,0.0,841.831,4757.61,4565.967,191.643,191.643,,222.539,0.0,0.0,0.0,0.0,55.002,167.537,4980.149,5821.98,0.0,1625.976,2.113,1623.863,0.0,-942.218,-174.917,508.841,19.766,528.607,6350.587,
03/31/2016,6422.309,117.945,117.945,0.0,574.717,574.717,0.0,0.0,0.0,0.0,0.0,0.0,139.234,,,,22.261,,,116.973,831.896,2539.304,4865.424,-2326.12,0.0,0.0,3051.109,3021.813,2400.719,621.094,29.296,5590.413,,477.428,180.259,,,297.169,89.974,0.0,,,,89.974,181.091,,,0.0,748.493,4931.296,4931.296,,,,221.376,,,,,50.941,170.435,5152.672,5901.165,0.0,1631.09,2.119,1628.971,0.0,-982.532,-152.16,496.398,24.746,521.144,6422.309,
06/30/2016,9741.054,236.989,236.989,0.0,710.526,710.526,0.0,0.0,0.0,0.0,0.0,0.0,341.855,,,143.968,5.19,,,192.697,1289.37,3196.248,5540.949,-2344.701,0.0,,5255.436,5169.183,3840.09,1329.093,86.253,8451.684,,635.655,220.119,,,415.536,112.509,0.0,,,,112.509,233.865,,,21.634,982.029,6103.058,6103.058,,,,409.937,,,,,214.526,195.411,6512.995,7495.024,0.0,3495.288,2.63,3492.658,0.0,-1124.924,-149.289,2221.075,24.955,2246.03,9741.054,
09/30/2016,9904.916,458.128,458.128,0.0,700.238,700.238,0.0,0.0,0.0,0.0,0.0,0.0,308.975,,,127.912,11.075,,,169.988,1467.341,3166.528,5574.805,-2408.277,0.0,,5271.047,5185.284,3861.81,1323.474,85.763,8437.575,,681.384,233.971,,,447.413,121.203,0.0,,,,121.203,221.44,,,19.269,1024.027,6338.024,6338.024,,,,392.611,,,,,192.782,199.829,6730.635,7754.662,0.0,3509.547,2.634,3506.913,0.0,-1246.408,-138.446,2124.693,25.561,2150.254,9904.916,
12/31/2016,9486.8,236.484,236.484,0.0,691.249,691.249,0.0,0.0,0.0,0.0,0.0,0.0,184.374,161.563,0.0,,0.0,22.811,,0.0,1112.107,3083.326,5535.783,-2452.457,0.0,,5291.367,5174.343,3905.021,1269.322,117.024,8374.693,,672.454,222.197,,76.615,373.642,172.975,0.0,52.64,52.64,,120.335,201.128,0.0,,0.0,1046.557,6078.206,5820.986,257.22,257.22,,425.366,,0.0,0.0,0.0,151.295,274.071,6503.572,7550.129,0.0,3492.431,2.636,3489.795,0.0,-1343.311,-212.573,1936.547,0.124,1936.671,9486.8,
03/31/2017,9672.134,295.628,295.628,0.0,721.03,721.03,0.0,0.0,0.0,0.0,0.0,0.0,181.979,,,,,,,181.979,1198.637,3111.74,5662.272,-2550.532,0.0,0.0,5361.757,5247.734,3957.058,1290.676,114.023,8473.497,,773.541,239.894,,,533.647,421.227,0.0,,,,421.227,223.701,,,0.0,1418.469,5922.748,5922.748,,,,427.143,,,,,151.314,275.829,6349.891,7768.36,0.0,3494.577,2.641,3491.936,0.0,-1430.613,-161.239,1902.725,1.049,1903.774,9672.134,
06/30/2017,9814.693,291.019,291.019,0.0,730.366,730.366,0.0,0.0,0.0,0.0,0.0,0.0,184.491,,,,,,,184.491,1205.876,3175.439,5826.538,-2651.099,0.0,,5433.378,5297.654,3988.762,1308.892,135.724,8608.817,,826.204,247.134,,,579.07,423.269,0.0,,,,423.269,225.133,,,0.0,1474.606,6028.985,6028.985,,,,453.805,,,,,170.89,282.915,6482.79,7957.396,0.0,3507.663,2.644,3505.019,0.0,-1498.285,-153.59,1855.788,1.509,1857.297,9814.693,
09/30/2017,10260.006,337.886,337.886,0.0,784.884,784.884,0.0,0.0,0.0,0.0,0.0,0.0,205.454,,,,,,,205.454,1328.224,3344.475,6094.095,-2749.62,0.0,,5587.307,5467.178,4070.656,1396.522,120.129,8931.782,,833.946,252.955,,,580.991,180.39,0.0,,,,180.39,218.033,,,0.0,1232.369,6700.094,6700.094,,,,458.897,,,,,175.169,283.728,7158.991,8391.36,0.0,3603.869,2.668,3601.201,0.0,-1621.538,-115.343,1866.988,1.658,1868.646,10260.006,
12/31/2017,10972.402,925.699,925.699,0.0,834.163,834.163,0.0,0.0,0.0,0.0,0.0,0.0,190.453,,0.0,,0.0,,,188.874,1950.315,3417.679,6251.1,-2833.421,0.0,,5604.408,5481.015,4070.267,1410.748,123.393,9022.087,,942.283,289.137,,71.176,581.97,146.3,0.0,57.902,57.902,,88.398,241.59,0.0,2.329,0.0,1330.173,6896.971,6518.588,378.383,378.383,,446.416,-2.329,0.0,0.0,0.0,155.728,290.688,7343.387,8673.56,0.0,4167.393,2.831,4164.562,0.0,-1765.966,-103.989,2297.438,1.404,2298.842,10972.402,
03/31/2018,11998.149,442.491,442.491,0.0,859.106,859.106,0.0,0.0,0.0,0.0,0.0,0.0,223.276,,,,,,,223.276,1524.873,4365.471,7306.059,-2940.588,0.0,0.0,6107.805,5927.004,4325.478,1601.526,180.801,10473.276,,825.939,251.214,,,574.725,137.198,0.0,,,,137.198,267.925,,,0.0,1231.062,8020.873,8020.873,,,,484.939,,,,,169.889,315.05,8505.812,9736.874,0.0,4253.616,2.859,4250.757,0.0,-1919.787,-74.082,2259.747,1.528,2261.275,11998.149,
06/30/2018,11812.534,188.192,188.192,0.0,867.041,867.041,0.0,0.0,0.0,0.0,0.0,0.0,189.101,,,,,,,189.101,1244.334,4406.487,7383.554,-2977.067,0.0,,6161.713,6019.308,4466.634,1552.674,142.405,10568.2,,893.104,293.293,,,599.811,123.818,0.0,,,,123.818,256.181,,,0.0,1273.103,7961.761,7961.761,,,,520.223,,,,,184.836,335.387,8481.984,9755.087,0.0,4259.755,2.861,4256.894,0.0,-1996.365,-207.45,2055.94,1.507,2057.447,11812.534,
09/30/2018,11805.969,197.676,197.676,0.0,847.452,847.452,0.0,0.0,0.0,0.0,0.0,0.0,170.847,,,,,,,170.847,1215.975,4424.693,7469.651,-3044.958,0.0,,6165.301,6024.126,4478.757,1545.369,141.175,10589.994,,888.083,285.81,,,602.273,121.695,0.0,,,,121.695,237.574,,,0.0,1247.352,8109.179,8109.179,,,,510.562,,,,,181.73,328.832,8619.741,9867.093,0.0,4264.049,2.862,4261.187,0.0,-2098.403,-228.26,1937.386,1.49,1938.876,11805.969,
12/31/2018,11857.218,165.485,165.485,0.0,846.796,846.796,0.0,0.0,0.0,0.0,0.0,0.0,195.833,,0.0,,0.0,,,195.74,1208.114,4489.557,7600.949,-3111.392,0.0,,6159.547,5998.831,4441.03,1557.801,160.716,10649.104,,1099.546,318.765,,84.283,696.498,126.406,0.0,54.566,54.566,,71.84,264.823,0.0,0.973,0.0,1490.775,8016.417,7623.81,392.607,392.607,,487.563,-0.973,0.0,0.0,0.0,183.836,303.727,8503.98,9994.755,0.0,4266.211,2.863,4263.348,0.0,-2139.493,-265.664,1861.054,1.409,1862.463,11857.218,
03/31/2019,13689.363,161.475,161.475,0.0,837.521,837.521,0.0,0.0,0.0,0.0,0.0,0.0,210.854,,,,,,,210.854,1209.85,6317.119,9530.241,-3213.122,0.0,0.0,6162.394,6013.534,4465.378,1548.156,148.86,12479.513,,283.709,283.709,,,,331.428,0.0,257.508,51.222,206.286,73.92,899.996,,,633.682,1515.133,10022.396,8027.009,1995.387,338.728,1656.659,391.1,,,,,190.871,200.229,10413.496,11928.629,0.0,4267.846,2.868,4264.978,0.0,-2257.485,-250.96,1759.401,1.333,1760.734,13689.363,
06/30/2019,13720.982,161.996,161.996,0.0,852.33,852.33,0.0,0.0,0.0,0.0,0.0,0.0,200.777,,,,,,,200.777,1215.103,6352.366,9634.23,-3281.864,0.0,,6153.513,5993.417,4473.424,1519.993,160.096,12505.879,,303.988,303.988,,,,336.495,0.0,263.084,50.116,212.968,73.411,976.304,,,707.525,1616.787,10045.66,8058.95,1986.71,331.233,1655.477,399.554,,,,,194.532,205.022,10445.214,12062.001,0.0,4284.454,2.87,4281.584,0.0,-2364.812,-261.821,1657.821,1.16,1658.981,13720.982,
09/30/2019,13577.167,186.778,186.778,0.0,821.926,821.926,0.0,0.0,0.0,0.0,0.0,0.0,195.189,,,,,,,195.189,1203.893,6322.215,9633.953,-3311.738,0.0,,6051.059,5888.788,4421.995,1466.793,162.271,12373.274,,961.785,289.94,,,671.845,610.998,0.0,263.288,47.112,216.176,347.71,257.328,,,0.0,1830.111,9847.254,7901.361,1945.893,318.986,1626.907,387.953,,,,,189.564,198.389,10235.207,12065.318,0.0,4290.835,2.871,4287.964,0.0,-2433.802,-346.203,1510.83,1.019,1511.849,13577.167,
12/31/2019,13816.816,193.555,193.555,0.0,850.701,850.701,0.0,0.0,0.0,0.0,0.0,0.0,192.083,,0.0,,0.0,,,192.083,1236.339,6492.138,9918.007,-3425.869,0.0,,6088.339,5929.287,4485.209,1444.078,159.052,12580.477,,1063.211,324.708,,97.987,640.516,612.262,0.0,269.831,46.582,223.249,342.431,274.036,0.0,9.756,0.0,1949.509,10004.252,7954.966,2049.286,320.6,1728.686,398.828,-9.756,0.0,0.0,0.0,188.128,210.7,10403.08,12352.589,0.0,4301.439,2.873,4298.566,0.0,-2574.896,-262.581,1463.962,0.265,1464.227,13816.816,
03/31/2020,13566.336,152.684,152.684,0.0,831.507,831.507,0.0,0.0,0.0,0.0,0.0,0.0,214.865,,,,,,,214.865,1199.056,6427.77,9856.818,-3429.048,0.0,,5939.51,5736.446,4372.503,1363.943,203.064,12367.28,,963.976,321.16,,,642.816,356.888,0.0,273.758,44.427,229.331,83.13,260.399,,,0.0,1581.263,10468.495,8395.602,2072.893,312.415,1760.478,392.737,,,,,177.316,215.421,10861.232,12442.495,0.0,4307.356,2.879,4304.477,0.0,-2690.433,-493.248,1123.675,0.166,1123.841,13566.336,
06/30/2020,14367.553,907.18,907.18,0.0,805.901,805.901,0.0,0.0,0.0,0.0,0.0,0.0,184.292,,,,,,,184.292,1897.373,6483.393,10022.185,-3538.792,0.0,,5986.787,5822.693,4421.062,1401.631,164.094,12470.18,,1018.099,296.629,,,721.47,1113.138,0.0,276.508,43.582,232.926,836.63,252.034,,,0.0,2383.271,10552.61,8436.698,2115.912,313.418,1802.494,407.341,,,,,184.029,223.312,10959.951,13343.222,0.0,4328.684,2.881,4325.803,0.0,-2876.861,-427.523,1024.3,0.031,1024.331,14367.553,
