Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
10/29/1989,0.192,2.519,0.088,-0.047,,,-0.047,-2.368,,,,-2.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/1990,2.765,2.93,0.096,-0.335,,,-0.335,0.074,,,,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/29/1990,4.566,3.825,0.193,0.0,,,0.0,0.548,,,,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/29/1990,2.008,4.63,0.638,0.0,,,0.0,-3.26,,,,-3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.008,,,
10/28/1990,6.546,7.924,0.325,,,,,-1.703,,,,-1.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.546,,,
01/27/1991,6.445,10.397,0.609,,,,,-4.561,,,,-4.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/28/1991,18.788,11.646,0.715,,,,,6.427,,,,6.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/28/1991,12.19,13.222,1.396,0.0,,,0.0,-2.428,,,,-2.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.19,,,
10/27/1991,30.625999,15.472,0.863,,,,,14.291,,,,14.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/1992,27.646999,18.443001,1.703,,,,,7.501,,,,7.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
