Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,24.228394,25.14977,25.14977,,3.676177,2.199185,0.491018,0.345679,0.345679,,0.345679,0.345679,0.345679,0.117531,0.331256,,7.670504,8.590375,,
06/30/1990,24.229117,25.150493,25.150493,,3.88056,2.342936,0.522216,0.359506,0.359506,,0.359506,0.359506,0.359506,0.131358,0.281625,,8.015851,8.816995,,
09/30/1990,24.237073,25.155556,25.155556,,4.147036,2.508114,0.539801,0.359506,0.359506,,0.359506,0.359506,0.359506,0.131358,0.879965,,8.059183,9.051257,,
12/31/1990,25.121564,24.679318,24.679318,,4.465277,2.774064,0.562576,0.359506,0.359506,0.359506,0.359506,0.359506,0.359506,0.131358,0.064345,,10.170426,9.35101,,
03/31/1991,25.445562,30.377885,30.377885,,3.035662,1.311546,0.538155,0.373333,0.373333,,0.373333,0.373333,0.373333,0.131358,0.25219,,9.699137,9.658933,,
06/30/1991,25.830109,29.753026,29.753026,,3.190364,1.397471,0.570799,0.394074,0.400988,,0.394074,0.400988,0.400988,0.131358,0.680569,,8.028847,10.028413,,
09/30/1991,27.251429,32.090456,32.090456,,3.316594,1.483214,0.58145,0.394074,0.400988,,0.394074,0.400988,0.400988,0.145185,0.673315,,8.07187,10.64069,,
12/31/1991,31.950152,32.625633,32.625633,,3.280856,1.48273,0.578226,0.394074,0.394074,0.394074,0.394074,0.394074,0.394074,0.145185,1.819459,,8.049946,11.683043,,
03/31/1992,27.311652,31.963651,31.963651,,4.610988,2.961489,0.666007,0.435556,0.428642,,0.435556,0.428642,0.428642,0.145185,0.519809,,7.031285,11.142863,,
06/30/1992,27.321912,32.010419,32.010419,,4.613404,3.07628,0.733261,0.477037,0.483951,,0.477037,0.483951,0.483951,0.165926,0.852597,,7.096356,11.450077,,
09/30/1992,27.328089,32.019578,32.019578,,4.691599,3.288363,0.798543,0.497778,0.497778,,0.497778,0.497778,0.497778,0.165926,2.123794,,6.597058,11.843163,,
