Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,246.694,,,-214.662003,,,32.031998,,-19.872999,,,,12.159,0.754,,0.0,,0.0,,-0.754,12.913,-0.68,12.233,0.0,,,12.233,0.0,12.233,0.0,,12.233,12.233,,210.535995,0.0575,0.0575,,210.535995,0.0575,0.0575,0.0575,
06/30/1990,282.583008,,,-250.972,,,31.611008,,-22.591999,,,,9.019,0.197,,0.0,,0.0,,-0.197,9.216,-0.669,8.547,0.0,,,8.547,0.0,8.547,0.0,,8.547,8.547,,200.703995,0.04375,0.04375,,200.703995,0.04375,0.04375,0.04375,
09/30/1990,300.252014,,,-268.848999,,,31.403015,,-24.884001,,,,6.519,-0.626,,0.0,,0.0,,0.626,5.893,-0.716,5.177,0.0,,,5.177,0.0,5.177,0.0,,5.177,5.177,,196.0,0.0275,0.0275,,196.0,0.0275,0.0275,0.0275,
12/31/1990,311.778992,,,-267.238007,,,44.540985,,-17.27,,,,27.271,-23.707001,,0.0,,0.0,,23.707001,3.563999,0.175,3.739,0.0,,,3.738999,0.0,3.739,0.0,,3.739,3.739,,195.744003,0.01875,0.01875,,195.744003,0.01875,0.01875,0.01875,
03/31/1991,251.998993,,,-230.962006,,,21.036987,,-18.879999,,,,2.157,-1.873,,0.0,,0.0,,1.873,0.284,0.0,0.284,0.0,,,0.284,0.0,0.284,0.0,,0.284,0.284,,198.264008,0.00125,0.00125,,198.264008,0.00125,0.00125,0.00125,
06/30/1991,294.372986,,,-263.829987,,,30.542999,,-18.895,,,,11.648,-3.474,,0.0,,0.0,,3.474,8.174,-0.24,7.934,0.0,,,7.934,0.0,7.934,0.0,,7.934,7.934,,199.119995,0.04,0.04,,199.119995,0.04,0.04,0.04,
09/30/1991,306.946014,,,-269.80899,,,37.137024,,-21.304001,,,,15.833,-1.422,,0.0,,0.0,,1.422,14.411,-0.9,13.511,1.922,,,11.589,0.0,11.589,0.0,,11.589,11.589,,198.727997,0.05875,0.06875,,198.727997,0.05875,0.06875,0.06875,
12/31/1991,352.632996,,,-303.886993,,,48.746002,,-24.174999,,,,24.570999,-2.51,,0.0,,0.0,,2.51,22.060999,-1.21,20.851,0.0,,,20.850999,0.0,20.851,0.0,,20.851,20.851,,199.927994,0.1025,0.10375,,199.927994,0.1025,0.10375,0.10375,
03/31/1992,256.037994,,,,,,,,-240.612,,,,15.426,-5.279,,0.0,,0.0,,5.279,10.147,-0.65,9.497,0.0,,,9.497,0.0,9.497,0.0,,9.497,9.497,,203.320007,0.04625,0.04625,,203.320007,0.04625,0.04625,0.04625,
06/30/1992,315.118011,,,,,,,,-295.196014,,,,19.922001,-2.879,,0.0,,0.0,,2.879,17.043001,-1.0,16.042999,0.0,,,16.043001,0.0,16.042999,0.0,,16.042999,16.042999,,221.800003,0.07375,0.07375,,221.800003,0.07375,0.07375,0.07375,
09/30/1992,356.440002,,,,,,,,-328.52301,,,,27.917,-3.719,,0.0,,0.0,,3.719,24.198,-1.35,22.848,1.474,,,21.374,0.0,21.374001,0.0,,21.374001,21.374001,,221.927994,0.0975,0.10375,,221.927994,0.0975,0.10375,0.10375,
12/31/1992,438.838989,,,,,,,,-415.911987,,,,22.927,3.573,,0.0,,0.0,,-3.573,26.5,-2.7,23.799999,0.61,,,23.19,0.0,23.190001,0.0,,23.190001,23.190001,,222.520004,0.105,0.1075,,222.520004,0.105,0.1075,0.1075,
03/31/1993,279.595001,,,,,,,,-266.747009,,,,12.848,-2.325,,0.0,,0.0,,2.325,10.523,-4.113,6.41,-9.458,,,15.868,0.0,15.868,0.0,,15.868,15.868,,222.863998,0.07125,0.02875,,222.863998,0.07125,0.02875,0.02875,
06/30/1993,366.20401,,,,,,,,-371.140015,,,,33.150002,-0.942,,0.0,,0.0,,0.942,32.208002,-9.661,22.547001,0.0,,,22.547001,0.0,22.547001,0.0,,22.547001,22.547001,,222.863998,0.10125,0.10125,,222.863998,0.10125,0.10125,0.10125,
09/30/1993,397.412994,,,,,,,,-373.501007,,,,23.912001,0.621,,0.0,,0.0,,-0.621,24.533001,-9.564,14.969,-4.775,,,19.744001,0.0,19.743999,0.0,,19.743999,19.743999,,223.535995,0.08875,0.0675,,223.535995,0.08875,0.0675,0.0675,
12/31/1993,444.617004,,,,,,,,-388.372986,,,,18.158001,5.617,,0.0,,0.0,,-5.617,23.775001,-12.245,11.53,-9.679,,,21.209001,0.0,21.209,0.0,,21.209,21.209,,223.952,0.09375,0.11,0.11,223.952,0.09375,0.11,0.11,
03/31/1994,339.281006,,,,,,,,-318.167999,,,,21.113001,-2.535,,0.0,,0.0,,2.535,18.578001,-7.25,11.328,-3.654,,,14.982001,0.0,14.982,0.0,,14.982,14.982,,223.656006,0.0675,0.05125,,223.656006,0.0675,0.05125,0.05125,
06/30/1994,427.92099,,,,,,,,-401.881989,,,,26.039,0.0,,0.0,,0.0,,,26.039,-10.163,15.876,-72.0,,,87.875999,0.0,87.875999,0.0,,87.875999,87.875999,,222.832001,0.39375,0.07125,,222.832001,0.39375,0.07125,0.07125,
09/30/1994,450.360992,,,,,,,,-423.078003,,,,27.283001,2.254,,0.0,,0.0,,-2.254,29.537001,-11.608,17.929001,1.548,,,16.381001,0.0,16.381001,0.0,,16.381001,16.381001,,222.751999,0.07375,0.08125,,222.751999,0.07375,0.08125,0.08125,
12/31/1994,529.536011,,,,,,,,-509.196991,,,,20.339001,9.095,,0.0,,0.0,,-9.095,29.434001,-12.198,17.236,-26.293,,,43.529001,0.0,43.528999,0.0,,43.528999,43.528999,,222.119992,0.19625,0.0775,0.0775,222.119992,0.19625,0.0775,0.0775,
