Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1992,4473.100098,129.100006,129.100006,0.0,483.799988,,,,253.5,,,,,151.699997,,,,,1018.099976,2721.100098,5682.0,-2960.899902,,,733.900024,,,,,,,733.900024,3455.000122,,385.299988,385.299988,,,,163.899994,,,,,,217.300018,,,217.300018,766.5,947.099976,,,,,710.099976,,,,710.099976,1657.199951,2423.699951,0.0,311.700012,,,-196.600006,,1934.299957,2049.399963,0.0,2049.399963,4473.099915,
09/30/1992,4491.600098,116.800003,116.800003,0.0,495.5,,,,254.399994,,,,,131.399994,,,,,998.099976,2745.699951,5784.5,-3038.800049,52.700001,,695.099976,,,,,,,695.099976,3493.499928,,364.100006,364.100006,,,,148.600006,,,,,,206.599976,,,206.599976,719.299988,956.200012,,,,,718.400024,,,,718.400024,1674.600036,2393.900024,0.0,312.399994,,,-195.600006,,1980.900055,2097.700043,0.0,2097.700043,4491.600067,
12/31/1992,4502.600098,107.199997,107.199997,0.0,453.600006,,,,327.5,,,,,103.0,,,,,991.299988,2660.199951,5682.299805,-3022.100098,,,851.099976,,,,,,,851.099976,3511.299927,,371.399994,371.399994,,,,272.399994,,,,,,200.100037,,,200.100037,843.900024,870.700012,,,,,722.299988,,,,722.299988,1593.0,2436.900024,0.0,318.5,,,-187.399994,,1934.599945,2065.699951,0.0,2065.699951,4502.599976,
03/31/1993,4576.200195,112.099998,112.099998,0.0,492.200012,,,,340.299988,,,,,99.300003,,,,,1043.900024,2688.5,5779.700195,-3091.199951,,,843.799988,,,,,,,843.799988,3532.299988,,364.299988,364.299988,,,,288.0,,,,,,214.700012,,,214.700012,867.0,850.700012,,,,,741.599976,,,,741.599976,1592.299988,2459.299988,0.0,320.0,,,-185.5,,1982.400024,2116.900024,0.0,2116.900024,4576.200012,
06/30/1993,4662.299805,189.699997,189.699997,0.0,490.5,,,,341.600006,,,,,101.400002,,,,,1123.199951,2704.199951,5841.5,-3137.300049,,,834.900024,,,,,,,834.900024,3539.099976,,377.0,377.0,,,,361.399994,,,,,,204.199982,,,204.199982,942.599976,843.099976,,,,,741.200012,,,,741.200012,1584.299988,2526.899963,0.0,320.799988,,,-184.5,,1999.099976,2135.399963,0.0,2135.399963,4662.299927,
09/30/1993,4761.5,238.399994,238.399994,0.0,514.5,,,,355.799988,,,,,87.599998,,,,,1196.300049,2705.600098,5952.799805,-3247.199951,16.299999,,843.299988,,,,,,,843.299988,3565.200085,,334.299988,334.299988,,,,234.600006,,,,,,305.100006,,,305.100006,874.0,1016.400024,,,,,769.200012,,,,769.200012,1785.600036,2659.600036,0.0,323.399994,,,-183.600006,,1962.100006,2101.899994,0.0,2101.899994,4761.50003,
12/31/1993,4751.600098,172.899994,172.899994,0.0,511.200012,,,,290.0,,,,,185.899994,,,,,1160.0,2733.100098,6031.600098,-3298.5,,,858.5,,,,,,,858.5,3591.600098,,390.0,390.0,,,,241.699997,,,,,,196.000015,,,196.000015,827.700012,1007.900024,,,,,782.700012,,,,782.700012,1790.600037,2618.300049,0.0,603.599976,,,-12.0,,1541.699951,2133.299927,0.0,2133.299927,4751.599976,
03/31/1994,4866.299805,127.599998,127.599998,0.0,555.799988,,,,372.399994,,,,,154.300003,,,,,1210.099976,2800.699951,6168.799805,-3368.100098,,,855.5,,,,,,,855.5,3656.199951,,409.0,409.0,,,,247.800003,,,,,,293.699997,,,293.699997,950.5,1035.900024,,,,,799.599976,,,,799.599976,1835.5,2786.0,0.0,606.400024,,,-70.099998,,1544.000023,2080.300049,0.0,2080.300049,4866.300049,
06/30/1994,4886.399902,107.199997,107.199997,0.0,531.900024,,,,303.399994,,,,,199.800003,,,,,1142.300049,2869.399902,6344.600098,-3475.199951,,,874.700012,,,,,,,874.700012,3744.099915,,403.899994,403.899994,,,,345.100006,,,,,,221.799988,,,221.799988,970.799988,934.400024,,,,,833.400024,,,,833.400024,1767.800049,2738.600037,0.0,605.5,,,-68.099998,,1610.400047,2147.800049,0.0,2147.800049,4886.400085,
09/30/1994,5036.200195,99.900002,99.900002,0.0,558.799988,,,,395.600006,,,,,123.400002,,,,,1177.699951,2992.600098,6519.5,-3526.899902,14.1,,851.799988,,,,,,,851.799988,3858.500086,,410.100006,410.100006,,,,321.0,,,,,,345.300018,,,345.300018,1076.400024,922.5,,,,,830.900024,,,,830.900024,1753.400024,2829.800048,0.0,602.299988,,,-57.0,,1661.099976,2206.399964,0.0,2206.399964,5036.200012,
12/31/1994,5186.0,103.900002,103.900002,0.0,578.0,,,,403.5,,,,,127.599998,,,,,1213.0,3075.300049,6680.799805,-3605.5,,,897.700012,,,,,,,897.700012,3973.000061,,467.700012,467.700012,,,,413.399994,,,,,,275.800018,,,275.800018,1156.900024,997.900024,,,,,844.0,,,,844.0,1841.900024,2998.800049,0.0,599.5,,,-139.600006,,1727.299957,2187.199951,0.0,2187.199951,5186.0,
03/31/1995,5413.0,93.800003,93.800003,0.0,625.900024,,,,411.799988,,,,,127.199997,,,,,1258.699951,3258.399902,7013.600098,-3755.199951,,,895.900024,,,,,,,895.900024,4154.299927,,503.200012,503.200012,,,,356.399994,,,,,,293.999969,,,293.999969,1153.599976,1102.599976,,,,,875.599976,,,,875.599976,1978.199951,3131.799927,0.0,596.200012,,,-133.0,,1818.0,2281.200012,0.0,2281.200012,5412.999939,
06/30/1995,5720.200195,122.099998,122.099998,0.0,616.799988,,,,431.399994,,,,,145.600006,,,,,1315.900024,3444.800049,7236.200195,-3791.399902,,,959.5,,,,,,,959.5,4404.300049,,580.400024,580.400024,,,,274.700012,,,,,,301.999939,,,301.999939,1157.099976,1326.099976,,,,,882.799988,,,,882.799988,2208.899963,3365.999939,0.0,591.299988,,,-138.399994,,1901.300018,2354.200012,0.0,2354.200012,5720.199951,
09/30/1995,5816.0,87.0,87.0,0.0,625.0,,,,458.0,,,,,162.0,,,,,1332.0,3502.0,7350.0,-3848.0,76.0,,906.0,,,,,,,906.0,4484.0,,454.0,454.0,,,,487.0,,,,,,370.0,,,370.0,1311.0,1194.0,,,,,913.0,,,,913.0,2107.0,3418.0,0.0,590.0,,,-139.0,,1947.0,2398.0,0.0,2398.0,5816.0,
12/31/1995,6034.0,95.0,95.0,0.0,628.0,,,,482.0,,,,,151.0,,,,,1356.0,3575.0,7501.0,-3926.0,,,1103.0,,,,,,,1103.0,4678.0,,487.0,487.0,,,,555.0,,,,,,291.0,,,291.0,1333.0,1314.0,,,,,942.0,,,,942.0,2256.0,3589.0,0.0,590.0,,,-133.0,,1988.0,2445.0,0.0,2445.0,6034.0,
03/31/1996,6224.0,82.0,82.0,0.0,649.0,,,,497.0,,,,,144.0,,,,,1372.0,3709.0,7691.0,-3982.0,,,1143.0,,,,,,,1143.0,4852.0,,491.0,491.0,,,,448.0,,,,,,329.0,,,329.0,1268.0,1495.0,,,,,908.0,,,,908.0,2403.0,3671.0,0.0,588.0,,,-126.0,,2091.0,2553.0,0.0,2553.0,6224.0,
06/30/1996,6472.0,91.0,91.0,0.0,676.0,,,,506.0,,,,,160.0,,,,,1433.0,3853.0,7909.0,-4056.0,,,1186.0,,,,,,,1186.0,5039.0,,579.0,579.0,,,,274.0,,,,,,286.0,,,286.0,1139.0,1850.0,,,,,894.0,,,,894.0,2744.0,3883.0,0.0,587.0,,,-138.0,,2140.0,2589.0,0.0,2589.0,6472.0,
09/30/1996,6522.0,79.0,79.0,0.0,670.0,,,,486.0,,,,,140.0,,,,,1375.0,3959.0,8103.0,-4144.0,74.0,,1114.0,,,,,,,1114.0,5147.0,,396.0,396.0,,,,456.0,,,,,,411.0,,,411.0,1263.0,1739.0,,,,,946.0,,,,946.0,2685.0,3948.0,0.0,586.0,,,-211.0,,2199.0,2574.0,0.0,2574.0,6522.0,
12/31/1996,7316.600098,160.699997,160.699997,0.0,817.099976,,,,557.400024,,,,,185.0,,,,,1720.199951,4391.299805,8577.700195,-4186.399902,,,1205.099976,,,,,,,1205.099976,5596.39978,,637.799988,637.799988,,,,640.0,,,,,,310.899963,,,310.899963,1588.699951,2101.899902,,,,,1047.199951,,,,1047.199951,3149.099854,4737.799805,0.0,582.200012,,,-262.799988,,2259.399963,2578.799988,0.0,2578.799988,7316.599792,
03/31/1997,7214.399902,111.800003,111.800003,,814.0,814.0,,,565.5,,167.5,,,173.100006,,,,,1664.400024,4369.5,8537.299805,-4167.799805,,,1180.5,265.799988,265.799988,0.0,,,,914.700012,5550.0,,607.400024,607.400024,,,,452.799988,,,,,,326.100037,,,326.100037,1386.300049,2211.600098,,,,,1058.900024,,,,1058.900024,3270.500122,4656.800171,,579.299988,,,-275.399994,2832.5,-578.799957,2557.600037,,2557.600037,7214.400208,
06/30/1997,7226.100098,70.599998,70.599998,,841.599976,841.599976,,,543.599976,,142.199997,,,196.699997,,,,,1652.5,4384.700195,8627.799805,-4243.100098,,,1188.900024,253.600006,253.600006,0.0,,,,935.300018,5573.600219,,631.900024,631.900024,,,,355.600006,,,,,,322.599946,,,322.599946,1310.099976,2213.399902,,,,,1092.699951,,,,1092.699951,3306.099853,4616.199829,,578.0,,,-293.600006,2915.699951,-590.199921,2609.900024,,2609.900024,7226.099853,
09/30/1997,7244.100098,52.5,52.5,0.0,879.599976,,,,507.799988,,,,,184.399994,,,,,1624.300049,4441.200195,8727.299805,-4286.100098,,,1178.599976,,,,,,,1178.599976,5619.800171,,616.0,616.0,,,,176.399994,,,,,,332.199982,,,332.199982,1124.599976,2291.699951,,,,,1179.699951,,,,1179.699951,3471.399902,4595.999878,0.0,577.700012,,,-297.299988,,2367.69989,2648.099914,0.0,2648.099914,7244.099792,
12/31/1997,7074.5,85.9,85.9,0.0,860.8,860.8,,,499.9,,93.9,,,229.1,,,,,1675.7,4475.2,8847.7,-4372.5,328.6,,595.0,258.7,258.7,0.0,,,,336.3,5398.8,,612.9,612.9,,,,112.6,,,,,,434.8,,,434.8,1160.3,2234.7,,,,,1084.1,,,,1084.1,3318.8,4479.1,0.0,576.8,,,-442.0,3118.3,-657.7,2595.4,0.0,2595.4,7074.5,
03/31/1998,7159.8,85.0,85.0,,865.3,865.3,,,493.6,,86.1,,,166.2,,,,,1610.1,4535.5,8996.4,-4460.9,,,1014.2,277.2,277.2,0.0,,,354.3,382.7,5549.7,,543.9,543.9,,,,212.8,,,,,,363.4,,,363.4,1120.1,2254.2,,,,,1184.8,,,,1184.8,3439.0,4559.1,,578.1,,,-492.0,3206.4,-691.8,2600.7,,2600.7,7159.8,
06/30/1998,7348.3,110.8,110.8,,852.2,852.2,,,521.7,,97.3,,,197.8,,,,,1682.5,4619.6,9189.1,-4569.5,,,1046.2,299.4,299.4,0.0,,,361.3,385.5,5665.8,,530.3,530.3,,,,317.5,,,,,,354.8,,,354.8,1202.6,2305.0,,,,,1213.6,,,,1213.6,3518.6,4721.2,,578.9,,,-577.0,3308.3,-683.1,2627.1,,2627.1,7348.3,
09/30/1998,7489.600098,61.5,61.5,0.0,881.099976,0.0,,,522.700012,136.600006,132.5,286.299988,-32.700001,176.399994,,,,,1641.699951,4786.100098,9489.5,-4703.399902,18.4,0.0,1043.400024,324.899994,0.0,324.899994,,,0.0,718.50003,5847.900122,,478.7,478.7,,,,423.200012,423.200012,0.0,0.0,,,363.699964,,,363.699964,1265.599976,2274.300049,2274.300049,0.0,0.0,,1282.400024,,,,1282.400024,3556.700073,4822.300049,0.0,578.599976,,,-422.799988,0.0,2511.499939,2667.299927,0.0,2667.299927,7489.599976,
12/31/1998,7718.9,57.8,57.8,0.0,886.1,886.1,,,588.7,,136.6,,,129.2,,,,,1661.8,4893.7,9687.2,-4793.5,24.5,,1138.9,346.4,346.4,0.0,,,440.8,351.7,6057.1,,480.4,480.4,,,,562.8,,,,,,323.9,,,323.9,1367.1,2123.2,,,,,1339.1,,,,1339.1,3462.3,4829.4,0.0,580.5,,,-681.6,3490.5,-616.9,2772.5,117.0,2889.5,7718.9,
03/31/1999,7793.6,85.5,85.5,,889.2,889.2,,,575.9,,143.0,,,164.8,,,,,1715.4,4911.1,9744.2,-4833.1,24.7,,1142.4,343.0,343.0,0.0,,,441.5,357.9,6078.2,,513.6,513.6,,,,490.0,,,,,,337.2,,,337.2,1340.8,2231.7,,,,,1320.8,,,,1320.8,3552.5,4893.3,,584.7,,,-681.7,3561.3,-688.3,2776.0,124.3,2900.3,7793.6,
06/30/1999,8012.1,80.3,80.3,,922.3,922.3,,,521.8,,93.0,,,184.3,,,,,1708.7,5073.6,9975.2,-4901.6,32.5,,1197.3,346.4,346.4,0.0,,,479.3,371.6,6303.4,,561.4,561.4,,,,585.0,,,,,,302.9,,,302.9,1449.3,2249.7,,,,,1344.6,,,,1344.6,3594.3,5043.6,,590.2,,,-681.6,3617.6,-693.9,2832.3,136.2,2968.5,8012.1,
09/30/1999,8235.5,132.0,61.599998,70.400002,894.700012,,,,504.700012,134.699997,115.800003,278.200012,-24.0,251.0,,,,,1782.400024,5192.899902,10187.900391,-4995.0,38.400002,,1221.800049,350.399994,,,,,,871.400055,6453.099953,,441.5,441.5,,,,880.599976,,,,,,535.700073,,,535.700073,1857.800049,1961.599976,,,,,1327.199951,,,,1327.199951,3288.799927,5146.599976,0.0,590.900024,,,-681.599976,,3052.299927,2961.599976,127.300003,3088.899979,8235.499954,
12/31/1999,8514.9,79.5,79.5,0.0,921.5,921.5,,,430.5,,95.9,,,431.6,,,,,1863.1,5326.0,10381.5,-5055.5,38.9,,1286.9,339.0,339.0,0.0,,,,947.9,6651.8,,554.8,554.8,,,,1084.7,,,,,,556.0,,,556.0,2195.5,2010.3,,,,,1251.5,,,,1251.5,3261.8,5457.3,0.0,591.8,,,-681.6,3714.0,-694.9,2929.3,128.3,3057.6,8514.9,
03/31/2000,8570.3,92.6,92.6,0.0,923.1,923.1,,,497.7,,68.0,,,381.3,,,,,1894.7,5370.6,10491.3,-5120.7,46.3,,1258.7,332.6,332.6,0.0,,,,926.1,6675.6,,538.3,538.3,,,,555.9,,,,,,615.4,,,615.4,1709.6,2506.9,,,,,1311.0,,,,1311.0,3817.9,5527.5,0.0,591.5,,,-681.6,3723.2,-709.8,2923.3,119.5,3042.8,8570.3,
06/30/2000,8566.8,113.3,113.3,0.0,960.9,960.9,,,524.4,,79.0,,,349.9,,,,,1948.5,5413.6,10625.4,-5211.8,28.0,,1176.7,326.8,326.8,0.0,,,,849.9,6618.3,,557.3,557.3,,,,789.0,,,,,,337.8,,,337.8,1684.1,2800.2,,,,,1316.8,,,,1316.8,4117.0,5801.1,0.0,591.7,,,-681.6,3490.1,-756.5,2643.7,122.0,2765.7,8566.8,
09/30/2000,8270.5,94.1,94.1,0.0,982.7,982.7,,,482.2,131.9,133.1,244.5,-27.3,246.0,,,,,1805.0,5256.7,10310.9,-5054.2,0.0,,1208.8,,,,,,,1208.8,6465.5,,578.4,578.4,,,,429.2,,,,,,367.2,,,367.2,1374.8,2615.8,2576.5,39.3,39.3,,1343.1,,,,1343.1,3958.9,5333.7,0.0,591.6,,,-681.6,3667.9,-756.6,2821.3,115.5,2936.8,8270.5,
12/31/2000,8301.3,85.3,85.3,0.0,1058.3,1058.3,,,502.6,,101.1,,,186.5,,,,,1832.7,5251.4,10470.8,-5219.4,0.0,,1217.2,,,,,,,1217.2,6468.6,,581.4,581.4,,,,308.5,,,,,,395.5,,,395.5,1285.4,2655.3,,,,,1334.2,,,,1334.2,3989.5,5274.9,0.0,593.7,,,-681.6,3762.7,-765.9,2908.9,117.5,3026.4,8301.3,
03/31/2001,8284.5,100.6,100.6,0.0,1049.8,1049.8,,,514.2,,108.5,,,240.3,,,,,1904.9,5176.7,10451.6,-5274.9,0.0,,1202.9,709.1,709.1,0.0,,,,493.8,6379.6,,577.0,577.0,,,,511.1,,,,,,353.7,,,353.7,1441.8,2515.6,,,,,1319.9,,,,1319.9,3835.5,5277.3,0.0,609.9,,,-731.4,3816.7,-805.4,2889.8,117.4,3007.2,8284.5,
06/30/2001,8218.8,116.1,116.1,0.0,946.2,946.2,,,507.2,,92.4,,,210.6,,,,,1780.1,5182.2,10509.4,-5327.2,0.0,,1256.5,,,,,,,1256.5,6438.7,,533.5,533.5,,,,372.3,,,,,,290.1,,,290.1,1195.9,2542.6,,,,,1343.3,,,,1343.3,3885.9,5081.8,0.0,629.8,,,-756.5,3905.8,-760.2,3018.9,118.1,3137.0,8218.8,
09/30/2001,8084.1,66.2,66.2,,913.4,913.4,,,478.4,128.0,103.7,282.7,-36.0,226.8,,,,,1684.8,5118.5,10226.5,-5108.0,,,1280.8,,,,,,499.5,781.3,6399.3,,512.2,512.2,,,,450.2,444.7,5.5,5.5,,,390.0,,,390.0,1352.4,2027.5,1996.8,30.7,30.7,,1480.4,,,,1480.4,3507.9,4860.3,,634.3,,,-768.8,3965.9,-725.6,3105.8,118.0,3223.8,8084.1,
12/31/2001,8038.9,68.3,68.3,0.0,867.4,867.4,,,485.5,,81.3,,,207.4,,,,,1628.6,5114.7,10324.9,-5210.2,0.0,,1295.6,380.7,380.7,0.0,,,,914.9,6410.3,,463.6,463.6,,,,415.1,,,,,,368.7,,,368.7,1247.4,1989.5,,,,,1510.5,,,,1510.5,3500.0,4747.4,0.0,642.1,,,-768.3,4036.4,-739.6,3170.6,120.9,3291.5,8038.9,
03/31/2002,7870.8,97.8,97.8,0.0,867.2,867.2,,,459.7,,95.3,,,206.6,,,,,1631.3,4996.9,10157.1,-5160.2,0.0,,1242.6,343.1,343.1,0.0,,,,899.5,6239.5,,460.3,460.3,,,,113.5,,,,,,400.5,,,400.5,974.3,1968.9,,,,,1510.0,,,,1510.0,3478.9,4453.2,0.0,666.6,,,-768.3,4118.9,-720.5,3296.7,120.9,3417.6,7870.8,
06/30/2002,8236.5,185.8,185.8,0.0,933.4,933.4,,,451.1,,84.7,,,210.7,,,,,1781.0,5148.3,10562.1,-5413.8,0.0,,1307.2,381.9,381.9,0.0,,,,925.3,6455.5,,486.7,486.7,,,,206.6,,,,,,417.2,,,417.2,1110.5,2007.4,,,,,1468.4,,,,1468.4,3475.8,4586.3,0.0,678.5,,,-767.8,4214.5,-601.5,3523.7,126.5,3650.2,8236.5,
09/30/2002,8495.0,253.7,253.7,,980.9,980.9,,,460.7,107.9,103.8,276.8,-27.8,214.0,,,,,1909.3,5377.8,10879.8,-5502.0,,,1207.9,431.1,431.1,0.0,,,484.2,292.6,6585.7,,485.6,485.6,,,,344.0,340.6,3.4,3.4,,,426.6,,,426.6,1256.2,2041.0,2013.9,27.1,27.1,,1553.0,,,,1553.0,3594.0,4850.2,,686.5,,,-767.8,4312.8,-771.1,3460.4,184.4,3644.8,8495.0,
12/31/2002,8675.89,104.8,104.8,0.0,1031.3,1031.3,,,484.8,,54.1,,,213.6,,,,,1834.5,5478.59,11160.09,-5681.5,0.0,,1362.8,557.0,557.0,0.0,,,,805.8,6841.39,,487.3,487.3,,,,375.5,,,,,,419.4,,,419.4,1282.2,2027.3,,,,,1571.699,,,,1571.699,3598.999,4881.199,0.0,695.5,,,-767.8,4392.6,-718.409,3601.891,192.8,3794.691,8675.89,
03/31/2003,8840.799,73.4,73.4,0.0,1131.199,1131.2,,,511.4,,79.8,,,207.097,,,,,1923.096,5489.103,11316.4,-5827.297,0.0,,1428.6,589.1,589.1,0.0,,,,839.5,6917.703,,543.7,543.7,,,,395.9,,,,,,394.3,,,394.3,1333.9,2028.5,,,,,1618.8,,,,1618.8,3647.3,4981.2,0.0,704.2,,,-767.5,4460.1,-711.901,3684.899,174.7,3859.599,8840.799,
06/30/2003,8948.9,141.3,141.3,0.0,1133.5,1133.5,,,505.8,,67.9,,,237.8,,,,,2018.4,5443.4,11369.9,-5926.5,0.0,,1487.1,610.2,610.2,0.0,,,,876.9,6930.5,,913.9,913.9,,,,217.6,,,,,,35.9,,,35.9,1167.4,2150.7,,,,,1680.7,,,,1680.7,3831.4,4998.8,0.0,718.0,,,-766.2,4440.7,-621.3,3771.2,178.9,3950.1,8948.9,
09/30/2003,9473.5,76.2,76.2,0.0,1188.5,1188.5,,,565.9,165.8,109.6,327.2,-36.7,278.9,,,,,2109.5,5637.1,11723.2,-6086.1,0.0,,1726.9,829.9,725.8,104.1,,,,897.0,7364.0,,1123.5,1123.5,,,,342.1,,,,,,115.6,,,115.6,1581.2,2168.6,2116.8,51.8,51.8,,1753.1,,,,1753.1,3921.7,5502.9,0.0,743.3,,,-766.1,4516.6,-711.3,3782.5,188.1,3970.6,9473.5,
