Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
09/30/2002,156.673,151.57,9.607,-47.853,43.349,-232.624,0.0,0.0,-674.183,441.559,0.0,-151.307,-2.562,0.0,20.335,0.0,0.335,-169.435,0.0,0.0,-227.258,
12/31/2002,136.04,137.498,11.524,-73.779,60.797,-235.418,0.0,0.0,-818.915,601.025,-17.528,5.776,-2.513,0.0,42.561,0.0,0.0,-34.252,0.0,0.0,-93.602,
03/31/2003,262.2,141.11,12.727,-16.112,124.475,-67.199,0.0,0.0,-473.923,403.329,3.395,-139.398,-2.506,-64.368,0.0,0.0,1.2,-73.724,0.0,0.0,55.603,
06/30/2003,70.226,143.777,11.806,-82.248,-3.109,-78.697,0.0,0.0,-671.865,595.043,-1.875,-25.799,-2.465,-10.42,0.0,0.0,2.554,-15.468,0.0,0.0,-34.27,
09/30/2003,203.29,105.129,12.782,9.536,75.843,-115.45,0.0,0.0,-1193.448,1083.915,-5.917,0.172,-2.462,1.251,0.0,0.0,1.383,0.0,0.0,0.0,88.012,
12/31/2003,150.92,103.863,13.364,-88.105,121.798,-198.245,0.0,0.0,-1483.526,1288.653,-3.372,-13.945,-3.691,-78.873,73.537,0.0,0.024,-4.942,0.0,0.0,-61.27,
03/31/2004,245.294,130.073,10.081,-16.542,121.682,-212.215,0.0,0.0,-943.988,735.858,-4.085,-12.731,-3.696,0.208,0.0,0.0,17.776,-27.019,0.0,0.0,20.348,
06/30/2004,76.016,154.524,12.525,46.044,-137.077,-42.768,0.0,0.0,-307.551,267.012,-2.229,-15.257,-3.697,-0.783,0.0,0.0,11.824,-22.601,0.0,0.0,17.991,
09/30/2004,144.471,134.069,11.827,-91.866,90.441,-16.334,0.0,0.0,-254.449,240.259,-2.144,-51.865,-7.38,-0.484,0.0,0.0,2.123,-46.124,0.0,0.0,76.272,
12/31/2004,93.379,134.52,31.537,-72.0,73.643,-125.492,0.0,0.0,-288.544,154.594,8.458,-77.376,-7.259,38.863,0.0,0.0,0.29,-109.27,0.0,0.0,-109.489,
03/31/2005,236.364,182.013,10.151,42.425,1.775,-156.188,0.0,0.0,-289.505,135.077,-1.76,-59.548,-7.201,14.947,0.0,0.0,1.273,-68.567,0.0,0.0,20.628,
06/30/2005,-9.214,174.356995,9.236,-119.178001,-73.628998,441.194,0.0,0.0,-136.197006,582.689026,-5.298,-273.96701,-14.078,-57.048,0.0,0.0,0.617,-203.457993,0.0,0.0,158.013,
09/30/2005,185.738998,142.382004,9.447,44.391998,-10.482,-106.649002,0.0,0.0,-604.030029,486.618988,10.762,-82.682999,-13.849,-0.983,0.0,0.0,6.244,-74.095001,0.0,0.0,-3.593,
12/31/2005,95.465,128.121,10.487,-85.207,42.064,-121.715,0.0,0.0,-565.685,444.95,-0.98,-120.01,-13.311,85.917,297.732,-300.0,0.0,-190.348,0.0,0.0,-146.26,
03/31/2006,192.019,163.453,10.375,-11.338,29.529,12.718,0.0,0.0,-386.062,390.65,8.13,-193.398,-21.954,-89.583,0.0,0.0,9.673,-91.534,0.0,0.0,11.339,
06/30/2006,78.519,149.839,9.253,-11.641,-68.932,-80.465,0.0,0.0,-744.783,653.997,10.321,-98.207,-21.762,31.861,0.0,0.0,14.418,-122.724,0.0,0.0,-100.153,
09/30/2006,123.648,129.978,8.114,-33.151,18.707,58.301,0.0,0.0,-345.381,475.502,-71.82,-30.977,-21.025,-51.119,199.958,0.0,0.0,-158.791,0.0,0.0,150.972,
12/31/2006,101.611,121.469,8.777,-54.522,25.887,-30.511,0.0,0.0,-365.157,355.344,-20.698,-34.776,-20.754,-2.067,0.0,0.0,0.625,-12.58,0.0,0.0,36.324,
03/31/2007,178.988,92.363,7.368,27.281,51.976,-83.666,0.0,0.0,-466.724,437.396,-54.338,-134.017,-20.76,25.376,0.0,-200.0,3.152,0.0,0.0,58.215,-38.695,
06/30/2007,53.873,76.715,7.903,-23.219,-7.526,-188.964,0.0,0.0,-672.597,620.785,-137.152,63.435,-20.786,37.214,0.0,0.0,0.118,-67.648,0.0,114.537,-71.656,
09/30/2007,21.224,-372.469,14.086,280.102,99.505,258.837,0.0,0.0,-795.249,655.181,398.905,-45.646,-20.495,-144.7,300.0,0.0,0.312,-8.011,0.0,-172.752,234.415,
12/31/2007,377.886,-1466.627,8.742,32.54,1803.231,-499.977,0.0,0.0,-836.819,549.422,-212.58,-6.778,-1.778,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.869,
03/31/2008,260.876,-34.394,6.879,38.867,249.524,-275.215,0.0,0.0,-887.92,554.491,58.214,812.649,-2.048,0.0,353.77,0.0,460.927,0.0,0.0,0.0,798.31,
06/30/2008,595.955,-99.885,12.248,51.464,632.128,-641.893,0.0,0.0,-1152.846,539.567,-28.614,19.358,-2.965,0.0,23.533,0.0,0.0,-1.21,0.0,0.0,-26.58,
09/30/2008,36.138,-115.385,11.667,246.527,-106.671,94.483,0.0,0.0,-663.097,517.271,240.309,-103.25,-3.146,0.0,,-100.104,1.21,-1.21,0.0,0.0,27.371,
12/31/2008,471.939,-275.691,12.918,130.54,604.172,-462.639,0.0,0.0,-888.826,677.095,-250.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,
03/31/2009,429.664,-184.56,19.423,-21.903,616.704,-294.879,0.0,0.0,-1142.531,852.165,-4.513,-19.422,0.0,0.0,0.0,-19.422,0.0,0.0,0.0,0.0,115.363,
06/30/2009,0.397,-339.835,16.739,-4.584,328.077,27.434,0.0,0.0,-1118.385,1108.439,37.38,-232.338,0.0,0.0,0.0,-232.338,0.0,0.0,0.0,0.0,-204.507,
09/30/2009,-12.862,-517.768,17.188,215.941,271.777,-89.707,0.0,0.0,-1103.019,977.845,35.467,-35.899,0.0,0.0,0.0,-35.899,0.0,0.0,0.0,0.0,-138.468,
12/31/2009,-87.245,-280.114,15.203,40.189,137.477,409.955,0.0,0.0,-784.864,1281.043,-86.224,-6.693,0.0,0.0,0.0,-6.693,0.0,0.0,0.0,0.0,316.017,
03/31/2010,-197.049,-150.091,14.35,18.337,-79.645,-170.567,0.0,0.0,-1330.531,1144.375,15.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-367.616,
06/30/2010,13.258,24.551,16.968,-31.267,3.006,457.437,0.0,0.0,-1262.96,1691.322,29.075,1106.75,0.0,0.0,334.45,0.0,772.3,0.0,0.0,0.0,1577.445,
09/30/2010,-269.617,-51.528,17.494,-48.26,-187.323,40.151,0.0,0.0,-951.083,1021.333,-30.099,-0.001,0.0,0.0,,-0.077,0.076,0.0,0.0,0.0,-229.467,
12/31/2010,-422.022,-186.667,19.132,10.54,-265.027,-438.925,0.0,0.0,-1681.376,1173.516,68.935,-1.0,0.0,0.0,,-1.0,0.0,0.0,0.0,0.0,-861.947,
03/31/2011,-420.933,-33.661,19.56,-5.797,-401.035,229.113,0.0,0.0,-900.148,1124.619,4.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.82,
06/30/2011,-556.529,-151.732,19.709,-55.928,-368.578,534.532,0.0,0.0,-980.94,1516.193,-0.721,-51.769,0.0,0.0,0.0,-51.769,0.0,0.0,0.0,0.0,-73.766,
09/30/2011,-438.539,-165.205,20.897,-25.59,-268.641,343.994,0.0,0.0,-536.388,880.794,-0.412,-77.409,0.0,0.0,0.0,-77.409,0.0,0.0,0.0,0.0,-171.954,
12/31/2011,-467.85,-135.294,24.662,-92.668,-264.55,646.578,0.0,0.0,-1976.121,2628.436,-5.737,-49.543,0.0,0.0,0.0,-49.543,0.0,0.0,0.0,0.0,129.185,
03/31/2012,-423.615,-19.555,24.696,-81.294,-347.462,330.422,0.0,0.0,-1833.06,2136.797,26.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.193,
06/30/2012,-430.493,-273.891,26.809,-64.531,-118.88,144.139,0.0,0.0,-1288.271,1440.287,-7.877,-53.107,0.0,0.0,0.0,-53.107,0.0,0.0,0.0,0.0,-339.461,
09/30/2012,-318.414,-246.942,25.721,-2.007,-95.186,485.673,0.0,0.0,-209.55,727.184,-31.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.259,
12/31/2012,-396.078,-386.691,22.909,-91.994,59.698,693.299,0.0,0.0,-1694.455,2374.621,13.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.221,
03/31/2013,-251.709,-72.93,22.858,4.105,-205.742,-288.318,0.0,0.0,-975.573,643.82,43.435,1148.212,0.0,0.0,484.67,0.0,663.542,0.0,0.0,0.0,608.185,
06/30/2013,-256.91,12.375,14.659,-44.33,-239.614,-790.078,0.0,0.0,-1206.689,618.247,-201.636,-17.358,0.0,0.0,0.027,-17.235,0.0,-0.15,0.0,0.0,-1064.346,
09/30/2013,-183.997,12.114,16.082,21.189,-233.382,70.732,0.0,0.0,-487.585,460.147,98.17,-0.129,0.0,0.0,,-0.072,,-0.057,0.0,0.0,-113.394,
12/31/2013,-278.915,-1.407,15.117,-2.091,-290.534,153.537,0.0,0.0,-578.866,689.799,42.604,0.0,0.0,0.0,0.072,-0.072,0.207,-0.207,0.0,0.0,-125.378,
03/31/2014,-157.887,59.982,14.889,-20.399,-212.359,141.918,0.0,-2.971,-582.28,714.481,12.688,-19.836,0.0,0.0,,-21.767,0.0,0.0,0.0,1.931,-35.805,
06/30/2014,-121.254,45.522,11.98,-30.28,-148.476,168.898,0.0,-0.245,-472.327,653.925,-12.455,-1.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.931,45.713,
09/30/2014,-58.525,72.017,11.36,-1.024,-140.878,-40.153,0.0,-0.782,-495.335,448.719,7.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.678,
12/31/2014,-67.611,74.428,10.632,-40.407,-112.264,21.571,0.0,-0.709,-430.069,459.586,-7.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.04,
03/31/2015,-32.708,133.076,11.311,-38.7,-138.395,64.881,0.0,-0.576,-940.885,988.431,17.911,2.568,0.0,0.0,0.0,0.0,2.568,0.0,0.0,0.0,34.741,
06/30/2015,-30.215,113.654,12.627,-15.404,-141.092,10.33,0.0,-1.135,-558.473,528.875,41.063,3.032,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,3.102,-16.853,
09/30/2015,194.922,822.852,14.423,-604.303,-38.05,-25.701,0.0,-1.124,-473.637,442.702,6.358,-0.455,0.0,0.0,0.0,0.0,0.07,-0.525,0.0,0.0,168.766,
12/31/2015,20.037,102.418,14.198,-19.62,-76.959,-146.468,0.0,-1.795,-492.472,395.919,-48.12,-73.953,0.0,0.0,0.0,-73.957,0.385,-0.451,0.0,0.07,-200.384,
03/31/2016,-56.53,69.191,14.109,-10.517,-129.313,209.306,0.0,-1.916,-291.382,458.315,44.289,-83.998,0.0,0.0,155.0,-239.113,0.115,0.0,0.0,0.0,68.778,
06/30/2016,111.523,109.221,14.368,97.768,-109.834,51.737,0.0,-0.808,-435.155,507.47,-19.77,-112.184,0.0,0.0,50.612,,,-0.115,0.0,-162.681,51.076,
09/30/2016,38.572,56.618,15.847,60.136,-94.029,-215.07,0.0,-2.245,-383.773,192.091,-21.143,150.267,0.0,0.0,418.094,-175.277,,-91.612,0.0,-0.938,-26.231,
12/31/2016,188.034,107.487,17.018,168.177,-104.648,-139.365,0.0,-5.583,-253.273,122.867,-3.376,-168.002,0.0,0.0,0.0,-52.79,0.0,-55.563,0.0,-59.649,-119.333,
03/31/2017,77.469,89.798,17.079,32.467,-61.875,52.44,0.0,-4.014,-187.096,233.214,10.336,141.755,0.0,0.0,150.0,-6.722,0.0,0.0,0.0,-1.523,271.664,
06/30/2017,48.087,118.622,16.112,54.199,-140.846,-47.021,0.0,-5.645,-358.223,323.736,-6.889,-300.232,0.0,0.0,,-293.402,0.0,0.0,0.0,-6.83,-299.166,
09/30/2017,130.8,120.027,15.691,64.461,-69.379,-7.948,0.0,-2.462,-229.724,223.947,0.291,-0.059,0.0,0.0,0.0,0.0,,-6.782,0.0,6.723,122.793,
12/31/2017,150.301,27.314,15.548,202.06,-94.621,-301.112,0.0,-3.945,-518.652,225.223,-3.738,-0.039,0.0,0.0,0.0,0.0,0.0,-0.039,0.0,0.0,-150.85,
03/31/2018,133.966,143.637,15.833,34.388,-59.892,-48.256,0.0,-5.208,-209.497,166.449,0.0,-8.073,0.0,0.0,0.0,-8.073,0.0,0.0,0.0,0.0,77.637,
06/30/2018,128.627,186.814,15.562,40.508,-114.257,-14.162,0.0,-3.048,-307.215,282.669,13.432,-100.059,0.0,0.0,8.073,,0.0,-100.059,0.0,-8.073,14.406,
09/30/2018,120.954,181.9,13.872,75.882,-150.7,-45.793,0.0,-2.403,-558.137,484.5,30.247,-0.058,0.0,0.0,0.0,0.0,0.0,-8.131,0.0,8.073,75.103,
12/31/2018,160.97,157.746,12.948,47.359,-57.083,-209.569,0.0,-3.579,-384.624,222.006,-43.372,-63.36,0.0,0.0,0.0,0.0,0.0,-63.36,0.0,0.0,-111.959,
03/31/2019,164.881,151.941,11.908,-8.743,9.775,-40.115,0.0,-0.308,-348.746,308.939,0.0,-17.292,0.0,0.0,0.0,-5.652,0.0,-11.64,0.0,0.0,107.474,
06/30/2019,116.73,167.778,11.556,19.576,-82.18,-129.118,0.0,-2.972,-328.645,202.499,0.0,-24.941,0.0,0.0,5.652,,0.0,-24.941,0.0,-5.652,-37.329,
09/30/2019,458.163,176.934,35.778,334.863,-89.412,-308.966,0.0,-4.079,-1043.003,738.116,0.0,-132.481,0.0,0.0,0.0,-5.726,0.0,-105.766,0.0,-20.989,16.716,
12/31/2019,151.369,177.11,13.006,19.739,-58.486,-113.142,0.0,-1.557,-351.123,239.845,-0.307,-40.925,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.925,-2.698,
03/31/2020,184.324,149.805,13.052,-5.81,27.277,166.153,0.0,-0.58,-280.614,447.347,0.0,-150.007,0.0,0.0,0.0,-8.899,0.0,-119.997,0.0,-21.111,200.47,
06/30/2020,235.801,14.047,12.405,44.323,165.026,-213.619,0.0,-0.362,-712.108,498.851,0.0,219.679,0.0,0.0,0.0,0.0,239.994,0.0,0.0,-20.315,241.861,
