Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1569.152954,1556.083008,,,0.0,0.0,13.07,-586.442017,586.441986,366.441986,220.0,0.0,,,,982.710938,-600.89502,,146.552002,142.733994,311.609009,381.81601,-65.218002,,,,,76.815002,91.816002,-15.001,0.0,-11.597,316.598007,-117.765999,198.832001,0.0,,,198.832008,0.0,198.832001,-11.059,,187.773001,187.773001,,357.294006,0.525,0.525,0.525,357.294006,0.525,0.525,0.525,
12/31/1992,1268.822998,1247.272949,,,0.0,0.0,21.549999,-459.829987,459.829986,131.994995,327.834991,0.0,,,,808.993011,-587.768005,,123.899002,123.290001,340.57901,221.225006,-61.024998,,,,,74.794998,93.529999,-18.735001,0.0,-13.77,160.200008,-47.862999,112.336998,0.0,,,112.337009,0.0,112.336998,-11.057,,101.279998,101.279998,,364.10199,0.28,0.28,0.28,364.10199,0.28,0.28,0.28,
03/31/1993,1132.375977,1103.536011,,,0.0,0.0,28.84,-375.540985,375.541,184.541,191.0,0.0,,,,756.834991,-550.909973,,142.731995,121.337997,286.839996,205.925003,-60.806004,,,,,72.924004,94.259003,-21.334999,0.0,-12.118,145.118999,-41.891998,103.226997,0.0,,,103.227001,0.0,103.226997,-11.277,,91.949997,91.949997,,367.558014,0.25,0.25,0.25,367.558014,0.25,0.25,0.25,
06/30/1993,1349.865967,1321.504028,,,0.0,0.0,28.362,-475.046997,475.046997,282.046997,193.0,0.0,,,,874.81897,-639.213013,,147.268997,129.666,362.278015,235.606003,-61.218001,,,,,77.165001,95.821999,-18.657,0.0,-15.947,174.388001,-53.199001,121.189003,0.0,,,121.189,0.0,121.189003,-10.643,,110.546003,110.546003,,370.959991,0.3,0.3,0.3,370.959991,0.3,0.3,0.3,
09/30/1993,1602.685059,1586.140991,,,0.0,0.0,16.544001,-533.799011,533.799011,376.799011,157.0,0.0,,,,1068.886047,-774.03302,,152.694,150.223007,471.115997,294.852997,-51.404999,,,,,79.016998,91.690002,-12.673,0.0,-27.612,243.447998,-92.213997,151.233994,0.0,,,151.234001,0.0,151.233994,-10.712,,140.521994,140.521994,,376.265991,0.375,0.375,0.375,376.265991,0.375,0.375,0.375,
12/31/1993,1231.366943,1213.118042,,,0.0,0.0,18.249001,-373.911011,373.910995,195.171997,178.738998,0.0,,,,857.455932,-619.882019,,155.694,124.882004,339.306,237.574005,-78.617998,,,,,71.752998,85.325996,-13.573,0.0,6.865,158.956007,-63.194,95.762001,0.0,,,95.762007,0.0,95.762001,-10.031,,85.731001,85.731001,,379.432006,0.225,0.225,0.225,379.432006,0.225,0.225,0.225,
03/31/1994,1178.900024,1155.78894,,,0.0,0.0,23.111,-364.813995,364.813995,199.813995,165.0,0.0,,,,814.086029,-578.841003,,166.994995,121.862999,289.983002,235.244995,-73.883999,,,,,71.112999,81.962997,-10.85,0.0,2.771,161.360996,-56.992001,104.369003,0.0,,,104.368996,0.0,104.369003,-9.93,,94.439003,94.439003,,358.653992,0.265,0.265,0.265,358.653992,0.265,0.265,0.265,
06/30/1994,1443.046997,1418.572998,,,0.0,0.0,24.474001,-473.587006,473.587006,299.587006,174.0,0.0,,,,969.459991,-680.58197,,170.195999,134.274994,376.110992,288.877991,-75.487,,,,,74.805,79.679001,-4.874,0.0,0.682,213.39099,-77.668999,135.722,0.0,,,135.721992,0.0,135.722,-9.879,,125.843,125.843,,358.339996,0.35,0.35,0.35,358.339996,0.35,0.35,0.35,
09/30/1994,1512.900024,1501.895996,,,0.0,0.0,11.004,-470.319,470.319,315.319,155.0,0.0,,,,1042.581024,-614.455994,,206.186005,144.985992,263.283997,428.125,-62.194998,,,,,75.490997,79.43,-3.939,,-13.296,365.930002,-133.807007,232.123001,0.0,,,232.122995,0.0,232.123001,-9.879,,222.244001,222.244001,,354.406006,0.625,0.625,0.625,354.406006,0.625,0.625,0.625,
12/31/1994,1287.812012,1266.397949,,,0.0,0.0,21.414,-406.625,406.625,255.625,151.0,0.0,,,,881.187012,-684.992981,,180.479004,129.845993,374.667999,196.194,-71.325,,,,,73.527,77.894997,-4.368,,-2.202,124.869,-38.813999,86.055,0.0,,,86.055001,0.0,86.055,-9.87,,76.185,76.185,,352.756012,0.215,0.215,0.215,352.756012,0.215,0.215,0.215,
03/31/1995,1177.365967,1156.26001,,,0.0,0.0,21.106001,-344.872009,344.871994,195.871994,149.0,0.0,,,,832.493958,-583.697021,,200.283005,128.423004,254.990997,248.796997,-71.586996,,,,,76.978996,76.978996,,,-5.392,177.210001,-65.217003,111.992996,0.0,,,111.992998,0.0,111.992996,-12.153,,99.839996,99.839996,,352.04599,0.285,0.285,0.285,352.04599,0.285,0.285,0.285,
06/30/1995,1466.723999,1446.165039,,,0.0,0.0,20.559,-458.403015,458.403015,306.403015,152.0,0.0,,,,1008.320984,-696.130005,,262.808014,138.136993,295.184998,312.19101,-82.441003,,,,,83.355003,83.355003,,,-0.914,229.750006,-91.447998,138.302002,0.0,,,138.302008,0.0,138.302002,,,138.302002,138.302002,,350.450012,0.395,0.395,0.395,350.450012,0.395,0.395,0.395,
09/30/1995,1587.036987,1579.547974,,,0.0,0.0,7.489,-480.911987,480.911987,326.911987,154.0,0.0,,,,1106.125,-658.190002,,212.675003,148.313995,297.200989,447.934998,-70.324997,,,,,79.504997,79.504997,,,-9.18,377.610001,-137.160995,240.449005,0.0,,,240.449005,0.0,240.449005,,,240.449005,240.449005,,350.223999,0.685,0.685,0.685,350.223999,0.685,0.685,0.685,
12/31/1995,1361.358032,1348.083984,,,0.0,0.0,13.274,-437.542999,437.542999,288.542999,149.0,0.0,,,,923.815033,-735.632019,,242.169998,134.395004,359.066986,188.182999,-47.446002,,,,,50.830002,50.830002,,,-3.384,140.736997,-34.768002,105.969002,0.0,,,105.968995,0.0,105.969002,-31.249001,,74.720001,74.720001,,349.98001,0.215,0.215,0.215,349.98001,0.215,0.215,0.215,
03/31/1996,1357.707031,1340.741943,,,0.0,0.0,16.965,-449.660004,449.660004,273.660004,176.0,0.0,,,,908.047028,-684.672974,,267.654999,137.044006,279.973999,223.373993,-70.609002,,,,,69.246002,69.246002,,,1.363,152.764991,-52.618999,100.146004,0.0,,,100.145991,0.0,100.146004,-6.434,,93.712004,93.712004,,349.411987,0.27,0.27,0.27,349.411987,0.27,0.27,0.27,
06/30/1996,1474.08606,1454.996948,,,0.0,0.0,19.089001,-500.169006,500.169006,316.169006,184.0,0.0,,,,973.917053,-674.629028,,231.925995,138.251999,304.450989,299.287994,-76.371002,,,,,67.871002,67.871002,,,8.5,222.916992,-66.837997,156.078995,0.0,,,156.078995,0.0,156.078995,-5.766,,150.312995,150.312995,,348.205994,0.43,0.43,0.43,348.205994,0.43,0.43,0.43,
09/30/1996,1769.598999,1760.938965,,,0.0,0.0,8.66,-628.463989,628.463989,428.463989,200.0,0.0,,,,1141.13501,-682.002014,,257.760986,160.001999,264.239014,459.132996,-61.105001,,,,,65.525002,65.525002,,,-4.42,398.027994,-142.145996,255.882004,0.0,,,255.881998,0.0,255.882004,-5.767,,250.115004,250.115004,,347.700012,0.72,0.72,0.72,347.700012,0.72,0.72,0.72,
12/31/1996,1435.385986,1429.75,,,0.0,0.0,5.636,-552.289978,552.290009,368.290009,184.0,0.0,,,,883.096008,-694.070007,,203.033005,150.880997,340.156006,189.026001,-65.691998,,,,,61.981998,61.981998,,,3.71,123.334003,-32.258999,91.074997,0.0,,,91.075004,0.0,91.074997,-5.765,,85.309997,85.309997,,347.287994,0.245,0.245,0.245,347.287994,0.245,0.245,0.245,
03/31/1997,1445.192993,1398.767944,,,0.0,0.0,46.424999,-543.559021,543.55899,333.55899,210.0,0.0,,,,901.633972,-676.377991,,267.863007,139.341003,269.174011,225.255997,-63.264004,,,,,71.035004,71.035004,,,-7.771,161.991993,-55.213001,106.778999,0.0,,,106.778992,0.0,106.778999,-5.709961,,101.069038,101.069038,,346.444,0.29,0.29,0.29,346.444,0.29,0.29,0.29,
06/30/1997,1587.14502,1541.119019,,,0.0,0.0,46.026001,-560.346008,560.346008,367.346008,193.0,0.0,,,,1026.799012,-705.343018,,262.48999,144.585999,298.266998,321.455994,-69.826,,,,,71.5,71.5,,,-1.674,251.629994,-82.906998,168.723007,0.0,,,168.722996,0.0,168.723007,-4.34,,164.383007,164.383007,,346.082,0.475,0.475,0.475,346.082,0.475,0.475,0.475,
09/30/1997,1858.969971,1819.493042,,,0.0,0.0,39.477001,-673.564026,673.563995,469.563995,204.0,0.0,,,,1185.405945,-721.146973,,266.235992,164.457993,290.453003,464.259003,-52.838001,,,,,69.540001,69.540001,,,-16.702,411.421002,-144.037003,267.384003,0.0,,,267.383999,0.0,267.384003,-5.019,,262.365003,262.365003,,346.082,0.76,0.76,0.76,346.082,0.76,0.76,0.76,
12/31/1997,1477.692017,1372.619995,,,0.0,0.0,105.071999,-477.531006,477.531006,306.531006,171.0,0.0,,,,1000.161011,-783.132019,,264.411011,145.615005,373.105988,217.029007,-101.072002,,,,,78.925003,78.925003,,,22.146999,115.957005,-21.843,94.113998,0.0,,,94.114005,0.0,94.113998,-3.931,,90.182998,90.182998,,345.847992,0.26,0.26,0.26,345.847992,0.26,0.26,0.26,
03/31/1998,1338.0,1295.0,,,0.0,0.0,43.0,-436.0,436.0,257.0,179.0,0.0,,,,902.0,-684.0,,249.0,136.0,299.0,218.0,-56.0,,,,,63.0,63.0,,,-7.0,162.0,-50.0,112.0,0.0,,,112.0,0.0,112.0,-4.0,,108.0,108.0,,345.600006,0.315,0.315,0.315,345.600006,0.315,0.315,0.315,
06/30/1998,1692.0,1634.0,,,0.0,0.0,58.0,-558.0,558.0,558.0,,0.0,,,,1134.0,-817.0,,348.0,150.0,319.0,317.0,-48.0,,,,,64.0,64.0,,,-16.0,269.0,-89.0,180.0,0.0,,,180.0,0.0,180.0,-4.0,,176.0,176.0,,346.0,0.51,0.51,0.51,346.0,0.51,0.51,0.51,
09/30/1998,1999.0,1878.0,,,0.0,0.0,121.0,-637.0,637.0,637.0,,0.0,,,,1362.0,-834.0,,314.0,171.0,349.0,528.0,-80.0,,,,,101.0,101.0,,,-21.0,448.0,-157.0,291.0,0.0,,,291.0,0.0,291.0,-4.0,,287.0,287.0,,344.0,0.83,0.83,0.83,344.0,0.83,0.83,0.83,
12/31/1998,1632.0,1559.0,,,0.0,0.0,73.0,-613.0,613.0,613.0,,0.0,,,,1019.0,-830.0,,373.0,140.0,317.0,189.0,-110.0,,,,,94.0,94.0,,,16.0,79.0,17.0,96.0,0.0,,,96.0,0.0,96.0,-3.0,,93.0,93.0,,344.0,0.27,0.27,0.27,344.0,0.27,0.27,0.27,
03/31/1999,1412.0,1359.0,,,0.0,0.0,53.0,-506.0,506.0,506.0,,,,,,906.0,-698.0,,279.0,144.0,275.0,208.0,111.0,,,,,47.0,47.0,,,-158.0,319.0,-106.0,213.0,0.0,,,213.0,0.0,213.0,-4.0,,209.0,209.0,,344.0,0.61,0.61,0.33,344.0,0.61,0.61,0.33,
06/30/1999,1614.0,1511.0,,,0.0,0.0,103.0,-588.0,588.0,588.0,,0.0,,,,1026.0,-715.0,,244.0,144.0,327.0,311.0,-202.0,,,,,58.0,58.0,,,144.0,109.0,-28.0,81.0,0.0,,,81.0,0.0,81.0,-4.0,,77.0,77.0,,342.0,0.225,0.225,0.53,342.0,0.225,0.225,0.53,
09/30/1999,1892.0,1892.0,,,0.0,0.0,0.0,-693.0,693.0,693.0,,0.0,,,,1199.0,-729.0,,245.0,175.0,309.0,470.0,-19.0,,,,,58.0,58.0,,,-39.0,451.0,-156.0,295.0,0.0,,,295.0,0.0,295.0,-4.0,,291.0,291.0,,342.0,0.85,0.85,0.85,342.8,0.85,0.85,0.85,
12/31/1999,1520.0,1295.0,,,0.0,0.0,225.0,-578.0,578.0,578.0,,,,,,942.0,-835.0,,272.0,152.0,411.0,107.0,49.0,,,,,59.0,59.0,,,-108.0,156.0,-33.0,123.0,0.0,,,123.0,0.0,123.0,-3.0,,120.0,120.0,,342.0,0.355,0.355,0.285,342.0,0.355,0.355,0.285,
03/31/2000,1468.0,1445.0,,,0.0,0.0,23.0,-542.0,542.0,542.0,,0.0,,,,926.0,-689.0,285.0,259.0,145.0,285.0,237.0,-55.0,,,,,62.0,62.0,,,-7.0,182.0,-57.0,125.0,0.0,,,125.0,0.0,125.0,-4.0,,121.0,121.0,,340.0,0.355,0.355,0.355,340.0,0.355,0.355,0.355,
06/30/2000,1670.0,1532.0,,,0.0,0.0,138.0,-605.0,605.0,605.0,,0.0,,,,1065.0,-718.0,308.0,266.0,144.0,308.0,347.0,-38.0,,,,,64.0,64.0,,,-26.0,309.0,-101.0,208.0,0.0,,,208.0,0.0,208.0,-4.0,,204.0,204.0,,340.0,0.6,0.6,0.6,342.0,0.6,0.6,0.6,
09/30/2000,2087.0,2087.0,,,0.0,0.0,0.0,-845.0,845.0,845.0,,0.0,,,,1242.0,-731.0,314.0,237.0,180.0,314.0,511.0,-28.0,,,,,74.0,74.0,,,-46.0,483.0,-165.0,318.0,0.0,,,318.0,0.0,318.0,-4.0,0.0,314.0,314.0,,340.0,0.925,0.925,0.925,341.0,0.92,0.92,0.92,
12/31/2000,1857.0,1297.0,,,0.0,0.0,560.0,-876.0,876.0,876.0,,0.0,,,,981.0,-769.0,,270.0,149.0,350.0,212.0,-131.0,,,,,78.0,78.0,,,53.0,81.0,-13.0,68.0,0.0,,,68.0,0.0,68.0,-3.0,,65.0,65.0,,338.0,0.195,0.195,0.315,338.0,0.19,0.19,0.315,
03/31/2001,1941.0,1647.0,,,0.0,0.0,294.0,-951.0,951.0,951.0,,0.0,,,,990.0,-719.0,310.0,240.0,169.0,310.0,271.0,-101.0,,,,,85.0,85.0,,,16.0,170.0,-56.0,114.0,0.0,,,114.0,0.0,114.0,-4.0,0.0,110.0,110.0,,337.0,0.325,0.325,0.38,337.4,0.325,0.325,0.38,
06/30/2001,2166.0,1935.0,,,0.0,0.0,231.0,-1054.0,1054.0,1054.0,,0.0,,,,1112.0,-732.0,313.0,245.0,174.0,313.0,380.0,-48.0,,,,,82.0,82.0,,,-34.0,332.0,-109.0,223.0,0.0,,,223.0,0.0,223.0,-4.0,0.0,219.0,219.0,,337.4,0.65,0.65,0.635,337.6,0.65,0.65,0.635,
09/30/2001,2490.0,2490.0,,,,,,-1200.0,1200.0,1200.0,,,,,,1290.0,-747.0,,246.0,195.0,306.0,543.0,-40.0,,,,,83.0,83.0,,,-43.0,503.0,-165.0,338.0,,,,338.0,,338.0,-4.0,,334.0,334.0,,337.6,0.99,0.99,0.99,338.0,0.99,0.99,0.99,
12/31/2001,1839.0,1102.0,,,0.0,0.0,737.0,-783.0,783.0,783.0,,0.0,,,,1056.0,-820.0,,252.0,172.0,396.0,236.0,-66.0,,,,,74.0,74.0,,,-8.0,170.0,-49.0,121.0,0.0,,,121.0,0.0,121.0,-3.0,0.0,118.0,118.0,,338.0,0.35,0.35,0.34,338.0,0.35,0.35,0.34,
03/31/2002,1771.0,1771.0,,,,,,-732.0,732.0,732.0,,,,,,1039.0,-783.0,346.0,264.0,173.0,,256.0,-67.0,,,,,80.0,80.0,,,-13.0,189.0,-19.0,170.0,222.0,,,-52.0,,-52.0,-4.0,,-56.0,-56.0,,338.2,-0.165,0.49,0.49,338.6,-0.165,0.49,0.49,
06/30/2002,2128.0,2128.0,,,,,,-969.0,969.0,969.0,,,,,,1159.0,-750.0,,230.0,185.0,335.0,409.0,-32.0,,,,,79.0,79.0,,,-47.0,377.0,-123.0,254.0,,,,254.0,,254.0,-4.0,,250.0,250.0,,341.2,0.73,0.73,0.73,342.2,0.73,0.73,0.73,
09/30/2002,2302.0,2144.0,,,0.0,0.0,158.0,-1082.0,1082.0,1082.0,,0.0,,,,1220.0,-698.0,,225.0,199.0,274.0,522.0,-311.0,,,0.0,,74.0,74.0,0.0,0.0,237.0,211.0,-57.0,154.0,0.0,,,154.0,0.0,154.0,-4.0,,150.0,150.0,,351.4,0.425,0.425,0.895,351.8,0.425,0.425,0.895,
12/31/2002,2042.0,1775.0,,,0.0,0.0,267.0,-736.0,736.0,736.0,0.0,0.0,,,,1306.0,-1058.0,0.0,233.0,164.0,661.0,248.0,-71.0,,,0.0,,78.0,78.0,0.0,0.0,-7.0,177.0,-45.0,132.0,0.0,,,132.0,0.0,132.0,-3.0,0.0,129.0,129.0,,354.0,0.365,0.365,0.375,354.0,0.365,0.365,0.375,
03/31/2003,2082.0,2082.0,,,,,,-944.0,944.0,944.0,,,,,,1138.0,-844.0,,259.0,192.0,393.0,294.0,-37.0,,,,,77.0,77.0,,,-40.0,257.0,-78.0,179.0,,,,179.0,,179.0,-4.0,,175.0,175.0,,353.6,0.495,0.495,0.495,354.2,0.495,0.495,0.495,
06/30/2003,2339.0,2339.0,,,,,,-1063.0,1063.0,1063.0,,,,,,1276.0,-863.0,,267.0,205.0,391.0,413.0,-59.0,,,3.0,,84.0,84.0,,,-22.0,354.0,-111.0,243.0,,,,243.0,,243.0,-4.0,,239.0,239.0,,354.6,0.675,0.675,0.675,356.2,0.67,0.67,0.67,
09/30/2003,2775.0,2775.0,,,,,,-1318.0,1318.0,1318.0,,,,,,1457.0,-892.0,,282.0,227.0,383.0,565.0,-67.0,,,4.0,,106.0,106.0,,,-35.0,498.0,-160.0,338.0,3.0,,,335.0,,335.0,-4.0,,331.0,331.0,,355.6,0.93,0.94,0.94,356.6,0.93,0.94,0.94,
12/31/2003,2435.0,2100.0,,,0.0,0.0,335.0,-804.0,804.0,804.0,0.0,0.0,,,,1631.0,-1371.0,0.0,297.0,205.0,869.0,260.0,-95.0,,,0.0,,112.0,112.0,0.0,0.0,-17.0,165.0,-19.0,146.0,0.0,,,146.0,0.0,146.0,-1.0,0.0,145.0,145.0,,358.0,0.405,0.405,0.37,358.0,0.405,0.405,0.37,
03/31/2004,2331.0,1942.0,,,0.0,0.0,389.0,-1159.0,1159.0,1159.0,,0.0,,,,1172.0,-911.0,,301.0,212.0,398.0,261.0,-95.0,,,0.0,,122.0,122.0,0.0,0.0,-27.0,166.0,-28.0,138.0,0.0,,,138.0,0.0,138.0,0.0,,138.0,138.0,,356.8,0.39,0.39,0.395,359.2,0.385,0.385,0.39,
06/30/2004,2619.0,2172.0,,,0.0,0.0,447.0,-1243.0,1243.0,1243.0,,0.0,,,,1376.0,-942.0,,298.0,214.0,430.0,434.0,-82.0,,,0.0,,124.0,124.0,0.0,0.0,-42.0,352.0,-95.0,257.0,0.0,,,257.0,0.0,257.0,0.0,0.0,257.0,257.0,,358.2,0.715,0.715,0.7,359.8,0.715,0.715,0.7,
09/30/2004,2983.0,2485.0,,,0.0,0.0,498.0,-1488.0,1488.0,1488.0,,0.0,,,,1495.0,-972.0,,298.0,239.0,435.0,523.0,-60.0,,,0.0,,122.0,122.0,0.0,0.0,-62.0,463.0,-143.0,320.0,0.0,,,320.0,0.0,320.0,0.0,,320.0,320.0,,359.2,0.89,0.89,0.91,362.2,0.88,0.88,0.895,
12/31/2004,3923.0,3923.0,,,0.0,0.0,,-1327.0,1327.0,1327.0,0.0,0.0,,,,2596.0,-927.0,,301.0,217.0,409.0,335.0,-162.0,,,37.0,,121.0,121.0,0.0,0.0,78.0,173.0,-1.0,172.0,0.0,,,172.0,0.0,172.0,0.0,,172.0,172.0,,366.0,0.48,0.48,0.65,366.0,0.47,0.47,0.65,
03/31/2005,2437.0,2041.0,,,0.0,0.0,396.0,-1238.0,1238.0,1238.0,,,,,,1199.0,-965.0,,326.0,224.0,415.0,234.0,-75.0,,,0.0,,128.0,138.0,-10.0,0.0,-53.0,159.0,-22.0,137.0,0.0,,,137.0,0.0,137.0,0.0,0.0,137.0,137.0,,370.7,0.37,0.37,0.45,376.7,0.36,0.36,0.44,
06/30/2005,2741.0,2298.0,,,0.0,0.0,443.0,-1393.0,1393.0,1393.0,,,,,,1348.0,-1028.0,,358.0,233.0,437.0,320.0,-63.0,,,12.0,,140.0,140.0,0.0,0.0,-65.0,257.0,-54.0,203.0,0.0,,,203.0,0.0,203.0,0.0,0.0,203.0,203.0,,381.4,0.53,0.53,0.67,386.3,0.52,0.52,0.66,
09/30/2005,3504.0,2891.0,,,0.0,0.0,613.0,-1826.0,1826.0,1826.0,,,,,,1678.0,-1119.0,,387.0,263.0,469.0,559.0,-67.0,,,2.0,,150.0,150.0,0.0,0.0,-81.0,492.0,-153.0,339.0,0.0,,,339.0,0.0,339.0,0.0,0.0,339.0,339.0,,383.8,0.88,0.88,1.03,389.8,0.87,0.87,1.01,
12/31/2005,3164.0,2298.0,,,0.0,0.0,866.0,-1714.0,1714.0,1714.0,,0.0,,,,1450.0,-1073.0,,369.0,211.0,493.0,377.0,-102.0,,,14.0,,175.0,165.0,,0.0,-59.0,275.0,-53.0,222.0,0.0,,,222.0,0.0,222.0,0.0,0.0,222.0,222.0,,380.1,0.58,0.58,0.5,385.7,0.58,0.58,0.5,
