Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
09/20/2006,,,,,-24.613,-24.613,,,,,,,,,,,
01/10/2007,,,,,-9.949,-9.949,,,,,,,,,,,
04/04/2007,,,,,17.829,17.829,,,,,,,,,,,
06/27/2007,,,20.584999,-25.4740148477439,20.585,20.585,,,,,,,,,,,
09/19/2007,,,-0.79,-5.87119924506388,-0.79,-0.79,,,,,,,,,,,
01/09/2008,,,-7.067,32.0968852439741,4.071,4.071,,,,,,,,,,,
04/02/2008,,,15.024,5.13600255573585,15.024,15.024,,,,,,,,,,,
06/25/2008,,,-5.493,-22.3831237923678,-5.493,-5.493,,,,,,,,,,,
09/17/2008,,,-2.27,-0.577338228724889,-2.27,-2.27,,,,,-39.5514529608137,,-3.40928796864703,,,,
01/07/2009,,,-2.215,29.1274605451937,16.102,2.6054,,,37.7415730337079,,-9.84517766497461,,-1.54115586690018,,-3.45701357466065,,
04/01/2009,,,16.695,13.1520789230942,16.562,16.6946,,,,,,,4.45657281237574,,,,
06/24/2009,,,11.375,,9.395,11.7779,,,,,281.508620689655,,,,,,
09/16/2009,,,-5.768,1.10281233775153,-8.058,-3.34305,,,,,-55.8041958041958,,0.460829493087554,,,,
01/06/2010,,,3.166,35.4100756410632,2.095,4.97215,,,-77.5364806866953,,-23.1549466353796,,-1.0283227459376,,-87.1638272795457,,
03/31/2010,,,20.881,5.72032316962642,20.881,22.102,,,,,512.256642586017,,3.26916091536505,,,,
06/30/2010,,,14.688,-19.4193751855664,13.979,16.7475,,,,,47.4405165340848,,5.17384554283857,,,,
09/22/2010,,,-23.3,-7.65296146162279,-76.791,-36.513,,,,,,,-4.22338568935427,,,,
01/12/2011,,,-14.402,27.6417303504907,-24.005,-19.04455,,,,,-31.7748400428212,,-2.23493274017583,,,,
04/06/2011,,,13.922,0.156674907292959,23.365,23.524,,,,,406.082568807339,,4.24220449601161,,,,
06/29/2011,,,6.072,-26.9577426636569,7.301,6.07165,,,,,24.8599348534202,,-0.0722282412423242,,,,
09/21/2011,,,-24.593,-7.48167539267015,-24.102,-24.593,,,,,-86.5100182149363,,-3.74781085814361,,,,
01/11/2012,,,-17.92,25.8437463300059,-17.986,-18.09045,,,,,,,-5.03997219325686,,,,
06/30/2012,,17.9,,,,,,,,,,,,,,,
09/30/2012,,6.633,,,,,,,,,,,,,,,
