Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
07/28/1995,,234.063995,234.063995,,0.032384,0.00335,0.002243,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,,-0.002367,-0.004345,,,,
10/27/1995,102.255997,235.024002,235.024002,,0.042647,0.005727,0.004719,0.004375,0.004375,0.004375,0.004375,0.004375,0.004375,0.0,0.00277,-0.000391,0.019999,-0.05188,,
01/26/1996,259.567993,265.29599,265.29599,,0.04907,0.007852,0.006672,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,,0.008869,0.005051,0.110341,0.137975,,
04/30/1996,258.239984,246.224,246.224,,0.065026,0.011948,0.010543,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,,0.004277,-0.004098,0.106951,0.151135,,
07/26/1996,258.35199,258.399994,258.399994,,0.07144,0.014938,0.012593,-0.001875,-0.001875,-0.001875,-0.001875,-0.001875,-0.001875,0.0,0.00558,5.4e-05,0.108797,0.151154,,
10/25/1996,258.032013,278.447998,278.447998,,0.07559,0.016822,0.014423,0.01,0.01,0.01,0.01,0.01,0.01,0.0,-0.011632,-0.014455,0.093376,0.162243,,
01/24/1997,260.015991,280.23999,246.639999,,0.100734,0.022916,0.020106,0.01375,0.01375,0.01375,0.0125,0.0125,0.0125,0.0,0.014807,0.010785,0.10687,0.178031,,
04/25/1997,262.656,249.648,249.648,,0.116083,0.025985,0.022724,-0.02125,-0.02125,0.01375,-0.02125,-0.02125,0.01375,0.0,0.017681,0.001987,0.108263,0.205703,,
07/25/1997,263.920013,281.119995,255.072006,,0.131022,0.029854,0.02582,0.01625,0.01625,0.01625,0.015,0.015,0.015,0.0,0.008821,0.003297,0.115293,0.22511,,
10/24/1997,265.64801,288.608002,244.255997,,0.157216,0.036781,0.031062,0.02,0.02,0.02,0.016875,0.016875,0.016875,0.0,0.014604,0.007017,0.127123,0.248219,,
