Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2003,170.406998,86.023004,83.896004,2.127,25.349001,0.0,,,0.0,0.0,0.0,0.0,0.0,5.966,,,,117.337997,29.287001,,,12.942,,10.84,5.188,4.937,0.251,5.652,53.069001,,13.334,13.334,,,,0.912,-0.088,1.0,1.0,,,33.140002,,,33.140002,47.386002,300.0,300.0,0.0,0.0,,5.596,,,,,,5.596,305.596,352.982002,0.0,3431.706055,,,0.0,-3611.51709,-2.763916,-182.574951,0.0,-182.574951,170.407051,
12/31/2003,278.94101,164.984005,160.074005,4.91,20.726999,0.0,,,0.0,0.0,0.0,0.0,0.0,16.705,,,,202.416,23.878,212.723007,-188.845001,38.370998,,14.276,5.176,4.937,0.239,9.1,76.524998,,11.769,11.769,,,,15.775,15.0,0.775,0.775,,,35.116,,,35.116,62.66,386.0,386.0,0.0,0.0,,5.635,,,,,,5.635,391.635,454.295,0.0,3438.407959,,,0.0,-3613.595947,-0.166016,-175.354004,0.0,-175.354004,278.940996,
03/31/2004,245.162994,140.345997,132.852997,7.493,24.504999,0.0,,,0.0,0.0,0.0,0.0,0.0,9.206,,,,174.057007,20.879,,,36.702,,13.525,5.164,4.937,0.227,8.361,71.106,,12.837,12.837,,,,0.5,0.0,0.5,0.5,,,33.009001,,,33.009001,46.346001,363.127014,363.127014,0.0,0.0,,5.425,,,,,,5.425,368.552014,414.898015,0.0,3440.620117,,,0.0,-3610.679932,0.319825,-169.73999,0.0,-169.73999,245.158025,
06/30/2004,190.421997,67.453001,44.082001,23.371,26.150999,0.0,,,0.0,0.0,0.0,0.0,0.0,9.383,,,,102.987,20.596001,,,54.673,,12.166,5.152,4.937,0.215,7.014,87.435001,,13.84,13.84,,,,0.51,0.0,0.51,0.51,,,33.17,,,33.17,47.52,294.604004,294.604004,0.0,0.0,,5.0,,,,,,5.0,299.604004,347.124004,0.0,3447.860107,,,0.0,-3603.870117,-0.699951,-156.709961,0.0,-156.709961,190.414043,
09/30/2004,188.987,72.572001,45.943001,26.629,28.525,0.0,,,0.0,0.0,0.0,0.0,0.0,7.189,,,,108.286003,21.811001,,,47.223999,,11.666,5.14,4.937,0.203,6.526,80.701,,9.517,9.517,,,,0.372,0.0,0.372,0.372,,,35.778999,,,35.778999,45.667999,281.489014,281.489014,0.0,0.0,,5.441,,,,,,5.441,286.930014,332.598013,0.0,3448.969971,,,0.0,-3592.620117,0.040039,-143.610107,0.0,-143.610107,188.987906,
12/31/2004,182.742996,70.630001,35.318001,35.312,30.333,30.333,,,0.0,0.0,0.0,0.0,0.0,7.706,,,,108.668999,25.242001,216.681,-191.438995,34.064999,,14.767,5.128,4.937,0.191,9.639,74.073999,,10.349,10.349,,,,0.232,0.0,0.232,0.232,,,36.184999,,,36.184999,46.765999,256.614014,256.614014,0.0,0.0,,5.294,,,,,,5.294,261.908014,308.674013,0.0,3452.845947,,,0.0,-3579.231934,0.454834,-125.931152,0.0,-125.931152,182.74286,
03/31/2005,201.61,84.415,39.881,44.534,34.285,34.285,,,0.0,0.0,0.0,0.0,0.0,6.337,,,,125.037,31.007,,,29.884,29.884,15.682,5.116,4.937,0.179,10.566,76.573,,13.202,13.202,,,,0.098,0.0,0.098,0.098,,,37.099,,,37.099,50.399,256.614,256.616,-0.002,-0.002,,5.1,,,,,,5.1,261.714,312.113,0.0,3454.494,,,0.0,-3565.153,0.156,-110.503,0.0,-110.503,201.61,
06/30/2005,364.731,103.893,51.028,52.865,40.366,40.366,,,0.0,0.0,0.0,0.0,0.0,8.697,,,,152.956,39.308,,,23.101,23.101,149.366,140.023,97.164,42.859,9.343,211.775,,18.116,18.116,,,,0.59,0.0,0.59,0.59,,,42.381,,,42.381,61.087,256.614,256.365,0.249,0.249,,6.113,,,,,,6.113,262.727,323.814,0.0,3599.969,,,0.0,-3549.253,-9.799,40.917,0.0,40.917,364.731,
09/30/2005,647.039,67.046,34.084,32.962,43.935,43.935,,,0.0,0.0,0.0,0.0,0.0,9.148,,,,120.129,42.529,,,19.457,19.457,464.924,139.503,98.94,40.563,325.421,526.91,,12.863,12.863,,,,0.42,0.268,0.152,0.152,,,44.616,,,44.616,57.899,200.0,199.732,0.268,0.268,,11.548,,,,,,11.548,211.548,269.447,0.0,3663.134,,,0.0,-3276.993,-8.549,377.592,0.0,377.592,647.039,
12/31/2005,891.499,292.408,91.792,200.616,52.162,52.162,,,0.0,0.0,0.0,0.0,0.0,10.428,,,,354.998,44.885,244.183,-199.298,21.721,21.721,469.895,136.786,98.519,38.267,333.109,536.501,,16.022,16.022,,,,0.0,0.0,0.0,0.0,,,45.854,,,45.854,61.876,200.0,200.0,0.0,0.0,,5.409,,,,,,5.409,205.409,267.285,0.0,3882.514,,,0.0,-3251.234,-7.066,624.214,0.0,624.214,891.499,
03/31/2006,931.266,284.945,65.022,219.923,55.798,55.798,,,0.0,0.0,0.0,0.0,0.0,13.45,,,,354.193,54.939,,,56.478,56.478,465.656,134.318,98.347,35.971,331.338,577.073,,61.302,61.302,,,,0.0,0.0,0.0,0.0,,,10.353,,,10.353,71.655,200.0,200.0,0.0,0.0,,4.605,,,,,,4.605,204.605,276.26,0.0,3894.222,,,0.0,-3239.74,0.524,655.006,0.0,655.006,931.266,
06/30/2006,969.477,259.261,73.502,185.759,63.963,63.963,,,0.0,0.0,0.0,0.0,0.0,13.865,,,,337.089,63.243,,,108.221,108.221,460.924,132.074,98.304,33.77,328.85,632.388,,17.081,17.081,,,,0.0,0.0,0.0,0.0,,,53.676,,,53.676,70.757,200.0,200.0,0.0,0.0,,4.614,,,,,,4.614,204.614,275.371,0.0,3921.961,,,0.0,-3228.475,0.62,694.106,0.0,694.106,969.477,
09/30/2006,1027.695,277.707,99.123,178.584,67.375,67.375,,,0.0,0.0,0.0,0.0,0.0,14.386,,,,359.468,71.923,,,138.375,138.375,457.929,129.007,97.177,31.83,328.922,668.227,,19.926,19.926,,,,0.0,0.0,0.0,0.0,,,61.693,,,61.693,81.619,200.0,200.0,0.0,0.0,,4.381,,,,,,4.381,204.381,286.0,0.0,3955.039,,,0.0,-3214.456,1.112,741.695,0.0,741.695,1027.695,
12/31/2006,1247.932,269.841,80.595,189.246,86.232,86.232,,,0.0,0.0,0.0,0.0,0.0,18.6,,,,374.673,86.623,301.76,-215.137,164.613,164.613,622.023,298.263,239.58,58.683,323.76,873.259,,22.63,22.63,,,,0.0,0.0,0.0,0.0,,,66.634,,,66.634,89.264,200.0,200.0,0.0,0.0,,3.975,,,,,,3.975,203.975,293.239,0.0,4147.23,,,0.0,-3193.833,1.296,954.693,0.0,954.693,1247.932,
03/31/2007,1466.637,342.192,124.245,217.947,86.873,86.873,,,0.0,0.0,0.0,0.0,0.0,23.78,,,,452.845,109.547,,,137.839,,766.406,397.923,361.423,36.5,368.483,1013.792,,35.399,35.399,,,,0.0,0.0,0.0,0.0,,,63.781,,,63.781,99.18,199.96,199.96,0.0,0.0,,6.179,,,,,,6.179,206.139,305.319,0.0,4334.126,,,0.0,-3174.654,1.846,1161.318,0.0,1161.318,1466.637,
06/30/2007,1519.975,356.483,100.162,256.321,99.157,99.157,,,0.0,0.0,0.0,0.0,0.0,23.986,,,,479.626,125.777,,,147.443,147.443,767.129,468.077,374.907,93.17,299.052,1040.349,,26.349,26.349,,,,0.0,,,,,,56.578,,,56.578,82.927,199.96,,,,,6.787,,,,,,6.787,206.747,289.674,0.0,4381.855,,,0.0,-3153.008,1.454,1230.301,0.0,1230.301,1519.975,
09/30/2007,1574.62,436.861,152.804,284.057,108.205,108.205,,,,,,,,25.604,,,,570.67,134.185,,,129.075,129.075,740.69,458.243,367.908,90.335,282.447,1003.95,,27.464,27.464,,,,0.0,,,,,,67.019,,,67.019,94.483,199.855,,,,,8.485,,,,,,8.485,208.34,302.823,,4397.701,,,0.0,-3128.744,2.84,1271.797,,1271.797,1574.62,
12/31/2007,1656.047,546.169,145.078,401.091,118.944,118.944,,,0.0,0.0,0.0,0.0,0.0,29.929,,,,695.042,134.546,384.826,-250.28,87.339,87.339,739.12,449.137,361.637,87.5,289.983,961.005,,18.54,18.54,,,,0.0,0.0,0.0,0.0,,,69.835,,,69.835,88.375,199.855,199.855,0.0,0.0,,9.265,,,,,,9.265,209.12,297.495,0.0,4448.365,,,0.0,-3092.866,3.053,1358.552,0.0,1358.552,1656.047,
03/31/2008,1699.177,322.266,208.495,113.771,122.708,122.708,,,0.0,0.0,0.0,0.0,0.0,29.953,,,,474.927,145.962,,,364.828,364.828,713.46,445.555,361.645,83.91,267.905,1224.25,,23.153,23.153,,,,0.0,0.0,0.0,0.0,,,66.613,,,66.613,89.766,199.855,199.855,0.0,0.0,,11.937,,,,,,11.937,211.792,301.558,0.0,4464.841,,,0.0,-3055.955,-11.267,1397.619,0.0,1397.619,1699.177,
06/30/2008,1755.417,291.697,165.417,126.28,125.765,125.765,,,0.0,0.0,0.0,0.0,0.0,36.755,,,,454.217,158.067,,,453.945,453.945,689.188,442.064,361.645,80.419,247.124,1301.2,,25.852,25.852,,,,0.0,0.0,0.0,0.0,,,55.49,,,55.49,81.342,199.855,199.855,0.0,0.0,,11.623,,,,,,11.623,211.478,292.82,0.0,4497.364,,,0.0,-3021.621,-13.146,1462.597,0.0,1462.597,1755.417,
09/30/2008,1800.857,301.415,142.022,159.393,126.934,126.934,,,0.0,0.0,0.0,0.0,0.0,34.791,,,,463.14,174.469,,,487.286,487.286,675.962,438.891,361.645,77.246,237.071,1337.717,,26.239,26.239,,,,0.0,0.0,0.0,0.0,,,57.117,,,57.117,83.356,199.855,199.855,0.0,0.0,,11.513,,,,,,11.513,211.368,294.724,0.0,4513.488,,,0.0,-2988.261,-19.094,1506.133,0.0,1506.133,1800.857,
12/31/2008,1880.951,330.631,156.074,174.557,139.612,139.612,,,0.0,0.0,0.0,0.0,0.0,31.666,,,,501.909,174.483,469.49,-295.007,440.996,440.996,763.563,534.253,534.253,0.0,229.31,1379.042,,21.165,21.165,,,,0.0,0.0,0.0,0.0,,,79.291,,,79.291,100.456,199.855,199.855,0.0,0.0,,11.87,,,,,,11.87,211.725,312.181,0.0,4540.848,,,0.0,-2947.728,-24.35,1568.77,0.0,1568.77,1880.951,
03/31/2009,1939.312,454.004,215.21,238.794,125.404,125.404,0.0,23.876,0.0,0.0,0.0,0.0,0.0,35.212,,196.05,30.67,638.496,174.651,,,394.475,394.475,731.69,530.325,441.569,88.756,5.315,1300.816,,63.594,17.391,,,46.203,0.0,0.0,,,,,27.375,3.889,,1.546,90.969,199.855,199.855,,,,17.146,,,,,,13.257,217.001,307.97,0.0,4561.417,1.727,4559.69,0.0,-2910.647,-19.428,1631.342,0.0,1631.342,1939.312,
06/30/2009,1988.97,620.026,321.083,298.943,121.013,121.013,0.0,23.524,0.0,0.0,0.0,0.0,0.0,37.703,,173.749,33.161,802.266,174.742,,,306.752,306.752,705.21,526.393,441.875,84.518,5.068,1186.704,,60.698,19.279,,,41.419,0.0,0.0,,,,,29.23,3.494,,1.148,89.928,199.855,199.855,,,,18.296,,,,,,14.802,218.151,308.079,0.0,4583.025,1.735,4581.29,-14.994,-2874.64,-12.5,1680.891,,1680.891,1988.97,
09/30/2009,2028.671,582.07,202.802,379.268,119.646,119.646,0.0,32.486,0.0,0.0,0.0,0.0,0.0,42.37,,154.246,37.828,776.572,179.826,,,391.206,391.206,681.067,522.29,441.875,80.415,4.531,1252.099,,79.013,24.142,,,54.871,0.0,0.0,,,,,31.292,2.954,,0.869,110.305,199.755,199.755,,,,20.165,,,,,,17.211,219.92,330.225,0.0,4601.094,1.739,4599.355,-51.226,-2841.895,-9.527,1698.446,0.0,1698.446,2028.671,
12/31/2009,2087.51,566.741,181.305,385.436,106.87,106.87,0.0,47.399,0.0,0.0,0.0,0.0,0.0,40.163,,127.154,31.649,761.173,182.404,561.669,-379.265,494.743,494.743,649.19,517.62,441.347,76.273,4.416,1326.337,,92.563,23.997,,,68.566,199.755,199.755,0.0,0.0,,,34.975,2.677,0.0,0.791,327.293,0.0,0.0,0.0,0.0,,21.495,0.0,0.0,0.0,0.0,,18.818,21.495,348.788,0.0,4617.52,1.746,4615.774,-66.301,-2801.815,-10.682,1738.722,,1738.722,2087.51,
03/31/2010,2116.683,605.122,173.224,431.898,101.0,101.0,0.0,47.696,0.0,0.0,0.0,0.0,0.0,100.607,,55.06,44.689,854.425,190.211,,,491.259,491.259,580.788,513.512,441.347,72.165,12.216,1262.258,,78.479,25.953,,,52.526,199.725,0.025,,,,199.7,31.055,3.641,,0.708,309.259,0.0,0.0,,,,26.975,,,,,,23.334,26.975,336.234,0.0,4642.056,1.758,4640.298,-88.208,-2760.937,-12.462,1780.449,0.0,1780.449,2116.683,
06/30/2010,2202.998,504.188,120.506,383.682,116.414,116.414,0.0,48.16,0.0,0.0,0.0,0.0,0.0,109.405,,53.431,73.46,778.167,227.888,,,608.087,608.087,588.856,523.803,452.95,70.853,11.622,1424.831,,103.694,33.529,,,70.165,63.562,0.0,,,,63.562,32.578,2.988,,0.882,199.834,0.0,0.0,,,,30.076,,,,,,27.088,30.076,229.91,0.0,4817.643,1.863,4815.78,-108.623,-2722.814,-13.118,1973.088,0.0,1973.088,2202.998,
09/30/2010,2262.752,607.596,197.567,410.029,110.496,110.496,0.0,47.619,0.0,0.0,0.0,0.0,0.0,90.097,,52.969,76.439,855.808,239.508,,,582.609,582.609,584.827,519.673,452.95,66.723,12.185,1406.944,,113.987,29.649,,,84.338,58.62,0.02,,,,58.6,28.558,2.017,,0.768,201.165,0.0,0.0,,,,27.44,,,,,,25.423,27.44,228.605,0.0,4854.01,1.877,4852.133,-131.369,-2683.105,-5.389,2034.147,0.0,2034.147,2262.752,
12/31/2010,2352.676,606.871,231.866,375.005,110.98,110.98,0.0,64.386,0.0,0.0,0.0,0.0,0.0,76.23,,75.226,48.029,858.467,255.929,747.964,-492.035,636.531,636.531,601.749,515.37,452.914,62.456,11.153,1494.209,,121.036,26.375,0.0,0.0,94.661,0.0,0.0,0.0,0.0,,,24.115,3.642,0.0,0.307,145.151,0.0,0.0,0.0,0.0,,29.92,0.0,0.0,0.0,0.0,,26.278,29.92,175.071,0.0,4972.202,1.924,4970.278,-158.261,-2630.595,-5.741,2177.605,0.0,2177.605,2352.676,
03/31/2011,2374.799,563.569,217.174,346.395,114.128,114.128,0.0,55.528,0.0,0.0,0.0,0.0,0.0,83.589,,74.831,55.455,816.814,266.968,,,693.668,693.668,597.349,511.093,452.914,58.179,11.425,1557.985,,113.326,28.548,,,84.778,0.0,0.0,,,,,20.769,3.942,,0.322,134.095,0.0,0.0,,,,30.516,,,,,,26.574,30.516,164.611,0.0,4993.701,1.937,4991.764,-201.077,-2579.978,-2.458,2210.188,,2210.188,2374.799,
06/30/2011,2404.149,497.276,205.629,291.647,119.321,119.321,0.0,58.939,0.0,0.0,0.0,0.0,0.0,75.417,,74.281,47.348,750.953,274.377,,,788.197,788.197,590.622,506.801,452.914,53.887,9.54,1653.196,,115.962,29.053,,,86.909,0.0,0.0,,,,,22.746,3.433,,0.334,138.708,0.0,0.0,,,,37.126,,,,,,33.693,37.126,175.834,0.0,5011.611,1.944,5009.667,-251.537,-2532.057,0.298,2228.315,0.0,2228.315,2404.149,
09/30/2011,2301.957,687.566,355.599,331.967,121.534,121.534,0.0,61.131,0.0,0.0,0.0,0.0,0.0,54.248,,76.747,47.085,924.479,285.476,,,503.429,503.429,588.573,502.616,452.914,49.702,9.21,1377.478,,115.614,30.349,,,85.265,0.0,0.0,,,,,23.264,3.055,,0.063,138.878,0.0,0.0,,,,41.068,,,,,,38.013,41.068,179.946,0.0,5027.744,1.947,5025.797,-406.662,-2489.772,-9.299,2122.011,0.0,2122.011,2301.957,
12/31/2011,2345.501,849.226,559.197,290.029,137.611,137.611,0.0,73.325,0.0,0.0,0.0,0.0,0.0,61.858,0.0,43.485,55.414,1122.02,293.043,872.454,-579.411,380.729,380.729,549.709,498.3,452.914,45.386,7.924,1223.481,,123.618,38.247,9.923,0.0,75.448,0.0,0.0,0.0,0.0,,,24.774,2.47,0.0,3.43,148.392,0.0,0.0,0.0,0.0,,40.859,0.0,0.0,0.0,0.0,,38.389,40.859,189.251,0.0,5070.194,1.959,5068.235,-482.994,-2429.691,-1.259,2156.25,0.0,2156.25,2345.501,
03/31/2012,2414.118,404.542,144.724,259.818,145.79,145.79,0.0,70.065,0.0,0.0,0.0,0.0,0.0,59.144,,43.274,52.7,679.541,303.518,,,574.178,574.178,856.881,799.147,709.628,89.519,14.46,1734.577,,124.02,32.944,22.394,,68.682,0.0,0.0,,,,,24.518,2.227,,1.326,148.538,0.0,0.0,,,,64.392,,,,,,62.165,64.392,212.93,0.0,5078.867,1.982,5076.885,-490.908,-2386.464,-0.307,2201.188,0.0,2201.188,2414.118,
06/30/2012,2445.576,496.56,182.996,313.564,138.413,138.413,0.0,67.903,0.0,0.0,0.0,0.0,0.0,53.729,,43.182,47.285,756.605,315.866,,,521.885,521.885,851.22,793.724,709.668,84.056,14.314,1688.971,,139.154,44.546,21.829,,72.779,0.0,0.0,,,,,26.698,1.842,,0.626,165.852,0.0,0.0,,,,65.091,,,,,,63.249,65.091,230.943,0.0,5119.086,1.993,5117.093,-558.12,-2342.225,-4.108,2214.633,0.0,2214.633,2445.576,
