Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2004,72.278,64.990997,38.125999,-3.288,,,-3.288,-27.551001,-24.072001,-22.906,,19.427,,-59.088001,-59.088001,0.0,,,-59.088001,,,0.0,0.0,0.0,,,,,0.0,-13.19,0.0,0.0,0.0,0.0,0.0,-13.19,,0.0,,,
06/30/2004,147.279007,125.769997,31.666,-57.187,,,-57.187,47.029999,0.264,-14.369,,61.134999,,-49.258999,-49.258999,0.0,,,-49.258999,,,0.0,0.0,0.0,,,,,0.0,10.855075,0.0,718.420044,0.103,0.103,0.0,-707.667969,,108.879997,,,
09/30/2004,66.321999,61.314999,33.290001,-50.476002,,,-50.476002,22.193001,-13.271,37.969002,,-2.505001,,-60.374001,-60.374001,0.0,,,-60.374001,,,0.0,0.0,0.0,,,,,0.0,20.620001,0.0,-25.081,0.383,0.383,0.0,45.318001,,26.568001,,,
12/31/2004,101.143994,49.476007,42.441,8.634002,,,8.634002,0.593001,9.028001,22.020998,,-30.455998,,-132.570999,-60.132999,0.0,,,-60.132999,,,0.0,0.0,0.0,,,,,-72.438,23.678968,0.0,0.005,22.56,22.56,0.0,1.113968,,-7.752998,,,
03/31/2005,90.403999,77.175003,40.584999,3.013,,,3.013,-30.368999,-28.753,-8.37,,6.754001,,22.372999,-50.064999,0.0,,,-50.064999,,,0.0,0.0,0.0,,,,,72.437998,16.314,0.0,1.75,15.338,15.338,0.0,-0.774,,129.091003,,,
06/30/2005,209.753998,72.030998,39.957001,47.862,,,47.862,49.903999,27.941,13.709,,8.254,,-49.206001,-49.206001,31.818001,,,-81.024002,,,0.0,0.0,0.0,,,,,0.0,7.346999,0.0,-0.044,54.917,54.917,0.0,-47.526001,,167.895004,,,
09/30/2005,171.147003,59.855,37.453999,36.915001,,,36.915001,36.923,1.21,-13.127,,48.84,,-89.225998,-58.436001,0.0,,,-58.436001,,,0.0,0.0,0.0,,,,,-30.789997,-29.092997,0.0,-104.810997,27.357,27.357,0.0,48.361,,52.827999,-4.019,20.055,
12/31/2005,99.781998,26.577,38.294998,-74.716003,,,-74.716003,109.625999,-11.105,-1.934,,122.664999,,-68.373001,-66.583,0.0,,,-66.583,,,0.0,0.0,0.0,,,,,-1.790001,11.692,0.0,4.887,21.207001,21.207001,0.0,-14.402,,43.101002,31.212,17.674999,
03/31/2006,130.531006,80.182999,37.618999,32.897999,,,32.897999,-20.169001,-32.814999,-50.929001,,63.574999,,-88.030998,-75.986,,,,-75.986,,,,,,,,,,-12.044998,-231.318,,-0.044,-205.789,19.004,-224.792999,-25.485001,,-188.817993,-0.147,0.227,
06/30/2006,49.401001,54.150002,41.254002,26.579,,,26.579,-72.582001,0.22,-20.74,,-52.062001,,-52.298,-52.298,11.5,,,-63.798,,,0.0,0.0,0.0,,,,,0.0,-72.449998,0.0,-0.027,-6.379,19.006001,-25.385,-66.043999,,-75.347,14.861,21.149,
09/30/2006,151.933,55.945,37.304,8.379,,,8.379,50.305,8.616,-29.968,,71.657,,-41.458,-36.065,7.783,,,-43.848,,,-17.438,0.0,-17.438,,,,,12.045,-73.328,0.0,-0.04,-44.649,4.939,-49.588,-28.639,,37.147,6.51,2.058,
12/31/2006,92.324997,47.401001,40.540001,80.887001,,,80.887001,-76.502998,22.847,-4.419,,-94.930998,,-69.448997,-51.328999,0.0,,,-51.328999,,,17.438,17.438,0.0,,,,,-35.557999,5.577001,0.0,126.871002,2.815,2.815,0.0,-124.109001,,28.452999,7.368,20.555,
03/31/2007,49.826,-29.356,50.47,22.0,,,22.0,6.712,-7.093,12.869,,0.936,,-2040.618,-51.854,0.0,,,-51.854,,,0.0,0.0,0.0,,,,,-1988.764,1918.967,0.0,1897.776,15.901,15.901,0.0,5.29,,-71.825,30.164,14.992,
06/30/2007,121.771004,30.677999,62.514999,30.424,,,30.424,-1.846,-33.666,45.153999,,-13.333999,,-51.118999,-36.667999,0.0,,,-36.667999,,,0.0,0.0,0.0,,,,,-14.451,-117.841,0.0,-136.986,12.22,12.22,0.0,6.925,,-47.188999,5.936,30.766001,
09/30/2007,182.888,59.379002,60.286999,46.476002,,,46.476002,16.746,15.109,-8.322,,9.959,,-41.415001,-40.152,0.0,,,-40.152,,,0.0,0.0,0.0,,,,,-1.263,-108.076,0.0,-125.059,13.208,13.208,0.0,3.775,,33.396999,21.523001,11.905,
12/31/2007,196.566,76.057,61.867,51.455,,,51.455,7.187,-4.973,-15.272,,27.432,,-94.887,-81.843,0.0,,,-81.843,,,0.0,0.0,0.0,,,,,-13.044,-97.039,0.0,-130.896,34.055,34.055,0.0,-0.198,,4.64,14.821,69.782,
03/31/2008,73.5,65.4,64.0,-35.0,14.4,,-49.4,-20.9,-13.6,-24.8,6.1,11.4,,-81.1,-42.9,0.0,,,-42.9,,,0.0,0.0,0.0,,,,,-38.2,-1.4,0.0,-20.0,13.1,13.1,0.0,5.5,,-9.0,6.7,38.7,
