Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
07/01/2016,19.939866,,,,7.217831,2.789666,15.378784,17.398726,3.261216,14.258546,16.319925,49.54,19991.908,
09/30/2016,20.248939,20470.248912,21434.36651,19305.611652,6.884247,2.848048,14.562947,16.216603,3.302128,14.304586,16.354329,50.9,20384.03509,
12/31/2016,25.031832,20917.658294,22138.886974,19207.02402,6.901528,3.4463,16.3106,18.060319,3.924829,17.265268,19.881809,53.63,21108.517,
03/31/2017,27.592565,22224.953211,23285.111445,21110.23091,7.226233,3.832298,18.806422,20.847591,4.287946,18.68658,21.311205,60.22,23320.852,
06/30/2017,28.410238,24070.49701,24905.422054,23215.910145,6.935621,3.984245,21.046576,23.383946,4.394755,19.117464,21.604967,63.35,24225.65,
09/29/2017,30.140963,25144.999228,27336.417026,23795.371559,7.08063,4.365155,23.842508,26.62742,4.860243,21.122829,23.696419,70.79,27364.625,
12/31/2017,27.361545,27998.835501,28710.377633,27444.018499,6.638876,3.911796,21.381774,23.612945,4.399323,19.30452,21.6437,72.35,28275.33,
03/30/2018,29.007948,29356.473494,31048.500867,27142.22767,6.601437,4.224136,22.48991,24.891532,4.701328,20.413671,23.290308,77.52,30014.22,
06/29/2018,28.607256,29366.74835,31256.321624,27505.807739,4.784587,4.225786,20.7379,22.533493,4.44963,19.393384,22.379106,77.11,28287.19,
09/28/2018,32.442375,29803.029761,33274.828291,27957.252129,5.05174,4.68385,21.556424,23.266823,5.313061,23.705092,28.033779,84.2,33329.36,
12/31/2018,24.868819,28712.582036,32019.034408,24865.230694,3.431471,3.618896,17.330277,18.646094,3.859093,17.451517,21.131679,67.66,24901.57,
03/29/2019,31.554617,28097.562212,30451.942612,23853.323067,4.10223,4.376276,21.62255,23.156812,4.629406,20.788235,27.002812,83.89,30338.35,
06/28/2019,30.567841,29870.042246,32635.303006,27622.330468,3.899511,4.047962,22.201602,24.058356,4.791428,22.530221,31.136791,81.52,32659.808,
09/27/2019,25.546037,29852.526615,33020.667315,27778.595219,3.220076,3.251735,18.539412,20.132176,3.98772,19.191565,27.943914,68.6,28213.52,
12/31/2019,27.879572,29215.915869,31002.381539,26739.155466,3.474623,3.504719,20.18723,22.147683,4.237342,20.537205,30.691412,76.39,31017.34,
03/27/2020,20.290964,28813.377592,32028.7,19483.105241,2.309015,2.243519,12.779765,14.099682,2.953622,15.140696,24.246161,49.65,21976.72,
06/26/2020,30.428163,25930.530254,29040.010421,22781.835254,3.024447,3.125903,14.636398,15.924836,3.808075,19.418301,32.095153,66.37,27216.69,
09/06/2020,34.0225091770333,,,,3.38171131549326,3.49515280837885,16.3653318821134,17.8059675252941,4.17848856794364,21.307131595284,35.2170703348467,74.21,29864.07564395,
09/30/2020,21.7880211391662,,,,3.45162790697674,3.44919166107293,,,4.11795825185641,17.3866267886465,23.9012990607655,,,
12/31/2020,20.9101155255001,,,,3.35033860045147,3.39022719223928,,,4.04756111395881,16.87115233597,23.2116241597622,,,
