Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,34.532001,35.255001,1.132,-4.597,2.742,,,,,,,,,,,,,,,,,
06/30/1990,53.661999,34.694,1.29,26.582001,-8.904,,,,,,,,,,,,,,,,,
09/30/1990,65.607002,27.709999,0.979,49.602001,-12.684,,,,,,,,,,,,,,,,,
12/31/1990,78.620003,31.302999,1.607,31.837,13.873,,,,,,,,,,,,,,,,,
03/31/1991,71.391998,42.417,0.954,27.330999,0.69,,,,,,,,,,,,,,,,,
06/30/1991,64.380997,43.944,0.836,38.383999,-18.783001,,,,,,,,,,,,,,,,,
09/30/1991,102.500999,30.024,1.31,71.940002,-0.773,,,,,,,,,,,,,,,,,
12/31/1991,90.425003,29.895,2.947,56.602001,0.981,,,,,,,,,,,,,,,,,
03/31/1992,69.124001,51.317001,2.101,-1.46,17.166,,,,,,,,,,,,,,,,,
06/30/1992,77.954002,50.223999,2.203,57.779999,-32.252998,,,,,,,,,,,,,,,,,
09/30/1992,97.275002,34.256001,2.482,61.896,-1.359,,,,,,,,,,,,,,,,,
12/31/1992,84.702003,35.528,3.265,48.502998,-2.594,,,,,,,,,,,,,,,,84.702003,
03/31/1993,99.363998,71.082001,2.4,9.526,16.356001,,,,,,,,,,,,,,,,,
06/30/1993,67.989998,62.098999,2.586,30.523001,-27.218,,,,,,,,,,,,,,,,,
09/30/1993,-0.239,35.762001,2.552,-40.049,1.496,,,,,,,,,,,,,,,,,
12/31/1993,196.074997,47.081001,2.928,163.014999,-16.948999,,,,,,,,,,,,,,,,,
03/31/1994,83.357002,48.499001,2.178,14.154,18.525999,,,,,,,,,,,,,,,,,
06/30/1994,44.936001,59.083,2.109,21.153,-37.409,,,,,,,,,,,,,,,,,
09/30/1994,89.374001,47.551998,2.466,51.597,-12.241,,,,,,,,,,,,,,,,,
12/31/1994,108.153,46.096001,3.17,49.387001,9.5,,,,,,,,,,,,,,,,,
03/31/1995,109.732002,63.244999,2.432,18.518,25.537001,,,-2.335,,,,,,,,,,,,,,
06/30/1995,78.941002,55.139999,2.049,47.860001,-26.108,,,-3.292,,,,,,,,,,,,,,
09/30/1995,107.214996,58.603001,2.26,60.439999,-14.088,,,-1.584,,,,,,,,,,,,,,
12/31/1995,89.490997,50.362,2.9,86.249001,-50.02,-3.595,,-3.595,,,,,,,,,,,,,85.895997,
03/31/1996,87.151001,59.448002,-0.565,12.075,16.193001,,,-2.858,,,,,,,,,,,,,,
06/30/1996,41.902,54.396,1.883,26.162001,-40.539001,,,-4.274,,,,,,,,,,,,,,
09/30/1996,272.832001,46.949001,1.762,62.543999,32.523998,,,-4.923,,,,,,,,,,,,,,
12/31/1996,-93.545998,62.966999,4.02,-2.618,-28.862,,,-6.5,,,,,,,,,,,,,,
03/31/1997,138.889999,74.046997,2.503,41.321999,21.018,-123.839689,,-2.632,-272.896394,148.972064,2.716641,-40.471442,-20.584616,,1.852712,,1.313977,-23.053515,,,-25.421132,
06/30/1997,65.547997,75.830002,2.345,0.02,-12.647,-4.648,,-4.648,,,,,,,,,,,,,60.899997,
09/30/1997,131.473007,77.0,2.756,52.426998,-0.71,-3.54,,-3.54,,,,,,,,,,,,,127.933007,
12/31/1997,91.045998,72.498001,3.723,23.488001,-8.663,-5.665,,-5.665,,,,,,,,,,,,,85.380998,
03/31/1998,123.704002,84.178001,2.626,36.900002,68.614,-106.621,,-5.946,-266.98,162.879,3.426,-17.428,-22.704,,0.542,,4.734,,,,-0.344998,
06/30/1998,-42.175999,58.849998,2.659,-103.684998,,-3.791,,-3.791,,,,,,,,,,,,,-45.966999,
09/30/1998,88.149002,52.915001,3.028,32.206001,,-3.244,,-3.244,,,,,,,,,,,,,84.905002,
12/31/1998,103.900002,45.624001,3.48,54.796001,,-34.769001,,-34.769001,,,,,,,,,,,,,69.131001,
03/31/1999,132.163,64.477,3.345,64.341,77.422,-54.294,,-45.721,-179.573,171.0,,-76.293,-25.564,,10.0,,1.653,-62.382,,,1.576,
06/30/1999,31.928,86.254,3.356,-57.682,64.168,-66.121,,-24.318,-404.05,362.247,,-90.329,-53.694,,50.0,,4.594,-91.229,,,-124.522,
09/30/1999,108.941,57.046,3.568,48.327,97.748,-115.891,,-9.101,-566.96,460.17,,-122.312,-81.764,,83.0,,5.749,-129.297,,,-129.262,
12/31/1999,414.771,46.945,5.747,362.079,,-47.319,,-47.319,,,,,,,,,,,,,367.452,
03/31/2000,174.191,79.363,4.969,89.859,73.514,-409.275,,-14.861,-690.927,296.513,,-49.997,-27.609,,19.0,,8.282,-49.67,,,-285.081,
06/30/2000,-384.947,74.694,3.283,-462.924,95.365,-448.024,,-3.023,-836.884,391.883,,-50.178,-58.157,,55.0,,9.072,-56.093,,,-883.149,
09/30/2000,527.817,5.577,4.194,518.046,123.274,-513.797,,-8.841,-851.049,346.093,,-101.065,-88.777,,40.0,,9.812,-62.1,,,-87.045,
12/31/2000,39.537,-41.269,5.823,74.983,,-16.999,,-16.999,,,,,,,,,,,,,22.538,
03/31/2001,194.235,72.613,7.114,114.508,74.854,-136.662,,-4.522,-219.72,87.58,,-50.548,-30.57,,,-12.0,0.98,-8.958,,,7.025,
06/30/2001,105.051,48.968,5.513,50.57,149.52,-237.843,,-2.769,-434.65,199.576,,-74.281,-64.373,,5.0,,1.83,-16.738,,,-207.073,
09/30/2001,199.115,35.74,6.204,157.171,278.03,-293.285,,-5.087,-596.495,308.297,,-120.854,-98.313,,5.0,,9.716,-37.257,,,-215.024,
12/31/2001,42.0,36.0,6.0,0.0,,-3.0,,-3.0,,,,,,,,,,,,,39.0,
03/31/2002,192.0,75.0,6.0,111.0,81.0,-167.0,,-11.0,-276.0,120.0,,-37.0,-34.0,,0.0,,3.0,-7.0,1.0,,-12.0,
