Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/31/1989,222.119003,,-86.231003,,135.888,,-86.138,,,,,,49.75,-2.326,,4.568,,0.0,,-2.242,47.424,-17.513,29.910999,-11.526,,,41.437,0.0,41.437,-0.118,,41.319,41.319,,786.881268,0.052267,0.037689,,786.881268,0.052267,0.037689,0.037689,
10/31/1989,316.963989,,-131.5,,185.463989,,-96.844002,,,,,,88.620003,-62.91,,4.167,,0.0,,58.743,25.710003,-30.431,-4.721,0.0,,,-4.720997,0.0,-4.721,-0.118,,-4.839,-4.839,,786.881268,-0.006044,-0.006044,,786.881268,-0.006044,-0.006044,-0.006044,
01/31/1990,253.289001,,-104.888,,148.401001,,-98.775002,,,,,,49.625999,-2.27,,3.794,,0.0,,-1.524,47.356,-16.118999,31.237,0.0,,,31.237,0.0,31.237,-0.118,,31.119,31.119,,786.881268,0.039822,0.039822,,786.881268,0.039822,0.039822,0.039822,
04/30/1990,224.184006,,-94.953003,,129.231003,,-92.282997,,,,,,36.948002,0.337,,4.125,,0.0,,-4.462,37.285002,-12.733,24.552,0.0,,,24.552002,0.0,24.552,-0.117,,24.435,24.435,,786.881268,0.030933,0.030933,,786.881268,0.030933,0.030933,0.030933,
07/31/1990,256.468994,,-101.015999,,155.452995,,-99.490997,,,,,,55.962002,-0.87,,3.053,,0.0,,-2.183,55.092002,-18.91,36.181999,0.0,,,36.182002,0.0,36.181999,-0.118,,36.063999,36.063999,,786.881268,0.045867,0.045867,,786.881268,0.045867,0.045867,0.045867,
10/31/1990,322.427002,,-137.638,,184.789001,,-116.370003,,,,,,68.418999,-1.296,,2.944,,0.0,,-1.648,67.122999,-23.156,43.966999,0.0,,,43.966999,0.0,43.966999,-0.118,,43.848999,43.848999,,781.874979,0.056178,0.056178,,781.874979,0.056178,0.056178,0.056178,
01/31/1991,290.769012,,-116.223,,174.546013,,-115.446999,,,,,,59.098999,-1.475,,2.88,,0.0,,-1.405,57.623999,-19.614,38.009998,0.0,,,38.009999,0.0,38.009998,-0.118,,37.891998,37.891998,,777.487475,0.048711,0.048711,,777.487475,0.048711,0.048711,0.048711,
04/30/1991,249.184998,,-97.528999,,151.655998,,-111.668999,,,,,,39.987,-0.28,,2.198,,0.0,,-1.918,39.707,-12.633,27.073999,0.0,,,27.073999,0.0,27.073999,-0.117,,26.956999,26.956999,,777.487475,0.034489,0.034489,,777.487475,0.034489,0.034489,0.034489,
07/31/1991,259.256989,,-104.616997,,154.639992,,-111.225998,,,,,,43.414001,-1.994,,3.381,,0.0,,-1.387,41.420001,-13.625,27.795,0.0,,,27.795001,0.0,27.795,-0.118,,27.677,27.677,,777.093726,0.035556,0.035556,,777.093726,0.035556,0.035556,0.035556,
10/31/1991,380.973999,,-157.658005,,223.315994,,-139.076004,,,,,,84.239998,-3.188,,3.801,,0.0,,-0.613,81.051998,-28.348,52.703999,0.0,,,52.703998,0.0,52.703999,-0.118,,52.585999,52.585999,,774.984384,0.067911,0.067911,,774.984384,0.067911,0.067911,0.067911,
