Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1999,,1924.5,1924.5,,1.853936,1.254092,0.530943,0.34,0.34,0.346667,0.34,0.34,0.346667,0.1,,,,,,
06/30/1999,,1901.699951,1901.699951,,1.91576,1.309881,0.562812,0.35,0.35,0.36,0.34,0.34,0.35,0.1,,,,,,
09/30/1999,,1931.0,1931.0,,1.959037,1.326308,0.577317,0.22,0.22,0.34,0.22,0.22,0.34,0.1,,,,,,
12/31/1999,,1930.300049,1930.300049,,2.008807,1.355074,0.569808,0.33,0.33,0.36,0.33,0.33,0.36,0.1625,,,,,,
03/31/2000,749.012488,750.142962,748.339548,,3.152312,2.192588,0.800305,0.51,0.51,0.54,0.51,0.51,0.54,0.215,0.56779,0.525697,5.553979,10.340282,6.124063,
06/30/2000,960.425175,979.378,968.446,,1.78873,1.080247,0.571966,0.33,0.33,0.37,0.32,0.32,0.36,0.1625,0.581629,0.52269,3.64659,6.462222,,
09/30/2000,949.912083,967.578,958.886,,1.856854,1.098794,0.58798,0.32,0.32,0.39,0.32,0.32,0.39,0.1625,0.788515,0.747243,3.305302,6.518383,,
12/31/2000,1902.083434,4976.901,4948.328,,2.239929,1.453465,0.610282,0.35,0.35,0.37,0.35,0.35,0.37,0.11,0.545301,0.49384,4.801051,7.974414,5.183264,
03/31/2001,1905.26001,1915.699951,1901.099976,,2.324812,1.555152,0.62932,0.22,0.22,0.42,0.21,0.21,0.42,0.188,0.375519,0.375519,4.080808,8.000483,5.265423,
06/30/2001,1907.55896,1917.199951,1905.300049,,2.147378,1.48722,0.656957,0.3,0.3,0.44,0.29,0.29,0.43,0.188,0.06041,0.06041,4.234207,8.102502,5.375456,
09/30/2001,1968.964966,1965.400024,1952.699951,,2.062119,1.494034,0.114559,0.02,0.02,0.08,0.02,0.02,0.08,0.188,0.765863,0.765863,4.232173,8.541036,4.758338,
12/31/2001,1951.709,1955.7,1952.5,,1.968246,1.535723,0.433598,0.36,0.36,0.28,0.36,0.36,0.28,0.186,-0.073035,-0.226274,4.99306,8.434147,4.636449,
03/31/2002,1915.115967,1930.099976,1919.800049,,1.921815,1.556516,0.672257,0.39,0.41,0.44,0.39,0.41,0.44,0.195,1.411032,1.411032,3.674451,8.298192,4.421142,
06/30/2002,1914.18103,1926.900024,1913.199951,,1.996341,1.63318,0.697418,0.43,0.43,0.45,0.43,0.43,0.45,0.195,0.698516,0.698516,4.515769,8.698237,4.718467,
09/30/2002,1914.714,1923.3,1915.0,,2.081253,1.72188,0.725953,0.45,0.45,0.47,0.45,0.45,0.47,0.195,0.461671,0.461671,4.799672,9.149147,5.22219,
12/31/2002,1916.956,1918.9,1916.0,,1.675418,1.364718,0.648017,0.38,0.39,0.43,0.38,0.39,0.43,0.195,-0.596608,-0.596608,5.838423,9.617331,5.107055,
03/31/2003,1919.050049,1926.599976,1919.0,,1.926681,1.633924,0.710526,0.46,0.46,0.47,0.46,0.46,0.47,0.205,1.246222,1.246222,4.879498,9.650608,5.214559,
06/30/2003,1924.526978,1931.599976,1922.300049,,1.977163,1.698382,0.731415,0.48,0.48,0.49,0.48,0.47,0.49,0.205,0.59793,0.59793,7.79828,9.966085,5.646582,
09/30/2003,1927.396973,1939.800049,1926.0,,1.811371,1.555504,0.749117,0.49,0.49,0.49,0.49,0.48,0.48,0.205,0.516096,0.516096,5.044628,10.078879,5.685907,
12/31/2003,1922.92,1944.6,1927.5,,1.558029,1.290428,0.691362,0.46,0.45,0.45,0.45,0.44,0.44,0.24,2.151647,2.138366,4.487966,10.006657,5.768831,
03/31/2004,1901.166992,1941.099976,1915.400024,,1.867182,1.613292,0.749504,0.53,0.53,0.54,0.52,0.52,0.53,0.24,0.647123,0.647123,3.77505,10.23161,5.96055,
06/30/2004,1884.115967,1913.400024,1891.599976,,1.838602,1.684183,0.833686,0.55,0.55,0.55,0.54,0.54,0.54,0.24,0.712624,0.712624,3.967909,9.91181,5.293729,
09/30/2004,1870.842041,1903.699951,1877.0,,2.038785,1.757379,0.860149,0.57,0.57,0.57,0.56,0.56,0.56,0.24,0.889611,0.889611,3.725061,10.476566,5.855652,
12/31/2004,1857.622943,1893.8,1865.0,,2.050724,1.73067,0.90992,0.56,0.56,0.59,0.56,0.56,0.59,0.3,0.518767,0.485147,3.410811,10.518281,6.520699,
03/31/2005,1842.453367,1880.0,1852.0,,2.061015,1.687905,0.87635,0.58,0.58,0.58,0.57,0.57,0.57,0.3,0.470302,0.446544,3.19194,10.42523,6.158093,
06/30/2005,1828.651515,1857.0,1833.0,,2.240044,1.7976,0.878342,0.61,0.61,0.58,0.6,0.6,0.57,0.3,0.513912,0.489907,3.522814,10.882883,5.985285,
09/30/2005,1817.748058,1849.0,1823.0,,2.355458,1.842019,0.954471,0.63,0.63,0.63,0.62,0.62,0.62,0.3,0.595721,0.570488,3.805808,10.927807,5.999731,
12/31/2005,1814.954003,1841.0,1816.0,,2.411344,1.828744,0.909692,0.63,0.63,0.63,0.62,0.62,0.62,0.33,0.282489,0.282489,4.410029,11.066947,6.239828,
03/31/2006,1783.195941,1826.0,1801.0,,2.501388,1.848418,0.951694,0.64,0.64,0.64,0.63,0.63,0.63,0.33,0.969461,0.969461,3.953576,10.798589,4.969168,
06/30/2006,1782.970516,1805.0,1781.0,,2.679955,1.932061,1.008984,0.66,0.66,0.66,0.66,0.66,0.66,0.33,1.044919,1.044919,4.057274,10.889131,5.033174,
09/30/2006,1763.154166,1796.0,1771.0,,2.765104,1.924337,0.979673,0.67,0.67,0.67,0.66,0.66,0.66,0.33,2.547713,2.547713,3.604336,11.301337,5.280877,
12/31/2006,1764.714251,1789.0,1761.0,,2.772288,1.906303,0.907439,0.67,0.67,0.66,0.66,0.66,0.65,0.4,0.520727,0.520727,4.89541,11.444912,6.153404,
03/31/2007,1742.187858,1780.0,1752.0,,2.7871,1.909247,0.92637,0.64,0.64,0.64,0.63,0.63,0.63,0.4,0.300799,,3.608681,11.36502,5.165918,
06/30/2007,1727.876326,1760.0,1736.0,,2.932604,2.008641,0.953917,0.66,0.66,0.66,0.65,0.65,0.65,0.4,0.258065,0.258065,3.781521,11.187143,4.852778,
09/30/2007,1725.411504,1745.0,1725.0,,3.001739,2.035362,0.976232,0.63,0.63,0.67,0.62,0.62,0.66,0.4,0.604638,0.604638,3.846039,11.409452,5.176736,
12/31/2007,1727.856968,1746.0,1726.0,,2.987254,2.038239,0.973928,0.54,0.54,0.66,0.53,0.53,0.65,0.425,0.338355,0.338355,5.141629,11.601655,6.260935,
03/31/2008,1738.018497,1749.0,1731.0,,3.032351,2.222415,0.904679,0.62,0.62,0.62,0.62,0.62,0.62,0.425,0.657423,0.657423,4.213419,11.548784,5.422842,
06/30/2008,1741.416695,1755.0,1740.0,,2.864368,2.209195,0.821839,0.53,0.53,0.56,0.53,0.53,0.56,0.425,0.896552,0.896552,4.568694,11.673254,5.262382,
09/30/2008,1753.841235,1756.0,1743.0,,2.56397,1.919105,0.449799,0.32,0.32,0.32,0.32,0.32,0.32,0.425,1.041308,1.041308,4.05852,11.503322,5.198304,
12/31/2008,1755.032328,1764.0,1754.0,,2.624857,2.04333,0.203535,0.15,0.15,0.15,0.15,0.15,0.15,0.425,0.760547,0.760547,3.90819,10.466474,4.648347,
03/31/2009,1758.580395,1760.0,1754.0,,2.653934,2.186431,0.368301,0.24,0.24,0.24,0.24,0.24,0.24,0.05,1.053022,1.053022,3.499414,10.965663,4.644087,
06/30/2009,1911.880253,1840.0,1833.0,,2.670486,2.24168,0.319149,0.12,0.12,0.164184,0.12,0.12,0.163451,0.05,-0.585379,-0.585379,3.337552,11.85796,5.888967,
09/30/2009,1912.088386,1917.0,1908.0,,2.59434,2.201258,0.362159,0.31,0.31,0.31,0.3,0.3,0.3,0.05,1.80608,1.80608,2.62331,12.379658,7.044653,
12/31/2009,1912.938805,1917.0,1908.0,,2.615304,2.267296,0.372117,0.3,0.3,0.3,0.3,0.3,0.3,0.05,1.771488,1.771488,3.244223,12.788177,6.297117,
03/31/2010,1916.070829,1919.0,1910.0,,2.571204,2.235602,0.431414,0.34,0.34,0.34,0.34,0.34,0.34,0.05,1.505759,1.505759,4.373534,13.156612,7.615585,
06/30/2010,1916.985668,1921.0,1912.0,,2.669979,2.336297,0.497385,0.45,0.45,0.45,0.45,0.45,0.45,0.05,0.566946,0.566946,2.625476,13.687635,7.391292,
09/30/2010,1917.597205,1920.0,1913.0,,2.711448,2.370099,0.603241,0.46,0.46,0.46,0.45,0.45,0.45,0.05,-0.603241,-0.603241,2.331042,14.195369,8.741669,
12/31/2010,1920.903412,1922.0,1914.0,,2.776907,2.438871,0.664054,0.5,0.5,0.475444,0.49,0.49,0.468668,0.05,1.272205,1.272205,7.541764,14.362513,8.028514,
03/31/2011,1926.514752,1928.0,1918.0,,2.665276,2.327424,0.72732,0.52,0.52,0.507351,0.52,0.52,0.504492,0.125,3.247132,3.247132,7.163195,14.833523,9.49279,
06/30/2011,1924.607023,1929.0,1921.0,,2.74076,2.412285,0.85216,0.61,0.61,0.61,0.6,0.6,0.6,0.125,1.343571,1.343571,7.923695,15.507581,10.17974,
09/30/2011,1912.675156,1922.0,1915.0,,2.8047,2.473629,0.909661,0.65,0.65,0.65,0.64,0.64,0.64,0.125,-0.028198,-0.028198,7.166925,16.011083,9.942096,
12/31/2011,1909.821723,1911.0,1904.0,,2.967962,2.651261,0.974265,0.69,0.69,0.644722,0.69,0.69,0.644722,0.125,0.559349,0.559349,7.31063,16.426664,10.319811,
03/31/2012,1901.0,1910.0,1901.0,,2.877959,2.563388,0.963703,0.68,0.68,0.68,0.67,0.67,0.67,0.195,1.625986,1.625986,5.029458,16.94161,11.616518,
06/30/2012,1891.51839,1898.0,1888.0,,2.957097,2.655191,1.028602,0.71,0.71,0.71,0.71,0.71,0.71,0.195,0.284428,0.284428,8.143193,17.458461,12.144212,
09/30/2012,1880.075537,1897.0,1886.0,,2.981442,2.715801,1.073701,0.74,0.74,0.74,0.74,0.74,0.74,0.195,0.130965,0.130965,4.990225,18.026935,12.748956,
12/31/2012,1869.431515,1880.0,1872.0,,2.951389,2.700855,1.02938,0.72,0.72,0.748397,0.72,0.72,0.74766,0.195,2.18109,2.18109,4.414176,18.309844,11.971554,
