Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/26/2010,1811.0,121.3,121.3,0.0,174.9,174.9,0.0,286.3,73.1,24.5,188.7,0.0,132.9,27.9,,354.2,24.8,715.4,240.2,,,21.3,,21.3,834.1,453.2,276.2,177.0,26.7,1095.6,,395.8,120.3,,,275.5,1.7,1.7,,,,,44.8,,,0.0,442.3,422.4,422.4,,,,262.4,,,262.4,684.8,1127.1,0.0,98.6,0.6,98.0,-26.6,894.0,-282.1,683.9,0.0,683.9,1811.0,
09/25/2010,1867.5,122.8,122.8,0.0,176.5,176.5,0.0,313.7,78.7,24.9,210.1,0.0,138.5,,,359.2,52.6,751.5,247.3,,,19.9,,19.9,848.8,460.3,280.6,179.7,29.3,1116.0,,396.2,123.4,,,272.8,2.3,2.3,,,,,43.8,,,0.0,442.3,427.2,427.2,,,,262.9,,,262.9,690.1,1132.4,0.0,102.8,0.6,102.2,-21.0,912.3,-259.0,735.1,0.0,735.1,1867.5,
12/25/2010,2015.8,248.7,248.7,0.0,181.9,181.9,0.0,279.1,74.4,20.0,184.7,0.0,139.5,,0.0,391.3,44.9,849.2,258.0,1332.3,-1074.3,22.8,,22.8,885.8,464.5,284.1,180.4,30.0,1166.6,,457.7,153.1,,0.0,304.6,1.9,0.0,1.4,1.4,,0.5,40.8,0.0,0.0,0.0,500.4,426.8,405.9,20.9,20.9,,298.8,0.0,155.7,143.1,725.6,1226.0,0.0,108.6,0.6,108.0,-41.5,969.2,-246.5,789.8,0.0,789.8,2015.8,
04/02/2011,2008.5,175.8,175.8,0.0,194.8,194.8,0.0,305.5,89.8,24.7,191.0,0.0,148.3,,,386.6,58.5,824.4,265.2,,,23.9,,23.9,895.0,476.5,291.4,185.1,31.9,1184.1,,420.7,124.1,,,296.6,2.1,2.1,,,,,40.8,,,0.0,463.6,427.7,427.7,,,,287.0,,,287.0,714.7,1178.3,0.0,114.8,0.6,114.2,-63.8,990.7,-211.5,830.2,0.0,830.2,2008.5,
07/02/2011,2002.8,116.1,116.1,0.0,203.1,203.1,0.0,325.9,89.4,27.3,209.2,0.0,146.6,31.7,,396.1,23.7,791.7,268.4,,,26.2,,26.2,916.5,480.6,294.4,186.2,39.8,1211.1,,461.8,130.8,,,331.0,2.3,2.3,,,,,35.5,,,0.0,499.6,418.2,418.2,,,,266.2,,,266.2,684.4,1184.0,0.0,118.9,0.6,118.3,-147.2,1033.8,-186.7,818.8,0.0,818.8,2002.8,
10/01/2011,1921.9,110.2,110.2,0.0,187.2,187.2,0.0,329.2,81.8,27.4,220.0,0.0,177.1,,,375.3,57.3,803.7,265.6,,,24.6,,24.6,828.0,415.1,246.5,168.6,37.6,1118.2,,440.6,119.1,,,321.5,215.7,215.7,,,,,47.3,,,0.0,703.6,416.7,416.7,,,,254.1,,,254.1,670.8,1374.4,0.0,122.8,0.6,122.2,-339.8,1025.1,-260.6,547.5,0.0,547.5,1921.9,
12/31/2011,1822.6,138.2,138.2,0.0,163.7,163.7,0.0,302.5,39.5,22.0,241.0,0.0,165.0,,0.0,317.6,49.4,769.4,273.1,1377.8,-1104.7,23.2,0.0,23.2,756.9,405.7,241.4,164.3,33.6,1053.2,,448.8,157.2,,0.0,291.6,195.7,0.0,1.8,1.8,,193.9,28.9,0.0,0.0,0.0,673.4,415.2,396.5,18.7,18.7,,233.2,0.0,167.3,65.9,648.4,1321.8,0.0,127.4,0.6,126.8,-422.8,1091.7,-295.5,500.8,0.0,500.8,1822.6,
03/31/2012,1901.2,105.7,105.7,0.0,191.0,191.0,0.0,331.0,83.8,25.7,221.5,0.0,182.4,,,325.2,65.1,810.1,287.6,,,22.0,,22.0,781.5,422.4,251.0,171.4,33.9,1091.1,,419.9,120.5,,,299.4,267.7,0.0,,,,267.7,26.0,,,0.0,713.6,416.3,416.3,,,,233.8,,,233.8,650.1,1363.7,0.0,132.5,0.6,131.9,-454.4,1115.2,-255.8,537.5,0.0,537.5,1901.2,
06/30/2012,1756.0,98.0,98.0,0.0,176.7,176.7,0.0,321.1,42.8,23.9,254.4,0.0,184.7,33.9,,317.6,28.8,780.5,276.7,,,23.3,,23.3,675.5,323.4,185.2,138.2,34.5,975.5,,395.0,115.6,,,279.4,227.7,0.0,,,,227.7,29.6,,,0.0,652.3,414.3,414.3,,,,228.7,,,228.7,643.0,1295.3,0.0,137.9,0.6,137.3,-466.0,1098.9,-310.1,460.7,0.0,460.7,1756.0,
09/29/2012,1823.2,113.8,113.8,0.0,188.1,188.1,0.0,340.5,42.4,25.3,272.8,0.0,167.3,,,326.0,58.6,809.7,287.7,,,23.7,,23.7,702.1,340.6,195.5,145.1,35.5,1013.5,,420.4,115.3,,,305.1,241.3,0.0,,,,241.3,16.9,,,0.0,678.6,414.5,414.5,,,,221.4,,,221.4,635.9,1314.5,0.0,145.5,0.6,144.9,-485.3,1122.6,-274.1,508.7,0.0,508.7,1823.2,
12/29/2012,1821.8,119.8,119.8,0.0,173.4,173.4,0.0,313.9,39.8,22.9,251.2,0.0,159.4,,0.0,359.1,51.4,766.5,298.8,1424.0,-1125.2,24.8,,24.8,731.7,336.3,192.9,143.4,36.3,1055.3,,475.4,154.8,0.0,0.0,320.6,203.4,0.0,1.9,1.9,,201.5,15.7,0.0,0.0,0.0,694.5,414.4,397.5,16.9,16.9,,233.8,0.0,180.4,53.4,648.2,1342.7,0.0,151.8,0.6,151.2,-573.8,1172.4,-271.3,479.1,0.0,479.1,1821.8,
03/30/2013,1918.9,147.4,147.4,0.0,194.4,194.4,0.0,330.2,45.1,28.0,257.1,0.0,197.7,,,365.1,68.9,869.7,287.4,,,22.9,,22.9,738.9,338.5,194.0,144.5,35.3,1049.2,,478.3,125.4,,,352.9,128.1,0.0,,,,128.1,23.2,,,0.0,629.6,619.8,619.8,,,,231.8,,,231.8,851.6,1481.2,0.0,160.7,0.6,160.1,-641.7,1179.1,-260.4,437.7,0.0,437.7,1918.9,
06/29/2013,1820.3,112.4,112.4,0.0,192.0,192.0,0.0,333.0,47.2,29.0,256.8,0.0,185.6,,,340.2,56.3,823.0,282.5,,,22.3,,22.3,692.5,317.6,182.8,134.8,34.7,997.3,,452.4,112.8,,,339.6,183.9,0.0,,,,183.9,22.4,,,0.0,658.7,619.1,619.1,,,,206.6,,,206.6,825.7,1484.4,0.0,165.5,0.6,164.9,-736.1,1219.7,-313.2,335.9,0.0,335.9,1820.3,
09/28/2013,1880.2,126.0,126.0,0.0,187.1,187.1,0.0,353.1,47.3,31.2,274.6,0.0,189.4,,,358.4,60.9,855.6,291.0,,,23.7,,23.7,709.9,321.2,185.7,135.5,30.3,1024.6,,456.8,109.5,,,347.3,292.8,0.0,,,,292.8,17.6,,,0.0,767.2,619.0,619.0,,,,221.9,,,221.9,840.9,1608.1,0.0,173.4,0.6,172.8,-829.8,1233.5,-305.0,272.1,0.0,272.1,1880.2,
12/28/2013,1843.9,127.3,127.3,0.0,168.8,168.8,0.0,313.4,41.0,27.4,245.0,0.0,169.5,,0.0,397.9,52.8,779.0,300.9,1454.9,-1154.0,23.1,,23.1,740.9,310.4,181.5,128.9,32.6,1064.9,,482.9,149.7,,0.0,333.2,235.4,0.0,2.1,2.1,,233.3,19.2,0.0,0.0,0.0,737.5,619.9,604.5,15.4,15.4,,233.6,0.0,160.3,73.3,853.5,1591.0,0.0,178.9,0.6,178.3,-898.4,1289.2,-316.8,252.9,0.0,252.9,1843.9,
03/29/2014,1884.2,99.6,99.6,0.0,199.5,199.5,0.0,326.0,45.0,34.8,246.2,0.0,183.1,,,416.3,73.0,808.2,297.8,,,0.0,,,778.2,305.3,180.8,124.5,56.6,1076.0,,451.3,115.5,,,335.8,295.4,0.0,,,,295.4,15.6,,,0.0,762.3,619.0,619.0,,,,233.0,,,233.0,852.0,1614.3,0.0,181.0,0.6,180.4,-893.4,1298.2,-315.9,269.9,0.0,269.9,1884.2,
06/28/2014,1897.3,82.7,82.7,0.0,191.1,191.1,0.0,351.8,46.6,35.8,269.4,0.0,173.6,,,434.2,75.1,799.2,301.4,,,20.7,,20.7,776.0,305.4,182.5,122.9,36.4,1098.1,,452.8,121.9,,,330.9,299.1,0.0,,,,299.1,12.6,,,0.0,764.5,617.8,617.8,,,,229.6,,,229.6,847.4,1611.9,0.0,185.2,0.6,184.6,-898.3,1308.0,-309.5,285.4,0.0,285.4,1897.3,
09/27/2014,1869.8,89.4,89.4,0.0,180.2,180.2,0.0,348.1,41.0,29.9,277.2,0.0,182.0,32.6,,428.6,39.3,799.7,292.8,,,0.0,,,777.3,294.8,178.0,116.8,53.9,1070.1,,446.4,106.0,,,340.4,314.6,0.0,,,,314.6,17.4,,,0.0,778.4,616.4,616.4,,,,219.0,,,219.0,835.4,1613.8,0.0,189.7,0.6,189.1,-900.7,1301.4,-334.4,256.0,0.0,256.0,1869.8,
12/27/2014,1769.8,77.0,77.0,0.0,168.1,168.1,0.0,306.0,36.7,26.8,242.5,0.0,83.4,,,525.3,48.4,634.5,290.3,1411.4,-1121.1,17.3,,17.3,827.7,270.4,164.7,105.7,32.0,1135.3,,487.8,142.8,,,345.0,221.4,0.0,2.0,2.0,,219.4,30.3,0.0,,0.0,739.5,612.1,600.2,11.9,11.9,,232.4,0.0,170.9,61.5,844.5,1584.0,0.0,191.3,0.6,190.7,-945.0,1348.2,-408.7,185.8,0.0,185.8,1769.8,
03/28/2015,1733.2,83.9,83.9,0.0,135.0,135.0,0.0,300.7,39.3,26.2,235.2,0.0,234.2,,,411.1,86.8,753.8,264.7,,,15.0,,15.0,699.7,262.6,161.8,100.8,26.0,979.4,,433.4,97.1,,,336.3,268.5,0.0,,,,268.5,37.8,,,0.0,739.7,609.9,609.9,,,,218.4,,,218.4,828.3,1568.0,0.0,190.4,0.6,189.8,-934.7,1340.9,-431.4,165.2,0.0,165.2,1733.2,
06/27/2015,1694.2,74.1,74.1,0.0,157.9,157.9,0.0,299.1,36.0,24.9,238.2,0.0,194.2,,,410.6,68.3,725.3,262.9,,,14.8,,14.8,691.2,253.0,157.5,95.5,27.6,968.9,,404.0,95.9,,,308.1,264.0,0.0,,,,264.0,18.7,,,0.0,686.7,609.3,609.3,,,,220.7,,,220.7,830.0,1516.7,0.0,193.6,0.6,193.0,-931.9,1368.3,-452.5,177.5,0.0,177.5,1694.2,
09/26/2015,1663.3,93.1,93.1,0.0,158.6,158.6,0.0,285.7,33.6,24.6,227.5,0.0,190.9,,,402.8,50.7,728.3,254.7,,,14.0,,14.0,666.3,235.8,148.7,87.1,27.7,935.0,,403.6,94.7,,,308.9,286.2,0.0,,,,286.2,18.9,,,0.0,708.7,608.9,608.9,,,,221.0,,,221.0,829.9,1538.6,0.0,198.6,0.6,198.0,-922.9,1364.1,-515.1,124.7,0.0,124.7,1663.3,
12/26/2015,1598.2,79.8,79.8,0.0,142.7,142.7,0.0,254.6,30.4,21.0,203.2,0.0,73.4,,,524.9,51.9,550.5,253.6,1320.7,-1067.1,13.2,,13.2,780.9,229.0,146.3,82.7,27.0,1047.7,,436.9,126.7,,,310.2,162.5,0.0,1.8,1.8,,160.7,14.6,0.0,,0.0,614.0,608.2,599.4,8.8,8.8,,215.0,0.0,148.7,66.3,823.2,1437.2,0.0,206.1,0.6,205.5,-894.3,1371.2,-522.0,161.0,0.0,161.0,1598.2,
03/26/2016,1657.3,98.6,98.6,0.0,164.5,164.5,0.0,274.4,35.6,24.3,214.5,0.0,85.4,,,513.0,65.1,622.9,252.9,,,12.7,,12.7,768.8,227.2,146.3,80.9,28.6,1034.4,,410.7,94.4,,,316.3,234.8,0.0,,,,234.8,31.2,,,0.0,676.7,608.1,608.1,,,,202.9,,,202.9,811.0,1487.7,0.0,202.8,0.6,202.2,-889.7,1380.8,-524.3,169.6,0.0,169.6,1657.3,
06/25/2016,1630.8,79.0,79.0,0.0,159.8,159.8,0.0,270.0,36.0,25.6,208.4,0.0,76.6,,,526.3,61.9,585.4,255.8,,,13.8,,13.8,775.8,219.8,142.8,77.0,29.7,1045.4,,375.7,89.0,,,286.7,226.8,0.0,,,,226.8,18.0,,,0.0,620.5,607.4,607.4,,,,224.8,,,224.8,832.2,1452.7,0.0,206.0,0.6,205.4,-887.4,1397.4,-537.9,178.1,0.0,178.1,1630.8,
09/24/2016,1655.2,98.5,98.5,0.0,142.4,142.4,0.0,275.0,32.8,27.4,214.8,0.0,90.3,,,535.8,59.4,606.2,256.3,,,13.6,,13.6,779.1,213.0,139.7,73.3,30.3,1049.0,,404.7,88.5,,,316.2,199.9,0.0,,,,199.9,28.4,,,0.0,633.0,606.9,606.9,,,,225.6,,,225.6,832.5,1465.5,0.0,208.1,0.6,207.5,-885.7,1411.6,-544.3,189.7,0.0,189.7,1655.2,
12/31/2016,1587.8,93.2,93.2,0.0,125.3,125.3,0.0,240.4,28.0,23.0,189.4,0.0,86.4,,,539.7,45.3,545.3,259.8,1317.0,-1057.2,13.2,,13.2,769.5,199.9,132.6,67.3,29.9,1042.5,,410.0,117.7,,,292.3,105.9,0.0,1.8,1.8,,104.1,31.7,0.0,,0.0,547.6,606.0,599.4,6.6,6.6,,221.4,0.0,142.5,78.9,827.4,1375.0,0.0,209.2,0.6,208.6,-880.2,1455.3,-571.5,212.8,0.0,212.8,1587.8,
04/01/2017,1677.6,98.4,98.4,0.0,156.9,156.9,0.0,268.1,33.8,28.6,205.7,0.0,79.3,,,547.4,79.3,602.7,269.1,,,13.9,,13.9,791.9,211.2,141.6,69.6,33.3,1074.9,,379.9,93.0,,,286.9,176.8,0.0,,,,176.8,28.4,,,0.0,585.1,605.9,605.9,,,,218.9,,,218.9,824.8,1409.9,0.0,211.1,0.6,210.5,-875.1,1467.0,-535.3,267.7,0.0,267.7,1677.6,
07/01/2017,1660.7,85.0,85.0,0.0,156.4,156.4,0.0,288.1,35.5,28.4,224.2,0.0,80.0,,,584.4,80.0,609.5,268.3,,,15.6,,15.6,767.3,149.8,80.6,69.2,33.1,1051.2,,397.3,89.5,,,307.8,173.2,0.0,,,,173.2,25.1,,,0.0,595.6,605.3,605.3,,,,226.1,,,226.1,831.4,1427.0,0.0,214.4,0.6,213.8,-863.8,1411.6,-528.5,233.7,0.0,233.7,1660.7,
09/30/2017,1708.5,118.9,118.9,0.0,154.1,154.1,0.0,291.1,33.4,29.5,228.2,0.0,59.5,,,609.5,44.3,623.6,276.0,,,17.8,,17.8,791.1,147.3,80.3,67.0,34.3,1084.9,,419.0,88.3,,,330.7,193.1,0.0,,,,193.1,23.0,,,0.0,635.1,605.3,605.3,,,,231.6,,,231.6,836.9,1472.0,0.0,219.2,0.6,218.6,-863.7,1407.9,-526.9,236.5,0.0,236.5,1708.5,
12/30/2017,1388.0,144.1,144.1,0.0,144.4,144.4,0.0,262.2,32.7,26.0,203.5,0.0,79.8,,0.0,278.0,47.6,630.5,278.2,1440.6,-1162.4,19.3,,19.3,460.0,141.4,78.9,62.5,40.6,757.5,,496.2,124.4,,,371.8,133.0,0.0,1.9,1.9,,131.1,29.6,0.0,0.0,0.0,658.8,605.1,599.5,5.6,5.6,,243.5,0.0,144.1,99.4,848.6,1507.4,0.0,218.4,0.6,217.8,-851.5,1043.1,-529.4,-119.4,0.0,-119.4,1388.0,
03/31/2018,1444.8,157.8,157.8,0.0,166.9,166.9,0.0,286.7,36.8,30.8,219.1,0.0,90.3,,,244.5,90.3,701.7,284.1,,,20.7,,20.7,438.3,145.0,81.9,63.1,48.8,743.1,,457.3,99.3,,,358.0,234.3,0.0,,,,234.3,38.1,,,0.0,729.7,605.0,605.0,,,,218.5,,,218.5,823.5,1553.2,0.0,215.6,0.6,215.0,-847.1,1044.8,-521.7,-108.4,0.0,-108.4,1444.8,
06/30/2018,1338.1,98.0,98.0,0.0,163.3,163.3,0.0,281.6,33.1,31.5,217.0,0.0,88.2,,,236.3,88.2,631.1,271.5,,,18.5,,18.5,417.0,134.1,76.9,57.2,46.6,707.0,,418.9,90.1,,,328.8,257.8,0.0,,,,257.8,18.6,,,0.0,695.3,604.0,604.0,,,,214.3,,,214.3,818.3,1513.6,0.0,218.0,0.6,217.4,-895.3,1073.6,-571.8,-175.5,0.0,-175.5,1338.1,
09/29/2018,1364.6,117.6,117.6,0.0,157.9,157.9,0.0,279.6,31.9,25.9,221.8,0.0,74.0,,,266.6,74.0,629.1,274.2,,,18.4,,18.4,442.9,132.9,77.2,55.7,43.4,735.5,,435.5,87.9,,,347.6,332.3,0.0,,,,332.3,14.8,,,0.0,782.6,603.8,603.8,,,,212.8,,,212.8,816.6,1599.2,0.0,221.5,0.6,220.9,-945.5,1079.2,-589.8,-234.6,0.0,-234.6,1364.6,
12/29/2018,1308.8,149.0,149.0,0.0,144.7,144.7,0.0,257.7,28.8,25.0,203.9,0.0,69.2,,0.0,217.0,42.5,620.6,276.0,1386.4,-1110.4,18.7,,18.7,393.5,129.0,76.1,52.9,47.5,688.2,,451.0,129.2,,,321.8,285.5,0.0,1.6,1.6,,283.9,22.6,0.0,0.0,0.0,759.1,603.4,599.7,3.7,3.7,,181.5,0.0,130.1,51.4,784.9,1544.0,0.0,219.9,0.6,219.3,-939.8,1086.8,-602.1,-235.2,0.0,-235.2,1308.8,
03/30/2019,1438.8,146.8,146.8,0.0,167.0,167.0,0.0,269.0,31.7,28.6,208.7,0.0,72.8,,,226.7,72.8,655.6,359.9,,,17.6,,17.6,405.7,129.8,77.5,52.3,49.2,783.2,,381.9,81.5,,,300.4,398.4,0.0,32.2,1.6,30.6,366.2,16.6,,,0.0,796.9,655.7,599.6,56.1,3.4,52.7,170.2,,,170.2,825.9,1622.8,0.0,217.1,0.6,216.5,-934.8,1121.8,-588.1,-184.0,0.0,-184.0,1438.8,
06/29/2019,1428.5,163.0,163.0,0.0,163.2,163.2,0.0,265.1,29.4,26.4,209.3,0.0,67.7,,,211.7,67.7,659.0,354.1,,,16.8,,16.8,398.6,128.2,77.4,50.8,58.7,769.5,,355.2,85.7,,,269.5,399.3,0.0,30.4,1.3,29.1,368.9,15.3,,,0.0,769.8,653.5,599.7,53.8,3.1,50.7,168.3,,,168.3,821.8,1591.6,0.0,216.9,0.6,216.3,-931.1,1146.9,-595.8,-163.1,0.0,-163.1,1428.5,
09/28/2019,1335.9,122.1,122.1,0.0,136.8,136.8,0.0,260.7,27.4,25.6,207.7,0.0,67.6,,,214.5,67.6,587.2,348.8,,,16.1,,16.1,383.8,104.5,58.5,46.0,64.8,748.7,,336.4,85.8,,,250.6,353.9,0.0,30.1,1.2,28.9,323.8,13.1,,,0.0,703.4,653.8,599.7,54.1,2.7,51.4,163.7,,,163.7,817.5,1520.9,0.0,219.8,0.6,219.2,-930.9,1141.2,-615.1,-185.0,0.0,-185.0,1335.9,
12/28/2019,1262.4,123.2,123.2,0.0,110.7,110.7,0.0,245.2,25.7,22.4,197.1,0.0,59.4,,0.0,186.1,43.4,538.5,351.6,1484.0,-1132.4,15.0,,15.0,357.3,84.1,59.5,24.6,87.1,723.9,,363.1,125.4,,,237.7,306.0,0.0,34.1,1.3,32.8,271.9,19.8,0.0,0.0,0.0,688.9,658.2,599.9,58.3,2.3,56.0,192.3,0.0,133.1,59.2,850.5,1539.4,0.0,215.6,0.6,215.0,-921.6,1067.3,-638.3,-277.0,0.0,-277.0,1262.4,
03/28/2020,1295.2,174.5,174.5,0.0,97.5,97.5,0.0,226.0,25.3,22.3,178.4,0.0,139.6,,,169.2,139.6,637.6,322.0,,,13.1,,13.1,322.5,75.1,53.6,21.5,78.2,657.6,,325.9,80.4,,,245.5,417.5,0.0,29.1,1.3,27.8,388.4,86.5,,,0.0,829.9,655.5,599.8,55.7,2.0,53.7,173.8,,,173.8,829.3,1659.2,0.0,217.5,0.6,216.9,-916.4,1054.7,-719.8,-364.0,0.0,-364.0,1295.2,
06/27/2020,1194.3,120.0,120.0,0.0,117.2,117.2,0.0,216.1,25.2,24.7,166.2,0.0,60.3,,,187.8,60.3,513.6,321.3,,,13.9,,13.9,345.5,78.6,56.0,22.6,79.1,680.7,,378.9,92.6,,,286.3,829.9,0.0,29.7,1.3,28.4,800.2,35.6,,,0.0,1244.4,54.4,0.0,54.4,2.1,52.3,177.8,,,177.8,232.2,1476.6,0.0,215.8,0.6,215.2,-909.6,1115.0,-703.5,-282.3,0.0,-282.3,1194.3,
