Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
12/31/2012,0.0,205.928,0,205.928,-0.2,0.0,144.792333,0,144.792333,0.0,13.751195,0,13.751195,
12/31/2013,0.0,183.255,0,183.255,0.0,0.0,126.074962,0,126.074962,0.0,10.837393,0,10.837393,
03/31/2014,0.0,186.489,0,186.489,,0.0,142.026259,0,142.026259,0.0,10.870191,0,10.870191,
09/30/2014,0.0,254.365,0,254.365,,0.0,109.36714,0,109.36714,0.0,12.441233,0,12.441233,
12/31/2014,0.0,312.553,0,312.553,,0.0,129.758959,0,129.758959,0.0,14.942078,0,14.942078,
03/31/2015,0.0,321.616,0,321.616,,0.0,127.7633,0,127.7633,0.0,14.96535,0,14.96535,
06/30/2015,0.0,314.732,0,314.732,,0.0,121.781458,0,121.781458,0.0,14.085529,0,14.085529,
09/30/2015,0.0,337.921,0,337.921,,0.0,125.339758,0,125.339758,0.0,14.574217,0,14.574217,
12/31/2015,0.0,335.066,0,335.066,,0.0,127.180527,0,127.180527,0.0,14.033837,0,14.033837,
03/31/2016,0.0,346.122,0,346.122,,0.0,126.794369,0,126.794369,0.0,14.191092,0,14.191092,
06/30/2016,0.0,353.401,0,353.401,,0.0,126.055273,0,126.055273,0.0,13.954905,0,13.954905,
09/30/2016,0.0,340.844,0,340.844,,0.0,116.874691,0,116.874691,0.0,12.126926,0,12.126926,
12/31/2016,0.0,335.331,0,335.331,,0.0,113.14225,0,113.14225,0.0,11.656644,0,11.656644,
03/31/2017,0.075,379.153,0,379.228,,0.02441,123.402116,0,123.426526,0.00252,12.74054,0,12.74306,
06/30/2017,0.0,384.652,0,384.652,,0.0,120.021467,0,120.021467,0.0,11.83906,0,11.83906,
09/30/2017,0.006,408.787,0,408.793,,0.001797,122.465383,0,122.467181,0.000167,11.384589,0,11.384756,
