Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,10.116,6.643,3.464,0.0,0.185,-0.176,,,,,,,,,,,,,,,,,,,,,
06/30/1994,8.192,6.727,3.449,0.0,-0.551,-1.433,,,,,,,,,,,,,,0.0,,,,,,,
09/30/1994,3.752,-5.295,3.449,0.135,0.0,5.463,,,,,,,,,,,,,,,,,,,,,
12/31/1994,6.4,7.149,3.428,0.0,-0.799,-3.378,,,,,,,,,,,,,,,,,,,,,
03/31/1995,9.865,6.001,3.345,0.0,-0.077,0.596,,,,,,,,,,,,,,,,,,,,,
06/30/1995,9.34,5.794,3.586,0.0,0.0,-0.04,,,,,,,,,,,,,,,,,,,,,
09/30/1995,9.163,6.12,3.862,0.0,0.021,-0.84,,,,,,,,,,,,,,,,,,,,,
12/31/1995,11.944,7.685,4.056,0.0,0.038,0.165,,,,,,,,,,,,,,,,,,,,,
03/31/1996,12.057,7.85,4.074,0.323,-0.745,0.555,,1.523,-3.241,0.0,0.0,0.0,0.0,,0.0,-1.718,-9.997,-15.969,,6.003,,,0.0,0.0,-0.031,0.342,
06/30/1996,11.269,7.615,4.049,0.0,-0.213,-0.182,,0.685,-2.24,0.0,0.0,0.0,0.0,,0.0,-1.555,-10.841,-10.684,,0.0,,,0.0,0.0,-0.157,-1.127,
09/30/1996,12.329,7.889,4.052,0.0,-0.268,0.656,,1.437,-14.503,0.0,0.0,0.0,0.0,,0.0,-13.066,1.316,-10.684,,12.0,,,0.0,0.0,0.0,0.579,
12/31/1996,12.418,8.869,4.247,0.256,-0.229,-0.725,,0.76,-35.721001,0.0,0.0,0.0,0.0,,0.0,-34.960999,22.658001,-10.742,,33.400002,,,0.0,0.0,0.0,0.115,
03/31/1997,11.028,8.185,4.464,0.0,-0.225,-1.396,,1.339,-17.933001,0.0,0.0,0.0,0.0,0.0,0.0,-16.594,7.339,-10.861,0.0,18.200001,,,0.0,0.0,0.0,1.773,
06/30/1997,16.261999,8.068,4.484,0.07,-0.202,3.842,,1.552,-39.009998,0.0,0.0,0.0,0.0,0.0,0.0,-37.458,20.716,-10.861,0.0,33.799999,,,0.0,0.0,-2.223,-0.48,
09/30/1997,15.778,8.466,4.706,0.07,-0.596,3.132,,0.967,-57.247002,0.0,0.0,0.0,0.0,0.0,0.0,-56.279999,43.848,-10.864,0.0,54.751999,,,0.246,0.0,-0.286,3.346,
12/31/1997,9.624,10.051,4.942,0.025,-0.059,-5.335,,0.574,-26.198999,0.0,0.0,0.0,0.0,0.0,0.0,-25.625,11.926,-11.781,0.0,-45.0,,,68.707001,0.0,0.0,-4.075,
03/31/1998,18.259001,9.924,5.084,0.0,-0.215,3.466,,1.948,-52.061001,0.0,0.0,0.0,0.0,0.0,0.0,-50.112999,31.444,-12.462,0.0,15.4,,,28.506001,0.0,0.0,-0.41,
06/30/1998,13.762,10.308,5.369,0.0,-0.311,-1.604,,0.821991,-49.952999,0.0,0.0,0.0,0.0,0.0,0.0,-49.131001,36.771999,-13.083,0.0,49.900002,,,-0.045,0.0,0.0,1.403,
09/30/1998,18.622999,10.493,5.63,0.0,0.0,2.5,,0.0,-34.77,0.0,0.0,0.0,0.0,0.0,0.0,-34.77,15.819,-13.281,0.0,29.1,,,0.0,0.0,0.0,-0.328,
12/31/1998,14.001,10.579,5.852,0.0,0.226,-2.656,,0.0,-55.804001,0.0,0.0,0.0,0.0,0.0,0.0,-55.804001,41.548,-13.475,0.0,55.035999,,,-0.013,0.0,0.0,-0.255,
03/31/1999,19.638,9.929,6.09,0.0,0.0,3.619,,0.0,-39.685001,0.0,0.0,0.0,0.0,0.0,-1.713,-41.397999,24.921,-13.679,0.0,38.599998,,,0.0,0.0,0.0,3.161,
