Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1992,293.72229,32.1655,17.678499,14.487,180.989304,,,,0.0,,,,,22.216999,,,,,235.371796,34.511799,71.9729,-37.461102,4.4002,,,19.438499,,,,19.438499,58.350498,,55.846802,55.846802,,,,0.0,,,,,100.777802,,,100.777802,156.624603,0.0,,,,,6.7201,,,6.7201,6.7201,163.344703,0.0,44.7925,,,,,85.585098,130.377598,0.0,130.377598,293.722301,
09/30/1992,316.73111,35.0727,22.7537,12.319,201.448196,,,,0.0,,,,,21.685499,,,,,258.20639,35.430302,74.782402,-39.3521,3.8196,,,19.274799,,,,19.274799,58.524701,,60.2855,60.2855,,,,0.0,,,,,111.199806,,,111.199806,171.485306,0.0,,,,,5.433,,,5.433,5.433,176.918306,0.0,47.570499,,,,,92.242302,139.812801,0.0,139.812801,316.731107,
12/31/1992,303.373993,36.131801,23.6434,12.4884,179.648193,,,,0.0,,,,,30.439501,,,,,246.219498,34.548599,75.231003,-40.6824,3.2968,,,19.309099,,,,19.309099,57.154498,,42.504398,42.504398,,,,0.0,,,,,110.048397,,,110.048397,152.552795,0.0,,,,,5.2698,,,5.2698,5.2698,157.822596,0.0,48.664001,,,,,96.887398,145.551399,0.0,145.551399,303.373995,
03/31/1993,335.560608,39.7218,23.015301,16.706499,196.921402,,,,0.0,,,,,34.919102,,,,,271.562286,35.4394,75.459099,-40.019699,3.4808,,,25.0781,,,,25.0781,63.9983,,43.0849,43.0849,,,,7.6957,,,,,125.118799,,,125.118799,175.899399,0.0,,,,,5.1065,,,5.1065,5.1065,181.005899,0.0,51.5326,,,,,103.022102,154.554703,0.0,154.554703,335.560602,
06/30/1993,336.635712,40.5016,23.5016,17.0,193.689301,,,,0.0,,,,,32.675701,,,,,266.866608,38.005199,83.630302,-45.625099,2.9991,,,28.764799,,,,28.764799,69.769099,,34.3652,34.3652,,,,8.4938,,,,,125.795602,,,125.795602,168.654602,0.0,,,,,4.9433,,,4.9433,4.9433,173.597902,0.0,52.5154,,,,,110.5224,163.0378,0.0,163.0378,336.635702,
09/30/1993,351.019989,40.576999,20.514999,20.062,201.438995,,,,0.0,,,,,22.933001,,,,,264.949005,43.515999,93.328003,-49.812,3.304,,,39.250999,,,,39.250999,86.070998,,42.918999,42.918999,,,,6.207,,,,,115.133996,,,115.133996,164.259995,0.0,,,,,12.963,,,12.963,12.963,177.222995,0.0,55.193001,,,,,118.603996,173.796997,0.0,173.796997,351.019992,
12/31/1993,350.915985,15.739,12.719,3.02,212.151001,,,,0.0,,,,,24.174999,,,,,252.065002,53.418999,105.049004,-51.630001,,,,45.431999,,,,45.431999,98.850998,,26.125,26.125,,,,17.011999,,,,,114.051996,,,114.051996,157.188995,0.0,,,,,12.8,,,12.8,12.8,169.988996,0.0,56.022999,,,,,124.903999,180.926998,0.0,180.926998,350.915994,
03/31/1994,355.432007,24.186001,21.127001,3.059,201.850006,,,,0.0,,,,,24.521999,,,,,250.557999,54.391998,106.776001,-52.383999,8.498,,,41.984001,,,,41.984001,104.874,,25.464001,25.464001,,,,9.437,,,,,116.130997,,,116.130997,151.031998,0.0,,,,,12.637,,,12.637,12.637,163.668998,0.0,59.508999,,,,,132.253998,191.762997,0.0,191.762997,355.431994,
06/30/1994,368.618011,17.001,13.904,3.097,221.341995,,,,0.0,,,,,24.032,,,,,262.375,54.387001,109.677002,-55.290001,8.806,,,43.049999,,,,43.049999,106.243,,36.321999,36.321999,,,,9.28,,,,,110.737998,,,110.737998,156.339996,0.0,,,,,12.473,,,12.473,12.473,168.812996,0.0,59.773998,,,,,140.031006,199.805004,0.0,199.805004,368.618,
09/30/1994,504.364014,48.509,45.612,2.897,288.095001,,,,0.0,,,,,30.879999,,,,,367.484009,60.002998,118.149002,-58.146,8.202,,,68.675003,,,,68.675003,136.880001,,93.116997,93.116997,,,,9.238,,,,,159.072005,,,159.072005,261.427002,25.0,,,,,17.504,,,17.504,42.504,303.931002,0.0,62.346001,,,,,138.087006,200.433007,0.0,200.433007,504.364009,
12/31/1994,468.76001,25.041999,22.125999,2.916,275.166992,,,,,,,,,30.101999,,,,,330.311005,58.793999,,,,,,79.654999,,,,79.654999,138.448997,,65.297997,65.297997,,,,10.415,,,,,154.373002,,,154.373002,230.085999,15.0,,,,,17.002001,,,17.002001,32.002001,262.087999,0.0,61.627998,,,,,145.044006,206.672005,0.0,206.672005,468.760004,
03/31/1995,488.334991,24.451001,21.742001,2.709,291.938995,,,,0.0,,,,,30.796,,,,,347.186005,58.765999,123.111,-64.345001,0.0,,,82.383003,,,,82.383003,141.149002,,58.903,58.903,,,,14.351,,,,,169.813002,,,169.813002,243.067001,10.0,,,,,16.914,,,16.914,26.914,269.981001,0.0,64.762001,,,,,153.591995,218.353996,0.0,218.353996,488.334997,
06/30/1995,521.18103,32.893,30.125,2.768,294.97699,,,,0.0,,,,,31.540001,,,,,359.410004,78.709,145.184998,-66.475998,11.096,,,71.966003,,,,71.966003,161.771003,,69.924004,69.924004,,,,15.813,,,,,168.320004,,,168.320004,254.057007,18.068001,,,,,22.125999,,,22.125999,40.194,294.251007,0.0,66.338997,,,,,160.591003,226.93,0.0,226.93,521.181007,
09/30/1995,533.947021,41.924,39.118,2.806,292.108002,,,,0.0,,,,,34.582001,,,,,368.614014,80.114998,149.009995,-68.894997,11.517,,,73.700996,,,,73.700996,165.332994,,63.766998,63.766998,,,,16.632,,,,,174.875996,,,174.875996,255.274994,17.799,,,,,22.112,,,22.112,39.911,295.185994,0.0,69.453003,,,,,169.307999,238.761002,0.0,238.761002,533.946996,
12/31/1995,548.934021,62.291001,59.485001,2.806,282.372009,,,,,,,,,36.471001,,,,,381.134003,81.026001,,,,,,86.774002,,,,86.774002,167.800003,,66.477997,66.477997,,,,15.414,,,,,179.132998,,,179.132998,261.024994,17.545,,,,,22.098,,,22.098,39.643,300.667994,0.0,69.697998,,,,,178.567993,248.265991,0.0,248.265991,548.933985,
03/31/1996,578.661011,72.068001,69.304001,2.764,280.709991,,,,0.0,,,,,37.348999,,,,,390.127014,81.767998,156.906006,-75.138,,,,106.765999,,,,106.765999,188.533997,,73.874001,73.874001,,,,15.885,,,,,169.079012,,,169.079012,258.838013,36.305,,,,,21.658001,,,21.658001,57.963001,316.801014,0.0,74.068001,,,,,187.792007,261.860008,0.0,261.860008,578.661022,
06/30/1996,583.409973,82.668999,79.904999,2.764,272.928986,,,,0.0,,,,,39.224998,,,,,394.822998,80.992996,,,,,,107.594002,,,,107.594002,188.586998,,60.728001,60.728001,,,,8.455,,,,,182.145994,,,182.145994,251.328995,35.949001,,,,,23.104,,,23.104,59.053001,310.381996,0.0,74.842003,,,,,198.186005,273.028008,0.0,273.028008,583.410004,
09/30/1996,572.505005,65.629002,62.865002,2.764,276.667999,,,,0.0,,,,,41.347,,,,,383.644012,79.009003,162.475998,-83.467003,35.0,,,74.851997,,,,74.851997,188.861,,60.799,60.799,,,,0.694,,,,,166.581997,,,166.581997,228.074997,36.299999,,,,,24.743,,,24.743,61.042999,289.117996,0.0,74.935997,,,-0.227,,208.678004,283.387001,0.0,283.387001,572.504997,
12/31/1996,573.986023,79.797997,79.797997,0.0,259.200989,,,,0.0,,,,,41.091,,,,,380.089996,79.029999,167.100998,-88.070999,,,,114.865997,,,,114.865997,193.895996,,48.738998,48.738998,,,,1.464,,,,,168.162999,,,168.162999,218.365997,36.798,,,,,24.076,,,24.076,60.874001,279.239998,0.0,74.774002,,,-0.732,,220.704,294.746002,0.0,294.746002,573.986,
03/31/1997,617.775024,100.323997,100.323997,0.0,276.824005,,,,0.0,,,,,43.417999,,,,,420.56601,83.114998,172.013,-88.898003,,,,114.094002,,,,114.094002,197.209,,48.758999,48.758999,,,,2.458,,,,,200.227001,,,200.227001,251.444,35.068001,,,,,27.766001,,,27.766001,62.834002,314.278002,0.0,76.195,,,-0.366,,227.668002,303.497002,0.0,303.497002,617.775003,
06/30/1997,650.760986,100.325998,80.320999,20.004999,296.507996,,,,0.0,,,,,43.335999,,,,,440.170013,89.332001,176.162003,-86.830002,,,,121.259003,,,,121.259003,210.591003,,44.424999,44.424999,,,,2.947,,,,,225.771006,,,225.771006,273.143005,33.891998,,,,,28.444,,,28.444,62.335999,335.479004,0.0,77.058998,,,-1.691,,239.914007,315.282005,0.0,315.282005,650.761009,
09/30/1997,737.643005,77.122,55.992001,21.129999,373.227997,,,,0.0,,,,,47.011002,,,,,497.360992,93.401001,184.397003,-90.996002,31.615999,,,115.264999,,,,115.264999,240.281999,,109.098,109.098,,,,1.443,,,,,208.61699,,,208.61699,319.15799,54.095001,,,,,34.619999,,,34.619999,88.715,407.87299,0.0,77.997002,,,-0.736,,247.047005,324.308007,5.462,329.770007,737.642997,
12/31/1997,758.789978,77.933001,56.131001,21.802,390.429993,,,,0.0,,,,,44.945999,,,,,513.309021,95.353996,190.75,-95.396004,,,,150.126999,,,,150.126999,245.480995,,116.549004,116.549004,,,,0.499,,,,,214.170991,,,214.170991,331.218994,53.395,,,,,35.875,,,35.875,89.27,420.488995,0.0,78.122002,,,-5.036,,259.836003,332.922005,5.379,338.301005,758.789999,
03/31/1998,774.224976,88.694998,67.906998,20.788,383.424988,,,,0.0,,,,,54.109001,,,,,526.229004,97.283997,191.235992,-93.952003,,,,150.712006,,,,150.712006,247.996002,,93.391998,93.391998,,,,0.0,,,,,242.15799,,,242.15799,335.549988,51.772999,,,,,32.681,,,32.681,84.453999,420.003986,0.0,79.487999,,,0.0,,269.260986,348.748985,5.472,354.220985,774.224972,
06/30/1998,781.539001,83.487,67.236,16.250999,381.384003,,,,0.0,0.0,0.0,0.0,,54.118,,,,,518.989014,108.938004,206.591995,-97.653999,,,,153.612,73.542999,,,80.069,262.550003,,80.849998,80.849998,,,,0.892,,,,,251.902014,,,251.902014,333.644012,52.479,,,,,32.457001,,,32.457001,84.936001,418.580013,0.0,81.030998,,,-6.947,,283.065988,357.149986,5.809,362.958986,781.539,
09/30/1998,807.489014,117.810003,101.328003,16.482,394.841003,,,,0.0,0.0,0.0,0.0,,53.355999,,,,,566.007019,100.565002,201.472,-100.906998,22.062,,,118.855003,77.246002,,,41.609001,241.482006,,101.846001,101.846001,,,,0.217,,,,,266.284991,,,266.284991,368.347992,26.221001,,,,,35.169998,,,35.169998,61.390999,429.738991,0.0,81.565002,,,-7.6,,297.439996,371.404999,6.345,377.749999,807.488989,
12/31/1998,814.789978,114.191999,114.154999,0.037,399.697998,399.697998,,,0.0,0.0,0.0,0.0,0.0,54.637001,,,,,568.526978,106.273003,211.328003,-105.055,,,,139.990005,74.922997,74.922997,0.0,65.067009,246.263008,,111.142998,111.142998,,,,0.28,,,,,254.092993,,,254.092993,365.515991,23.639999,,,,,33.902,,,33.902,57.542,423.057991,0.0,81.945,,,-6.696,314.898987,-4.938979,385.209007,6.523,391.732007,814.789998,
03/31/1999,1252.062012,73.523003,73.523003,0.0,627.655029,627.655029,,,0.0,0.0,0.0,0.0,0.0,80.019997,,,,,781.197998,141.074005,251.393997,-110.32,,,,329.790009,231.673004,231.673004,0.0,98.117004,470.864014,,159.878006,159.878006,,,,4.604,,,,,418.203968,,,418.203968,582.685974,209.229004,,,,,49.092999,,,49.092999,258.322002,841.007977,0.0,85.101997,,,0.0,326.729004,-7.619995,404.211006,6.843,411.054006,1252.061983,
06/30/1999,1283.608032,53.856001,52.019001,1.837,673.638,673.638,,,0.0,0.0,0.0,0.0,0.0,83.500999,,,,,810.994995,142.979996,259.223999,-116.244003,37.521,,,292.112,229.990997,229.990997,0.0,62.121002,472.612995,,161.830994,161.830994,,,,5.957,,,,,469.602021,,,469.602021,637.390015,168.386993,,,,,49.599998,,,49.599998,217.986992,855.377007,0.0,86.721001,,,0.0,342.322998,-6.358002,422.685997,5.545,428.230997,1283.608004,
09/30/1999,1220.186035,53.481998,53.481998,0.0,586.005005,,,,0.0,0.0,0.0,0.0,0.0,90.133003,,,,,729.619995,139.653,255.589996,-115.936996,38.620998,,,312.291992,245.451004,245.451004,0.0,66.840988,490.56599,,186.287003,186.287003,,,,9.465,,,,,389.229992,,,389.229992,584.981995,135.371002,,,,,44.987999,,,44.987999,180.359001,765.340996,0.0,94.192001,,,0.0,,354.524994,448.716995,6.128,454.844995,1220.185991,
12/31/1999,1222.088013,55.215,55.215,0.0,589.638977,,,,0.0,0.0,0.0,0.0,0.0,89.957001,,,,,734.810974,140.216003,262.109009,-121.892998,35.785999,,,311.274994,243.459,243.459,0.0,67.815994,487.276997,,202.860992,202.860992,,,,7.873,7.873,0.0,0.0,,391.799027,,,391.799027,602.53302,127.711998,127.711998,0.0,0.0,,44.811001,,,44.811001,172.522999,775.056019,0.0,94.424004,,,0.0,,346.324005,440.748009,6.284,447.032009,1222.088027,
03/31/2000,1298.817993,47.848999,47.848999,0.0,643.827026,,,,0.0,0.0,0.0,0.0,0.0,94.902,,,,,786.578003,149.272995,288.088989,-138.815994,39.067001,,,323.899994,251.054001,251.054001,0.0,72.845993,512.23999,,197.834,197.834,,,,8.021,8.021,0.0,0.0,,387.153973,,,387.153973,593.008972,195.393005,195.393005,0.0,0.0,,45.160999,,,45.160999,240.554005,833.562977,0.0,97.214996,,,0.0,,361.842987,459.057983,6.197,465.254983,1298.81796,
06/30/2000,1361.998047,61.919998,61.919998,0.0,684.565002,,,,0.0,0.0,0.0,0.0,0.0,94.808998,,,,,841.294006,151.763,300.102997,-148.339996,43.275002,,,325.665985,250.108994,250.108994,0.0,75.556992,520.703987,,212.856995,212.856995,,,,7.742,7.742,0.0,0.0,,401.625981,,,401.625981,622.224976,210.25,210.25,0.0,0.0,,46.007,,,46.007,256.257,878.481976,0.0,99.290001,,,0.0,,378.359985,477.649986,5.866,483.515986,1361.997962,
09/30/2000,1384.376,65.848,65.848,0.0,710.979,,,,0.0,0.0,0.0,0.0,0.0,74.196,,,,,851.023,150.491,304.096,-153.605,39.343,,,343.519,269.043,269.043,0.0,74.476,533.353,,224.063,224.063,,,,18.46,18.46,0.0,0.0,,441.34,,,441.34,683.863,146.82,146.82,0.0,0.0,,52.946,,,52.946,199.766,883.629,0.0,105.738,,,0.0,,389.805,495.543,5.204,500.747,1384.376,
12/31/2000,1398.628052,80.150002,80.150002,0.0,721.458008,,,,0.0,0.0,0.0,0.0,0.0,76.420998,,,,,878.028992,139.768005,299.382996,-159.615005,39.487999,,,341.342987,267.074005,267.074005,0.0,74.268982,520.598991,,279.001007,279.001007,,,,2.394,2.394,0.0,0.0,,406.626966,,,406.626966,688.021973,135.358994,135.358994,0.0,0.0,,54.844002,,,54.844002,190.202995,878.224968,0.0,108.834,,,-2.21,,408.475015,515.099014,5.304,520.403014,1398.627982,
03/31/2001,1449.458008,97.556999,97.556999,0.0,754.809021,,,,0.0,0.0,0.0,0.0,0.0,71.024002,,,,,923.390015,140.319,307.79599,-167.477005,40.672001,,,345.076996,264.471008,264.471008,0.0,80.605988,526.067997,,233.091003,233.091003,,,,4.546,4.546,0.0,0.0,,440.884969,,,440.884969,678.521973,160.559006,160.559006,0.0,0.0,,63.191002,,,63.191002,223.750008,902.27198,0.0,119.443001,,,-1.682,,424.274987,542.035988,5.15,547.185988,1449.457968,
06/30/2001,1513.79895,99.931,99.931,0.0,767.677002,,,,0.0,0.0,0.0,0.0,0.0,72.934998,,,,,940.54303,148.548004,319.403992,-170.856003,42.068001,,,382.640015,299.60199,299.60199,0.0,83.038025,573.25602,,198.854004,198.854004,,,,13.48,13.48,0.0,0.0,,506.868999,,,506.868999,719.203003,177.746002,177.746002,0.0,0.0,,53.592999,,,53.592999,231.339001,950.542004,0.0,126.339996,,,-4.408,,436.547008,558.479004,4.778,563.257004,1513.799007,
09/30/2001,1557.04,49.263,49.263,0.0,817.16,,,,0.0,0.0,0.0,0.0,0.0,79.736,,,,,946.159,149.979,322.569,-172.59,41.565,,,419.337,317.664,317.664,0.0,101.673,610.881,,197.712,197.712,,,,19.688,19.688,0.0,0.0,,483.259,,,483.259,700.659,164.308,164.308,0.0,0.0,,95.174,,,95.174,259.482,960.141,0.0,132.484,,,0.0,,459.317,591.801,5.098,596.899,1557.04,
12/31/2001,1602.019043,45.005001,45.005001,0.0,811.663025,811.663025,,,0.0,0.0,0.0,0.0,0.0,83.065002,,,,,939.732971,152.445999,333.963989,-181.518005,45.473999,,,464.365997,366.531006,366.531006,0.0,97.834991,662.285995,,191.481003,191.481003,,,,64.686996,64.686996,0.0,0.0,,508.819977,,,508.819977,764.987976,121.482002,121.482002,0.0,0.0,,97.386002,,,97.386002,218.868004,983.85598,0.0,136.953003,,,-2.003,494.237,-16.146994,613.040009,5.123,618.163009,1602.018989,
03/31/2002,1558.588989,54.131001,54.131001,0.0,764.468994,764.468994,,,0.0,0.0,0.0,0.0,0.0,77.362,,,,,895.961975,152.317993,336.848999,-184.531006,37.022999,,,473.286011,366.441986,366.441986,0.0,106.844025,662.627003,,182.216003,182.216003,,,,37.501999,37.501999,0.0,0.0,,481.391006,,,481.391006,701.109009,105.612,105.612,0.0,0.0,,99.263,,,99.263,204.875,905.984009,0.0,150.369995,,,0.0,514.583008,-17.399017,647.553986,5.051,652.604986,1558.588995,
06/30/2002,1640.694946,50.289001,50.289001,0.0,842.478027,,,,0.0,0.0,0.0,0.0,0.0,80.561996,,,,,973.328979,149.600006,339.59201,-189.992004,38.066002,,,479.700012,380.841003,380.841003,0.0,98.859009,667.36602,,231.147995,231.147995,,,,2.278,2.278,0.0,0.0,,507.066986,,,507.066986,740.492981,115.844002,115.844002,0.0,0.0,,96.232002,,,96.232002,212.076004,952.568985,0.0,153.964005,,,0.0,,528.473022,682.437027,5.689,688.126027,1640.695012,
09/30/2002,1673.984,48.469,48.469,0.0,845.36,845.36,,,0.0,0.0,0.0,0.0,0.0,81.074,,,,,974.903,149.905,332.049,-182.144,38.174,,,511.002,390.953,390.953,0.0,120.049,699.081,,229.579,229.579,,,,5.962,5.962,0.0,0.0,,504.876,,,504.876,740.417,85.732,85.732,0.0,0.0,,152.34,,,152.34,238.072,978.489,0.0,165.543,,,0.0,0.0,524.07,689.613,5.882,695.495,1673.984,
12/31/2002,1656.003052,57.257999,57.257999,0.0,826.732971,826.732971,,,0.0,0.0,0.0,0.0,0.0,81.152,,,,,965.143005,150.285995,333.514008,-183.227997,33.681999,,,506.891998,393.417999,393.417999,0.0,113.473999,690.859993,,212.835999,212.835999,,,,0.214,0.214,0.0,0.0,,481.247975,,,481.247975,694.297974,73.344002,73.344002,0.0,0.0,,160.598999,,,160.598999,233.943001,928.240974,0.0,166.649994,,,0.0,598.755981,-42.843994,722.561981,5.2,727.761981,1656.002955,
03/31/2003,1661.535034,76.884003,76.884003,0.0,822.36499,822.36499,,,0.0,0.0,0.0,0.0,0.0,75.080002,,,,,974.328979,147.470001,330.117004,-182.647003,30.780001,,,508.955994,393.468994,393.468994,0.0,115.487,687.205996,,201.951996,201.951996,,,,37.685001,37.685001,0.0,0.0,,485.652004,,,485.652004,725.289001,0.0,0.0,0.0,0.0,,160.580002,,,160.580002,160.580002,885.869003,0.0,179.988007,,,0.0,629.445007,-38.971008,770.462006,5.204,775.666006,1661.535009,
06/30/2003,1661.577026,109.978996,109.978996,0.0,789.513977,789.513977,,,0.0,0.0,0.0,0.0,0.0,74.783997,,,,,974.276978,145.587006,331.563995,-185.977005,27.934,,,513.778992,395.819,395.819,0.0,117.959991,687.299997,,171.182999,171.182999,,,,34.542999,34.542999,0.0,0.0,,480.217972,,,480.217972,685.94397,0.0,0.0,0.0,0.0,,159.147003,,,159.147003,159.147003,845.090973,0.0,184.438995,,,0.0,661.119995,-34.409973,811.149017,5.337,816.486017,1661.57699,
09/30/2003,1670.51,126.155,126.155,0.0,778.056,778.056,,,0.0,0.0,0.0,0.0,0.0,65.886,,,,,970.097,142.103,325.438,-183.335,24.725,,,533.585,395.808,395.808,0.0,137.777,700.413,,196.218,196.218,,,,0.467,0.467,0.0,0.0,,414.729,,,414.729,611.414,17.806,17.806,0.0,0.0,,193.91,,,193.91,211.716,823.13,0.0,199.809,,,0.0,692.943,-50.669,842.083,5.297,847.38,1670.51,
12/31/2003,1721.607056,160.591995,160.591995,0.0,799.77002,799.77002,,,0.0,0.0,0.0,0.0,0.0,73.769997,,,,,1034.131958,143.279007,325.898987,-182.619995,14.27,,,529.926025,388.955994,388.955994,0.0,140.970032,687.475033,,194.718994,194.718994,,,,2.32,2.32,0.0,0.0,,429.78199,,,429.78199,626.820984,15.505,15.505,0.0,0.0,,192.123001,,,192.123001,207.628001,834.448985,0.0,201.203003,,,0.0,726.325989,-45.833008,881.695984,5.462,887.157984,1721.606969,
