Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1635.156982,457.713013,457.713013,0.0,165.218002,,,140.460999,,,,,26.479,,,,,789.870972,802.192017,,,9.753,,,33.341,,,,,,33.341,845.286016,,52.806999,52.806999,,,,28.346001,,,,,,22.464996,,,,22.464996,103.617996,368.653992,,,,,527.544006,,,527.544006,896.197998,999.815994,0.0,,,,0.0,,611.237,611.237,24.104,635.341,1635.156994,
12/31/1992,1694.005005,371.84201,371.84201,0.0,130.587006,,,132.257996,,,,,26.427,,,,,661.114014,993.411987,1443.938965,-450.527008,7.001,,,32.478001,,,,,,32.478001,1032.890988,,84.903,84.903,,,,78.570999,,,,,,5.102005,,,,5.102005,168.576004,645.012024,,,,,212.511002,,,212.511002,857.523026,1026.09903,224.399994,373.227997,,,0.0,,48.828999,646.45699,21.448999,667.905989,1694.005019,
03/31/1993,1678.974976,254.179001,254.179001,0.0,67.650002,,,143.494995,,,,,28.903,,,,,494.22699,1079.430054,,,62.910999,,,42.407001,,,,,,42.407001,1184.748055,,79.815002,79.815002,,,,78.570999,,,,,,2.889999,,,,2.889999,161.276001,471.428986,,,,,395.872009,,,395.872009,867.300995,1028.576996,0.0,,,,0.0,,635.314026,635.314026,15.084,650.398026,1678.975021,
06/30/1993,1522.583008,3.137,3.137,0.0,58.632999,,,137.628998,,,,,60.09,,,,,259.489014,1166.177002,,,61.673,,,35.243999,,,,,,35.243999,1263.094002,,115.308998,115.308998,,,,0.0,,,,,,1.630005,,,,1.630005,116.939003,538.771973,,,,,241.033997,,,241.033997,779.805969,896.744972,0.0,,,,0.0,,620.028992,620.028992,5.809,625.837992,1522.582964,
09/30/1993,1673.21106,23.48,23.48,0.0,76.190002,,,141.488007,,,,,52.588001,,,,,293.746002,1261.975952,,,60.886002,,,56.603001,,,,,,56.603001,1379.464954,,138.925003,138.925003,,,,0.0,,,,,,0.0,,,,0.0,138.925003,116.460999,,,,,238.692993,,,238.692993,355.153992,494.078995,232.619995,,,,0.0,,942.255981,1174.875977,4.256,1179.131977,1673.210971,
12/31/1993,2116.653076,13.798,13.798,0.0,122.527,,,211.927994,,,,,79.988998,,,,,428.242004,1646.603027,2172.222046,-525.619019,0.0,,,41.807999,,,,,,41.807999,1688.411026,,218.082993,218.082993,,,,48.791,,,,,,20.865021,,,,20.865021,287.739014,211.867996,,,,,389.717987,,,389.717987,601.585983,889.324997,807.02002,354.181,,,0.0,,19.346001,1180.547021,46.780998,1227.328019,2116.653016,
03/31/1994,2322.772949,37.651001,37.651001,0.0,99.472,,,231.436996,,,,,62.441002,,,,,431.001007,1845.124023,,,0.0,,,46.647999,,,,,,46.647999,1891.772022,,270.114014,270.114014,,,,59.229,,,,,,-2.7e-05,,,,-2.7e-05,329.342987,104.044998,,,,,405.855011,,,405.855011,509.900009,839.242996,974.398987,,,,0.0,,451.752991,1426.151978,57.377998,1483.529976,2322.772972,
06/30/1994,2582.629883,21.983,21.983,,109.785004,,,275.654999,,,,,82.418999,,,,,489.84201,2040.873047,,,,,,51.915001,,,,,,51.915001,2092.788048,,334.884003,334.884003,,,,66.873001,,,,,,-1.5e-05,,,,-1.5e-05,401.756989,275.192993,,,,,441.770996,,,441.770996,716.963989,1118.720978,399.998993,,,,0.0,,1007.583008,1407.582001,56.327,1463.909,2582.629978,
09/30/1994,2771.808105,22.589001,22.589001,,186.442001,,,275.002991,,,,,15.772,,,,,499.806,2223.85791,,,0.0,,,48.144001,,,,,,48.144001,2272.001911,,339.325012,339.325012,,,,102.003998,,,,,,0.0,,,,0.0,441.32901,313.674988,,,,,457.479004,,,457.479004,771.153992,1212.483002,500.006989,,,,0.0,,985.140991,1485.14798,74.177002,1559.324982,2771.807983,
12/31/1994,3040.197021,44.251999,44.251999,0.0,153.585007,,,314.022003,,,,,91.535004,,,,,603.393982,2360.489014,2958.644043,-598.155029,0.0,,,76.314003,,,,,,76.314003,2436.803017,,401.821014,401.821014,,,,24.098,,,,,,5.656975,,,,5.656975,431.575989,525.612,,,,,505.622986,,,505.622986,1031.234986,1462.810975,1073.906982,383.152008,,,0.0,,37.923,1494.98199,82.403999,1577.385989,3040.196964,
03/31/1995,3191.166016,34.307999,34.307999,0.0,209.979996,,,343.174988,,,,,12.226,,,,,599.689026,2510.785889,,,0.0,,,80.691002,,,,,,80.691002,2591.476891,,408.362,408.362,,,,34.602001,,,,,,-1.1e-05,,,,-1.1e-05,442.963989,640.401001,,,,,509.084991,,,509.084991,1149.485992,1592.449982,500.006989,,,,0.0,,1010.156982,1510.163971,88.552002,1598.715973,3191.165955,
06/30/1995,3388.726074,31.153999,31.153999,0.0,252.912994,,,340.300995,,,,,12.157,,,,,636.525024,2672.547119,,,0.0,,,79.653999,,,,,,79.653999,2752.201118,,443.61499,443.61499,,,,44.671001,,,,,,1.9e-05,,,,1.9e-05,488.286011,831.138977,,,,,498.674011,,,498.674011,1329.812988,1818.098999,500.006989,,,,0.0,,976.963013,1476.970001,93.656998,1570.626999,3388.725998,
09/30/1995,3512.190918,33.476002,33.476002,0.0,225.561996,,,383.578003,,,,,20.280001,,,,,662.895996,2767.599121,,,0.0,,,81.695999,,,,,,81.695999,2849.29512,,408.747009,408.747009,,,,84.363998,,,,,,-1.5e-05,,,,-1.5e-05,493.110992,975.640991,,,,,505.037994,,,505.037994,1480.678986,1973.789978,500.006989,,,,0.0,,944.231018,1444.238007,94.163002,1538.401009,3512.190987,
12/31/1995,3581.746094,26.882999,26.882999,0.0,139.807999,,,354.727997,,,,,131.854996,,,,,653.273987,2845.625,3566.807983,-721.182983,0.0,,,82.847,,,,,,82.847,2928.472,,351.484985,351.484985,,,,86.943001,,,,,,88.356987,,,,88.356987,526.784973,1080.28894,,,,,491.832001,,,491.832001,1572.120941,2098.905914,1073.906982,396.720001,,,-177.755005,,88.809006,1381.680984,101.158997,1482.839981,3581.745895,
03/31/1996,3639.243896,19.761,19.761,0.0,264.15799,,,393.817993,,,,,8.239,,,,,685.976013,2862.621094,,,0.0,,,90.647003,,,,,,90.647003,2953.268097,,343.653992,343.653992,,,,109.07,,,,,,29.484016,,,,29.484016,482.208008,1328.338013,,,,,505.563995,,,505.563995,1833.902008,2316.110016,500.006989,,,,0.0,,722.585022,1222.59201,100.542,1323.13401,3639.244026,
06/30/1996,3623.955078,45.035,45.035,0.0,189.634003,,,386.309998,,,,,14.527,,,,,635.505981,2889.903076,,,0.0,,,98.545998,,,,,,98.545998,2988.449074,,326.885986,326.885986,,,,111.324997,,,,,,41.906021,,,,41.906021,480.117004,1360.650024,,,,,481.833008,,,481.833008,1842.483032,2322.600037,500.006989,,,,0.0,,706.409973,1206.416962,94.938004,1301.354965,3623.955002,
09/30/1996,3782.409912,49.030998,49.030998,0.0,235.733994,,,408.609009,,,,,19.587999,,,,,712.961975,2965.406006,,,0.0,,,104.042,,,,,,104.042,3069.448006,,314.460999,314.460999,,,,107.916,,,,,,64.776993,,,,64.776993,487.153992,1493.390015,,,,,559.77002,,,559.77002,2053.160034,2540.314026,500.006989,,,,0.0,,644.919983,1144.926971,97.168999,1242.09597,3782.409996,
12/31/1996,3865.533936,37.118,37.118,0.0,176.919998,,,375.712006,,,,,71.466003,,,,,661.216003,3088.644043,3977.353027,-888.708984,0.0,,,115.674004,,,,,,115.674004,3204.318047,,358.255005,358.255005,,,,136.617004,,,,,,103.002991,,,,103.002991,597.875,1426.29895,,,,,560.330017,,,560.330017,1986.628967,2584.503967,849.997009,657.905029,,,0.0,,-332.515991,1175.386047,105.643997,1281.030044,3865.534011,
03/31/1997,3995.993896,25.063999,25.063999,0.0,270.281006,,,350.20401,,,,,12.409,,,,,657.958008,3206.955078,,,0.0,,,131.080994,,,,,,131.080994,3338.036072,,394.867004,394.867004,,,,122.818001,,,,,,44.757988,,,,44.757988,562.442993,1663.328003,,,,,561.22699,,,561.22699,2224.554993,2786.997986,500.006989,,,,0.0,,641.534973,1141.541962,67.454002,1208.995964,3995.99395,
06/30/1997,4105.712891,23.607,23.607,0.0,238.098999,,,391.372009,,,,,8.66,,,,,661.737976,3289.250977,4274.046875,-984.796021,0.0,,,154.723999,,,,,,154.723999,3443.974976,,401.023987,401.023987,,,,117.933998,,,,,,57.378014,,,,57.378014,576.335999,1794.159058,,,,,542.200012,,,542.200012,2336.35907,2912.695068,500.006989,,,,0.0,,618.622986,1118.629974,74.388,1193.017975,4105.713043,
09/30/1997,4139.746094,11.765,11.765,0.0,204.843002,,,342.472992,,,,,12.482,,,,,571.562988,3397.169922,4437.933105,-1040.762939,0.0,,,171.013,,,,,,171.013,3568.182922,,395.07901,395.07901,,,,116.108002,,,,,,60.924011,,,,60.924011,572.111023,1998.333984,,,,,532.099976,,,532.099976,2530.43396,3102.544983,500.006989,,,,0.0,,462.936005,962.942993,74.258003,1037.200996,4139.745979,
12/31/1997,4152.208984,8.959,8.959,0.0,89.598999,,,314.799988,194.005997,0.0,120.793999,,49.730999,,,,,463.088989,3521.715088,4612.737793,-1091.022949,0.0,,,167.404999,,,,,,167.404999,3689.120087,,261.865997,261.865997,,,,80.851997,,,,,,132.947014,,,,132.947014,475.665009,2308.129883,,,,,529.026978,,,529.026978,2837.15686,3312.821869,849.997009,671.638977,,,-860.659973,,117.922974,778.898987,60.487999,839.386986,4152.208855,
03/31/1998,4221.395996,11.85,11.85,0.0,163.968994,,,315.153015,315.153015,,,,8.014,,,,,498.985992,3541.856934,4689.915039,-1148.057983,0.0,,,180.552994,,,,,,180.552994,3722.409927,,360.467987,360.467987,,,,105.188004,,,,,,37.751999,,,,37.751999,503.40799,2365.621094,,,,,539.844971,,,539.844971,2905.466064,3408.874054,849.997009,,,,,,-103.079002,746.918007,65.603996,812.522003,4221.396057,
06/30/1998,4218.157227,5.223,5.223,0.0,168.647003,,,289.032013,289.032013,,,,6.295,,,,,469.196991,3565.733887,4774.310059,-1208.57605,0.0,,,183.225998,,,,,,183.225998,3748.959885,,286.291992,286.291992,,,,95.210999,,,,,,37.132996,,,,37.132996,418.635986,2426.488037,,,,,554.703003,,,554.703003,2981.19104,3399.827026,500.006989,,,,0.0,,247.227005,747.233994,71.096001,818.329994,4218.157021,
09/30/1998,4174.245117,9.891,9.891,0.0,164.542999,,,287.959015,287.959015,,,,8.853,,,,,471.246002,3524.585938,4795.452148,-1270.865967,0.0,,,178.412994,0.0,,,,,178.412994,3702.998932,,332.0,332.0,,,,146.432999,,,,,,46.697983,,,,46.697983,525.130981,2359.5,,,,,569.63501,,,569.63501,2929.13501,3454.265991,500.006989,,,,0.0,,83.099998,583.106987,136.871994,719.978981,4174.244972,
12/31/1998,4192.633789,5.877,5.877,0.0,180.977997,,,301.403992,257.19101,41.724998,2.488,0.0,57.634998,,,,,545.893982,3474.450928,4813.826172,-1339.375,0.0,,,172.289001,0.0,,,,,172.289001,3646.739929,,289.34201,289.34201,,,,127.804001,,,,,,101.340988,,,,101.340988,518.487,2328.989014,,,,,595.250977,,,595.250977,2924.23999,3442.72699,849.997009,672.598022,,,-1120.030029,,200.858032,603.423035,146.483994,749.907028,4192.634018,
03/31/1999,4092.908936,5.357,5.357,0.0,137.007996,137.007996,,339.52301,,,,,11.359,,,,,493.247009,3437.487061,4847.490234,-1410.003052,0.0,,,162.175003,,,,,,162.175003,3599.662064,,323.256989,323.256989,,,,125.092003,,,,,,36.017006,,,,36.017006,484.365997,2235.249023,,,,,606.794983,,,606.794983,2842.044006,3326.410004,500.006989,,,,,,113.362,613.368988,153.130005,766.498993,4092.908997,
06/30/1999,4086.686035,4.562,4.562,0.0,186.867996,,,323.674988,323.674988,,,,11.251,,,,,526.356018,3401.662109,4882.306152,-1480.644043,0.0,,,158.667999,0.0,,,,,158.667999,3560.330109,,323.455994,323.455994,,,,145.026993,,,,,,39.666,,,,39.666,508.148987,2163.76709,,,,,621.801025,,,621.801025,2785.568115,3293.717102,500.006989,,,,,,132.350006,632.356995,160.612,792.968994,4086.686096,
09/30/1999,4132.187012,3.361,3.361,0.0,214.419006,214.419006,,359.651001,,,,,10.722,,,,,588.153015,3387.148926,4938.937012,-1551.787964,0.0,,,156.884995,,,,,,156.884995,3544.03392,,369.40799,369.40799,,,,161.951996,,,,,,54.97699,,,,54.97699,586.336975,2095.185059,,,,,632.979004,,,632.979004,2728.164062,3314.501038,487.506989,,,,,,159.442993,646.949982,170.735992,817.685974,4132.187012,
12/31/1999,4082.916016,6.698,6.698,0.0,172.761993,,,368.125,316.403992,50.173,1.548,0.0,16.868999,,,,,564.453979,3363.291016,4969.11084,-1605.819946,0.0,,,155.171005,0.0,,,,,155.171005,3518.462021,,357.574005,357.574005,,,,114.789001,,,,,,42.70401,,,,42.70401,515.067017,2033.469971,,,,,668.070984,,,668.070984,2701.540955,3216.607971,837.497009,673.960999,,,-1128.715942,,301.644958,684.387024,181.921005,866.308029,4082.916,
03/31/2000,4024.468,5.24,5.24,,148.684,148.684,,370.257,,,,,14.999,,,,,539.18,3325.439,,,,,,159.849,,,,,74.028,85.821,3485.288,,382.318,382.318,,,,105.527,,,,,,4.127,,,,4.127,491.972,2037.869,1975.009,62.86,62.86,,670.084,,,670.084,2707.953,3199.925,487.507,,,,,,148.746,636.253,188.29,824.543,4024.468,
06/30/2000,3984.652,5.861,5.861,,108.568,108.568,,387.343,,,,,32.224,,,,,533.996,3297.419,,,,,,153.237,,,,,68.15,85.087,3450.656,,345.94,345.94,,,,205.148,,,,,,61.739,,,,61.739,612.827,2013.291,1953.227,60.064,60.064,,661.878,,,661.878,2675.169,3287.996,487.507,,,,,,61.576,549.083,147.573,696.656,3984.652,
09/30/2000,3981.173,5.978,5.978,,159.577,159.577,,395.493,,,,,9.632,,,,,570.68,3261.301,,,,,,149.192,,,,,62.767,86.425,3410.493,,400.005,400.005,,,,205.102,,,,,,45.128,,,,45.128,650.235,2066.857,2009.589,57.268,57.268,,661.217,,,661.217,2728.074,3378.309,475.005,,,,,,14.144,489.149,113.715,602.864,3981.173,
12/31/2000,3950.740967,7.968,7.968,0.0,128.197998,,,400.606995,360.109009,33.938,6.56,0.0,32.348999,,,,,569.122009,3248.709961,5127.603027,-1878.892944,0.0,,,132.908997,0.0,,,,,132.908997,3381.618958,,313.208008,313.208008,,,,202.294006,,,,,,118.409973,,,,118.409973,633.911987,1987.730957,,,,,712.367004,,,712.367004,2700.097961,3334.009948,824.994995,679.11499,,,-1332.31897,,341.144959,512.935974,103.794998,616.730972,3950.74092,
03/31/2001,3965.254,11.387,11.387,,184.861,184.861,,403.948,,,,,11.809,,,,,612.005,3221.552,,,,,,131.697,,,,,53.686,78.011,3353.249,,281.561,281.561,,,,243.925,,,,,,154.689,,,,154.689,680.175,1892.164,1819.75,72.414,72.414,,736.127,,,736.127,2628.291,3308.466,475.005,,,,,,61.185,536.19,120.598,656.788,3965.254,
06/30/2001,3927.979,14.946,14.946,,174.07,174.07,,383.984,,,,,4.55,,,,,577.55,3215.909,,,,,,134.52,,,,,53.334,81.186,3350.429,,307.749,307.749,,,,113.359,,,,,,145.457,,,,145.457,566.565,1899.612,1830.078,69.534,69.534,,761.751,,,761.751,2661.363,3227.928,475.005,,,,,,93.51,568.515,131.536,700.051,3927.979,
09/30/2001,4035.684,32.874,32.874,,118.573,118.573,,375.883,,,,,53.737,,,,,581.067,3206.402,,,,,,248.215,,,,,55.209,193.006,3454.617,,447.32,447.32,,,,,,,,,,152.639,,,,152.639,599.959,1956.812,1889.979,66.833,66.833,,769.188,,,769.188,2726.0,3325.959,462.504,,,,,,109.035,571.539,138.186,709.725,4035.684,
12/31/2001,4211.929199,7.587,7.587,0.0,118.611,,,369.187988,306.39801,59.929001,2.861,0.0,52.883999,,,,,548.27002,3409.687012,5532.750977,-2123.063965,0.0,,,253.972,0.0,0.0,0.0,,,253.972,3663.659012,,307.526001,307.526001,,,,205.419998,,,,,,115.481003,,,,115.481003,628.427002,2133.179932,,,,,790.419006,,,790.419006,2923.598938,3552.02594,812.494019,682.218018,,,-1333.977051,,406.213074,566.94806,92.955002,659.903062,4211.929002,
03/31/2002,4177.882,9.371,9.371,,144.612,144.612,,352.195,,,,,55.159,,,,,561.337,3383.648,,,,,,232.897,,,,,57.001,175.896,3616.545,,272.193,272.193,,,,138.772,,,,,,103.967,,,,103.967,514.932,2196.926,2149.854,47.072,47.072,,787.277,,,787.277,2984.203,3499.135,462.504,,,,,,116.686,579.19,99.557,678.747,4177.882,
06/30/2002,4192.328,8.663,8.663,,146.638,146.638,,388.128,,,,,55.802,,,,,599.231,3356.677,,,,,,236.42,,,,,54.926,181.494,3593.097,,268.891,268.891,,,,139.697,,,,,,163.341,,,,163.341,571.929,2116.654,2072.497,44.157,44.157,,795.561,,,795.561,2912.215,3484.144,462.504,,,,,,140.518,603.022,105.162,708.184,4192.328,
09/30/2002,4204.759,38.027,38.027,,165.959,165.959,,392.355,,,,,54.562,,,,,650.903,3340.576,,,,,,213.28,,,,,45.694,167.586,3553.856,,250.247,250.247,,,,151.837,,,,,,180.489,,,,180.489,582.573,2052.747,1982.752,69.995,69.995,,803.397,,,803.397,2856.144,3438.717,450.003,,,,,,199.545,649.548,116.494,766.042,4204.759,
12/31/2002,4192.192871,7.836,7.836,0.0,190.509003,,,387.247009,305.880005,74.960999,6.388,0.0,52.388,,,,,637.97998,3320.561035,5695.602051,-2375.041016,0.0,,,233.651993,0.0,0.0,0.0,,,233.651993,3554.213028,,262.309998,262.309998,,,,77.112,,,,,,198.450988,,,,198.450988,537.872986,1961.277954,,,,,846.526001,,,846.526001,2807.803955,3345.676941,799.992981,709.835999,,,-1338.410034,,545.410034,716.82898,129.686996,846.515976,4192.192917,
03/31/2003,4969.017,762.699,762.699,,211.34,211.34,,384.749,,,,,70.585,,,,,1429.373,3292.133,,,,,,247.511,,,,,47.393,200.118,3539.644,,233.041,233.041,,,,122.719,,,,,,162.835,,,,162.835,518.595,2665.39,2582.413,82.977,82.977,,872.891,,,872.891,3538.281,4056.876,450.003,,,,,,320.855,770.858,141.283,912.141,4969.017,
06/30/2003,4949.555,740.36,740.36,,242.961,242.961,,380.61,,,,,70.179,,,,,1434.11,3256.15,,,,,,259.295,,,,,43.144,216.151,3515.445,,254.331,254.331,,,,144.196,,,,,,230.586,,,,230.586,629.113,2428.291,2346.813,81.478,81.478,,902.113,,,902.113,3330.404,3959.517,450.003,,,,,,385.13,835.133,154.905,990.038,4949.555,
09/30/2003,4794.44,528.593,528.593,,280.898,280.898,,381.066,,,,,44.95,,,,,1235.507,3242.73,,,,,,316.203,,,,,43.959,272.244,3558.933,,281.41,281.41,,,,175.547,,,,,,222.154,,,,222.154,679.111,2152.607,2062.151,90.456,90.456,,1005.246,,,1005.246,3157.853,3836.964,0.0,,,,,,777.972,777.972,179.504,957.476,4794.44,
12/31/2003,4718.366211,463.652008,463.652008,0.0,196.440002,,,397.027008,226.102005,0.0,170.925003,0.0,43.014,,,,,1100.133057,3261.697021,5856.178223,-2594.480957,0.0,,,356.536011,0.0,0.0,0.0,,,356.536011,3618.233032,,311.947998,311.947998,,,,152.395996,,,,,,167.437988,,,,167.437988,631.781982,2075.934082,,,,,1047.107056,,,1047.107056,3123.041138,3754.82312,0.0,1494.426025,,,-1374.042969,646.932983,8.667969,775.984008,187.559006,963.543014,4718.366134,
03/31/2004,4949.602,533.53,533.53,,222.194,222.194,,454.944,,,,,69.101,,,,,1279.769,3281.406,,,,,,388.427,,,,,66.753,321.674,3669.833,,296.572,296.572,,,,87.666,,,,,,46.118,,,,46.118,430.356,2108.07,1813.222,294.848,294.848,,1092.178,,,1092.178,3200.248,3630.604,0.0,,,,,,1133.058,1133.058,185.94,1318.998,4949.602,
06/30/2004,4725.514,299.752,299.752,,240.887,240.887,,417.147,,,,,75.908,,,,,1033.694,3285.88,,,,,,405.94,,,,,54.423,351.517,3691.82,,262.078,262.078,,,,76.939,,,,,,98.774,,,,98.774,437.791,2034.026,1964.907,69.119,69.119,,1114.701,,,1114.701,3148.727,3586.518,0.0,,,,,,948.363,948.363,190.633,1138.996,4725.514,
09/30/2004,4783.064,314.11,314.11,0.0,256.859,256.859,,437.139,,,,,77.576,,,,,1085.684,3265.764,,,0.0,,,431.616,,,,,56.584,375.032,3697.38,,364.237,364.237,,,,75.125,,,,,,68.039,,,,68.039,507.401,1939.065,1869.331,69.734,69.734,,1109.201,,,1109.201,3048.266,3555.667,0.0,,,,,,1036.652,1036.652,190.745,1227.397,4783.064,
12/31/2004,5086.995,551.45,551.45,,354.749,354.749,,466.712,213.447,86.71,253.265,,87.036,,,,,1459.947,3199.292,5968.169,-2768.877,72.598,,,355.158,,,,,47.802,307.356,3627.048,,386.59,386.59,,,,78.214,,,,,,232.758,,,,232.758,697.562,1873.692,,,,,1132.644,,,1132.644,3006.336,3703.898,1100.0,1881.312,,,,604.68,-2422.343,1163.649,219.448,1383.097,5086.995,
