Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1993,2.602,-0.689,1.913,-1.85,0.063,0.0,0.0,0.051,0.114,-0.003,0.111,0.0,0.0,0.111,0.0,,0.111,,,0.111,,0.0025,0.0025,43.683998,0.0025,0.0025,0.0025,43.683998,
06/30/1993,3.002,-0.453,2.549,-2.298,0.251,0.0,0.0,-0.002,0.249,-0.008,0.241,0.0,0.0,0.241,0.0,,0.241,,,0.241,,0.005,0.005,43.596001,0.005,0.005,0.005,43.596001,
09/30/1993,3.296,-0.468,2.828,-2.438,0.39,0.0,0.0,0.058,0.448,-0.012,0.436,0.0,0.0,0.436,0.0,,0.436,,,0.436,,0.01,0.01,43.612,0.01,0.01,0.01,43.612,
12/31/1993,4.1,-0.391,3.709,-3.204,0.505,-0.057,-0.14,0.299,0.607,-0.033,0.574,0.0,0.0,0.574,0.0,,0.574,,,0.574,0.0125,0.0125,0.0125,50.512,0.0125,0.0125,0.0125,50.512,
03/31/1994,4.3,-0.482,3.818,-3.173,0.645,0.0,0.0,0.283,0.928,-0.139,0.789,0.0,0.0,0.789,0.0,,0.789,,,0.789,,0.015,0.015,53.304001,0.015,0.015,0.015,53.304001,
06/30/1994,5.25,-0.579,4.671,-3.741,0.93,0.0,0.0,0.361,1.291,-0.194,1.097,0.0,0.0,1.097,0.0,,1.097,,,1.097,,0.02,0.02,53.132,0.02,0.02,0.02,53.132,
09/30/1994,6.4,-0.644,5.756,-4.525,1.231,0.0,0.0,0.278,1.509,-0.227,1.282,0.0,0.0,1.282,0.0,,1.282,,,1.282,,0.025,0.025,53.091999,0.025,0.025,0.025,53.091999,
12/31/1994,7.5,-0.761,6.739,-4.953,1.786,-0.013,0.0,0.439,2.212,-0.331,1.881,0.0,0.0,1.881,0.0,,1.881,,,1.881,0.035,0.035,0.035,53.86,0.035,0.035,0.035,53.86,
03/31/1995,7.7,-0.879,6.821,-5.969,0.852,0.0,0.0,0.444,1.296,-0.259,1.037,0.0,0.0,1.037,0.0,,1.037,,,1.037,,0.02,0.02,54.68,0.02,0.02,0.02,54.68,
06/30/1995,9.0,-1.06,7.94,-10.231,-2.291,0.0,0.0,0.446,-1.845,0.0,-1.845,0.0,0.0,-1.845,0.0,,-1.845,,,-1.845,,-0.035,-0.035,51.931999,-0.035,-0.035,-0.035,51.931999,
09/30/1995,10.25,-1.131,9.119,-6.713,2.406,0.0,0.0,0.651,3.057,-0.611,2.446,0.0,0.0,2.446,0.0,,2.446,,,2.446,,0.04,0.04,62.236,0.04,0.04,0.04,62.236,
12/31/1995,12.5,-1.443,11.057,-18.582001,-7.525,0.0,0.29,0.446,-6.789,-0.1,-6.889,0.0,0.0,-6.889,0.0,,-6.889,,,-6.889,-0.11,-0.11,-0.11,62.46,-0.11,-0.11,-0.11,62.46,
03/31/1996,11.0,-1.128,9.872,-11.53,-1.658,,,0.845,-0.813,0.163,-0.65,0.0,0.0,-0.65,0.0,,-0.65,2.6,-0.52,1.43,0.0225,-0.01,-0.01,63.035999,0.0225,-0.01,-0.01,63.035999,
06/30/1996,12.1,-1.495,10.605,-10.403,0.202,,,0.776,0.978,-0.198,0.78,0.0,0.0,0.78,0.0,,0.78,,,0.78,0.0125,0.0125,0.0125,63.348,0.0125,0.0125,0.0125,66.255997,
09/30/1996,14.2,-1.866,12.334,-11.396,0.938,,,0.856,1.794,-0.359,1.435,0.0,0.0,1.435,0.0,,1.435,,,1.435,0.0225,0.0225,0.0225,63.959999,0.0225,0.0225,0.0225,66.456001,
12/31/1996,17.25,-2.17,15.08,-9.54,5.54,0.0,,-1.716,3.824,-0.763,3.061,0.0,0.0,3.061,0.0,,3.061,,,3.061,0.0475,0.0475,0.0475,64.112,0.0475,0.0475,0.0475,66.008004,
03/31/1997,15.4,-2.118,13.282,-11.76,1.522,,0.0,0.709,2.231,-0.446,1.785,0.0,0.0,1.785,0.0,,1.785,,,1.785,0.03,0.03,0.03,64.547997,0.025,0.025,0.025,66.575996,
06/30/1997,17.5,-2.604,14.896,-13.065,1.831,,,0.846,2.677,-0.535,2.142,0.0,0.0,2.142,0.0,,2.142,,,2.142,0.035,0.035,0.035,65.068,0.03,0.03,0.03,68.003996,
09/30/1997,19.6,-2.593,17.007,-13.91,3.097,,,-4.684,-1.587,-0.683,-2.27,0.0,0.0,-2.27,0.0,,-2.27,5.5,-1.671,1.559,0.0225,-0.035,-0.035,65.732002,0.0225,-0.035,-0.035,65.732002,
12/31/1997,24.200001,-3.261,20.939001,-15.364,5.575,,,1.176,6.751,-1.263,5.05,0.0,0.0,5.05,0.0,,5.05,,,5.488,0.075,0.075,0.075,66.612,0.07,0.07,0.07,73.356004,
03/31/1998,22.200001,-3.663,18.537001,-16.277,2.26,,0.0,0.856,3.116,-0.706,2.41,0.0,0.0,2.41,0.0,,2.41,,,2.41,0.04,0.04,0.04,68.708,0.03,0.03,0.03,77.603996,
06/30/1998,27.200001,-4.15,23.050001,-19.622999,3.427,,0.0,0.947,4.374,-1.008,3.366,0.0,0.0,3.366,0.0,,3.366,,,3.366,0.05,0.05,0.05,69.879996,0.04,0.04,0.04,78.379996,
09/30/1998,30.6,-4.504,26.096,-20.917,5.179,,0.0,1.227,6.406,-1.405,5.001,0.0,0.0,5.001,0.0,,5.001,,,5.001,0.07,0.07,0.07,70.692,0.06,0.06,0.06,79.008004,
12/31/1998,41.0,-5.731,35.269,-25.799,9.47,,0.0,1.61,11.08,-2.332,8.748,0.0,0.0,8.748,0.0,,8.748,,,8.748,0.12,0.12,0.12,73.351997,0.11,0.11,0.11,80.584,
