Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,15.57,8.746,6.562,0.0,2.049,-1.787,,,,,,,,,,,,,,,,,,,,,
06/30/1994,21.195999,10.194,6.473,0.0,2.742,1.787,,,,,,,,,,,,,,,,,,,,,
09/30/1994,20.809,10.944,6.861,0.0,3.004,0.0,,,,,,,,,,,,,,,,,,,,,
12/31/1994,21.605,12.234,7.685,0.0,1.686,0.0,,,,,,,,,,,,,,,,,,,,,
03/31/1995,23.129999,13.2,8.107,0.0,1.823,0.0,,,,,,,,,,,,,,,,,,,,,
06/30/1995,26.344,16.551001,8.752,0.0,1.041,0.0,,,,,,,,,,,,,,,,,,,,,
09/30/1995,33.125,19.469999,10.938,0.0,2.717,0.0,,,,,,,,,,,,,,,,,,,,,
12/31/1995,40.867001,21.165001,14.895,0.0,4.807,0.0,,,,,,,,,,,,,,,,,,,,,
03/31/1996,53.742001,32.341,19.062,0.0,2.339,0.0,,0.0,-77.349998,-2.817,0.0,0.0,-3.324,,-70.386002,-153.876999,88.223999,-30.914,,-38.914001,,,163.757996,0.0,-5.706,-11.911,
06/30/1996,60.666,37.738998,20.451,0.0,2.476,0.0,,0.0,-35.323002,-4.92,0.0,0.0,0.41,,-65.151001,-104.984001,-4.38,-34.324001,,0.231,,,30.406,0.0,-0.693,-48.698002,
