Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Derivative Assets,Discontinued Operations,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,47845.910156,2724.820068,1972.425049,,,3955.211975,,,,,,,,,,,,35416.203125,-933.033997,34483.171875,846.765015,,,,,,,1277.63501,2585.881165,,6711.188965,26176.260742,6554.336914,19621.923828,0.0,32887.449219,8560.370117,,,,,,873.877014,,,,,,,,2708.351013,45030.047363,394.790009,1743.63501,,,-61.622002,,739.062004,2815.865021,0.0,2815.865021,47845.912384,
06/30/1990,48953.476562,2618.927979,2734.124023,,,4115.705933,,,,,,,,,,,,35913.820312,-939.53302,34974.285156,836.890015,,,,,,,1133.254028,2540.289429,,7034.070801,26207.84375,6995.537109,19212.306641,0.0,33241.914062,9440.973633,,,,,,872.419983,,,,,,,,2536.509033,46091.816711,394.790009,1743.982056,,,-31.596001,,754.483025,2861.659088,0.0,2861.659088,48953.4758,
09/30/1990,47814.53125,3087.601074,2363.034912,,,3998.904907,,,,,,,,,,,,34649.804688,-955.211975,33694.59375,832.023987,,,,,,,1281.031006,2557.341614,,6569.901855,28617.900879,7344.391113,21273.509766,0.0,35187.804688,6179.236816,,,,,,867.799011,,,,,,,,2719.094055,44953.93457,394.790009,1742.256958,,,-33.287998,,756.837986,2860.596954,0.0,2860.596954,47814.531525,
12/31/1990,45389.851562,2860.022949,2442.274902,,,3506.236008,,,,,21459.519531,,,7672.979004,,,3876.569092,33009.066406,-1037.146973,31971.919433,822.241028,,,,,,,1250.480957,2536.676285,,7355.119141,26666.145019,7915.018066,18751.126953,0.0,34021.261719,5297.575195,,,,,,839.674011,,,,,,,,2345.603943,42504.114868,394.790009,1739.706055,,,-29.999001,,781.238015,2885.735078,0.0,2885.735078,45389.849946,
03/31/1991,39436.484375,1696.040039,2092.25708,,,3046.600006,,,,,,,,,,,,29487.433594,-1233.994995,28253.4375,792.143982,,,,,,,793.843018,2762.16275,,5450.449219,26212.844727,7847.868164,18364.976562,0.0,31663.294922,2308.157959,,,,,,862.164978,,,,,,,,1793.373016,36626.990875,394.790009,1739.078003,,,-19.631001,,695.258015,2809.495026,0.0,2809.495026,39436.485901,
06/30/1991,41359.714844,1481.279053,2943.458984,,,3620.322968,,,,,,,,,,,,30435.433594,-1213.112061,29222.322266,764.348999,,,,,,,682.716003,2645.266571,,6422.175781,25409.884277,7979.655762,17430.228516,0.0,31832.060547,4157.430176,,,,,,853.752991,,,,,,,,1671.520966,38514.764679,394.790009,1739.478027,,,-18.864,,729.545031,2844.949066,0.0,2844.949066,41359.713745,
09/30/1991,40323.578125,1851.54895,2239.198975,,,4083.505066,,,,,,,,,,,,29036.064453,-1095.045044,27941.019531,748.908997,,,,,,,712.023987,2747.37262,,6165.763184,24277.881348,7849.016113,16428.865234,0.0,30443.644531,4043.216064,,,,,,1234.03894,,,,,,,,1729.814972,37450.714508,394.790009,1739.654053,,,-17.667,,756.08802,2872.865082,0.0,2872.865082,40323.57959,
12/31/1991,39426.0,1915.0,1917.0,,,4258.0,,,,,19022.0,,,5286.0,,,3688.0,27996.0,-1008.0,26988.0,734.0,,,,,,,668.0,2946.0,,6342.0,22632.0,6754.0,15878.0,0.0,28974.0,4757.0,,,,,,1200.0,,,,,,,,1593.0,36524.0,395.0,1738.0,,,-16.0,,785.0,2902.0,0.0,2902.0,39426.0,
03/31/1992,40149.0,2138.0,2125.0,,,4615.0,,,,,,,,,,,,27770.0,-984.0,26786.0,724.0,,,,,,,719.0,3042.0,,6372.0,22873.0,7800.0,15073.0,0.0,29245.0,4918.0,,,,,,1232.0,,,,,,,,1799.0,37194.0,394.0,1742.0,,,-12.0,,831.0,2955.0,0.0,2955.0,40149.0,
06/30/1992,41337.0,2278.0,3658.0,,,4564.0,,,,,,,,,,,,27493.0,-970.0,26523.0,715.0,,,,,,,574.0,3025.0,,7261.0,22321.0,8396.0,13925.0,0.0,29582.0,5713.0,,,,,,1227.0,,,,,,,,1464.0,37986.0,387.0,2091.0,,,-9.0,,882.0,3351.0,0.0,3351.0,41337.0,
09/30/1992,42379.0,1545.0,2792.0,,,6429.0,,,,,,,,,,,,28236.0,-960.0,27276.0,706.0,,,,,,,816.0,2815.0,,6931.0,21092.0,8186.0,12906.0,0.0,28023.0,7306.0,,,,,,1554.0,,,,,,,,2080.0,38963.0,387.0,2095.0,,,-8.0,,942.0,3416.0,0.0,3416.0,42379.0,
12/31/1992,45210.0,5506.0,498.0,,,6636.0,,,,,19686.0,,,8652.0,,,1159.0,29497.0,-1072.0,28425.0,974.0,,,,,,,615.0,2556.0,,8761.0,24494.0,10657.0,13837.0,0.0,33255.0,4802.0,,,,,,1695.0,,,,,,,,1728.0,41480.0,428.0,2150.0,,,-1.0,,1153.0,3730.0,0.0,3730.0,45210.0,
03/31/1993,40047.0,4548.0,228.0,,,4670.0,,,,,,,,,,,,27178.0,-993.0,26185.0,862.0,,,,,,,854.0,2700.0,,6974.0,20212.0,9370.0,10842.0,0.0,27186.0,5427.0,,,,,,1695.0,,,,,,,,2168.0,36476.0,342.0,2179.0,,,-2.0,,1052.0,3571.0,0.0,3571.0,40047.0,
06/30/1993,41045.0,4202.0,352.0,,,4957.0,,,,,,,,,,,,28216.0,-966.0,27250.0,853.0,,,,,,,1009.0,2422.0,,7228.0,20611.0,10156.0,10455.0,0.0,27839.0,5313.0,,,,,,1981.0,,,,,,,,2317.0,37450.0,267.0,2187.0,,,-2.0,,1143.0,3595.0,0.0,3595.0,41045.0,
09/30/1993,45544.0,4470.0,324.0,,,6786.0,,,,,,,,,,,,30368.0,-1004.0,29364.0,953.0,,,,,,,914.0,2733.0,,8685.0,23038.0,12045.0,10993.0,0.0,31723.0,5630.0,,,,,,1740.0,,,,,,,,2488.0,41581.0,296.0,2239.0,,,-2.0,,1430.0,3963.0,0.0,3963.0,45544.0,
12/31/1993,45546.0,4511.0,305.0,,,6922.0,,,,,20236.0,,,9231.0,,,1103.0,30570.0,-970.0,29600.0,945.0,,,,,,,888.0,2375.0,,8690.0,23469.0,12045.0,11424.0,0.0,32159.0,5601.0,,,,,,1481.0,,,,,,,,2233.0,41474.0,294.0,2247.0,,,-5.0,,1536.0,4072.0,0.0,4072.0,45546.0,
03/31/1994,48008.0,3165.0,598.0,,,8098.0,,,,,,,,,,,,32560.0,-934.0,31626.0,934.0,,,,,,,1074.0,2513.0,,8792.0,23965.0,12009.0,11956.0,0.0,32757.0,7108.0,,,,,,1540.0,,,,,,,,2574.0,43979.0,138.0,2249.0,,,-5.0,,1647.0,4029.0,0.0,4029.0,48008.0,
06/30/1994,52347.0,7268.0,1071.0,,,7107.0,,,,,,,,,,,,33051.0,-885.0,32166.0,926.0,,,,,,,1223.0,2586.0,,8756.0,25687.0,11902.0,13785.0,0.0,34443.0,9554.0,,,,,,1526.0,,,,,,,,2702.0,48225.0,135.0,2260.0,,,-20.0,,1747.0,4122.0,0.0,4122.0,52347.0,
09/30/1994,50306.0,3021.0,4695.0,,,6232.0,,,,,,,,,,,,32569.0,-834.0,31735.0,918.0,,,,,,,1007.0,2698.0,,9536.0,24723.0,11666.0,13057.0,0.0,34259.0,7726.0,,,,,,1476.0,,,,,,,,2624.0,46085.0,126.0,2277.0,,,-57.0,,1875.0,4221.0,0.0,4221.0,50306.0,
12/31/1994,48879.0,2903.0,4011.0,,,5591.0,,,,,21295.0,,,10431.0,,,1357.0,33083.0,-792.0,32291.0,914.0,,,,,,,810.0,2359.0,,8579.0,25512.0,,25512.0,0.0,34091.0,6248.0,,,,,,1766.0,,,,,,,,2478.0,44583.0,119.0,2285.0,,,-78.0,,1970.0,4296.0,0.0,4296.0,48879.0,
03/31/1995,52280.0,3723.0,4366.0,,,6332.0,,,,,,,,,,,,34237.0,-749.0,33488.0,906.0,,,,,,,1035.0,2430.0,,8173.0,26732.0,11106.0,15626.0,0.0,34905.0,8286.0,,,,,,1732.0,,,,,,,,2810.0,47733.0,117.0,2354.0,,,-97.0,,2173.0,4547.0,0.0,4547.0,52280.0,
06/30/1995,53464.0,3189.0,4088.0,,,6193.0,,,,,,,,,,,,36187.0,-713.0,35474.0,900.0,,,,,,,1126.0,2494.0,,8905.0,27973.0,11479.0,16494.0,0.0,36878.0,7123.0,,,,,,1710.0,,,,,,,,2988.0,48699.0,117.0,2383.0,,,-108.0,,2373.0,4765.0,0.0,4765.0,53464.0,
09/30/1995,51087.0,1909.0,1936.0,,,6113.0,,,,,,,,,,,,37564.0,-747.0,36817.0,906.0,,,,,,,912.0,2494.0,,7750.0,25992.0,10713.0,15279.0,0.0,33742.0,7558.0,,,,,,1836.0,,,,,,,,2851.0,45987.0,113.0,2554.0,,,-121.0,,2554.0,5100.0,0.0,5100.0,51087.0,
12/31/1995,53720.0,4711.0,1918.0,,,5632.0,,,,,24249.0,,,11735.0,,,1703.0,37687.0,-756.0,36931.0,902.0,,,,,,,918.0,2708.0,,10465.0,25453.0,12275.0,13178.0,0.0,35918.0,7639.0,,,,,,1848.0,,,,,,,,3083.0,48488.0,113.0,2618.0,,,-228.0,,2729.0,5232.0,0.0,5232.0,53720.0,
03/31/1996,53317.0,2634.0,2137.0,,,5905.0,,,,,,,,,,,,38555.0,-742.0,37813.0,898.0,,,,,,,818.0,3112.0,,8351.0,27544.0,12316.0,15228.0,0.0,35895.0,7476.0,,,,,,1930.0,,,,,,,,2772.0,48073.0,113.0,2660.0,,,-391.0,,2862.0,5244.0,0.0,5244.0,53317.0,
06/30/1996,51467.0,3845.0,2310.0,,,5771.0,,,,,,,,,,,,35523.0,-982.0,34541.0,888.0,,,,,,,922.0,3190.0,,8969.0,26493.0,10687.0,15806.0,0.0,35462.0,6141.0,,,,,,1913.0,,,,,,,,2884.0,46400.0,113.0,3242.0,,,-754.0,,2466.0,5067.0,0.0,5067.0,51467.0,
09/30/1996,52388.0,4617.0,1671.0,,,6002.0,,,,,,,,,,,,36030.0,-957.0,35073.0,883.0,,,,,,,968.0,3174.0,,9379.0,27182.0,12021.0,15161.0,0.0,36561.0,6105.0,,,,,,1816.0,,,,,,,,2789.0,47271.0,113.0,3472.0,,,-1126.0,,2658.0,5117.0,0.0,5117.0,52388.0,
12/31/1996,55765.0,6032.0,1949.0,,,6600.0,,,,,27037.0,,,8032.0,,,1937.0,37006.0,-901.0,36105.0,875.0,,,,,,,985.0,3219.0,,11812.0,27531.0,12354.0,15177.0,0.0,39343.0,5884.0,,,,,,1813.0,,,,,,,,2998.0,50038.0,112.0,3676.0,,,-1524.0,,2863.0,5127.0,600.0,5727.0,55765.0,
03/31/1997,58384.0,8301.0,2130.0,,,6727.0,,,,,,,,,,,,36771.0,-869.0,35902.0,865.0,,,,,,,1153.0,3306.0,,11173.0,30089.0,12006.0,18083.0,0.0,41262.0,6425.0,,,,,,1817.0,,,,,,,,3260.0,52764.0,112.0,3784.0,,,-1880.0,,3004.0,5020.0,600.0,5620.0,58384.0,
06/30/1997,61242.0,7782.0,2876.0,,,6656.0,,,,,,,,,,,,39024.0,-832.0,38192.0,857.0,,,,,,,1358.0,3521.0,,11951.0,31863.0,13379.0,18484.0,0.0,43814.0,6267.0,,,,,,1801.0,,,,,,,,3423.0,55305.0,112.0,3816.0,,,-2263.0,,3272.0,4937.0,1000.0,5937.0,61242.0,
09/30/1997,61222.0,5049.0,5144.0,,,7496.0,,,,,,,,,,,,38396.0,-771.0,37625.0,851.0,,,,,,,1464.0,3593.0,,12904.0,29574.0,12273.0,17301.0,0.0,42478.0,6881.0,,,,,,1827.0,,,,,,,,4044.0,55230.0,112.0,3869.0,,,-2548.0,,3559.0,4992.0,1000.0,5992.0,61222.0,
12/31/1997,59961.0,5769.0,4946.0,,,9244.0,,,,,30460.0,,,4288.0,,,379.0,35127.0,-641.0,34486.0,835.0,,,,,,,1187.0,3494.0,,12561.0,28796.0,12015.0,16781.0,0.0,41357.0,7004.0,,,,,,1807.0,,,,,,,,3791.0,53959.0,1.0,3917.0,,,-2714.0,,3798.0,5002.0,1000.0,6002.0,59961.0,
03/31/1998,59611.0,6442.0,2122.0,,,9084.0,,,,,,,,,,,,37034.0,-645.0,36389.0,838.0,,,,,,,993.0,3743.0,,10770.0,29819.0,12393.0,17426.0,0.0,40589.0,6962.0,,,,,,1959.0,,,,,,,,3989.0,53499.0,1.0,4034.0,,,-3256.0,,4033.0,4812.0,1300.0,6112.0,59611.0,
06/30/1998,63003.0,7329.0,3067.0,,,8239.0,,,,,,,,,,,,39049.0,-646.0,38403.0,843.0,,,,,,,974.0,4148.0,,11814.0,31594.0,12703.0,18891.0,0.0,43408.0,7622.0,,,,,,2003.0,,,,,,,,3702.0,56735.0,1.0,4135.0,,,-3419.0,,4251.0,4968.0,1300.0,6268.0,63003.0,
09/30/1998,63812.0,7693.0,3810.0,,,6796.0,,,,,,,,,,,,38506.0,-638.0,37868.0,850.0,,,,,,,1121.0,5674.0,,11209.0,33283.0,12847.0,20436.0,0.0,44492.0,7037.0,,,,,,2022.0,,,,,,,,3947.0,57498.0,1.0,7226.0,,,-3529.0,,1316.0,5014.0,1300.0,6314.0,63812.0,
12/31/1998,63503.0,3999.0,7785.0,,,8052.0,,,,,32042.0,,,3358.0,,,2986.0,38386.0,-636.0,37750.0,856.0,,,,,,,946.0,4115.0,,11480.0,33152.0,13276.0,19876.0,0.0,44632.0,6107.0,,,,,,2086.0,,,,,,,,3930.0,56755.0,1.0,7423.0,,,-3593.0,,1617.0,5448.0,1300.0,6748.0,63503.0,
03/31/1999,64917.0,4546.0,6720.0,,,7628.0,,,,,,,,,,,,39751.0,-632.0,39119.0,856.0,,,,,,,1213.0,4835.0,,10432.0,34411.0,12903.0,21508.0,0.0,44843.0,6821.0,,,,,,2189.0,,,,,,,,4258.0,58111.0,1.0,7475.0,,,-3939.0,,1769.0,5306.0,1500.0,6806.0,64917.0,
06/30/1999,67771.0,5619.0,7082.0,,,7721.0,,,,,,,,,,,,38387.0,-595.0,37792.0,854.0,,,,,,,853.0,7850.0,,10895.0,36582.0,14216.0,22366.0,0.0,47477.0,7342.0,,,,,,2277.0,,,,,,,,3895.0,60991.0,1.0,7553.0,,,-4222.0,,1948.0,5280.0,1500.0,6780.0,67771.0,
09/30/1999,63158.0,6430.0,6157.0,,,7698.0,,,,,,,,,,,,37757.0,-594.0,37163.0,848.0,,,,,,,399.0,4463.0,,11608.0,33187.0,11885.0,21302.0,0.0,44795.0,5889.0,,,,,,2416.0,,,,,,,,3662.0,56762.0,1.0,7583.0,,,-5149.0,,2461.0,4896.0,1500.0,6396.0,63158.0,
