Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/31/1995,85.83,31.778,10.467,-2.46,,,-2.46,46.045,,,46.045,,-39.54,-39.54,,,,-39.54,,,,,,,,,,0.0,,,,,,,,,,,,46.29,
03/31/1996,15.521,32.993999,12.122,7.701,,,7.701,-37.296001,,,-37.296001,,,-19.884001,,,,-19.884001,,,,,,,,,,19.884001,,,,,,,,,,,,,
06/30/1996,75.769997,39.948002,13.546,8.715,,,8.715,13.561,,,13.561,,,-27.658001,,,,-27.658001,,,,,,,,,,27.658001,,,,,,,,,,,,,
09/29/1996,47.583,33.203999,13.796,8.044,,,8.044,-7.461,,,-7.461,,,-36.855999,,,,-36.855999,,,,,,,,,,36.855999,,,,,,,,,,,,,
12/31/1996,89.405,59.882,15.818,-11.311,,,-11.311,25.016,,,25.016,,-94.373,-94.373,,,,-94.373,,,,,,,,,,0.0,,,,,,,,,,,,-4.968,
03/30/1997,11.283,40.341999,16.631001,3.004,,,3.004,-48.694,,,-48.694,,-111.918999,-24.625,0.0,,,-24.625,,,-81.205017,198.494995,-279.700012,,,,,-6.088982,71.705003,-4.671,75.095003,,,,1.281,1.281,0.0,0.0,,-28.931,
06/29/1997,89.333,49.183998,16.739,1.809,,,1.809,21.601,,,21.601,,-26.774,-51.653999,0.0,,,-51.653999,,,21.704987,319.546997,-297.84201,,,,,3.175013,-31.633001,-5.437,0.0,,,,3.219,3.219,0.0,-29.415001,,30.926001,
09/28/1997,144.225998,41.098999,17.934999,3.253,,,3.253,81.939003,,,81.939003,,-161.748001,-36.606998,0.0,,,-36.606998,,,-122.277008,375.662994,-497.940002,,,,,-2.863995,-21.587999,-5.461,-55.431,,,,9.889,9.889,0.0,29.415001,,-39.110001,
12/31/1997,64.893,43.444,18.873,4.271,,,4.271,-1.695,,,-1.695,,-106.069,-73.285,0.0,,,-73.285,,,-29.373,513.452,-542.825,,,,,-3.411,83.274,-5.459,90.329,,,,-1.596,,-1.596,0.0,,42.098,
03/29/1998,36.237999,44.698002,19.063999,5.466,,,5.466,-32.990002,,,-32.990002,,-132.906998,-21.546,0.0,,,-21.546,,,-111.124969,460.944,-572.06897,,,,,-0.236029,44.443002,-5.448,61.940002,,,,-12.049,3.124,-15.173,0.0,,-52.226002,
06/28/1998,130.438004,55.401001,21.323,3.863,,,3.863,49.851002,,,49.851002,,-44.452,-47.589001,0.0,,,-47.589001,,,10.578003,722.138,-711.559998,,,,,-7.441002,-26.747,-6.22,-26.648001,,,,6.121,6.122,-0.001,0.0,,59.238998,
09/27/1998,46.089001,52.372002,22.337999,5.57,,,5.57,-34.191002,,,-34.191002,,-87.755997,-41.474998,0.0,,,-41.474998,,,-55.650024,657.687988,-713.338013,,,,,9.369026,9.337,-6.239,6.473,,,,9.103,9.103,0.0,0.0,,-32.330002,
12/31/1998,105.296997,61.028999,24.697001,3.921,,,3.921,15.65,,,15.65,,-75.038002,-72.160004,0.0,,,-72.160004,,,8.765991,734.567017,-725.801025,,,,,-11.64399,12.766,-6.246,13.566,,,,5.446,5.447,-0.001,0.0,,43.025002,
03/28/1999,67.031,59.044,26.335,-1.336,,,-1.336,-17.012,,,-17.012,,-183.013,-25.794,0.0,,,-25.794,,,-153.323,584.421,-737.744,,,,,-3.896,96.05,-6.264,91.546,,,,10.768,10.768,0.0,0.0,,-19.932,
06/27/1999,144.148,68.57,26.576,7.554,,,7.554,41.448,,,41.448,,-4.732,-28.995,0.0,,,-28.995,,,28.161,928.7,-900.539,,,,,-3.898,-74.67,-7.118,-20.633,,,,-46.919,9.539,-56.458,0.0,,64.746,
09/26/1999,120.904,65.362,29.532,7.974,,,7.974,18.036,,,18.036,,-51.829,-38.626,0.0,,,-38.626,,,-18.829,825.64,-844.469,,,,,5.626,-115.226,0.0,-43.681,,,,-71.545,2.281,-73.826,0.0,,-46.151,
12/31/1999,99.559,74.225,31.379,23.925,,,23.925,-29.97,,,-29.97,,-60.048,-72.371,0.0,,,-72.371,,,14.463,853.093,-838.63,,,,,-2.14,-19.929,-13.614,7.189,,,,-13.504,0.0,-13.504,0.0,,19.582,
03/26/2000,116.337997,80.226997,32.345001,-12.54,,,-12.54,16.306,,,16.306,,-35.104,-22.59,0.0,,,-22.59,,,-187.482971,693.854004,-881.336975,,,,,174.968971,-55.652999,-6.959,-57.348,,,,8.654,17.524,-8.87,0.0,,25.580999,
06/25/2000,196.855,90.587,33.0,3.789,,,3.789,69.479,,,69.479,,24.364,-37.129,0.0,,,-37.129,,,64.382,1026.301,-961.919,,,,,-2.889,-132.298,-7.699,-75.652,,,,-48.947,6.55,-55.497,0.0,,88.921,
09/24/2000,100.387,83.038,33.253,24.248,,,24.248,-40.152,,,-40.152,,-21.32,-44.145,0.0,,,-44.145,,,25.928,876.062,-850.134,,,,,-3.103,33.801,-7.696,56.288,,,,-14.791,0.0,-14.791,0.0,,112.868,
12/31/2000,151.909,93.861,34.75,19.322,,,19.322,3.976,,,3.976,,-138.972,-99.747,0.0,,,-99.747,,,-7.348,855.457,-862.805,,,,,-31.877,-3.986,-7.718,60.058,,,,-56.326,0.0,-56.326,0.0,,8.951,
03/25/2001,114.01,92.048,35.624,11.374,,0.473,10.901,-25.036,,,-25.036,,-981.226,-27.566,,,,-27.566,,,,,,,,,,-953.66,198.274,-7.701,204.044,,,,1.931,1.931,,,,-668.942,
06/24/2001,243.296,115.627,37.187,25.383,,-0.473,25.856,65.099,,,65.099,,-1283.301,-64.506,,,,-64.506,,,,,,,,,,-1218.795,-98.114,-9.262,-101.509,,,,12.657,12.657,,,,-1138.119,
09/23/2001,248.638,111.721,39.926,23.679,,0.0,23.679,73.312,,,73.312,,-527.681,-73.346,,,,-73.346,,,,,,,,,,-454.335,-149.56,-9.225,-43.189,,,,-97.146,,-97.146,,,-428.603,
12/31/2001,150.864,118.35,40.324,27.804,,,27.804,-35.614,,,-35.614,,-357.002,-124.963,0.0,,,-124.963,,,-28.314,1064.039,-1092.353,,,,,-203.725,83.801,-9.24,93.196,,,,-0.155,8.877,-9.032,0.0,,-122.337,
03/31/2002,168.885,119.998,42.601,13.009,,-3.402,16.411,-6.723,,,-6.723,,-343.386,-53.358,0.0,,,-53.358,,,-285.568,953.496,-1239.064,,,,,-4.46,113.598,-9.238,149.235,,,,-26.399,3.221,-29.62,0.0,,-60.903,
06/30/2002,246.45,144.341,44.913,1.846,,,1.846,55.35,,,55.35,,150.939,-69.103,0.0,,,-69.103,,,209.013,1638.864,-1429.851,,,,,11.029,-251.875,-10.737,-218.449,,,,-22.689,4.505,-27.194,0.0,,145.514,
09/29/2002,305.683,165.017,44.152,4.618,,,4.618,91.896,,,91.896,,-252.81,-60.193,0.0,,,-60.193,,,-1231.36,350.518,-1581.878,,,,,1038.743,65.177,-10.731,75.304,,,,0.604,0.604,0.0,0.0,,118.05,
12/31/2002,54.621,150.861,44.112,-15.918,,,-15.918,-124.434,,,-124.434,,-568.828,-141.212,0.0,,,-141.212,,,913.054,2236.509,-1323.455,,,,,-1340.67,153.036,-10.751,159.438,,,,4.349,4.349,0.0,0.0,,-361.171,
03/30/2003,292.097,186.184,45.877,12.346,,,12.346,47.69,,,47.69,,-56.222,-41.796,0.0,,,-41.796,,,-573.34,939.704,-1513.044,,,,,558.914,-120.86,-10.61,-91.193,,,,-19.057,1.107,-20.164,0.0,,115.015,
06/29/2003,317.767,202.242,49.385,21.53,,,21.53,44.61,,,44.61,,-45.98,-40.853,0.0,,,-40.853,,,-418.952,1385.845,-1804.797,,,,,413.825,23.729,-12.129,43.271,,,,-7.413,2.986,-10.399,0.0,,295.516,
09/28/2003,252.466,190.072,50.801,43.756,,,43.756,-32.163,,,-32.163,,7.387,-41.741,0.0,,,-41.741,,,0.352,1736.841,-1736.489,,,,,48.776,-9.291,-12.127,-5.673,,,,8.509,8.509,0.0,0.0,,250.562,
12/31/2003,-199.678,182.43,50.855,-354.182,,,-354.182,-78.781,,,-78.781,,-511.596,-102.84,0.0,,,-102.84,,,603.069,603.069,0.0,,,,,-1011.825,187.052,-24.12,277.713,,,,-66.541,6.776,-73.317,0.0,,-524.222,
03/28/2004,161.192,204.58,50.947,-153.996,,,-153.996,59.661,,,59.661,,316.191,-30.99,0.0,,,-30.99,,,-443.151,64.955,-508.106,,,,,790.332,-552.424,-23.587,-140.522,,,,-388.315,15.204,-403.519,0.0,,-75.041,
06/27/2004,499.77,247.241,53.917,249.696,,,249.696,-51.084,,,-51.084,,-221.686,-33.215,0.0,,,-33.215,,,-738.729,82.451,-821.18,,,,,550.258,-153.23,-29.423,-77.578,,,,-46.229,23.72,-69.949,0.0,,124.854,
09/26/2004,282.021,228.983,55.901,-14.341,,,-14.341,11.478,,,11.478,,-70.003,-45.669,0.0,,,-45.669,,,-566.671,49.24,-615.911,,,,,542.337,-106.582,-29.401,3.81,,,,-80.991,9.673,-90.664,0.0,,105.436,
12/31/2004,-110.764999,208.962006,53.347,-328.153015,,,-328.153015,-44.921001,,,-44.921001,,-594.744019,-103.676003,0.0,,,-103.676003,,,1613.979991,1620.265991,-6.286,,,,,-2105.048007,496.090004,-36.820999,519.337003,,,,13.574,13.574,0.0,0.0,,-209.419006,
03/27/2005,277.362,227.215,53.325,-77.276,7.02,,-84.296,74.098,,,74.098,,57.935,-39.025,0.0,,,-39.025,,,0.0,0.0,0.0,,,,,96.96,-410.077,-36.541,-222.642,,,,-150.894,24.902,-175.796,0.0,,-74.78,
06/26/2005,733.676025,237.391006,53.148998,570.414978,,,570.414978,-127.278999,,,-127.278999,,528.229004,-36.404999,0.0,,,-36.404999,,,0.0,0.0,0.0,,,,,564.634003,-1142.563992,-43.945,-262.442993,,,,-836.175999,2.673,-838.848999,0.0,,119.341003,
09/25/2005,401.553009,264.95401,53.299,-126.535004,,,-126.535004,209.835007,,,209.835007,,-216.929993,-46.698002,0.0,,,-46.698002,,,79.072998,79.072998,0.0,,,,,-249.304989,-67.336002,-43.844002,-25.635,,,,2.143,2.143,0.0,0.0,,117.287003,
12/31/2005,-224.289001,230.044006,45.931999,-334.247009,,,-334.247009,-166.018005,,,-166.018005,,-401.082001,-76.261002,0.0,,,-76.261002,,,337.625,337.625,0.0,,,,,-662.445999,329.338997,-49.455002,430.0,,,,-32.359001,7.611,-39.970001,-18.847,,-296.032013,
03/26/2006,365.201,234.563,54.232,-37.938,5.289,,-43.227,114.344,,,114.344,,-54.147,-36.017,0.0,,,-36.017,,,0.0,0.0,0.0,,,,,-18.13,-255.565,-48.955,-105.707,,,,-100.903,6.162,-107.065,0.0,,55.489,
06/25/2006,463.582001,243.429993,53.785,328.230988,,,328.230988,-161.863998,,,-161.863998,,232.106995,-53.106998,0.0,,,-53.106998,,,0.0,0.0,0.0,,,,,285.213993,-500.185998,-55.539001,-55.73,,,,-388.916997,3.561,-392.477997,0.0,,195.503006,
09/24/2006,454.796997,312.734009,56.705002,-73.376999,,0.0,-73.376999,158.735001,-24.4,-55.015999,238.150999,,149.988998,-48.344002,0.0,,,-48.344002,,,0.0,0.0,0.0,,,,,198.333,-490.613999,-54.243999,-47.558998,,,,-391.705002,19.709,-411.414001,2.894,,114.171997,
12/31/2006,-521.8,252.426,49.047,-693.961,,-39.768,-654.193,-129.312,8.039,0.664,-138.015,,-363.208,-82.134,0.0,,,-82.134,,,-151.624,260.133,-411.757,,,,,-129.45,617.266,-54.176,702.121,,,,-35.709,115.302,-151.011,5.03,,-267.742,
04/01/2007,519.624023,192.309998,51.464001,228.223999,,0.0,228.223999,47.625999,-5.351,-79.814003,132.791002,,5.945,-40.775002,0.0,,,-40.775002,,,0.0,0.0,0.0,,,,,46.720002,-453.956009,-54.103001,-353.540009,,,,-47.141,14.11,-61.250999,0.828,,71.612999,
07/01/2007,542.830994,290.48999,54.345001,176.097,,0.0,176.097,21.899,-18.844999,26.462,14.282,,237.210999,-45.241001,0.0,,,-45.241001,,,0.0,0.0,0.0,,,,,282.452,-673.967988,-62.547001,-182.449997,,,,-420.40899,9.443,-429.85199,-8.562,,106.073997,
09/30/2007,305.802002,264.966003,47.157001,-32.308998,,0.0,-32.308998,25.988001,-9.38,-25.423,60.791001,,219.710007,-53.421001,0.0,,,-53.421001,,,0.0,0.0,0.0,,,,,273.131008,-540.210999,-72.443001,29.052,,,,-508.096999,0.933,-509.029999,11.277,,-14.699,
12/31/2007,-570.111,186.077,51.206,-665.89,,-60.529,-605.361,-141.504,7.127,30.756,-179.387,,-71.661,-102.676,0.0,,,-102.676,,,-145.381,368.978,-514.359,,,,,176.396,643.241,-71.712,858.835,,,,-153.248,0.058,-153.306,9.366,,1.469,
03/30/2008,146.778,187.581,49.722,-98.386,5.404,0.0,-103.79,7.861,-46.682,-80.03,134.573,,-53.648,-43.239,0.0,,,-43.239,,,0.0,0.0,0.0,,,,,-10.409,-163.345,-71.023,-9.392,,,,-99.2,0.896,-100.096,16.27,,-70.215,
06/29/2008,-185.794,222.787,52.897,-538.0,,0.0,-538.0,76.522,35.386,101.371,-60.235,,-97.495,-56.358,0.0,,,-56.358,,,0.0,0.0,0.0,,,,,-41.137,754.05,-77.568,886.321,,,,-49.946,0.092,-50.038,-4.757,,470.761,
09/28/2008,-182.206,166.541,68.33,-480.554,,0.0,-480.554,63.477,-22.855,-54.259,140.591,,-132.812,-54.09,0.0,,,-54.09,,,0.0,0.0,0.0,,,,,-78.722,16.003,-76.652,205.159,,,,-99.382,0.492,-99.874,-13.122,,-299.015,
12/31/2008,-386.807,77.809,49.806,-365.858,24.473,-46.729,-343.602,-148.564,29.712,-9.345,-168.931,,-110.883,-75.272,0.0,,,-75.272,,,-159.631,448.99,-608.621,,,,,124.02,682.243,-77.071,762.527,,,,-0.383,0.019,-0.402,-2.83,,184.553,
03/29/2009,-227.026,117.347,54.968,-436.324,6.059,,-442.383,36.983,-32.017,-49.497,118.497,0.0,-11.423,-20.009,0.0,0.0,0.0,-20.009,-20.009,0.0,11.661,110.637,-98.976,0.0,0.0,0.0,0.0,1.358,553.681,-23.455,-18.752,,,,0.157,0.157,0.0,595.731,8.802,324.034,
06/28/2009,62.619,19.75,68.884,54.688,0.563,,54.125,-65.591,47.481,39.683,-152.755,0.0,-48.728,-29.104,0.0,0.0,0.0,-29.104,-29.104,0.0,-37.76,144.75,-182.51,0.0,0.0,0.0,0.0,25.546,91.068,-23.458,787.211,,,,-0.296,0.0,-0.296,-672.389,8.643,113.602,
09/27/2009,675.459,26.483,62.974,531.804,6.067,,525.737,39.086,-46.506,9.125,76.467,0.0,-507.899,-40.298,0.0,0.0,0.0,-40.298,-40.298,0.0,-917.458,26.099,-943.557,0.0,0.0,0.0,0.0,-505.543,335.722,-23.416,409.94,-194.75,697.133,-92.443,0.002,0.002,0.0,-50.804,-10.094,493.188,
12/31/2009,26.66,-218.696,126.297,177.663,4.887,,172.776,-113.063,36.491,86.161,-235.715,0.0,-314.242,-27.337,0.0,0.0,0.0,-27.337,-27.337,0.0,-771.058,,,0.0,0.0,0.0,0.0,502.958,401.466,-23.478,466.751,-1097.089,1720.573,-156.733,-1.602,0.022,-1.624,-40.205,-1.77,112.114,
03/28/2010,187.119,33.325,67.392,-83.004,6.123,,-89.127,147.713,-20.722,-7.158,175.593,0.0,183.153,-14.558,0.0,0.0,0.0,-14.558,-14.558,0.0,198.104,653.983,-455.879,0.0,0.0,0.0,0.0,0.0,-554.196,-23.488,-495.918,-50.703,0.0,-445.215,-0.056,1.135,-1.191,-34.734,-1.241,-185.165,
06/27/2010,516.881,71.157,69.208,333.782,7.812,,325.97,-17.109,29.991,18.235,-65.335,0.0,-113.675,-31.196,0.0,0.0,0.0,-31.196,-31.196,0.0,-35.728,710.205,-745.933,0.0,0.0,0.0,0.0,-47.144,-430.534,-23.545,-473.118,88.938,0.0,-562.056,9.449,9.449,0.0,56.68,-3.787,-31.115,
09/26/2010,396.852,88.829,63.029,148.368,7.551,,140.817,138.378,-38.047,-5.136,181.561,0.0,39.618,-31.805,0.0,0.0,0.0,-31.805,-31.805,0.0,38.197,677.788,-639.591,0.0,0.0,0.0,0.0,33.226,-371.139,-23.447,-404.65,106.607,0.0,-511.257,-0.024,0.472,-0.496,56.982,8.754,74.085,
12/31/2010,-8.507,-46.766,142.765,-76.78,8.945,,-85.725,-29.993,41.766,-3.425,-68.334,0.0,36.341,-93.286,0.0,0.0,0.0,-93.286,-93.286,0.0,215.857,626.986,-411.129,0.0,0.0,0.0,0.0,-86.623,-500.221,-23.665,-475.819,-115.112,598.187,-958.894,0.537,0.556,-0.019,-1.274,0.019,-472.368,
03/27/2011,-104.943,119.26,62.276,-333.622,9.153,,-342.775,47.168,-23.506,-38.2,108.874,0.0,125.022,-27.704,0.0,0.0,0.0,-27.704,-27.704,0.0,127.752,676.952,-549.2,0.0,0.0,0.0,0.0,24.974,-106.804,-23.643,-79.569,-96.174,447.076,-430.471,2.424,7.123,-4.699,-6.016,-2.693,-89.418,
06/26/2011,577.87,190.58,66.321,224.324,11.384,,212.94,96.655,37.36,37.67,21.625,,-314.973,-41.563,0.0,0.0,0.0,-41.563,-41.563,0.0,-145.749,739.658,-885.407,0.0,0.0,0.0,0.0,-127.661,-222.925,-29.509,-244.167,227.213,0.0,-471.38,-0.092,0.887,-0.979,50.843,0.991,40.963,
09/25/2011,428.6,183.594,42.395,128.299,7.779,,120.52,74.351,-26.258,-18.921,119.53,0.0,12.383,-36.848,0.0,0.0,0.0,-36.848,-36.848,0.0,-15.778,713.759,-729.537,0.0,0.0,0.0,0.0,65.009,24.447,-29.405,137.323,50.536,518.477,-431.69,-89.323,2.455,-91.778,5.852,-10.155,455.275,
12/31/2011,-16.211,105.68,107.836,-26.913,9.876,,-36.789,-151.877,60.481,-75.506,-136.852,0.0,114.026,-82.92,0.0,0.0,0.0,-82.92,-82.92,0.0,171.8,629.68,-457.88,0.0,0.0,0.0,0.0,25.146,-3.662,-28.454,139.653,55.769,564.122,-480.238,-123.414,3.678,-127.092,8.553,4.069,98.222,
04/01/2012,-73.616,172.035,43.203,-299.943,11.744,,-311.687,11.089,-40.446,-47.168,98.703,0.0,32.019,-24.68,0.0,0.0,0.0,-24.68,-24.68,0.0,36.657,681.904,-645.247,0.0,0.0,0.0,0.0,20.042,-209.942,-35.943,-160.157,,,,3.498,24.243,-20.745,-17.34,0.926,-250.613,
07/01/2012,361.858,247.25,42.794,78.318,10.375,,67.943,-6.504,8.381,136.33,-151.215,0.0,-221.826,-35.398,0.0,,,-35.398,-35.398,0.0,-184.439,753.886,-938.325,0.0,0.0,0.0,0.0,-1.989,-339.914,-35.702,-237.47,,,,-125.173,26.824,-151.997,58.431,-4.959,-204.841,
09/30/2012,424.256,134.001,99.884,125.485,8.168,,117.317,64.886,-4.242,-52.699,121.827,0.0,-85.097,-35.251,0.0,0.0,0.0,-35.251,-35.251,0.0,-49.846,695.235,-745.081,0.0,0.0,0.0,0.0,0.0,387.061,-34.915,534.386,,,,-83.574,1.665,-85.239,-28.836,-2.575,723.645,
12/31/2012,88.96,70.639,61.689,140.181,10.528,,129.653,-183.549,22.613,-15.004,-191.158,0.0,13.593,-93.673,0.0,0.0,0.0,-93.673,-93.673,0.0,107.016,637.064,-530.048,0.0,0.0,0.0,0.0,0.25,-827.278,-35.121,-774.204,-109.327,0.0,-664.877,-47.345,6.306,-53.651,29.392,-2.278,-727.003,
03/31/2013,-108.489,224.129,42.85,-448.086,11.096,6.665,-465.847,72.618,-34.919,-28.613,136.15,0.0,27.542,-22.261,0.0,0.0,0.0,-22.261,-22.261,0.0,43.147,665.52,-622.373,0.0,0.0,0.0,0.0,6.656,42.197,-47.308,196.578,,,,-98.056,28.355,-126.411,-9.017,-10.629,-49.379,
06/30/2013,498.166,271.739,40.556,113.143,9.965,,103.178,72.728,0.831,98.088,-26.191,0.0,-317.003,-44.328,0.0,0.0,0.0,-44.328,-44.328,0.0,-273.691,757.168,-1030.859,0.0,0.0,0.0,0.0,1.016,108.293,-46.905,239.805,,,,-69.628,12.66,-82.288,-14.979,-7.525,281.931,
09/29/2013,435.426,162.716,102.8,210.782,9.969,,200.813,-40.872,-30.81,-88.708,78.646,0.0,-249.582,-45.101,0.0,0.0,0.0,-45.101,-45.101,0.0,-215.637,748.231,-963.868,0.0,0.0,0.0,0.0,11.156,-462.975,-46.559,-357.168,,,,-76.923,16.574,-93.497,17.675,6.396,-270.735,
12/31/2013,151.99,75.409,67.047,209.654,10.214,,199.44,-200.12,27.899,-27.241,-200.778,0.0,-29.824,-96.631,0.0,0.0,0.0,-96.631,-96.631,0.0,34.17,661.075,-626.905,0.0,0.0,0.0,0.0,32.637,-80.724,-46.916,80.832,,,,-164.162,12.873,-177.035,49.522,-4.785,36.657,
03/30/2014,203.586,265.917,43.398,-385.711,9.239,-0.474,-394.476,279.982,-60.424,-20.317,360.723,0.0,-70.363,-25.881,0.0,0.0,0.0,-25.881,-25.881,0.0,-50.534,707.431,-757.965,0.0,0.0,0.0,0.0,6.052,-266.006,-60.527,-158.37,,,,-74.033,13.657,-87.69,26.924,1.991,-130.792,
06/29/2014,367.006,354.153,43.725,-13.114,11.529,-4.61,-20.033,-17.758,33.788,79.058,-130.604,0.0,-349.396,-48.642,0.0,0.0,0.0,-48.642,-48.642,0.0,-335.857,810.755,-1146.612,0.0,0.0,0.0,0.0,35.103,42.924,-60.104,252.97,,,,-113.144,22.902,-136.046,-36.798,2.992,63.526,
09/28/2014,396.276,150.066,113.895,312.521,7.094,-6.946,312.373,-180.206,-15.456,-106.836,-57.914,0.0,-269.916,-45.793,0.0,0.0,0.0,-45.793,-45.793,0.0,-224.253,790.051,-1014.304,0.0,0.0,0.0,0.0,0.13,-126.284,-59.229,89.109,,,,-168.559,1.164,-169.723,12.395,-19.556,-19.48,
12/31/2014,179.809,74.475,72.711,159.931,-19.619,4.409,175.141,-127.308,32.283,-2.791,-156.8,0.0,-54.975,-112.003,0.0,0.0,0.0,-112.003,-112.003,0.0,55.466,705.008,-649.542,0.0,0.0,0.0,0.0,1.562,-186.73,-58.44,62.017,,,,-210.541,11.602,-222.143,20.234,-11.29,-73.186,
03/29/2015,174.7,269.854,46.028,-346.481,8.046,2.82,-357.347,205.299,-49.936,-51.934,307.169,0.0,-60.798,-38.069,0.0,0.0,0.0,-38.069,-38.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.729,157.161,-65.467,432.095,,,,-180.888,11.812,-192.7,-28.579,-9.019,262.044,
