Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/1991,,2263.706055,2042.006958,0.0,0.0,221.699005,0.0,0.0,104.712997,40.752998,19.757,4.5,2433.428955,,884.718018,185.914001,0.0,0.0,1070.631958,0.0,54.755001,0.0,0.0,1125.386959,0.0,0.0,0.0,423.11499,884.927002,1308.041992,2433.428951,
11/30/1991,,2498.412109,296.56601,0.0,1985.133057,216.712997,0.0,0.0,166.529007,42.080002,19.959,4.154,2731.134033,,957.343994,194.242004,0.0,0.0,1151.58606,0.0,213.352005,0.0,0.0,1364.938065,0.0,0.0,0.0,428.36499,937.830994,1366.195984,2731.134048,
02/29/1992,,2421.193115,2181.38501,0.0,0.0,239.807999,0.0,0.0,265.15799,46.521,19.82,3.016,2755.708008,,1030.52002,192.582001,0.0,0.0,1223.102051,0.0,80.162003,0.0,0.0,1303.264053,0.0,0.0,0.0,430.131989,1022.312012,1452.444,2755.708054,
05/31/1992,,2446.379883,2184.862061,0.0,0.0,261.518005,0.0,0.0,194.901993,48.575001,19.285,3.11,2712.251953,,1018.203979,183.210999,0.0,0.0,1201.415039,0.0,40.386002,0.0,0.0,1241.801041,0.0,0.0,0.0,398.958008,1071.493042,1470.45105,2712.25209,
08/31/1992,,2525.085938,2253.27002,0.0,0.0,271.81601,0.0,0.0,299.993988,64.688004,22.035,2.751,2914.553955,,1095.126953,209.897003,0.0,0.0,1305.024048,0.0,23.716999,0.0,0.0,1328.741047,0.0,0.0,0.0,399.200989,1186.612061,1585.813049,2914.554096,
11/30/1992,,2639.647949,13.464,0.0,2345.487061,280.696991,0.0,0.0,244.220001,57.882999,22.886999,102.690002,3067.327881,,1169.003052,219.690002,0.0,0.0,1388.692993,0.0,51.323002,0.0,0.0,1440.015995,0.0,0.0,0.0,442.153992,1185.157959,1627.311951,3067.327946,
02/28/1993,,2716.810059,2450.346924,0.0,0.0,266.463013,0.0,0.0,355.402008,52.176998,21.58,103.571999,3249.541016,,1216.157959,214.001007,0.0,0.0,1430.159058,0.0,162.557999,0.0,0.0,1592.717056,0.0,0.0,0.0,338.362,1318.462036,1656.824036,3249.541092,
05/31/1993,,2803.038086,2509.153076,0.0,0.0,293.88501,0.0,0.0,339.809998,53.161999,21.805,109.043999,3326.858887,,1222.656006,208.464005,0.0,0.0,1431.119995,0.0,188.714005,0.0,0.0,1619.834,0.0,0.0,0.0,338.276001,1368.749023,1707.025024,3326.859024,
08/31/1993,,2965.691895,2569.688965,0.0,0.0,396.002991,0.0,0.0,431.893005,49.639,25.563999,191.757996,3664.545898,,1282.390015,246.625,0.0,0.0,1529.015015,0.0,272.941986,0.0,0.0,1801.957001,0.0,0.0,0.0,338.431,1524.157959,1862.588959,3664.545959,
11/30/1993,,3040.011963,2589.456055,0.0,0.0,450.556,0.0,0.0,264.484009,94.028,29.202999,199.268997,3626.996094,,1359.70105,311.256012,0.0,0.0,1653.46106,0.0,112.945,0.0,0.0,1766.40606,0.0,0.0,0.0,335.75,1507.343994,1843.093994,3609.500054,
