Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,211.535004,,-192.399994,,19.13501,,-14.924,,,4.211,1.47,,0.304,,0.0,-1.774,5.681,-2.386,3.295,0.0,,,3.295,0.0,3.295,0.0,,3.295,3.295,,87.856003,0.0375,0.0375,,87.856003,0.0375,0.0375,0.0375,
03/31/1990,218.807007,,-197.529999,,21.277008,,-15.674,,,5.604,0.311,,0.304,,0.0,-0.615,5.915,-2.485,3.43,0.0,,,3.43,0.0,3.43,0.0,,3.43,3.43,,88.512001,0.03875,0.03875,,88.512001,0.03875,0.03875,0.03875,
06/30/1990,221.113998,,-197.444,,23.669998,,-17.523001,,,6.147,0.128,,0.304,,0.0,-0.432,6.275,-2.635,3.64,0.0,,,3.64,0.0,3.64,0.0,,3.64,3.64,,90.632004,0.04,0.04,,90.632004,0.04,0.04,0.04,
09/30/1990,230.300995,,-205.968994,,24.332001,,-18.533001,,,5.799,1.14,,0.303,,0.0,-1.443,6.939,-2.914,4.025,0.0,,,4.025,0.0,4.025,0.0,,4.025,4.025,,92.072,0.0425,0.0425,0.0425,92.072,0.0425,0.0425,0.0425,
12/31/1990,264.19101,,-238.337997,,25.853012,,-18.563,,,7.29,0.891,,0.137,,0.0,-1.028,8.181,-3.434,4.747,0.0,,,4.747,0.0,4.747,0.0,,4.747,4.747,,93.832001,0.05,0.05,,93.832001,0.05,0.05,0.05,
03/31/1991,277.436005,,-250.089005,,27.347,,-19.819,,,7.528,1.132,,0.137,,0.0,-1.269,8.66,-3.648,5.012,0.0,,,5.012,0.0,5.012,0.0,,5.012,5.012,,94.751999,0.0525,0.0525,,94.751999,0.0525,0.0525,0.0525,
06/30/1991,264.052002,,-234.522995,,29.529007,,-20.747999,,,8.781,0.187,,0.137,,0.0,-0.324,8.968,-3.759,5.209,0.0,,,5.209,0.0,5.209,0.0,,5.209,5.209,,95.571999,0.055,0.055,,95.571999,0.055,0.055,0.055,
09/30/1991,230.608994,,-202.667999,,27.940995,,-19.235001,,,8.707,0.607,,0.138,,0.0,-0.745,9.314,-3.897,5.417,0.0,,,5.417,0.0,5.417,0.0,,5.417,5.417,,91.932,0.0575,0.0575,0.0575,91.932,0.0575,0.0575,0.0575,
12/31/1991,253.673004,,-224.567993,,29.105011,,-19.808001,,,9.297,0.601,,0.086,,0.0,-0.687,9.898,-4.158,5.74,0.0,,,5.74,0.0,5.74,0.0,,5.74,5.74,,96.059998,0.06,0.06,,96.059998,0.06,0.06,0.06,
03/31/1992,270.053009,,-239.503006,,30.550003,,-20.497999,,,10.053,3.895,,0.086,,0.0,-3.981,13.948,-5.858,8.09,0.0,,,8.090001,0.0,8.09,0.0,,8.09,8.09,,96.424004,0.085,0.085,,96.424004,0.085,0.085,0.085,
06/30/1992,283.42099,,-253.621994,,29.798996,,-20.243,,,9.556,1.245,,0.086,,0.0,-1.331,10.801,-4.536,6.265,0.0,,,6.265,0.0,6.265,0.0,,6.265,6.265,,96.272003,0.065,0.065,,96.272003,0.065,0.065,0.065,
09/30/1992,299.281006,,-269.351013,,29.929993,,-20.322001,,,9.608,1.617,,0.084,,0.0,-1.701,11.225,-4.715,6.51,0.0,,,6.51,0.0,6.51,0.0,,6.51,6.51,,96.351996,0.0675,0.0675,0.0675,96.351996,0.0675,0.0675,0.0675,
12/31/1992,298.612,,-264.579987,,34.032013,,-23.113001,,,10.919,1.033,,0.211,,0.0,-1.244,11.952,-5.035,6.917,0.0,,,6.917,0.0,6.917,0.0,,6.917,6.917,,96.603996,0.07,0.07,,96.603996,0.07,0.07,0.07,
03/31/1993,286.296997,,-248.669006,,37.627991,,-26.486,,,11.142,1.204,,0.211,,0.0,-1.415,12.346,-5.124,7.222,0.0,,,7.222,0.0,7.222,0.0,,7.222,7.222,,96.891998,0.0725,0.0725,,96.891998,0.0725,0.0725,0.0725,
06/30/1993,273.890015,,-234.878006,,39.012009,,-27.083,,,11.929,0.575,,0.211,,0.0,-0.786,12.504,-5.243,7.261,0.0,,,7.261,0.0,7.261,0.0,,7.261,7.261,,97.276001,0.0725,0.0725,,97.276001,0.0725,0.0725,0.0725,
09/30/1993,284.127014,,-247.223007,,36.904007,,-24.837,,,12.067,0.469,,0.212,,0.0,-0.681,12.536,-5.266,7.27,0.0,,,7.27,0.0,7.27,0.0,,7.27,7.27,,100.064004,0.0725,0.0725,0.0725,100.064004,0.0725,0.0725,0.0725,
12/31/1993,260.609985,,-226.425003,,34.184982,,-22.507999,,,11.677,0.662,,0.198,,0.0,-0.86,12.339,-5.059,7.28,0.0,,,7.28,0.0,7.28,0.0,,7.28,7.28,,100.400002,0.0725,0.0725,,100.400002,0.0725,0.0725,0.0725,
03/31/1994,272.645996,,-238.162994,,34.483002,,-22.535,,,11.948,0.223,,0.198,,0.0,-0.421,12.171,-4.871,7.3,0.0,,,7.3,0.0,7.3,0.0,,7.3,7.3,,100.720001,0.0725,0.0725,,100.720001,0.0725,0.0725,0.0725,
06/30/1994,263.768005,,-227.162994,,36.605011,,-24.607,,,11.998,0.047,,0.198,,0.0,-0.245,12.045,-4.77,7.275,0.0,,,7.275,0.0,7.275,0.0,,7.275,7.275,,100.491997,0.0725,0.0725,,100.491997,0.0725,0.0725,0.0725,
09/30/1994,368.730011,,-332.609009,,36.121002,,-39.925999,,,-3.805,-1.375,,0.198,,0.0,1.177,-5.18,2.09,-3.09,0.0,,,-3.09,0.0,-3.09,0.0,,-3.09,-3.09,,100.136,-0.03,-0.03,-0.03,100.136,-0.03,-0.03,-0.03,
12/31/1994,412.355988,,-368.588013,,43.767975,,-31.74,,,12.028,0.058,,0.554,,0.0,-0.612,12.086,-4.786,7.3,0.0,,,7.3,0.0,7.3,0.0,,7.3,7.3,,100.896004,0.0725,0.0725,0.0725,100.896004,0.0725,0.0725,0.0725,
03/31/1995,396.746002,,-350.936005,,45.809998,,-33.779999,,,12.03,0.476,,0.554,,0.0,-1.03,12.506,-4.954,7.552,0.0,,,7.552,0.0,7.552,0.0,,7.552,7.552,,100.676003,0.075,0.075,0.075,100.676003,0.075,0.075,0.075,
06/30/1995,444.626007,,-395.005005,,49.621002,,-35.542999,,,14.078,-0.169,,0.554,,0.0,-0.385,13.909,-5.507,8.402,0.0,,,8.402,0.0,8.402,0.0,,8.402,8.402,,101.652,0.0825,0.0825,0.0825,101.652,0.0825,0.0825,0.0825,
09/30/1995,469.32901,,-419.303009,,50.026001,,-35.499001,,,14.527,0.353,,0.554,,0.0,-0.907,14.88,-5.892,8.988,0.0,,,8.988,0.0,8.988,0.0,,8.988,8.988,,102.68,0.0875,0.0875,0.0875,102.68,0.0875,0.0875,0.0875,
12/31/1995,471.122009,,-421.822998,,49.299011,,-33.973999,,,15.325,0.487,,0.694,,0.0,-1.181,15.812,-6.262,9.55,0.0,,,9.55,0.0,9.55,0.0,,9.55,9.55,,102.043999,0.0925,0.0925,0.0925,103.208,0.0925,0.0925,0.0925,
03/31/1996,487.020996,,-434.303009,,52.717987,,-36.542,,,16.176001,0.182,,0.694,,0.0,-0.876,16.358001,-6.478,9.88,0.0,,,9.88,0.0,9.88,0.0,,9.88,9.88,,102.400002,0.0975,0.0975,0.0975,103.924004,0.095,0.095,0.095,
06/30/1996,436.820007,,-383.458008,,53.362,,-36.709999,,,16.652,0.533,,0.694,,0.0,-1.227,17.185,-6.805,10.38,0.0,,,10.380001,0.0,10.38,0.0,,10.38,10.38,,102.959999,0.1,0.1,0.1,104.396004,0.1,0.1,0.1,
09/30/1996,404.006989,,-351.321991,,52.684998,,-36.23,,,16.455,1.011,,0.695,,0.0,-1.706,17.466,-6.916,10.55,0.0,,,10.55,0.0,10.55,0.0,,10.55,10.55,,102.940004,0.1025,0.1025,0.1025,103.392,0.1025,0.1025,0.1025,
12/31/1996,433.648987,,-380.207001,,53.441986,,-36.452,,,16.99,1.007,,0.605,,0.0,-1.612,17.997,-7.127,10.87,0.0,,,10.87,0.0,10.87,0.0,,10.87,10.87,,103.531998,0.105,0.105,0.105,103.531998,0.105,0.105,0.105,
03/31/1997,437.734985,,-382.704987,,55.029999,,-37.269001,,,17.761,1.146,,0.709,,0.0,-1.855,18.907,-7.487,11.42,0.0,,,11.42,0.0,11.42,0.0,,11.42,11.42,,102.736,0.11,0.11,0.11,103.739998,0.11,0.11,0.11,
06/30/1997,430.177002,,-373.230011,,56.946991,,-38.351002,,,18.596001,1.222,,0.387,,0.0,-1.609,19.818001,-7.848,11.97,0.0,,,11.970001,0.0,11.97,0.0,,11.97,11.97,,102.963997,0.1175,0.1175,0.1175,104.052002,0.115,0.115,0.115,
09/30/1997,479.054993,,-410.756012,,68.298981,,-48.084999,,,20.214001,0.513,,1.258,,0.0,-1.771,20.727001,-8.092,12.635,0.0,,,12.635001,0.0,12.635,0.0,,12.635,12.635,,103.031996,0.1225,0.1225,0.1225,104.724,0.12,0.12,0.12,
