Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Source: Bloomberg
03/31/1978,,,,,,,,,3.39,,,
06/30/1978,,,,,,,,,3.88,,,
09/30/1978,,,,,,,,,3.96,,,
12/31/1978,,,,,,,,,3.41,,,
03/31/1979,,,,,,,,,3.31,,,
06/30/1979,,,,,,,,,3.62,,,
09/30/1979,,,,,,,,,4.06,,,
12/31/1979,,,,,,,,,3.8,,,
03/31/1980,,,,,,,,,3.39,,,
06/30/1980,,,,,,,,,3.98,,,
09/30/1980,,,,,,,,,4.01,,,
12/31/1980,,,,,,,,,3.78,,,
03/31/1981,,,,,,,,,4.61,,,
06/30/1981,,,,,,,,,5.78,,,
09/30/1981,,,,,,,,,4.97,,,
12/31/1981,,,,,,,,,5.42,,,
03/31/1982,,,,,,,,,4.97,,,
06/30/1982,,,,,,,,,5.08,,,
09/30/1982,,,,,,,,,6.72,,,
12/31/1982,,,,,,,,,6.64,,,
03/31/1983,,,,,,,,,7.89,,,
06/30/1983,,,,,,,,,8.28,,,
09/30/1983,,,,,,,,,9.01,,,
12/31/1983,,,,,,,,,9.27,,,
03/31/1984,,,,,,,,,9.3,,,
06/30/1984,,,,,,,,,9.56,,,
09/30/1984,,,,,,,,,10.83,,,
12/31/1984,,,,,,,,,11.82,,,
03/31/1985,,,,,,,,,13.96,,,
06/30/1985,,,,,,,,,14.38,,,
09/30/1985,,,,,,,,,13.02,,,
12/31/1985,,,,,,,,,14.17,,,
03/31/1986,,,,,,,,,18.07,,,
06/30/1986,,,,,,,,,18.91,,,
09/30/1986,,,,,,,,,15.89,,,
12/31/1986,,,,,,,,,15.16,,,
03/31/1987,,,,,,,,,18.33,,,
06/30/1987,,,,,,,,,16.82,,,
09/30/1987,,,,,,,,,16.09,,,
12/31/1987,,,,,,,,,13.96,,,
03/31/1988,,,,,,,,,15.89,,,
06/30/1988,,,,,,,,,16.46,,,
09/30/1988,,,,,,,,,16.56,,,
12/31/1988,,,,,,,,,15.78,,,
03/31/1989,,,,,,,,,17.66,,,
06/30/1989,,,,,,,,,18.75,,,
09/30/1989,,,,,,,,,22.44,,,
12/31/1989,,,,,,,,,20.44,,,
03/31/1990,,0.171093,0.171093,0.171093,1.54139,,,,19.81,2753.669196,0.17134,
06/30/1990,,0.175484,0.192685,0.161938,1.540913,,,,20.31,2825.486503,0.169663,
09/30/1990,,0.161177,0.178455,0.137723,1.31383,,,,17.75,2470.161026,0.149017,
12/31/1990,9.995227,0.15852,0.180943,0.125376,1.488649,,1.072891,,20.94,3529.478922,0.151902,
03/31/1991,12.146919,0.138367,0.15546,0.121644,1.788658,,1.30413,,25.63,4345.105101,0.189142,
06/30/1991,11.573086,0.164443,0.181967,0.148606,1.698767,,1.27446,,24.94,4235.310983,0.189722,
09/30/1991,13.472941,0.173444,0.187007,0.156047,1.909057,,1.478749,,28.63,4868.932187,0.206115,
12/31/1991,21.686567,0.163963,0.176781,0.156292,1.996033,,1.583919,,29.06,4958.972644,0.215549,
03/31/1992,20.103093,0.21512,0.228084,0.177572,1.957242,,1.643926,,29.25,5001.516129,0.223631,
06/30/1992,20.203279,0.236754,0.251385,0.219364,1.999322,,1.792525,,30.81,5252.858655,0.235296,
09/30/1992,18.275229,0.233204,0.24939,0.221473,1.890822,,1.808994,,29.88,5103.504091,0.228916,
12/31/1992,13.62475,0.249157,0.263851,0.227968,2.109128,,2.130234,,34.13,5852.33936,0.250363,
03/31/1993,14.211946,0.249554,0.28563,0.238846,2.221033,,2.33731,,36.88,6349.703252,0.286796,
06/30/1993,12.852337,0.277723,0.31173,0.253746,2.021704,,2.201731,,34.38,5964.861278,0.27254,
09/30/1993,14.203267,0.280535,0.31614,0.266594,2.262693,,2.503606,,39.13,6730.829302,0.303363,
12/31/1993,11.837456,0.27416,0.307939,0.246758,1.902318,,2.124666,,33.5,5741.096234,0.245846,
03/31/1994,11.140351,0.240128,0.255974,0.22383,1.759268,,2.012848,,31.75,5442.458012,0.244284,
06/30/1994,11.34589,0.253567,0.270289,0.23659,1.800889,,2.057433,,33.13,5671.259886,0.255255,
09/30/1994,10.714286,0.254338,0.269662,0.244622,1.712975,,1.942736,,32.25,5507.009823,0.247443,
12/31/1994,10.303514,0.252196,0.261867,0.238716,1.67735,,1.871142,,32.25,5512.621694,0.23896,
03/31/1995,10.95679,0.252649,0.268325,0.237828,1.784986,,1.947155,,35.5,6077.848526,0.263001,
06/30/1995,10.514706,0.267575,0.280633,0.256182,1.723129,,1.816999,,35.75,6091.799782,0.254974,
09/30/1995,12.393678,0.280572,0.320947,0.255322,2.030649,,2.070129,,43.13,7346.160554,0.290557,
12/31/1995,13.071429,0.30727,0.324382,0.291492,2.065296,,2.096461,160.452702,45.75,7793.923975,0.295574,
03/31/1996,12.713068,0.292102,0.310051,0.272909,2.027517,,1.979706,245.441565,44.75,7561.318104,0.291846,
06/30/1996,12.571839,0.285698,0.303323,0.273734,1.972481,,1.916567,12.22085,43.75,7297.412682,0.280958,
09/30/1996,14.0625,0.294469,0.318718,0.265942,2.192979,,2.120125,12.536467,49.5,8178.043373,0.298075,
12/31/1996,15.479452,0.328304,0.361303,0.264271,2.467406,,2.367235,9.282878,56.5,11370.794839,0.321919,
03/31/1997,14.533333,0.278652,0.309711,0.258424,2.429082,,2.234823,11.606318,54.5,8929.497681,0.309711,
06/30/1997,15.224543,0.338536,0.376483,0.307608,2.528047,,2.314075,8.077866,58.31,9302.777009,0.321472,
09/30/1997,18.414322,0.354127,0.385259,0.311209,3.089705,,2.777013,9.687884,72.0,13956.264404,0.378111,
12/31/1997,20.539241,0.372267,0.437873,0.312289,3.228814,,3.05251,10.968461,81.13,16706.857668,0.391685,
03/31/1998,20.97181,0.362494,0.438184,0.337696,3.338359,3.786135,3.114218,13.214363,84.81,17481.96983,0.438619,
06/30/1998,20.341839,0.428726,0.464689,0.408881,3.247828,,3.043843,21.574048,84.5,17459.643593,0.437416,
09/30/1998,19.899626,0.433935,0.461021,0.379491,3.305392,3.796789,3.022157,12.92327,85.25,17284.523354,0.445395,
12/31/1998,19.631791,0.465045,0.509807,0.427109,3.324902,3.807757,3.031587,10.904102,87.44,17749.095178,0.43296,
03/31/1999,17.688453,0.429115,0.447593,0.394883,3.032672,3.464115,2.783802,9.474583,81.19,16473.288214,0.408887,
06/30/1999,18.127119,0.436721,0.459248,0.409064,3.188464,3.731586,2.88738,7.112241,85.56,17302.8846,0.423929,
09/30/1999,16.279503,0.396148,0.422543,0.373143,2.832524,3.408172,2.600871,7.766054,78.63,15941.681792,0.401464,
12/31/1999,13.682092,0.396805,0.446897,0.329928,2.425257,2.906702,2.192958,8.069778,68.0,13723.215759,0.328413,
03/31/2000,13.844262,0.298375,0.326581,0.262293,2.339535,2.976419,2.175041,,67.56,13677.926931,0.312883,
06/30/2000,13.009592,0.29941,0.347339,0.256475,1.857674,2.237682,1.749921,,54.25,11027.234657,0.258939,
09/30/2000,13.793187,0.272205,0.287578,0.258032,1.893935,2.374714,1.759342,,56.69,11534.374416,0.260591,
12/31/2000,14.388614,0.240729,0.266888,0.219495,1.881608,2.351691,1.752507,,58.13,11825.036886,0.266257,
03/31/2001,14.876543,0.29252,0.312335,0.257004,1.846023,2.364757,1.780868,,60.25,12672.684155,0.277804,
06/30/2001,15.301075,0.297037,0.337988,0.265816,2.240955,2.81564,2.080018,,71.15,14466.431311,0.32672,
