Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/01/1990,681.244019,,-399.320007,,281.924011,,-197.311005,,,84.612999,-5.203,,5.715,,,,-0.512,79.409999,-32.32,47.09,0.0,,,47.089999,0.0,47.09,0.0,,47.09,47.09,,360.743988,0.13,0.13,,360.743988,0.13,0.13,0.13,
07/01/1990,535.861023,,-314.161987,,221.699036,,-164.505997,,,57.193001,54.863,,6.047,,,,-60.91,112.056001,-46.212002,65.844002,0.0,,,65.843999,0.0,65.844002,0.0,,65.844002,65.844002,,360.743988,0.1825,0.1825,0.1825,360.743988,0.1825,0.1825,0.1825,
09/30/1990,735.437988,,-433.43399,,302.003998,,-201.362,,,100.641998,-7.908,,8.201,,,,-0.293,92.733998,-36.176998,56.556999,0.0,,,56.557,0.0,56.556999,0.0,,56.556999,56.556999,,360.743988,0.1575,0.1575,,360.743988,0.1575,0.1575,0.1575,
12/31/1990,763.065918,,-441.444,,321.621918,,-213.488998,,,108.133003,-30.815,,6.356,,,,24.459,77.318003,-30.927,46.390999,0.0,,,46.391003,0.0,46.390999,0.0,,46.390999,46.390999,,360.743988,0.1275,0.1275,0.1275,360.743988,0.1275,0.1275,0.1275,
03/31/1991,684.565002,,-411.832001,,272.733002,,-188.638,,,84.095001,-5.14,,5.835,,,,-0.695,78.955001,-30.319,48.636002,0.0,,,48.636001,0.0,48.636002,0.0,,48.636002,48.636002,,360.743988,0.135,0.135,,360.743988,0.135,0.135,0.135,
06/30/1991,585.166016,,-339.463013,,245.703003,,-186.177002,,,59.526001,-7.224,,7.828,,0.0,,-0.604,52.302001,-20.399,31.903,0.0,,,31.903001,0.0,31.903,0.0,,31.903,31.903,,360.743988,0.0875,0.0875,0.0875,360.743988,0.0875,0.0875,0.0875,
09/29/1991,765.502014,,-445.747986,,319.754028,,-202.942001,,,116.811996,-8.625,,9.059,,,,-0.434,108.186996,-44.102001,64.084999,0.0,,,64.084995,0.0,64.084999,0.0,,64.084999,64.084999,,360.743988,0.1775,0.1775,,360.743988,0.1775,0.1775,0.1775,
12/31/1991,863.932007,,-497.361115,,366.570892,,-236.701996,,,129.869003,-5.855999,,6.546999,,,,-0.691,124.013004,-49.109001,74.903999,0.0,,,74.904003,0.0,74.903999,0.0,,74.903999,74.903999,,360.743988,0.2075,0.2075,0.2075,360.743988,0.2075,0.2075,0.2075,
03/29/1992,800.96698,,-463.437988,,337.528992,,-233.276001,,,104.252998,-5.221,,5.912,,,,-0.691,99.031998,-40.108002,58.924,0.0,,,58.923996,0.0,58.924,0.0,,58.924,58.924,,360.743988,0.1625,0.1625,0.1625,360.743988,0.1625,0.1625,0.1625,
06/28/1992,621.840027,,-355.049011,,266.791016,,-210.117996,,,56.673,-5.731,,6.415,,,,-0.684,50.942,-16.466999,34.474998,0.0,,,34.475001,0.0,34.474998,0.0,,34.474998,34.474998,,360.743988,0.0975,0.0975,0.0975,360.743988,0.0975,0.0975,0.0975,
09/27/1992,827.474976,,-474.683014,,352.791962,,-232.227997,,,120.564003,-7.971,,8.592,,,,-0.621,112.593003,-45.713001,66.879997,0.0,,,66.880002,0.0,66.879997,0.0,,66.879997,66.879997,,360.743988,0.185,0.185,,360.743988,0.185,0.185,0.185,
12/31/1992,969.522888,,-540.217896,,429.304992,,-282.566986,,,146.738007,-8.317,,8.789,,,,-0.472,138.421007,-56.102001,82.319023,0.0,,,82.319006,0.0,82.319023,0.0,,82.319023,82.319023,,360.744628,0.2275,0.2275,0.2275,360.744628,0.2275,0.2275,0.2275,
04/04/1993,897.788025,,-510.769012,,387.019012,,-273.244995,,,113.774002,73.081,,8.28,,0.0,,-81.361,186.855002,-81.800003,105.055,103.907997,,,1.147002,0.0,1.147,0.0,,1.147,1.147,,360.743988,0.0025,0.29,,360.743988,0.0025,0.29,0.29,
07/04/1993,618.429993,,-363.596008,,254.833984,,-205.768005,,,49.066002,-6.192,,7.509,,0.0,,-1.317,42.874002,-16.849001,26.025,0.0,,,26.025001,0.0,26.025,0.0,,26.025,26.025,,360.743988,0.0725,0.0725,,360.743988,0.0725,0.0725,0.0725,
10/03/1993,935.661987,,-544.815979,,390.846008,,-257.174011,,,133.671997,-6.345,,6.902,,0.0,,-0.557,127.326997,-53.355999,73.971001,0.0,,,73.970998,0.0,73.971001,0.0,,73.971001,73.971001,,360.497894,0.205,0.205,,360.497894,0.205,0.205,0.205,
12/31/1993,1036.369019,,-576.320923,,460.048096,,-299.332001,,,160.716003,-6.896999,,7.533001,,0.0,,-0.636002,153.819004,-61.63699,92.181999,0.0,,,92.182014,0.0,92.181999,0.0,,92.181999,92.181999,,353.955992,0.26,0.26,0.26,353.955992,0.26,0.26,0.26,
04/03/1994,883.890015,,-526.728027,,357.161987,,-261.569,,,95.593002,-7.526,,9.253,,0.0,,-1.727,88.067002,-35.050999,53.015999,0.0,,,53.016003,0.0,53.015999,0.0,,53.015999,53.015999,,349.656006,0.1525,0.1525,,349.656006,0.1525,0.1525,0.1525,
07/03/1994,675.982971,,-403.100006,,272.882965,,-222.313004,,,50.57,-8.503,,9.595,,0.0,,-1.092,42.066999,-16.742001,25.325001,0.0,,,25.324999,0.0,25.325001,0.0,,25.325001,25.325001,,348.380005,0.0725,0.0725,,348.380005,0.0725,0.0725,0.0725,
10/02/1994,966.510986,,-561.968018,,404.542969,,-259.578003,,,144.964996,-10.309,,11.171,,0.0,,-0.862,134.655997,-53.592999,81.063004,0.0,,,81.062998,0.0,81.063004,0.0,,81.063004,81.063004,,347.23175,0.2325,0.2325,,347.23175,0.2325,0.2325,0.2325,
12/31/1994,1079.886963,,-605.759888,,474.127075,,-290.654999,,,183.472,-115.123997,,7.23,,0.0,,107.893997,68.348003,-43.533009,24.814989,0.0,,,24.814994,0.0,24.814989,0.0,,24.814989,24.814989,,346.980012,0.0725,0.0725,0.0725,346.980012,0.0725,0.0725,0.0725,
04/02/1995,867.445984,,-503.360992,,364.084991,,-253.548004,,,110.537003,-9.144,,9.89,,0.0,,-0.746,101.393002,-40.759998,60.632999,0.0,,,60.633004,0.0,60.632999,0.0,,60.632999,60.632999,,346.911987,0.175,0.175,,346.911987,0.175,0.175,0.175,
07/02/1995,722.268982,,-423.763,,298.505981,,-235.716995,,,62.789001,-7.849,,8.675,,0.0,,-0.826,54.940001,-21.617001,33.323002,0.0,,,33.323001,0.0,33.323002,0.0,,33.323002,33.323002,,346.552002,0.095,0.095,,346.552002,0.095,0.095,0.095,
10/01/1995,981.101013,,-572.442993,,408.65802,,-261.709991,,,146.947998,-13.424,,13.942,,0.0,,-0.518,133.523998,-51.396999,82.126999,0.0,,,82.126998,0.0,82.126999,0.0,,82.126999,82.126999,,322.519989,0.255,0.255,,322.519989,0.255,0.255,0.255,
12/31/1995,1119.850952,,-626.706909,,493.144043,,-302.783112,,,190.360992,-14.265,,15.061,,0.0,,-0.796,176.095992,-70.259987,105.835999,0.0,,,105.836005,0.0,105.835999,0.0,,105.835999,105.835999,,309.336,0.3425,0.3425,0.3425,309.336,0.3425,0.3425,0.3425,
03/31/1996,931.513977,,-549.747986,,381.765991,,-270.35199,,,111.414001,-12.224,,13.116,,0.0,,-0.892,99.190001,-39.775002,59.415001,0.0,,,59.415,0.0,59.415001,0.0,,59.415001,59.415001,,309.256012,0.192,0.192,0.192,314.399994,0.19,0.19,0.19,
06/30/1996,796.343018,,-469.798004,,326.545013,,-247.395004,,,79.150002,-10.958,,12.221,,0.0,,-1.263,68.192002,-27.344999,40.847,0.0,,,40.847003,0.0,40.847,0.0,,40.847,40.847,,308.575989,0.132,0.132,0.132,313.600006,0.13,0.13,0.13,
09/30/1996,1072.33606,,-613.973999,,458.362061,,-287.526001,,,170.835999,-13.457,,14.246,,0.0,,-0.789,157.378998,-63.109001,94.269997,0.0,,,94.269997,0.0,94.269997,0.0,,94.269997,94.269997,,307.424011,0.305,0.305,0.305,310.0,0.305,0.305,0.305,
12/31/1996,1189.11499,,-668.569092,,520.545898,,-318.813995,,,201.731995,-46.756001,,12.453,,0.0,,34.303001,154.975994,-76.321991,78.654007,0.0,,,78.654003,0.0,78.654007,0.0,,78.654007,78.654007,,307.415986,0.255,0.255,0.37,310.812012,0.255,0.255,0.365,
03/31/1997,1002.468994,,-589.281006,,413.187988,,-284.005005,,,129.182999,-15.682,,16.75,,0.0,,-1.068,113.500999,-44.606998,68.893997,0.0,,,68.894,0.0,68.893997,0.0,,68.893997,68.893997,,306.332001,0.225,0.225,0.225,309.429993,0.225,0.225,0.225,
06/30/1997,905.729004,,-530.317993,,375.411011,,-276.26001,,,99.151001,-15.851,,16.427,,0.0,,-0.576,83.300001,-32.736,50.563999,0.0,,,50.564001,0.0,50.563999,0.0,,50.563999,50.563999,,306.227997,0.165,0.165,0.165,310.127991,0.165,0.165,0.165,
09/28/1997,1151.609985,,-672.604004,,479.005981,,-292.592987,,,186.412994,-20.558001,,21.176001,,0.0,,-0.618,165.854994,-65.181999,100.672997,0.0,,,100.672995,0.0,100.672997,0.0,,100.672997,100.672997,,294.90799,0.34,0.34,0.34,298.832001,0.335,0.335,0.335,
