Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,164.811367,-21.426001,0.0,0,507.564011,650.949377,692.256012,73.320275,0.779729,,,,,164.811367,650.949377,57.763873,,
06/30/1990,164.811367,-15.39,0.0,0,494.345001,643.766368,664.603001,74.382,0.767895,,,,,164.811367,643.766368,57.126468,,
09/30/1990,50.359029,-21.027,0.0,0,483.459015,512.791043,655.304012,73.776294,0.942799,,,,,50.359029,512.791043,45.503994,,
12/31/1990,59.515216,-21.431999,0.0,0,440.486008,478.569224,524.695999,83.950708,0.920423,0.755821,42.786699,,,59.515216,478.569224,42.467223,,
03/31/1991,100.718058,-18.419001,0.0,0,427.546005,509.845062,506.809998,84.360215,0.83858,0.855798,65.727094,,,100.718058,509.845062,45.242574,,
06/30/1991,45.780935,-16.940001,0.0,0,153.961002,182.801937,229.131001,67.19344,0.842229,0.322086,52.559499,,,45.780935,182.801937,16.221458,,
09/30/1991,41.202842,-10.206,0.0,0,138.737999,169.73484,214.053001,64.814788,0.817381,0.314721,291.140376,,,41.202842,169.73484,15.061911,,
12/31/1991,45.780935,-12.08,0.0,0,248.871994,282.572929,324.271988,76.747916,0.880735,0.57072,114.960514,,,45.780935,282.572929,25.074925,,
03/31/1992,219.748489,-14.088,0.0,0,111.155003,316.815492,189.556004,58.639663,0.350851,0.614932,39.931371,,,219.748489,316.815492,28.113538,,
06/30/1992,186.873741,-18.111,0.0,0,116.359997,285.122738,200.332989,58.083293,0.408105,0.493221,16.473465,7.997384,,183.123741,281.372738,24.79347,,
09/30/1992,109.874245,-16.712,0.0,0,98.255003,191.417248,188.658003,52.081015,0.513303,0.301595,7.606789,3.617106,,109.874245,191.417248,16.985962,,
12/31/1992,109.874245,-17.421,0.0,0,192.150002,284.603247,246.195992,78.047575,0.67515,0.412528,9.187863,,,109.874245,284.603247,25.255091,,
03/31/1993,164.811367,-14.308,0.0,0,77.172001,227.675368,136.246998,56.641249,0.338956,0.318636,6.560682,,,164.811367,227.675368,20.203431,,
06/30/1993,165.925497,-16.642,70.200996,0,298.167,517.651493,493.345001,60.437827,0.575999,0.705656,14.075414,,,220.330496,572.056492,60.835763,,
09/30/1993,234.617257,-9.691,52.280998,0,293.677994,570.885249,542.625,54.121722,0.514426,0.733188,13.711338,,,294.299239,630.567231,61.744022,,
12/31/1993,249.982125,-15.829,48.868,0,333.605014,616.626139,590.644004,56.481571,0.541017,0.75932,13.7563,,,315.18675,681.830764,65.67538,,
03/31/1994,210.616256,-17.393,34.351002,0,320.428005,548.002263,584.540993,54.817029,0.58472,0.629654,11.391084,,,250.198171,587.584178,54.96512,,
06/30/1994,148.987997,-6.517,33.950001,0,339.041004,515.462002,611.067017,55.48344,0.657742,0.5629,10.3357,,,169.173377,535.647382,51.463859,,
09/30/1994,167.727997,-6.473,22.275999,0,338.952003,522.482999,620.202993,54.651785,0.648733,0.553424,10.480262,,,181.968002,536.723005,49.840982,,
12/31/1994,175.92375,-2.05,12.969,0,322.928013,509.770763,614.392027,52.56058,0.633477,0.510486,9.705113,,,183.421875,517.268888,46.725093,,
03/31/1995,194.912757,-6.346,9.24,0,333.126999,530.933756,633.06999,52.62088,0.627436,0.512237,9.836843,,,201.202499,537.223497,47.328734,,
06/30/1995,258.12899,-7.1,8.56,0,369.031006,628.619997,676.981994,54.5112,0.587049,0.596022,11.487729,,,267.168004,637.65901,56.011763,,
09/30/1995,280.850005,-6.378,8.197,0,369.070992,651.739996,686.858979,53.733154,0.566286,0.600372,11.549326,,,297.7,668.589991,58.014953,,
12/31/1995,327.452375,-6.228,7.981,0,359.969997,689.175372,688.961993,52.248165,0.52232,0.62203,11.666701,,,352.092125,713.815122,61.298174,,
03/31/1996,289.764757,-31.316999,7.803,0,400.585991,666.836748,739.049988,54.202828,0.600726,0.596719,10.981437,,,311.961244,689.033236,59.258574,,
06/30/1996,281.906999,-13.773,3.072,0,404.303989,675.509989,753.025992,53.690576,0.598517,0.586654,10.547098,,,295.721621,689.32461,59.006813,,
09/30/1996,233.252999,-17.806,3.072,0,408.836014,627.355013,769.778007,53.110898,0.651682,0.530566,9.343009,,,286.105746,680.20776,54.800403,,
12/31/1996,297.778,-8.138,2.947,0,405.300994,697.887994,778.990994,52.02897,0.580754,0.576077,10.133999,,,309.374,709.483994,60.934951,,
03/31/1997,293.690259,-19.018999,0.0,0,405.620987,680.292247,789.520973,51.375581,0.596245,0.542186,9.678364,,,365.273137,751.875124,58.777624,,
06/30/1997,307.646869,-22.580999,0.0,0,446.00901,731.07488,837.545013,53.251945,0.610073,0.56149,10.157062,,,380.135934,803.563945,63.121645,,
09/30/1997,459.482996,-10.855,0.0,0,448.891006,897.519003,855.181992,52.490699,0.500147,0.679105,12.206327,,,552.646485,990.682492,75.447126,,
12/31/1997,461.69775,-6.466,0.0,0,465.261001,920.492751,885.038997,52.569548,0.505448,0.697474,12.289623,,,461.14825,919.943251,78.253231,,
03/31/1998,541.595354,-15.08,0.0,0,519.464001,1045.979355,958.755985,54.181044,0.496629,0.781594,12.000819,,,604.954059,1109.33806,88.477364,,
06/30/1998,564.052491,-18.389,0.0,0,554.220993,1099.884484,1042.779999,53.14841,0.50389,0.80564,12.09023,,,550.068752,1085.900745,80.436193,,
09/30/1998,400.93938,-14.612,0.0,0,601.69899,988.026369,1103.68898,54.517079,0.608991,0.700758,10.663383,,,414.011246,1001.098235,72.388186,,
12/31/1998,448.941495,-43.884998,0.0,0,588.09201,993.148507,1102.333,53.34976,0.592149,0.663138,10.0859,,,462.873234,1007.080246,73.55566,,
03/31/1999,422.004389,-51.98,0.0,0,649.487976,1019.512365,1171.554962,55.438114,0.637057,0.651966,9.814706,,,449.376755,1046.884732,78.818116,,
06/30/1999,476.054995,-57.937,0.0,0,756.001984,1174.119978,1295.889984,58.338439,0.643888,0.708948,9.601976,,,486.9535,1185.018484,87.555555,,
09/30/1999,372.965621,-58.250999,0.0,0,801.379013,1116.093634,1361.162018,58.874623,0.718021,0.638631,8.507654,,,380.36374,1123.491754,83.22846,,
12/31/1999,339.702318,-34.394001,0.0,0,733.57399,1038.882307,1312.222992,55.90315,0.706118,0.56942,6.439806,-21.935514,-18.973721,344.147945,1043.327934,78.175589,,
03/31/2000,502.14188,-50.212,0.0,0,795.482,1247.41188,1392.201,57.138445,0.637706,0.656188,7.253533,-24.026776,-21.433719,511.462786,1256.732786,94.398921,,
