Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,1758.400024,,-408.899994,,1349.500031,,-746.799988,,,,,602.700012,27.200001,,12.0,,2.7,,-41.900002,629.900014,-222.199997,407.700012,0.0,,,407.700017,-3.9,403.799988,,,403.799988,403.799988,,2362.799927,0.171667,0.171667,,2362.799927,0.171667,0.171667,0.171667,
06/30/1990,1899.300049,,-440.600006,,1458.700043,,-761.900024,,,,,696.799988,23.799998,,17.200001,,-0.9,,-40.099998,720.599985,-248.399994,472.200012,0.0,,,472.199992,-2.0,470.200012,,,470.200012,470.200012,,2347.799927,0.2,0.2,,2347.799927,0.2,0.2,0.2,
09/30/1990,1914.300049,,-443.299988,,1471.000061,,-797.200012,,,,,673.799988,25.1,,18.200001,,-3.1,,-40.200001,698.899988,-226.0,472.899994,0.0,,,472.899988,-7.9,465.0,,,465.0,465.0,,2340.0,0.198333,0.198333,,2340.0,0.198333,0.198333,0.198333,
12/31/1990,2099.5,,-485.299988,,1614.200012,,-936.099976,,,,,678.099976,2.799998,,22.4,,10.9,,-36.099998,680.899974,-221.0,459.899994,0.0,,,459.899974,-17.700001,442.200012,,,442.200012,442.200012,,2326.43994,0.19,0.19,0.19,2326.43994,0.19,0.19,0.19,
03/31/1991,2048.899902,,-461.100006,,1587.799896,,-867.299988,,,,,720.5,21.1,,19.700001,,1.4,,-42.200001,741.6,-256.899994,484.700012,0.0,,,484.700006,-1.2,483.5,,,483.5,483.5,,2320.799927,0.208333,0.208333,,2320.799927,0.208333,0.208333,0.208333,
06/30/1991,2122.399902,,-472.100006,,1650.299896,,-836.0,,,,,814.299988,16.599999,,18.6,,10.3,,-45.5,830.899987,-270.0,560.900024,0.0,,,560.899987,-4.9,556.0,,,556.0,556.0,,2320.200073,0.24,0.24,,2320.200073,0.24,0.24,0.24,
09/30/1991,2117.399902,,-486.200012,,1631.19989,,-840.799988,,,,,790.400024,25.5,,17.1,,6.9,,-49.5,815.900024,-257.200012,558.700012,0.0,,,558.700012,-6.3,552.400024,,,552.400024,552.400024,,2319.600037,0.238333,0.238333,,2319.600037,0.238333,0.238333,0.238333,
12/31/1991,2314.0,,-515.5,,1798.5,,-1014.0,,,,,784.5,18.999999,,13.3,,13.0,,-45.299999,803.499999,-260.899994,542.599976,0.0,,,542.600005,-12.8,529.799988,,,529.799988,529.799988,,2319.09906,0.228333,0.228333,0.228333,2319.09906,0.228333,0.228333,0.228333,
03/31/1992,2223.399902,,-470.600006,,1752.799896,,-936.099976,,,,,816.700012,26.799998,,13.0,,7.8,,-47.599998,843.50001,-281.100006,562.400024,462.399994,,,100.00001,-3.4,96.599998,,,96.599998,96.599998,,2317.998047,0.04,0.239482,,2317.998047,0.04,0.239482,0.239482,
06/30/1992,2373.699951,,-531.400024,,1842.299927,,-926.5,,,,,915.799988,25.399998,,16.6,,8.1,,-50.099998,941.199986,-289.299988,651.900024,0.0,,,651.899998,-8.2,643.700012,0.0,,643.700012,643.700012,,2312.0,0.28,0.28,,2312.0,0.28,0.28,0.28,
09/30/1992,2464.300049,,-520.200012,,1944.100037,,-1067.099976,,,,,877.0,39.800003,,20.1,,9.9,,-69.800003,916.800003,-275.899994,640.900024,0.0,,,640.900009,-6.1,634.799988,0.0,,634.799988,634.799988,,2305.600098,0.275,0.275,,2305.600098,0.275,0.275,0.275,
12/31/1992,2601.100098,,-573.900024,,2027.200074,,-1145.199951,,,,,882.0,12.300001,,23.0,,20.4,,-55.700001,894.300001,-270.700012,623.599976,0.0,,,623.599989,-14.5,609.099976,0.0,,609.099976,609.099976,,2293.600098,0.265,0.265,0.265,2293.600098,0.265,0.265,0.265,
