Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,ST And LT Investments,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2013,364021.0,8477.0,,79855.0,40935.0,38920.0,0.0,109918.0,45156.0,64762.0,116855.0,18021.0,29053.0,37545.0,13743.0,3579.0,14914.0,11730.0,238503.0,-4250.0,234253.0,2606.0,2606.0,10054.0,9205.0,849.0,3636.0,189.0,0.0,24951.0,,76941.0,185182.0,144381.0,40801.0,0.0,262123.0,27608,,,,,27608.0,20049.0,,,,20049.0,1052.0,4941.0,580.0,5861.0,322214.0,4756,8237.0,21.0,8216.0,-9476.0,38667.0,-1071.0,41113.0,694.0,41807.0,364021.0,
03/31/2014,371289.0,7408.0,,85473.0,44761.0,40712.0,0.0,113832.0,45276.0,68556.0,116444.0,17129.0,15261.0,51708.0,13933.0,3466.0,14947.0,9942.0,240218.0,-4189.0,236029.0,2589.0,2589.0,10008.0,9204.0,804.0,,125.0,0.0,29657.0,,73363.0,187249.0,157918.0,29331.0,0.0,260612.0,30781,,,,,30781.0,23774.0,,,,23774.0,,1500.0,475.0,11404.0,328546.0,4936,8077.0,21.0,8056.0,-9693.0,39584.0,-850.0,42054.0,689.0,42743.0,371289.0,
06/30/2014,389065.0,12636.0,,90384.0,48389.0,41995.0,0.0,118251.0,45965.0,72286.0,118175.0,17642.0,28886.0,38747.0,14353.0,3352.0,15195.0,10466.0,246892.0,-4132.0,242760.0,2614.0,2614.0,10347.0,9422.0,925.0,,214.0,0.0,30110.0,,80266.0,195996.0,166531.0,29465.0,0.0,276262.0,29101,,,,,29101.0,25891.0,,,,25891.0,,1600.0,546.0,12279.0,345679.0,4936,8105.0,21.0,8084.0,-10232.0,40573.0,-682.0,42700.0,686.0,43386.0,389065.0,
09/30/2014,391284.0,6183.0,,96905.0,52674.0,44231.0,0.0,119787.0,46187.0,73600.0,118750.0,17858.0,15769.0,51957.0,14517.0,3235.0,15414.0,10993.0,249530.0,-4065.0,245465.0,2608.0,2608.0,12739.0,9401.0,3338.0,,168.0,0.0,27216.0,,78641.0,194456.0,165070.0,29386.0,0.0,273097.0,30045,,,,,30045.0,30768.0,,,,30768.0,,1800.0,480.0,11265.0,347455.0,4936,8134.0,21.0,8113.0,-10836.0,41543.0,-636.0,43141.0,688.0,43829.0,391284.0,
12/31/2014,402529.0,10654.0,,101043.0,56069.0,44974.0,0.0,123172.0,48176.0,74996.0,119398.0,18515.0,15916.0,51619.0,14822.0,3104.0,15422.0,10073.0,252643.0,-4039.0,248604.0,2618.0,2618.0,10213.0,9389.0,824.0,3584.0,472.0,0.0,25341.0,,77323.0,205410.0,166843.0,38567.0,0.0,282733.0,29893,,,,,29893.0,32260.0,56.0,56.0,,32204.0,1423.0,5311.0,472.0,6269.0,358361.0,4936,8154.0,21.0,8133.0,-11245.0,42530.0,-896.0,43479.0,689.0,44168.0,402529.0,
03/31/2015,410233.0,14072.0,,102423.0,56826.0,45597.0,0.0,125141.0,47747.0,77394.0,115042.0,17504.0,28795.0,38153.0,15216.0,0.0,15374.0,13130.0,253313.0,-4023.0,249290.0,2575.0,2575.0,10146.0,9363.0,783.0,,323.0,0.0,31404.0,,79220.0,207381.0,179853.0,27528.0,0.0,286601.0,28226,,,,,28226.0,35104.0,,,,35104.0,,1900.0,476.0,12961.0,365268.0,4936,8156.0,21.0,8135.0,-11564.0,43463.0,-714.0,44277.0,688.0,44965.0,410233.0,
06/30/2015,419075.0,17925.0,,103311.0,57078.0,46233.0,0.0,126878.0,47555.0,79323.0,116777.0,17788.0,16071.0,51337.0,15935.0,0.0,15646.0,13482.0,257137.0,-4013.0,253124.0,2551.0,2551.0,10118.0,9374.0,744.0,,259.0,0.0,31787.0,,86189.0,210659.0,186589.0,24070.0,0.0,296848.0,27784,,,,,27784.0,34141.0,,,,34141.0,,1800.0,348.0,12923.0,373844.0,4936,8176.0,21.0,8155.0,-12144.0,44434.0,-865.0,44537.0,694.0,45231.0,419075.0,
09/30/2015,415943.0,10450.0,,105086.0,60396.0,44690.0,,128017.0,47704.0,80313.0,121983.0,18583.0,16188.0,52349.0,16484.0,2709.0,15670.0,9263.0,259263.0,-3965.0,255298.0,2515.0,2515.0,10147.0,9368.0,779.0,,294.0,0.0,32153.0,,83549.0,211715.0,185861.0,25854.0,0.0,295264.0,26915,,,,,26915.0,32504.0,,,,32504.0,,1700.0,375.0,13418.0,370176.0,4936,8203.0,21.0,8182.0,-12756.0,45413.0,-721.0,45075.0,692.0,45767.0,415943.0,
12/31/2015,421853.0,11147.0,,105587.0,61997.0,43590.0,0.0,130539.0,47423.0,83116.0,125714.0,21012.0,16384.0,53496.0,16587.0,2619.0,15616.0,7780.0,264033.0,-3863.0,260170.0,2513.0,2513.0,10199.0,9361.0,838.0,3683.0,286.0,0.0,28268.0,,83766.0,216634.0,183796.0,32838.0,0.0,300400.0,27877,,,,,27877.0,32078.0,68.0,68.0,,32010.0,1285.0,5161.0,201.0,8034.0,375036.0,5686,8212.0,21.0,8191.0,-13125.0,46377.0,-1019.0,46131.0,686.0,46817.0,421853.0,
03/31/2016,428638.0,10981.0,,107025.0,64912.0,42113.0,0.0,134020.0,48034.0,85986.0,126073.0,19957.0,16332.0,54955.0,16657.0,2522.0,15650.0,8434.0,268527.0,-3853.0,264674.0,2486.0,2486.0,10188.0,9368.0,820.0,,3616.0,0.0,29668.0,,80407.0,225941.0,225941.0,,0.0,306348.0,23777,,,,,23777.0,34872.0,,,,34872.0,,1600.0,3669.0,10979.0,381245.0,5686,8204.0,21.0,8183.0,-13658.0,47267.0,-744.0,46755.0,638.0,47393.0,428638.0,
06/30/2016,438463.0,14038.0,,108520.0,66490.0,42030.0,0.0,135804.0,48625.0,87179.0,128483.0,20571.0,16481.0,55904.0,16799.0,2424.0,16304.0,8545.0,272832.0,-3806.0,269026.0,2459.0,2459.0,10155.0,9359.0,796.0,,806.0,0.0,33459.0,,86572.0,231018.0,231018.0,,0.0,317590.0,18433,,,,,18433.0,36941.0,,,,36941.0,,1500.0,827.0,15143.0,390434.0,5686,8238.0,21.0,8217.0,-14241.0,48269.0,-562.0,47390.0,639.0,48029.0,438463.0,
09/30/2016,454134.0,23664.0,,110028.0,67155.0,42873.0,0.0,136669.0,48818.0,87851.0,130599.0,20706.0,16467.0,56229.0,17559.0,2332.0,17306.0,9596.0,276864.0,-3797.0,273067.0,2449.0,2449.0,10113.0,9357.0,756.0,,3050.0,0.0,31763.0,,89101.0,245494.0,245494.0,,0.0,334595.0,15695,,,,,15695.0,37978.0,,,,37978.0,,1200.0,3153.0,13114.0,405735.0,5686,8265.0,21.0,8244.0,-14844.0,49231.0,-579.0,47759.0,640.0,48399.0,454134.0,
12/31/2016,445964.0,15705.0,,109275.0,66284.0,42991.0,0.0,136484.0,48556.0,87928.0,132887.0,21749.0,16369.0,57274.0,17571.0,2239.0,17685.0,8662.0,278033.0,-3813.0,274220.0,2443.0,2443.0,10056.0,9344.0,712.0,4869.0,427.0,0.0,28969.0,,86097.0,248493.0,218028.0,30465.0,0.0,334590.0,13963,,,,,13963.0,33323.0,72.0,72.0,,33251.0,1282.0,5348.0,2859.0,6666.0,398031.0,5686,8276.0,21.0,8255.0,-15280.0,50151.0,-1535.0,47298.0,635.0,47933.0,445964.0,
03/31/2017,449522.0,20319.0,,110424.0,67031.0,43393.0,0.0,137323.0,48440.0,88883.0,132619.0,20387.0,16163.0,58266.0,17522.0,2145.0,18136.0,6373.0,276315.0,-3816.0,272499.0,2432.0,2432.0,10019.0,9348.0,671.0,,222.0,0.0,33607.0,,85222.0,251651.0,251651.0,,0.0,336873.0,12183,,,,,12183.0,35948.0,,,,35948.0,,420.0,209.0,15456.0,401089.0,5601,8227.0,21.0,8206.0,-15660.0,51069.0,-1439.0,47798.0,635.0,48433.0,449522.0,
06/30/2017,463844.0,28964.0,,111114.0,67455.0,43659.0,0.0,138744.0,47532.0,91212.0,135102.0,20861.0,16310.0,58796.0,17695.0,2060.0,19380.0,7098.0,280944.0,-3856.0,277088.0,2413.0,2413.0,9995.0,9361.0,634.0,,203.0,0.0,34067.0,,93029.0,254233.0,254233.0,,0.0,347262.0,14412,,,,,14412.0,37814.0,,,,37814.0,,503.0,273.0,14631.0,414895.0,5601,8264.0,21.0,8243.0,-16332.0,52033.0,-1246.0,48320.0,629.0,48949.0,463844.0,
09/30/2017,459227.0,20540.0,,111790.0,67772.0,44018.0,0.0,138358.0,46909.0,91449.0,137099.0,20923.0,16308.0,59317.0,18530.0,1973.0,20048.0,7019.0,282476.0,-3908.0,278568.0,2402.0,2402.0,9965.0,9370.0,595.0,,2219.0,0.0,33743.0,,82152.0,260437.0,260437.0,,0.0,342589.0,15856,,,,,15856.0,34515.0,,,,34515.0,,,2049.0,14867.0,409876.0,5601,8296.0,21.0,8275.0,-16978.0,53023.0,-1219.0,48723.0,628.0,49351.0,459227.0,
12/31/2017,462040.0,19505.0,,112499.0,68137.0,44362.0,0.0,138024.0,46066.0,91958.0,139287.0,22180.0,16327.0,59783.0,18934.0,1903.0,20160.0,6675.0,283986.0,-3925.0,280061.0,2432.0,2432.0,10017.0,9434.0,583.0,4362.0,2482.0,0.0,30682.0,,87557.0,259658.0,226302.0,33356.0,0.0,347215.0,16651,,,,,16651.0,32259.0,68.0,68.0,,32191.0,485.0,3889.0,2367.0,9508.0,412374.0,5601,8303.0,21.0,8282.0,-17602.0,54142.0,-1404.0,49040.0,626.0,49666.0,462040.0,
03/31/2018,460119.0,19246.0,,111737.0,67125.0,44612.0,0.0,138237.0,45726.0,92511.0,136695.0,20901.0,16030.0,60477.0,18762.0,327.0,20198.0,7756.0,282688.0,-3918.0,278770.0,2441.0,2441.0,10048.0,9440.0,608.0,,264.0,0.0,37613.0,,82211.0,262315.0,262315.0,,0.0,344526.0,17703,,,,,17703.0,33201.0,,,,33201.0,,671.0,305.0,13901.0,410307.0,5601,8277.0,21.0,8256.0,-18047.0,55549.0,-2193.0,49187.0,625.0,49812.0,460119.0,
06/30/2018,461329.0,19021.0,,112402.0,66347.0,46055.0,0.0,138756.0,39399.0,99357.0,138598.0,21566.0,16083.0,61309.0,18567.0,313.0,20760.0,6079.0,283433.0,-3920.0,279513.0,2431.0,2431.0,9996.0,9425.0,571.0,,158.0,0.0,37808.0,,82215.0,257865.0,257865.0,,0.0,340080.0,18136,,,,,18136.0,37172.0,,,,37172.0,,691.0,151.0,14842.0,411072.0,5419,8489.0,21.0,8468.0,-18707.0,56742.0,-2315.0,49628.0,629.0,50257.0,461329.0,
09/30/2018,464607.0,20082.0,,110958.0,64912.0,46046.0,0.0,139239.0,39966.0,99273.0,140822.0,21869.0,15966.0,62904.0,18547.0,294.0,21242.0,5933.0,285994.0,-3954.0,282040.0,2438.0,2438.0,10157.0,9530.0,627.0,,2319.0,0.0,36613.0,,77146.0,254032.0,254032.0,,0.0,331178.0,23868,,,,,23868.0,40894.0,,,,40894.0,,915.0,2195.0,14550.0,413600.0,6176,8308.0,21.0,8287.0,-19414.0,57878.0,-2573.0,50375.0,632.0,51007.0,464607.0,
12/31/2018,467374.0,21453.0,,112165.0,66115.0,46050.0,0.0,141983.0,45134.0,96849.0,144827.0,23363.0,16122.0,65034.0,18719.0,279.0,21310.0,2056.0,288866.0,-3973.0,284893.0,2457.0,2457.0,9970.0,9369.0,601.0,5076.0,2010.0,0.0,29350.0,,81811.0,263664.0,219110.0,44554.0,0.0,345475.0,14139,,,,,14139.0,41340.0,66.0,66.0,,41274.0,548.0,4267.0,1795.0,8153.0,415717.0,6176,8298.0,21.0,8277.0,-20188.0,59065.0,-2322.0,51029.0,628.0,51657.0,467374.0,
03/31/2019,475775.0,18115.0,,114398.0,68113.0,46285.0,,142490.0,39421.0,103069.0,145209.0,22268.0,15883.0,66243.0,18976.0,263.0,21576.0,2725.0,290424.0,-3990.0,286434.0,3686.0,3686.0,10232.0,9547.0,685.0,,199.0,0.0,42711.0,,74587.0,273500.0,273500.0,,0.0,348087.0,15682,,303.0,17.0,286.0,15379.0,41790.0,1158.0,48.0,1110.0,40632.0,,495.0,172.0,16863.0,423089.0,6176,8261.0,21.0,8240.0,-20699.0,60092.0,-1773.0,52057.0,629.0,52686.0,475775.0,
06/30/2019,481719.0,16932.0,,115580.0,69197.0,46383.0,0.0,143314.0,39334.0,103980.0,148714.0,23426.0,15780.0,67913.0,19227.0,248.0,22120.0,3819.0,295847.0,-4019.0,291828.0,3690.0,3690.0,10251.0,9548.0,703.0,,155.0,0.0,43283.0,,76170.0,277007.0,277007.0,,0.0,353177.0,15319,,304.0,17.0,287.0,15015.0,42102.0,1142.0,48.0,1094.0,40960.0,,379.0,123.0,17079.0,428179.0,6176,8294.0,21.0,8273.0,-21465.0,61252.0,-1344.0,52913.0,627.0,53540.0,481719.0,
09/30/2019,487671.0,15272.0,,121079.0,74598.0,46481.0,0.0,143922.0,44855.0,99067.0,150716.0,23890.0,15453.0,69378.0,19583.0,233.0,22179.0,4528.0,299166.0,-4007.0,295159.0,3673.0,3673.0,10319.0,9632.0,687.0,,3625.0,0.0,38544.0,,82232.0,277483.0,277483.0,,0.0,359715.0,14579,,322.0,17.0,305.0,14257.0,42313.0,1093.0,54.0,1039.0,41220.0,,409.0,2167.0,14341.0,433524.0,6176,8319.0,21.0,8298.0,-22224.0,62419.0,-1173.0,53517.0,630.0,54147.0,487671.0,
12/31/2019,495426.0,22405.0,,122613.0,122613.0,0.0,0.0,143609.0,45441.0,98168.0,152493.0,24789.0,15036.0,70586.0,19435.0,220.0,22427.0,5578.0,301680.0,-4020.0,297660.0,3702.0,3702.0,10332.0,9655.0,677.0,5054.0,2897.0,0.0,30763.0,,75590.0,286326.0,243432.0,42894.0,0.0,361916.0,23723,,313.0,17.0,296.0,23410.0,41213.0,1103.0,57.0,1046.0,40110.0,966.0,4672.0,1983.0,8470.0,442943.0,6176,8304.0,21.0,8283.0,-24440.0,63186.0,-1373.0,51853.0,630.0,52483.0,495426.0,
03/31/2020,542909.0,46805.0,,123681.0,123681.0,0.0,0.0,167297.0,40980.0,126317.0,151008.0,22781.0,,71175.0,,,57052.0,4623.0,322928.0,-6216.0,316712.0,3660.0,3660.0,10578.0,9836.0,742.0,,829.0,0.0,40644.0,,91432.0,303422.0,303422.0,,0.0,394854.0,26344,,,,,26344.0,52298.0,,,,52298.0,,223.0,4561.0,12467.0,490747.0,6176,8281.0,21.0,8260.0,-25972.0,62544.0,503.0,51532.0,630.0,52162.0,542909.0,
06/30/2020,546652.0,52392.0,,128120.0,128120.0,0.0,0.0,161337.0,46716.0,114621.0,148998.0,21257.0,13932.0,71329.0,18694.0,193.0,23593.0,8178.0,318513.0,-7383.0,311130.0,3616.0,3616.0,10520.0,9842.0,678.0,,495.0,0.0,40379.0,,109723.0,303583.0,303583.0,,0.0,413306.0,20595,,,,,20595.0,42579.0,,,,42579.0,,900.0,3305.0,13487.0,494172.0,6176,8312.0,21.0,8291.0,-25962.0,62526.0,798.0,51850.0,630.0,52480.0,546652.0,
