Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/28/1996,330.78299,,,-238.949997,,91.832993,,-80.666,,,11.167,-9.512,,1.862,,0.0,,7.65,1.655,-1.246,0.409,0.0,,,0.409,0.0,0.409,0.0,,0.409,0.409,,107.713997,0.0,0.0,0.03,107.713997,0.0,0.0,0.03,
07/28/1996,345.044006,,,-245.477005,,99.567001,,-81.306,,,18.261,-14.318001,,2.357,,0.0,,11.961,3.942999,-1.779,2.164,0.0,,,2.163999,0.0,2.164,0.0,,2.164,2.164,,117.538002,0.02,0.02,0.02,117.538002,0.02,0.02,0.02,
10/27/1996,367.825989,,,-266.067993,,101.757996,,-82.015999,,,19.742001,-2.472,,2.625,,0.0,,-0.153,17.270001,-6.837,10.433,0.0,,,10.433001,0.0,10.433,0.0,,10.433,10.433,,118.943001,0.09,0.09,0.09,118.943001,0.09,0.09,0.09,
02/02/1997,529.015015,,,-371.470001,,157.545014,,-125.953003,,,31.591999,-22.183,,2.703,,0.0,,19.48,9.408999,-3.798,5.611,0.0,,,5.610999,0.0,5.611,0.0,0.0,5.611,5.611,,118.926003,0.05,0.05,0.17,118.926003,0.05,0.05,0.17,
05/04/1997,412.653992,,,-310.972992,,101.681,,-89.739998,,,11.941,-12.293,,2.712,,0.0,,9.581,-0.352,-0.394,-0.746,0.0,,,-0.746,0.0,-0.746,0.0,,-0.746,-0.746,,114.294998,-0.01,-0.01,0.05,114.294998,-0.01,-0.01,0.05,
08/03/1997,425.859985,,,-329.412994,,96.446991,,-105.166,,,-8.719,-48.231999,,3.404,,0.0,,44.827999,-56.950999,21.235001,-35.716,0.0,,,-35.715998,0.0,-35.716,0.0,,-35.716,-35.716,,114.758003,-0.31,-0.31,0.02,114.758003,-0.31,-0.31,0.02,
11/02/1997,441.455994,,,-337.377991,,104.078003,,-98.714996,,,5.363,-4.889,,3.492,,0.0,,1.397,0.474,-0.294,0.18,0.0,,,0.18,0.0,0.18,0.0,,0.18,0.18,,115.224998,0.0,0.0,0.01,115.852997,0.0,0.0,0.01,
02/01/1998,510.628998,,,-378.648987,,131.980011,,-119.028999,,,12.951,-5.658,,4.313,,0.0,,1.345,7.293,-2.812,4.481,2.629,,,1.852,0.0,1.852,0.0,,1.852,1.852,,115.401001,0.02,0.02,0.05,115.871002,0.02,0.02,0.05,
05/03/1998,496.563995,,,-374.423004,,122.140991,,-117.111,,,5.03,-4.782,5.264,5.264,,0.0,,-0.482,0.248,-0.095,0.153,0.0,,,0.153,0.0,0.153,0.0,,0.153,0.153,,115.745003,0.0,0.0,0.0,116.763,0.0,0.0,0.0,
08/02/1998,509.846008,,,-388.252014,,121.593994,,-119.491997,,,2.102,-4.831,5.969,5.969,,0.0,,-1.138,-2.729,1.051,-1.678,0.0,,,-1.678,0.0,-1.678,0.0,,-1.678,-1.678,,116.103996,-0.01,-0.01,0.02,116.103996,-0.01,-0.01,0.02,
11/01/1998,521.190979,,,-395.571991,,125.618988,,-111.522003,,,14.097,-5.138,5.904,5.904,,0.0,,-0.766,8.959,-3.628,5.331,0.0,,,5.331,0.0,5.331,0.0,,5.331,5.331,,116.431999,0.05,0.05,0.05,116.807999,0.05,0.05,0.05,
01/31/1999,581.721,,,-422.955,,158.766,,-122.739,,,36.027,-3.399,4.51,5.913,-1.403,0.0,,-1.111,32.628,-13.165,19.463,0.0,,,19.463,0.0,19.463,0.0,0.0,19.463,19.463,-6.508,116.594,0.17,0.17,0.114,140.448,0.15,0.15,0.104,
05/02/1999,564.112,,,-422.134003,,141.977997,,-130.477005,,,11.501,-4.643,5.953,5.953,,0.0,,-1.31,6.858,-2.777,4.081,0.528,,,3.553,0.0,3.553,0.0,,3.553,3.553,,116.824997,0.03,0.03,0.03,117.822998,0.03,0.03,0.03,
08/01/1999,564.537,,,-420.643,,143.894,,-132.561,,,11.333,-6.596,5.194,5.906,-0.712,0.0,,1.402,4.737,-2.694,2.043,0.0,,,2.043,0.0,2.043,0.0,,2.043,2.043,4.0,117.135,0.02,0.02,0.05,118.483,0.02,0.02,0.05,
10/31/1999,511.835999,,,-379.867004,,131.968994,,-115.991997,,,15.977,-49.701,6.103,6.103,,0.0,,43.598,-33.724,0.495,-33.229,0.0,,,-33.228999,0.0,-33.229,0.0,,-33.229,-33.229,,114.598999,-0.29,-0.29,0.03,114.598999,-0.29,-0.29,0.03,
01/30/2000,570.005005,,,-315.940002,,254.065003,,-105.932999,,,148.132004,-132.819998,,3.76,,0.0,,129.059998,15.312006,-20.101,-4.789,0.0,,,-4.788994,0.0,-4.789,0.0,0.0,-4.789,-4.789,,111.891998,-0.04,-0.04,0.07,111.891998,-0.04,-0.04,0.07,
04/30/2000,533.984,,,-396.553,,137.431,0.0,-127.075,,,10.356,-10.815,5.008,5.244,-0.236,,,0.0,-0.459,0.203,-0.256,-0.843,,,0.587,,0.587,0.0,0.0,0.587,0.587,,111.402,0.01,0.01,0.01,111.494,0.01,0.002439,0.01,
07/30/2000,538.572998,,,-401.072998,,137.5,,-124.170998,,,13.329,-19.885,,5.821,-1.355,0.0,,15.419,-6.556,3.544,-3.012,0.0,,,-3.012,0.0,-3.012,0.0,0.0,-3.012,-3.012,,111.124001,-0.02,-0.02,0.07,111.124001,-0.02,-0.02,0.07,
10/29/2000,541.315979,,,-407.71701,,133.598969,,-128.641006,,,4.958,-11.413,,5.843,-1.015,0.0,,6.585,-6.455,3.241,-3.214,0.0,,,-3.214,0.0,-3.214,0.0,0.0,-3.214,-3.214,,111.273003,-0.02,-0.02,-0.01,111.273003,-0.02,-0.02,-0.01,
01/28/2001,610.349,,,-489.885,,120.464,,-124.447,,,-3.983,-11.024,5.726,5.889,-0.163,0.0,,5.298,-15.007,-9.715,-24.722,0.0,,,-24.722,0.3,-24.422,0.0,0.0,-24.422,-24.422,,111.405,-0.24,-0.24,-0.2,111.405,-0.24,-0.24,-0.2,
04/29/2001,582.197998,,,-432.506012,,149.691986,,-142.955002,,,6.737,-5.592,5.592,6.038,-0.446,0.0,,0.0,1.145,-0.492,0.653,0.0,,,0.653,0.583,1.236,0.0,0.0,1.236,1.236,,111.511002,0.01,0.01,0.01,111.888,0.01,0.01,0.01,
07/29/2001,582.432983,,,-434.381989,,148.050995,,-155.677994,,,-7.627,-6.117,6.117,7.074,-0.957,0.0,,0.0,-13.744,15.842,2.098,0.0,,,2.098,0.72,2.818,0.0,0.0,2.818,2.818,,111.656998,0.03,0.03,0.08,113.636002,0.02,0.02,0.07,
10/28/2001,598.61499,,,-437.804993,,160.809998,,-146.567993,,,14.242,-5.003,5.003,5.267,-0.264,0.0,,0.0,9.238999,-3.884,5.355,0.0,,,5.354999,0.462,5.817,0.0,0.0,5.817,5.817,,111.889999,0.05,0.05,0.05,114.398003,0.05,0.05,0.05,
02/03/2002,737.766,,,-522.834,,214.932,,-157.612,,,57.32,-8.717,8.717,9.057,-0.34,0.0,,0.0,48.603,-19.438,29.165,0.0,,,29.165,0.531,29.696,0.0,0.0,29.696,29.696,,112.346,0.26,0.26,0.23,135.822,0.23,0.23,0.2,
05/05/2002,645.788025,,,-464.25,,181.538025,,-140.434006,,,41.104,-4.802,4.802,5.449,-0.647,0.0,,0.0,36.302,-14.157,22.145,0.0,,,22.145001,0.0,22.145,0.0,0.0,22.145,22.145,,125.560997,0.18,0.18,0.18,138.389008,0.17,0.17,0.17,
08/04/2002,651.466,,,-465.075,,186.391,,-146.608,,,39.783,-4.813,4.813,5.458,-0.645,0.0,,0.0,34.97,-13.461,21.509,0.0,,,21.509,0.0,21.509,0.0,0.0,21.509,21.509,,133.718,0.16,0.16,0.16,139.853,0.15,0.15,0.15,
11/03/2002,657.406,,,-465.792,,191.614,,-154.602,,,37.012,-4.105,4.105,4.855,-0.75,0.0,,0.0,32.907,-12.258,20.649,0.0,,,20.649,0.0,20.649,0.0,0.0,20.649,20.649,,137.839,0.15,0.15,0.15,143.994,0.14,0.14,0.14,
02/02/2003,740.524,,,-512.027,,228.497,,-174.55,,,53.947,-4.313,4.313,5.074,-0.761,0.0,,0.0,49.634,-25.082,24.552,0.0,,,24.552,0.0,24.552,0.0,0.0,24.552,24.552,,139.292,0.18,0.18,0.27,144.717,0.17,0.17,0.26,
05/04/2003,695.541992,,,-492.06601,,203.475983,,-160.289001,,,43.187,-4.25,,4.863,-0.562,0.0,,-0.051,38.937,-15.091,23.846001,0.0,,,23.846001,0.0,23.846001,0.0,0.0,23.846001,23.846001,,140.222,0.17,0.17,0.17,144.638,0.16,0.16,0.16,
08/03/2003,724.864014,,,-512.14502,,212.718994,,-164.785995,,,47.932999,-4.33,,4.849,-0.468,0.0,,-0.051,43.602999,-16.900999,26.702,0.0,,,26.702,0.0,26.702,0.0,0.0,26.702,26.702,,141.186005,0.19,0.19,0.18,146.522003,0.18,0.18,0.18,
11/02/2003,732.677002,,,-517.52002,,215.156982,,-165.302994,,,49.854,-3.751,,4.918,-1.116,0.0,,-0.051,46.103,-17.871,28.232,0.0,,,28.232,0.0,28.232,0.0,0.0,28.232,28.232,,142.570999,0.2,0.2,0.2,148.503998,0.19,0.19,0.19,
02/01/2004,839.735,,,-569.473,,270.262,,-173.194,,,97.068,-1.404,3.612,4.824,-1.212,0.0,,-2.208,95.664,-38.42,57.244,0.0,,,57.244,0.0,57.244,0.0,0.0,57.244,57.244,,142.583,0.401478,0.401478,0.4,148.241,0.39,0.39,0.39,
05/02/2004,796.314,,,-556.806,,239.508,,-183.436,,,56.072,-3.808,3.808,4.705,-0.897,0.0,,0.0,52.264,-20.378,31.886,0.0,,,31.886,0.0,31.886,0.0,0.0,31.886,31.886,,143.15,0.22,0.22,0.22,149.289,0.21,0.21,0.21,
08/01/2004,805.99,,,-562.377,,243.613,,-204.666,,,38.947,-3.961,3.961,4.933,-0.972,,,0.0,34.986,-5.87,29.116,,,,29.116,0.0,29.116,,,29.116,29.116,,143.546,0.2,0.2,0.2,149.676,0.19,0.19,0.19,
10/31/2004,826.844,,,-576.744,,250.1,,-194.021,,,56.079,-4.082,4.082,5.334,-1.252,0.0,,0.0,51.997,-20.539,31.458,0.0,,,31.458,0.0,31.458,0.0,0.0,31.458,31.458,,144.231,0.22,0.22,0.22,149.78,0.21,0.21,0.21,
01/30/2005,934.304,,,-628.938,,305.366,,-199.125,,,106.241,-4.684,4.684,6.354,-1.67,0.0,,0.0,101.557,-36.564,64.993,0.0,,,64.993,0.0,64.993,0.0,0.0,64.993,64.993,,144.627,0.45,0.45,0.4,150.098,0.43,0.43,0.38,
05/01/2005,903.15,,,-623.514,,279.636,,-201.837,,,77.799,-5.499,5.499,7.531,-2.032,0.0,,0.0,72.3,-27.591,44.709,0.0,,,44.709,0.0,44.709,0.0,0.0,44.709,44.709,,142.69,0.31,0.31,0.27,148.148,0.3,0.3,0.26,
07/31/2005,899.097,,,-615.037,,284.06,,-222.927,,,61.133,-4.596,4.596,7.333,-2.737,,,0.0,56.537,-20.792,35.745,,,,35.745,0.0,35.745,,,35.745,35.745,,141.917,0.25,0.25,0.25,147.099,0.24,0.24,0.24,
10/30/2005,907.663,,,-643.385,,264.278,,-213.639,,,50.639,-5.745,5.745,7.784,-2.039,0.0,,0.0,44.894,-13.761,31.133,0.0,,,31.133,0.0,31.133,0.0,0.0,31.133,31.133,,140.525,0.22,0.22,0.22,144.842,0.21,0.21,0.21,
01/29/2006,1050.589,,,-702.368,,348.221,,-226.412,,,121.809,-6.331,,8.56,-2.229,0.0,,0.0,115.478,-44.575,70.903,0.0,,,70.903,0.0,70.903,0.0,0.0,70.903,70.903,,137.97,0.51,0.51,0.5,142.13,0.5,0.5,0.49,
04/30/2006,1011.529,,,-701.449,,310.08,,-235.401,,,74.679,-6.733,6.733,8.783,-2.05,0.0,,0.0,67.946,-26.182,41.764,0.0,,,41.764,0.0,41.764,0.0,0.0,41.764,41.764,,137.449,0.3,0.3,0.3,141.088,0.3,0.3,0.3,
07/30/2006,1020.609,,,-715.762,,304.847,,-242.867,,,61.98,-9.32,9.32,13.06,-3.74,0.0,,0.0,52.66,-18.03,34.63,0.0,,,34.63,0.0,34.63,0.0,0.0,34.63,34.63,3.965,137.667,0.25,0.25,0.28,141.237,0.25,0.25,0.28,
10/29/2006,1034.81,,,-726.201,,308.609,,-252.147,,,56.462,-6.919,6.919,10.002,-3.083,0.0,,0.0,49.543,-17.815,31.728,0.0,,,31.728,0.0,31.728,0.0,0.0,31.728,31.728,12.671,135.041,0.23,0.23,0.3238,138.714,0.23,0.23,0.321346,
01/28/2007,1166.909,,,-782.675,,384.234,,-255.521,,,128.713,-8.745,8.655,10.333,-1.678,0.0,,0.09,119.968,-43.021,76.947,,,,76.947,0.0,76.947,0.0,,76.947,76.947,-2.5,133.188,0.58,0.58,0.56,136.928,0.56,0.56,0.54,
04/29/2007,1111.625,,,-773.146,,338.479,0.0,-261.894,261.894,0.0,76.585,86.763,8.825,11.39,-2.565,,,-95.363,163.348,-56.641,106.707,,,,106.707,,106.707,,0.0,106.707,106.707,,133.316,0.8,0.8,0.8,136.672,0.78,0.78,0.78,
07/29/2007,1116.681,,,-770.358,,346.323,,-261.587,,,84.736,-8.176,8.732,11.636,-2.904,0.0,,-0.556,76.56,-29.435,47.125,0.0,,,47.125,0.0,47.125,0.0,0.0,47.125,47.125,,132.262,0.36,0.36,0.36,135.514,0.35,0.35,0.35,
10/28/2007,1115.916,,,-784.387,,331.529,,-271.92,,,59.609,-11.934,12.746,13.774,-1.028,0.0,,-0.812,47.675,-18.223,29.452,0.0,,,29.452,0.0,29.452,0.0,0.0,29.452,29.452,2.61,127.431,0.23,0.23,0.25,130.528,0.23,0.23,0.25,
02/03/2008,1328.434,,,-907.943,,420.491,,-289.907,,,130.584,-14.303,14.38,14.696,-0.316,0.0,,-0.077,116.281,-40.881,75.4,0.0,,,75.4,0.0,75.4,0.0,0.0,75.4,75.4,,126.134,0.6,0.6,0.61,128.867,0.59,0.59,0.6,
05/04/2008,1212.931,1212.931,,-856.563,856.563,356.368,0.0,-276.099,276.099,0.0,80.269,-13.742,13.742,13.842,-0.1,,0.583,0.0,66.527,-25.899,41.211,0.0,0.0,0.0,41.211,0.0,41.211,0.0,0.0,41.211,41.211,0.0,125.05,0.33,0.33,0.33,127.419,0.32,0.32,0.32,
08/03/2008,1241.948,1241.948,,-875.542,875.542,366.406,0.0,-291.007,291.007,0.0,75.399,-15.211,15.211,15.311,-0.1,0.1,1.354,-0.1,60.188,-24.294,37.248,0.0,0.0,0.0,37.248,0.0,37.248,0.0,0.0,37.248,37.248,0.0,123.751,0.3,0.3,0.3,126.21,0.3,0.3,0.3,
11/02/2008,1251.144,1251.144,,-893.448,893.448,357.696,0.0,-285.571,285.571,0.0,72.125,-14.769,14.769,14.869,-0.1,2.8,0.959,-2.8,57.356,-22.492,35.823,0.0,0.0,0.0,35.823,0.0,35.823,0.0,0.0,35.823,35.823,0.0,124.122,0.29,0.29,0.29,126.795,0.28,0.28,0.28,
02/01/2009,1359.27,1359.27,,-944.307,944.307,414.963,0.0,-272.902,272.902,0.0,142.061,-15.035,15.035,15.235,-0.2,,-0.304,0.0,127.026,-48.334,78.388,0.0,0.0,0.0,78.388,0.0,78.388,0.0,0.0,78.388,78.388,0.0,124.444,0.63,0.63,0.63,126.783,0.62,0.62,0.62,
05/03/2009,1327.574,1327.574,,-950.322,950.322,377.252,0.0,-287.383,287.383,0.0,89.869,-14.974,14.974,15.174,-0.2,-0.3,1.116,0.3,74.895,-29.749,46.262,0.0,0.0,0.0,46.262,0.0,46.262,0.0,0.0,46.262,46.262,0.0,124.355,0.37,0.37,0.37,126.524,0.37,0.37,0.37,
08/02/2009,1308.785,1308.785,,-939.373,939.373,369.412,0.0,-295.623,295.623,0.0,73.789,-14.97,14.97,15.17,-0.2,-1.1,1.537,1.1,58.819,-21.392,38.964,0.0,0.0,0.0,38.964,0.0,38.964,0.0,0.0,38.964,38.964,0.0,123.474,0.32,0.32,0.32,125.504,0.31,0.31,0.31,
11/01/2009,1294.35,1294.35,,-938.174,938.174,356.176,0.0,-284.896,284.896,0.0,71.28,-15.031,15.031,15.131,-0.1,-0.262,2.274,0.262,56.249,-20.453,38.07,0.0,0.0,0.0,38.07,0.0,38.07,0.0,0.0,38.07,38.07,0.0,121.661,0.31,0.31,0.31,123.781,0.31,0.31,0.31,
01/31/2010,1405.683,1405.683,,-989.306,989.306,416.377,0.0,-282.236,282.236,0.0,134.141,-14.773,14.773,14.873,-0.1,-2.034,1.621,2.034,119.368,-45.96,75.029,0.0,0.0,0.0,75.029,0.0,75.029,0.0,0.0,75.029,75.029,0.0,119.962,0.63,0.63,0.63,122.658,0.61,0.61,0.61,
05/02/2010,1395.153,1386.882,8.271,-990.861,990.861,404.292,0.0,-301.031,301.031,0.0,103.261,-15.343,15.343,15.443,-0.1,-0.7,1.438,0.7,87.918,-33.764,55.592,0.0,0.0,0.0,55.592,0.0,55.592,0.0,0.0,55.592,55.592,0.0,117.976,0.47,0.47,0.47,120.382,0.46,0.46,0.46,
08/01/2010,1390.54,1381.987,8.553,-994.245,994.245,396.295,0.0,-304.288,304.288,0.0,92.007,-14.59,14.59,14.79,-0.2,0.1,2.119,-0.1,77.417,-31.15,48.386,0.0,0.0,0.0,48.386,0.0,48.386,0.0,0.0,48.386,48.386,0.0,117.079,0.41,0.41,0.41,119.423,0.41,0.41,0.41,
10/31/2010,1388.07,1379.193,8.877,-999.085,999.085,388.985,0.0,-305.345,305.345,0.0,83.64,-14.289,14.289,14.489,-0.2,9.0,2.648,-9.0,69.351,-26.386,45.613,0.0,0.0,0.0,45.613,0.0,45.613,0.0,0.0,45.613,45.613,0.0,116.943,0.39,0.39,0.39,119.36,0.38,0.38,0.38,
01/30/2011,1520.034,1511.5,8.534,-1055.075,1055.075,464.959,0.0,-315.139,315.139,0.0,149.82,-14.615,14.615,14.915,-0.3,-1.405,4.167,1.405,135.205,-49.096,90.276,0.0,0.0,0.0,90.276,0.0,90.276,0.0,0.0,90.276,90.276,0.0,115.222,0.78,0.78,0.78,117.712,0.77,0.77,0.77,
05/01/2011,1490.366,1481.445,8.921,-1048.951,1048.951,441.415,0.0,-319.732,319.732,0.0,121.683,-14.447,14.447,14.747,-0.3,-0.731,2.575,0.731,107.236,-38.906,70.905,0.0,0.0,0.0,70.905,0.0,70.905,0.0,0.0,70.905,70.905,0.0,113.541,0.62,0.62,0.62,115.699,0.61,0.61,0.61,
07/31/2011,1487.553,1478.418,9.135,-1050.569,1050.569,436.984,0.0,-326.708,326.708,0.0,110.276,-14.255,14.255,14.455,-0.2,0.416,2.783,-0.416,96.021,-37.624,61.18,0.0,0.0,0.0,61.18,0.0,61.18,0.0,0.0,61.18,61.18,0.0,112.396,0.54,0.54,0.54,114.341,0.54,0.54,0.54,
10/30/2011,1497.557,1488.158,9.399,-1069.397,1069.397,428.16,0.0,-326.964,326.964,0.0,101.196,-14.038,14.038,14.338,-0.3,1.009,2.826,-1.009,87.158,-33.826,56.158,0.0,0.0,0.0,56.158,0.0,56.158,0.0,0.0,56.158,56.158,0.0,111.33014,0.5,0.5,0.5,113.081,0.5,0.5,0.5,
01/29/2012,1637.828,1628.569,9.259,-1139.964,1139.964,497.864,0.0,-327.9,327.9,0.0,169.964,-14.102,14.102,14.502,-0.4,0.117,2.742,-0.117,155.862,-56.604,102.0,0.0,0.0,0.0,102.0,0.0,102.0,0.0,0.0,102.0,102.0,0.0,110.364,0.92,0.92,0.92,112.1,0.91,0.91,0.91,
04/29/2012,1629.893,1620.573,9.32,-1132.519,1132.519,497.374,0.0,-343.023,343.023,0.0,154.351,-14.129,14.129,14.529,-0.4,-0.057,2.633,0.057,140.222,-48.172,94.683,0.0,0.0,0.0,94.683,0.0,94.683,0.0,0.0,94.683,94.683,0.0,108.93,0.87,0.87,0.87,111.03,0.85,0.85,0.85,
07/29/2012,1619.667,1610.25,9.417,-1130.852,1130.852,488.815,0.0,-352.755,352.755,0.0,136.06,-13.55,13.55,13.85,-0.3,0.099,4.343,-0.099,122.51,-48.333,78.52,0.0,0.0,0.0,78.52,0.0,78.52,0.0,0.0,78.52,78.52,0.0,108.26,0.73,0.73,0.73,109.934,0.71,0.71,0.71,
10/28/2012,1629.511,1619.701,9.81,-1146.999,1146.999,482.512,0.0,-342.958,342.958,0.0,139.554,-13.375,13.375,13.675,-0.3,0.153,4.472,-0.153,126.179,-48.335,82.316,0.0,0.0,0.0,82.316,0.0,82.316,0.0,0.0,82.316,82.316,0.0,107.719,0.76,0.76,0.76,109.333,0.75,0.75,0.75,
02/03/2013,1879.166,1869.551,9.615,-1285.728,1285.728,593.438,0.0,-372.186,372.186,0.0,221.252,-13.275,13.275,13.575,-0.3,0.259,4.522,-0.259,207.977,-78.489,134.01,0.0,0.0,0.0,134.01,0.0,134.01,0.0,0.0,134.01,134.01,0.0,106.47,1.26,1.26,1.26,108.071,1.24,1.24,1.24,
05/05/2013,1710.596,1700.949,9.647,-1180.85,1180.85,529.746,0.0,-362.228,362.228,0.0,167.518,-13.168,13.168,13.368,-0.2,0.203,3.612,-0.203,154.35,-55.547,102.415,0.0,0.0,0.0,102.415,0.0,102.415,0.0,0.0,102.415,102.415,0.0,103.305,0.99,0.99,0.99,104.583,0.98,0.98,0.98,
08/04/2013,1705.997,1697.164,8.833,-1190.777,1190.777,515.22,0.0,-358.67,358.67,0.0,156.55,-12.828,12.828,13.028,-0.2,0.429,4.139,-0.429,143.722,-54.493,93.368,0.0,0.0,0.0,93.368,0.0,93.368,0.0,0.0,93.368,93.368,0.0,103.474,0.9,0.9,0.9,104.512,0.89,0.89,0.89,
11/03/2013,1695.168,1684.633,10.535,-1190.195,1190.195,504.973,0.0,-352.304,352.304,0.0,152.669,-12.93,12.93,13.13,-0.2,0.259,3.536,-0.259,139.739,-51.054,92.221,0.0,0.0,0.0,92.221,0.0,92.221,0.0,0.0,92.221,92.221,0.0,103.957,0.89,0.89,0.89,104.753,0.88,0.88,0.88,
02/02/2014,1804.866,1794.962,9.904,-1238.868,1238.868,565.998,0.0,-349.417,349.417,0.0,216.581,-12.853,12.853,12.953,-0.1,-0.002,6.138,0.002,203.728,-78.35,131.516,0.0,0.0,0.0,131.516,0.0,131.516,0.0,0.0,131.516,131.516,0.0,102.076,1.29,1.29,1.29,102.992,1.28,1.28,1.28,
