Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2003,512.174988,,,-250.867996,,261.306992,,-174.889008,,,,,,86.417999,3.007,,,,0.0,-3.007,89.424999,-62.171001,27.254,0.0,,,27.253998,0.0,27.254,0.0,0.0,27.254,27.254,,286.884002,0.095,0.095,0.095,545.080018,0.05,0.05,0.05,
03/31/2004,651.623,,,-315.398,,336.225,0.0,-180.902,69.41,47.904,,,111.492,155.323,0.3,-0.3,,,0.0,0.0,155.323,-91.65,63.973,0.0,,,63.673,0.0,63.973,0.0,0.0,63.973,63.973,,302.168,0.21,0.21,0.21,528.366,0.12,0.12,0.12,
06/30/2004,700.212,,,-326.377,,373.835,0.0,-202.877,82.354,56.777,,,120.523,170.958,-1.498,1.498,,,,0.0,169.46,-90.397,79.063,,,,79.063,,79.063,0.0,0.0,79.063,79.063,,310.882,0.255,0.255,0.255,532.526,0.15,0.15,0.15,
09/30/2004,805.887,,,-362.099,,443.788,0.0,-231.676,106.286,65.512,,,125.39,212.112,-197.134,-3.866,,,,201.0,14.978,37.005,51.983,,,,51.983,,51.983,0.0,0.0,51.983,51.983,,410.014,0.125,0.125,0.125,549.47,0.095,0.095,0.095,
12/31/2004,1031.500977,,,-453.778992,,577.721985,,-274.923004,,,,,,302.799011,7.374,,,-9.196,0.0,1.822,310.173011,-106.072998,204.100006,0.0,,,204.100013,0.0,204.100006,0.0,0.0,204.100006,204.100006,,522.343994,0.39,0.39,0.38,571.888,0.355,0.355,0.345,
03/31/2005,1256.516,,,-545.208,,711.308,,-268.538,140.218,82.952,,,128.32,442.77,13.686,-11.7,,-11.7,0.0,-1.986,456.456,-87.263,369.193,0.0,,,369.193,0.0,369.193,0.0,0.0,369.193,369.193,,532.212,0.695,0.695,0.665,573.224,0.645,0.645,0.615,
06/30/2005,1384.495,,,-597.095,,787.4,0.0,-311.702,168.592,97.024,,,143.11,475.698,19.722,-19.722,,,0.0,0.0,495.42,-152.606,342.814,0.0,,,342.814,0.0,342.814,0.0,0.0,342.814,342.814,,541.458,0.635,0.635,0.69545,574.476,0.595,0.595,0.652,
09/30/2005,1578.456,,,-653.826,,924.63,,-395.459,197.43,104.996,,,198.029,529.171,20.797,-25.4,,-25.4,0.0,4.603,549.968,-168.786,381.182,0.0,,,381.182,0.0,381.182,0.0,0.0,381.182,381.182,,550.26,0.695,0.695,0.795,579.346,0.66,0.66,0.755,
12/31/2005,1919.093,,,-777.035,,1142.058,0.0,-482.418,292.547,162.632,,,189.871,659.64,-19.807,,,-68.338,0.0,88.145,639.833,-267.625,372.208,0.0,,,372.208,0.0,372.208,0.0,0.0,372.208,372.208,,582.822,0.64,0.64,0.805,607.944,0.61,0.61,0.77,
03/31/2006,2253.755,,,-904.119,,1349.636,,-606.937,,,,,,742.699,67.919,-78.924,,-78.924,0.0,11.005,810.618,-218.327,592.291,0.0,,,592.291,0.0,592.291,0.0,0.0,592.291,592.291,,587.792,1.01,1.01,1.04,608.246,0.975,0.975,1.004,
06/30/2006,2455.991,,,-989.032,,1466.959,,-651.587,,,,,,815.372,160.805,-103.01,0.177,-103.187,0.0,-57.795,976.177,-255.1,721.077,0.0,,,721.077,0.0,721.077,0.0,0.0,721.077,721.077,,602.82,1.195,1.195,1.145,620.076,1.165,1.165,1.115,
09/30/2006,2689.673,,,-1048.728,,1640.945,,-709.614,,,,,,931.331,108.18,-108.209,0.021,-108.23,0.0,0.029,1039.511,-306.15,733.361,0.0,,,733.361,0.0,733.361,0.0,0.0,733.361,733.361,,606.8,1.21,1.21,1.21,621.148,1.18,1.18,1.18,
12/31/2006,3205.498,,,-1283.148,,1922.35,0.0,-861.756,474.95,255.206,,,386.806,1060.594,124.139,-124.139,,,0.0,0.0,1184.733,-154.017,1030.716,0.0,,,1030.716,0.0,1030.716,0.0,0.0,1030.716,1030.716,,613.812,1.68,1.68,1.46,626.918,1.645,1.645,1.43,
03/31/2007,3663.971,,,-1470.426,,2193.545,,-972.336,,,,,,1221.209,130.728,-130.133,0.342,-130.475,0.0,-0.595,1351.937,-349.775,1002.162,0.0,,,1002.162,0.0,1002.162,0.0,0.0,1002.162,1002.162,,618.63,1.62,1.62,1.62,629.74,1.59,1.59,1.59,
06/30/2007,3871.985,,,-1560.255,,2311.73,,-1207.115,,,,,,1104.615,137.13,-137.74,0.244,-137.984,0.0,0.61,1241.745,-316.625,925.12,0.0,,,925.12,0.0,925.12,0.0,0.0,925.12,925.12,,620.872,1.49,1.49,1.49,630.938,1.465,1.465,1.465,
09/30/2007,4231.351,,,-1662.579,,2568.772,,-1250.93,,,,,,1317.842,154.428,-145.668,0.446,-146.114,0.0,-8.76,1472.27,-402.281,1069.989,0.0,,,1069.989,0.0,1069.989,0.0,0.0,1069.989,1069.989,,622.442,1.72,1.72,1.72,633.152,1.69,1.69,1.69,
