Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,29.620311,,29.620311,19.341836,19.341837,19.341837,,34.700768,15.627449,,
06/30/1990,,,,,,31.03323,,31.03323,19.258349,19.258349,19.258349,,37.942815,14.343669,,
09/30/1990,,,,,,32.505335,,32.505335,20.501066,20.501067,20.501067,,36.930151,13.761978,,
12/31/1990,,,,,,25.739379,,25.739379,16.605638,16.605638,16.605638,,35.485476,17.872012,,
03/31/1991,,13.219842,0.811954,4.560164,,31.096609,36.129333,31.096609,17.950399,17.950399,17.762964,,42.275382,15.313593,11.195409,
06/30/1991,,13.190256,0.726894,4.155962,,29.511582,24.505445,29.511582,17.449312,17.449312,16.486385,,40.873002,15.114543,11.196609,
09/30/1991,,13.241329,0.740761,4.717926,,25.360434,13.59738,25.360434,15.368403,15.368404,14.57138,,39.400078,14.257932,11.35339,
12/31/1991,,13.790974,0.795833,4.509792,,26.895848,29.099863,26.895848,15.289403,15.289404,14.533667,,43.153295,13.560204,11.92089,
03/31/1992,,15.616635,0.967842,5.3843,,33.468441,37.215674,33.468441,19.755513,19.755513,19.109861,,40.972713,10.090847,14.040784,
06/30/1992,,17.270046,0.98671,6.181835,,32.854163,39.503256,32.854163,19.766325,19.766323,19.12553,,39.836164,10.025314,15.538669,
09/30/1992,,17.431349,0.991238,6.416359,,24.600483,21.479987,24.600483,14.963679,14.963679,14.322745,,39.173229,13.404933,15.094688,
12/31/1992,,17.428341,1.04416,6.610993,,24.275908,12.671559,24.275908,14.814079,14.814079,14.197539,,38.976211,13.04222,15.155299,
03/31/1993,,16.134036,0.974409,4.49804,,28.303576,,28.303576,16.883711,16.883712,16.258955,,40.347781,11.698404,14.246611,
06/30/1993,,15.069319,0.959409,4.337906,,28.03335,,28.03335,16.786416,16.786418,16.186546,,40.119835,14.152771,12.936593,
09/30/1993,,15.370056,0.915122,3.717533,,30.471118,134.16353,30.471118,17.424007,17.424007,16.817415,,42.817961,13.778455,13.2523,
12/31/1993,,15.485183,1.022328,4.747765,,32.757378,,32.757378,19.182235,19.182235,18.534016,,41.441482,13.364163,13.415718,
03/31/1994,,15.717117,1.010798,3.857213,,32.310582,281.762974,32.310582,18.875451,18.875453,18.260572,,41.581209,12.836726,13.699554,
06/30/1994,,16.223031,1.046476,3.811724,,33.891141,,33.891141,19.743101,19.7431,19.7431,,41.74554,11.763885,14.314572,
09/30/1994,,16.53784,1.05545,3.663929,,34.643881,,34.643881,20.148458,20.148457,20.148457,,41.84122,13.660732,14.27865,
12/31/1994,,16.65873,1.122784,4.61493,,30.754719,14.377446,30.754719,20.46464,20.464639,18.731871,,33.458536,13.577497,14.396892,
03/31/1995,,16.227836,1.077387,4.626448,,32.375493,-25.8724,32.375493,18.74832,18.748318,18.127239,,42.091014,15.041114,13.786989,
06/30/1995,,16.080388,1.089065,4.288318,,35.428964,64.389438,35.428964,20.560186,20.560186,19.971893,,41.96786,12.751194,14.029946,
09/30/1995,,16.652679,1.143871,4.805427,,35.254927,38.955751,35.254927,21.1734,21.1734,20.638523,,39.942011,11.132548,14.798812,
12/31/1995,,17.137143,1.165565,5.83123,,35.768087,91.626683,35.768087,21.664262,21.664261,21.134241,,39.431308,12.570011,14.983003,
03/31/1996,,17.515235,1.169378,5.752046,,36.088953,61.79419,36.088953,21.799534,21.799533,21.256851,,39.594993,12.611692,15.306267,
06/30/1996,,17.898167,1.218154,6.136119,,37.024758,48.603251,37.024758,22.208879,22.208881,22.208881,,40.01614,12.367109,15.684681,
09/30/1996,,17.689121,1.200188,6.571713,,37.246321,75.189732,33.293618,20.255344,20.255344,20.255344,,39.161481,13.116445,15.368937,
12/31/1996,,17.547981,1.213688,6.647591,,35.659512,34.384509,35.659512,21.935799,21.935798,21.935798,,38.48542,11.590797,15.51403,
03/31/1997,,17.757742,1.211241,6.056564,,36.784963,43.770045,36.784963,22.624035,22.624035,22.624035,,38.496513,12.97414,15.453828,
06/30/1997,,17.697096,1.234183,7.592877,,37.938419,57.524784,37.938419,23.487021,23.48702,23.48702,,38.091724,12.383444,15.505586,
09/30/1997,,18.326121,1.28595,7.920155,,38.612945,57.199917,38.612945,24.138547,24.138548,24.138548,,37.485868,11.479376,16.222397,
12/31/1997,,18.20742,1.308064,7.359847,,37.153159,62.180639,37.153159,23.711731,23.711731,23.711731,,36.178426,11.419007,16.128313,
03/31/1998,,18.569816,1.328424,6.568209,,32.017279,2.747019,31.215668,23.084034,23.084034,23.084034,,26.04985,10.891635,16.547259,
06/30/1998,,14.240751,1.106911,5.337576,,37.778143,37.301784,30.919544,18.357632,18.357633,18.357633,,40.62774,17.926576,11.687872,
09/30/1998,,14.93354,1.184978,5.692231,,38.957186,40.29158,37.702795,23.614736,23.614737,23.614737,,37.366088,14.048197,12.835647,
12/31/1998,,15.799696,1.20262,5.228568,,39.101359,47.573538,39.101359,24.084892,24.084892,24.084892,,38.403953,13.308439,13.697003,
03/31/1999,,16.514412,1.296365,5.428233,,41.750944,90.958261,41.750944,26.33856,26.33856,26.33856,,36.915055,11.54605,14.60765,
06/30/1999,,14.353078,1.191307,4.708123,,40.536458,99.62173,39.555515,25.519409,25.519409,25.519409,,35.484575,12.100618,12.616266,
09/30/1999,,14.848564,1.248135,5.093072,,41.189405,61.384489,40.361076,25.438732,25.438732,25.438732,,36.972117,14.566929,12.685584,
12/31/1999,,15.627748,1.235671,4.609072,,39.00156,38.118239,39.00156,24.735781,24.735781,24.735781,,36.577458,14.657128,13.337169,
03/31/2000,,15.256742,1.240312,4.532833,,40.253814,11.227294,40.253814,25.544221,25.544221,25.544221,,36.54211,14.063164,13.111162,
06/30/2000,,15.089154,1.273318,4.647724,,40.577058,41.17579,40.577058,26.287302,26.287302,26.287302,,35.216344,13.356538,13.073765,
09/30/2000,,14.922913,1.28087,4.510545,,42.835363,76.011208,41.543986,26.694216,26.694216,26.694216,,35.744691,12.893732,12.998793,
12/31/2000,,12.725021,1.114345,3.998221,,37.425275,32.920257,31.217245,19.945236,19.945236,19.945236,,36.108275,32.293968,8.615607,
03/31/2001,,12.502793,1.12352,3.746017,,36.070916,26.486703,33.985998,21.8046,21.804601,21.804601,,35.842403,28.887483,8.891051,
06/30/2001,,13.42738,1.227073,3.840631,,36.53774,28.263013,36.53774,23.410308,23.410308,23.410308,,35.928419,25.591722,9.991082,
09/30/2001,,14.230735,1.31071,4.058222,,36.25616,22.739337,36.25616,23.613023,23.613021,23.613021,,34.871695,24.489356,10.74572,
12/31/2001,,13.407067,1.251911,4.28781,,35.890743,28.172352,35.890743,23.519049,23.519049,23.519049,,34.470431,23.072916,10.313666,
03/31/2002,,13.738253,1.31142,4.380853,,39.503583,71.180891,39.503583,26.705903,26.705903,26.705903,,32.396252,20.453965,10.928236,
06/30/2002,,14.343199,1.360155,4.251726,,39.332644,83.424876,39.332644,26.589033,26.589033,26.589033,,32.39958,20.218851,11.443169,
09/30/2002,,14.630036,1.347684,4.122653,,36.652185,42.297481,36.652185,24.827016,24.827016,24.827016,,32.263204,20.890734,11.573714,
12/31/2002,,14.858725,1.412969,4.438295,,38.246355,75.331198,38.246355,25.76994,25.76994,25.76994,,32.621187,23.289555,11.398194,
03/31/2003,,14.687136,1.420187,4.530516,,39.878658,46.659016,38.665461,25.965768,25.965768,25.965768,,32.845058,23.769929,11.196014,
06/30/2003,,11.396615,1.167687,3.650475,,34.619238,25.912359,29.623961,20.193225,20.193225,20.193225,,31.834825,26.698747,8.353861,
09/30/2003,,12.179953,1.245371,3.77334,,37.910908,40.464202,35.003745,23.628041,23.628041,23.628041,,32.498533,22.954309,9.384129,
12/31/2003,,12.860453,1.382539,4.278336,,38.353151,38.605073,37.966467,25.478851,25.478851,25.478851,,32.891171,21.581656,10.084954,
03/31/2004,,13.637748,1.46398,4.481224,,36.680134,29.453281,36.680134,24.63341,24.633411,24.633411,,32.842641,29.87272,9.563782,
06/30/2004,,12.033032,1.302011,4.023173,,41.872157,2096.661409,41.872157,27.680032,27.680031,27.680031,,33.893942,27.164358,8.764336,
09/30/2004,,12.359602,1.351907,4.131549,,41.438861,164.305391,38.209294,27.369254,27.369254,27.369254,,28.370166,23.409551,9.466274,
12/31/2004,,12.623956,1.406164,4.449471,,42.450176,139.358706,42.450176,28.151552,28.151552,28.151552,,33.68331,24.085222,9.583448,
